OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
W00009177,135,34,19,15,96,14,53,11,32,10,11,6,3,2,17,13,4,1,1,5,1,4,25.185185185185183,14.074074074074074,11.11111111111111,71.11111111111111,10.37037037037037,39.25925925925926,8.148148148148149,23.703703703703706,7.4074074074074066,8.148148148148149,4.444444444444445,2.2222222222222223,1.4814814814814816,12.592592592592592,9.62962962962963,2.9629629629629632,0.7407407407407408,0.7407407407407408,3.7037037037037033,0.7407407407407408,2.9629629629629632
W00009178,119,38,17,21,80,22,47,16,18,13,6,6,0,0,5,5,0,0,0,1,0,1,31.932773109243694,14.285714285714285,17.647058823529413,67.22689075630252,18.487394957983195,39.49579831932773,13.445378151260504,15.126050420168067,10.92436974789916,5.042016806722689,5.042016806722689,0,0,4.201680672268908,4.201680672268908,0,0,0,0.8403361344537815,0,0.8403361344537815
W00009180,127,26,17,9,94,23,56,10,30,16,7,3,4,0,8,3,5,0,0,7,4,3,20.47244094488189,13.385826771653544,7.086614173228346,74.01574803149606,18.11023622047244,44.09448818897638,7.874015748031496,23.62204724409449,12.598425196850393,5.511811023622047,2.3622047244094486,3.149606299212598,0,6.299212598425196,2.3622047244094486,3.937007874015748,0,0,5.511811023622047,3.149606299212598,2.3622047244094486
W00009181,210,34,15,19,171,32,102,34,55,13,24,18,4,2,12,8,4,1,1,5,2,3,16.19047619047619,7.142857142857142,9.047619047619047,81.42857142857143,15.238095238095239,48.57142857142857,16.19047619047619,26.190476190476193,6.190476190476191,11.428571428571429,8.571428571428571,1.9047619047619049,0.9523809523809524,5.714285714285714,3.8095238095238098,1.9047619047619049,0.4761904761904762,0.4761904761904762,2.380952380952381,0.9523809523809524,1.4285714285714286
W00009184,122,25,20,5,96,30,54,11,35,8,2,1,0,1,10,7,3,0,0,1,0,1,20.491803278688526,16.39344262295082,4.098360655737705,78.68852459016394,24.59016393442623,44.26229508196721,9.01639344262295,28.688524590163933,6.557377049180328,1.639344262295082,0.819672131147541,0,0.819672131147541,8.19672131147541,5.737704918032787,2.459016393442623,0,0,0.819672131147541,0,0.819672131147541
W00009175,125,28,18,10,90,20,60,18,27,15,5,3,2,0,5,2,3,0,0,7,4,3,22.400000000000002,14.399999999999999,8,72,16,48,14.399999999999999,21.6,12,4,2.4,1.6,0,4,1.6,2.4,0,0,5.6000000000000005,3.2,2.4
W00009176,150,29,22,7,117,33,66,22,27,17,13,6,7,0,5,3,2,0,0,4,1,3,19.333333333333332,14.666666666666666,4.666666666666667,78,22,44,14.666666666666666,18,11.333333333333332,8.666666666666668,4,4.666666666666667,0,3.3333333333333335,2,1.3333333333333335,0,0,2.666666666666667,0.6666666666666667,2
W00009179,124,22,21,1,92,27,50,20,24,6,7,4,3,0,8,2,6,0,0,10,3,7,17.741935483870968,16.93548387096774,0.8064516129032258,74.19354838709677,21.774193548387096,40.32258064516129,16.129032258064516,19.35483870967742,4.838709677419355,5.64516129032258,3.225806451612903,2.4193548387096775,0,6.451612903225806,1.6129032258064515,4.838709677419355,0,0,8.064516129032258,2.4193548387096775,5.64516129032258
W00009182,123,22,18,4,98,26,64,20,28,16,4,2,0,2,4,3,1,0,0,3,2,1,17.88617886178862,14.634146341463413,3.2520325203252036,79.67479674796748,21.138211382113823,52.03252032520326,16.260162601626014,22.76422764227642,13.008130081300814,3.2520325203252036,1.6260162601626018,0,1.6260162601626018,3.2520325203252036,2.4390243902439024,0.8130081300813009,0,0,2.4390243902439024,1.6260162601626018,0.8130081300813009
W00009183,160,18,13,5,137,40,82,27,36,19,7,4,2,1,8,4,4,0,0,5,2,3,11.25,8.125,3.125,85.625,25,51.24999999999999,16.875,22.5,11.875,4.375,2.5,1.25,0.625,5,2.5,2.5,0,0,3.125,1.25,1.875
W00009264,122,20,12,8,96,10,64,20,30,14,10,6,3,1,12,7,5,0,0,6,2,4,16.39344262295082,9.836065573770492,6.557377049180328,78.68852459016394,8.19672131147541,52.459016393442624,16.39344262295082,24.59016393442623,11.475409836065573,8.19672131147541,4.918032786885246,2.459016393442623,0.819672131147541,9.836065573770492,5.737704918032787,4.098360655737705,0,0,4.918032786885246,1.639344262295082,3.278688524590164
W00009265,129,37,11,26,90,7,37,13,18,6,28,21,5,2,17,13,4,1,1,2,0,2,28.68217054263566,8.527131782945736,20.155038759689923,69.76744186046511,5.426356589147287,28.68217054263566,10.077519379844961,13.953488372093023,4.651162790697675,21.705426356589147,16.27906976744186,3.875968992248062,1.550387596899225,13.178294573643413,10.077519379844961,3.10077519379845,0.7751937984496124,0.7751937984496124,1.550387596899225,0,1.550387596899225
W00009266,119,38,12,26,77,12,28,12,15,1,21,16,5,0,16,13,3,0,0,4,0,4,31.932773109243694,10.084033613445378,21.84873949579832,64.70588235294117,10.084033613445378,23.52941176470588,10.084033613445378,12.605042016806722,0.8403361344537815,17.647058823529413,13.445378151260504,4.201680672268908,0,13.445378151260504,10.92436974789916,2.5210084033613445,0,0,3.361344537815126,0,3.361344537815126
W00009268,116,40,11,29,73,2,30,14,9,7,19,11,8,0,22,17,5,0,0,3,0,3,34.48275862068966,9.482758620689655,25,62.93103448275862,1.7241379310344827,25.862068965517242,12.068965517241379,7.758620689655173,6.0344827586206895,16.379310344827587,9.482758620689655,6.896551724137931,0,18.96551724137931,14.655172413793101,4.310344827586207,0,0,2.586206896551724,0,2.586206896551724
W00009272,131,39,17,22,88,17,46,18,14,14,12,9,3,0,13,10,3,0,0,4,2,2,29.770992366412212,12.977099236641221,16.793893129770993,67.17557251908397,12.977099236641221,35.11450381679389,13.740458015267176,10.687022900763358,10.687022900763358,9.16030534351145,6.870229007633588,2.2900763358778624,0,9.923664122137405,7.633587786259542,2.2900763358778624,0,0,3.0534351145038165,1.5267175572519083,1.5267175572519083
W00009249,138,43,21,22,80,17,52,27,15,10,8,7,1,0,3,2,1,0,0,15,3,12,31.15942028985507,15.217391304347828,15.942028985507244,57.971014492753625,12.318840579710146,37.68115942028986,19.565217391304348,10.869565217391305,7.246376811594203,5.797101449275362,5.072463768115942,0.7246376811594203,0,2.1739130434782608,1.4492753623188406,0.7246376811594203,0,0,10.869565217391305,2.1739130434782608,8.695652173913043
W00009276,137,20,13,7,110,30,60,24,27,9,10,5,4,1,9,0,9,1,1,7,4,3,14.5985401459854,9.48905109489051,5.109489051094891,80.2919708029197,21.897810218978105,43.79562043795621,17.51824817518248,19.708029197080293,6.569343065693431,7.2992700729927,3.64963503649635,2.9197080291970803,0.7299270072992701,6.569343065693431,0,6.569343065693431,0.7299270072992701,0.7299270072992701,5.109489051094891,2.9197080291970803,2.18978102189781
