OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
W00008779,377,28,25,29,35,41,38,17,29,29,21,21,15,21,13,6,4,2,3,7.427055702917771,6.631299734748011,7.6923076923076925,9.283819628647215,10.875331564986737,10.079575596816976,4.509283819628647,7.6923076923076925,7.6923076923076925,5.570291777188329,5.570291777188329,3.978779840848806,5.570291777188329,3.4482758620689653,1.5915119363395225,1.0610079575596816,0.5305039787798408,0.7957559681697612
W00008780,466,67,60,6,7,27,36,78,68,17,17,19,9,19,13,11,5,4,3,14.377682403433475,12.875536480686694,1.2875536480686696,1.502145922746781,5.793991416309012,7.725321888412018,16.738197424892704,14.592274678111588,3.648068669527897,3.648068669527897,4.07725321888412,1.9313304721030045,4.07725321888412,2.7896995708154506,2.3605150214592276,1.0729613733905579,0.8583690987124464,0.6437768240343348
W00008781,425,20,15,10,16,72,78,48,42,25,18,18,20,14,7,9,9,1,3,4.705882352941177,3.5294117647058822,2.3529411764705883,3.7647058823529407,16.941176470588236,18.352941176470587,11.294117647058824,9.88235294117647,5.88235294117647,4.235294117647059,4.235294117647059,4.705882352941177,3.294117647058824,1.647058823529412,2.1176470588235294,2.1176470588235294,0.2352941176470588,0.7058823529411765
W00008782,379,17,25,16,19,49,57,47,28,20,18,27,24,12,8,3,2,2,5,4.485488126649076,6.596306068601583,4.221635883905013,5.013192612137203,12.928759894459102,15.03957783641161,12.401055408970976,7.387862796833773,5.277044854881266,4.749340369393139,7.12401055408971,6.33245382585752,3.16622691292876,2.1108179419525066,0.79155672823219,0.5277044854881267,0.5277044854881267,1.3192612137203166
W00008784,423,22,26,30,32,32,60,43,40,28,33,26,18,9,9,6,3,4,2,5.200945626477541,6.1465721040189125,7.092198581560284,7.5650118203309695,7.5650118203309695,14.184397163120568,10.16548463356974,9.456264775413711,6.619385342789598,7.801418439716312,6.1465721040189125,4.25531914893617,2.127659574468085,2.127659574468085,1.4184397163120568,0.7092198581560284,0.9456264775413712,0.4728132387706856
W00008785,388,19,15,22,21,43,70,42,37,30,17,13,20,16,6,5,6,6,0,4.896907216494846,3.865979381443299,5.670103092783505,5.412371134020619,11.082474226804123,18.04123711340206,10.824742268041238,9.536082474226804,7.731958762886598,4.381443298969072,3.350515463917526,5.154639175257731,4.123711340206185,1.5463917525773196,1.2886597938144329,1.5463917525773196,1.5463917525773196,0
W00008786,339,27,28,23,18,16,25,43,43,20,21,21,15,13,10,6,2,3,5,7.964601769911504,8.259587020648967,6.784660766961652,5.3097345132743365,4.71976401179941,7.374631268436578,12.684365781710916,12.684365781710916,5.899705014749262,6.1946902654867255,6.1946902654867255,4.424778761061947,3.8348082595870205,2.949852507374631,1.7699115044247788,0.5899705014749262,0.8849557522123894,1.4749262536873156
W00008788,407,17,31,22,20,61,51,32,35,29,22,28,17,15,4,10,7,4,2,4.176904176904177,7.616707616707617,5.405405405405405,4.914004914004914,14.987714987714988,12.530712530712531,7.862407862407863,8.5995085995086,7.125307125307126,5.405405405405405,6.87960687960688,4.176904176904177,3.6855036855036856,0.9828009828009828,2.457002457002457,1.71990171990172,0.9828009828009828,0.4914004914004914
W00008789,289,19,12,18,19,44,29,30,18,24,9,11,13,21,10,8,2,0,2,6.5743944636678195,4.1522491349480966,6.228373702422145,6.5743944636678195,15.22491349480969,10.034602076124568,10.380622837370241,6.228373702422145,8.304498269896193,3.1141868512110724,3.8062283737024223,4.498269896193772,7.26643598615917,3.4602076124567476,2.768166089965398,0.6920415224913495,0,0.6920415224913495
W00008790,281,17,6,8,15,74,33,24,20,14,9,11,13,13,8,9,2,4,1,6.049822064056939,2.135231316725979,2.8469750889679712,5.338078291814947,26.334519572953734,11.743772241992882,8.540925266903916,7.11743772241993,4.98220640569395,3.202846975088968,3.9145907473309607,4.6263345195729535,4.6263345195729535,2.8469750889679712,3.202846975088968,0.7117437722419928,1.4234875444839856,0.3558718861209964
W00008791,232,25,18,11,17,19,13,23,12,17,12,17,14,8,7,8,4,2,5,10.775862068965516,7.758620689655173,4.741379310344827,7.327586206896551,8.189655172413794,5.603448275862069,9.913793103448276,5.172413793103448,7.327586206896551,5.172413793103448,7.327586206896551,6.0344827586206895,3.4482758620689653,3.0172413793103448,3.4482758620689653,1.7241379310344827,0.8620689655172413,2.1551724137931036
W00008792,275,18,12,12,16,35,37,30,22,15,16,17,18,11,7,0,4,2,3,6.545454545454546,4.363636363636364,4.363636363636364,5.818181818181818,12.727272727272727,13.454545454545455,10.909090909090908,8,5.454545454545454,5.818181818181818,6.181818181818182,6.545454545454546,4,2.5454545454545454,0,1.4545454545454546,0.7272727272727273,1.090909090909091
W00008794,464,37,18,12,14,69,79,80,41,25,19,24,14,13,9,5,2,1,2,7.974137931034483,3.8793103448275863,2.586206896551724,3.0172413793103448,14.870689655172415,17.025862068965516,17.24137931034483,8.836206896551724,5.387931034482758,4.094827586206897,5.172413793103448,3.0172413793103448,2.8017241379310347,1.9396551724137931,1.0775862068965518,0.43103448275862066,0.21551724137931033,0.43103448275862066
W00008795,386,19,15,18,20,36,55,34,34,29,21,30,23,22,10,9,8,3,0,4.922279792746114,3.8860103626943006,4.66321243523316,5.181347150259067,9.32642487046632,14.248704663212436,8.808290155440414,8.808290155440414,7.512953367875648,5.4404145077720205,7.772020725388601,5.958549222797927,5.699481865284974,2.5906735751295336,2.33160621761658,2.072538860103627,0.7772020725388601,0
W00008797,346,16,14,14,7,33,49,56,24,21,20,37,16,13,7,5,6,5,3,4.624277456647398,4.046242774566474,4.046242774566474,2.023121387283237,9.53757225433526,14.16184971098266,16.184971098265898,6.9364161849710975,6.069364161849711,5.780346820809249,10.69364161849711,4.624277456647398,3.7572254335260116,2.023121387283237,1.4450867052023122,1.7341040462427744,1.4450867052023122,0.8670520231213872
W00008798,436,25,31,28,26,21,52,46,45,29,26,28,23,15,9,12,9,9,2,5.73394495412844,7.110091743119266,6.422018348623854,5.963302752293578,4.81651376146789,11.926605504587156,10.550458715596331,10.321100917431194,6.651376146788992,5.963302752293578,6.422018348623854,5.275229357798166,3.4403669724770642,2.064220183486239,2.7522935779816518,2.064220183486239,2.064220183486239,0.45871559633027525
W00008799,394,12,10,23,23,49,51,44,32,32,19,35,16,14,5,16,6,5,2,3.0456852791878175,2.5380710659898478,5.83756345177665,5.83756345177665,12.436548223350254,12.944162436548224,11.16751269035533,8.121827411167512,8.121827411167512,4.822335025380711,8.883248730964468,4.060913705583756,3.5532994923857872,1.2690355329949239,4.060913705583756,1.5228426395939088,1.2690355329949239,0.5076142131979695
W00008800,385,17,24,21,30,24,50,45,33,24,35,25,14,13,12,6,4,3,5,4.415584415584416,6.233766233766234,5.454545454545454,7.792207792207792,6.233766233766234,12.987012987012985,11.688311688311687,8.571428571428571,6.233766233766234,9.090909090909092,6.493506493506493,3.6363636363636362,3.3766233766233764,3.116883116883117,1.5584415584415585,1.0389610389610389,0.7792207792207793,1.2987012987012987
W00008801,352,24,19,22,19,32,52,35,30,14,16,26,20,11,10,2,9,6,5,6.8181818181818175,5.3977272727272725,6.25,5.3977272727272725,9.090909090909092,14.772727272727273,9.943181818181818,8.522727272727272,3.977272727272727,4.545454545454546,7.386363636363637,5.681818181818182,3.125,2.840909090909091,0.5681818181818182,2.556818181818182,1.7045454545454544,1.4204545454545454
W00008803,375,22,12,13,14,41,54,43,25,23,21,29,20,22,18,11,3,1,3,5.866666666666666,3.2,3.4666666666666663,3.733333333333334,10.933333333333334,14.399999999999999,11.466666666666667,6.666666666666667,6.133333333333333,5.6000000000000005,7.733333333333333,5.333333333333334,5.866666666666666,4.8,2.933333333333333,0.8,0.26666666666666666,0.8
W00008804,497,38,17,17,17,45,84,71,46,28,17,29,26,12,14,10,6,11,9,7.645875251509055,3.420523138832998,3.420523138832998,3.420523138832998,9.054325955734406,16.901408450704224,14.285714285714285,9.25553319919517,5.633802816901409,3.420523138832998,5.8350100603621735,5.23138832997988,2.414486921529175,2.8169014084507045,2.0120724346076457,1.2072434607645874,2.2132796780684103,1.8108651911468814
W00008807,443,16,14,11,17,33,66,45,34,32,31,24,24,29,23,18,14,5,7,3.611738148984198,3.160270880361174,2.4830699774266365,3.837471783295711,7.44920993227991,14.89841986455982,10.15801354401806,7.674943566591422,7.223476297968396,6.997742663656885,5.417607223476298,5.417607223476298,6.5462753950338595,5.191873589164786,4.063205417607223,3.160270880361174,1.1286681715575622,1.580135440180587
W00008811,242,7,10,2,2,18,66,44,29,11,13,7,10,9,5,5,2,1,1,2.8925619834710745,4.132231404958678,0.8264462809917356,0.8264462809917356,7.43801652892562,27.27272727272727,18.181818181818183,11.983471074380166,4.545454545454546,5.371900826446281,2.8925619834710745,4.132231404958678,3.71900826446281,2.066115702479339,2.066115702479339,0.8264462809917356,0.4132231404958678,0.4132231404958678
W00008813,255,11,8,2,2,21,72,56,30,10,11,11,4,7,3,6,1,0,0,4.313725490196078,3.1372549019607843,0.7843137254901961,0.7843137254901961,8.235294117647058,28.235294117647058,21.96078431372549,11.76470588235294,3.9215686274509802,4.313725490196078,4.313725490196078,1.5686274509803921,2.7450980392156863,1.1764705882352942,2.3529411764705883,0.39215686274509803,0,0
W00008814,513,41,51,66,64,31,29,29,38,29,19,25,20,19,10,7,9,15,11,7.992202729044834,9.941520467836257,12.865497076023392,12.475633528265107,6.042884990253411,5.653021442495127,5.653021442495127,7.4074074074074066,5.653021442495127,3.7037037037037033,4.8732943469785575,3.898635477582846,3.7037037037037033,1.949317738791423,1.364522417153996,1.7543859649122806,2.923976608187134,2.144249512670565
W00008816,432,44,20,7,20,34,53,50,29,14,20,19,27,18,21,10,17,17,12,10.185185185185185,4.62962962962963,1.6203703703703702,4.62962962962963,7.87037037037037,12.268518518518519,11.574074074074074,6.712962962962964,3.2407407407407405,4.62962962962963,4.398148148148148,6.25,4.166666666666666,4.861111111111112,2.314814814814815,3.935185185185185,3.935185185185185,2.7777777777777777
W00008817,348,19,31,38,27,23,39,20,33,20,16,23,13,12,12,5,8,1,8,5.459770114942529,8.908045977011495,10.919540229885058,7.758620689655173,6.609195402298851,11.206896551724139,5.747126436781609,9.482758620689655,5.747126436781609,4.597701149425287,6.609195402298851,3.7356321839080464,3.4482758620689653,3.4482758620689653,1.4367816091954022,2.2988505747126435,0.28735632183908044,2.2988505747126435
W00008818,541,30,47,59,46,46,66,47,42,38,24,19,29,15,16,3,4,7,3,5.545286506469501,8.687615526802219,10.905730129390019,8.502772643253234,8.502772643253234,12.199630314232902,8.687615526802219,7.763401109057301,7.024029574861368,4.436229205175601,3.512014787430684,5.360443622920517,2.7726432532347505,2.957486136783734,0.5545286506469501,0.7393715341959335,1.2939001848428837,0.5545286506469501
W00008819,285,18,23,27,17,14,23,22,14,13,16,19,22,21,14,10,4,5,3,6.315789473684211,8.070175438596491,9.473684210526317,5.964912280701754,4.912280701754386,8.070175438596491,7.719298245614035,4.912280701754386,4.56140350877193,5.614035087719298,6.666666666666667,7.719298245614035,7.368421052631578,4.912280701754386,3.508771929824561,1.4035087719298245,1.7543859649122806,1.0526315789473684
W00008820,620,34,51,57,68,35,29,53,38,43,30,34,40,37,25,23,11,8,4,5.483870967741936,8.225806451612904,9.193548387096774,10.967741935483872,5.64516129032258,4.67741935483871,8.548387096774194,6.129032258064516,6.935483870967742,4.838709677419355,5.483870967741936,6.451612903225806,5.967741935483871,4.032258064516129,3.7096774193548385,1.7741935483870968,1.2903225806451613,0.6451612903225806
W00008821,492,17,24,28,26,26,36,27,27,33,44,45,44,36,29,21,9,10,10,3.4552845528455287,4.878048780487805,5.691056910569105,5.284552845528456,5.284552845528456,7.317073170731707,5.487804878048781,5.487804878048781,6.707317073170732,8.94308943089431,9.146341463414634,8.94308943089431,7.317073170731707,5.894308943089431,4.2682926829268295,1.8292682926829267,2.0325203252032518,2.0325203252032518
W00008822,345,26,26,21,13,20,17,20,32,23,18,14,20,18,16,23,12,14,12,7.536231884057972,7.536231884057972,6.086956521739131,3.768115942028986,5.797101449275362,4.9275362318840585,5.797101449275362,9.27536231884058,6.666666666666667,5.217391304347826,4.057971014492753,5.797101449275362,5.217391304347826,4.63768115942029,6.666666666666667,3.4782608695652173,4.057971014492753,3.4782608695652173
W00008823,347,23,27,42,14,21,18,21,16,20,17,21,16,17,23,28,12,7,4,6.628242074927954,7.780979827089338,12.103746397694524,4.034582132564841,6.051873198847262,5.187319884726225,6.051873198847262,4.610951008645533,5.763688760806916,4.899135446685879,6.051873198847262,4.610951008645533,4.899135446685879,6.628242074927954,8.069164265129682,3.45821325648415,2.0172910662824206,1.1527377521613833
W00008824,440,32,37,46,31,31,24,35,25,26,23,21,31,16,18,27,9,4,4,7.2727272727272725,8.409090909090908,10.454545454545453,7.045454545454545,7.045454545454545,5.454545454545454,7.954545454545454,5.681818181818182,5.909090909090909,5.227272727272727,4.772727272727273,7.045454545454545,3.6363636363636362,4.090909090909091,6.136363636363637,2.0454545454545454,0.9090909090909091,0.9090909090909091
W00008825,289,12,20,28,20,9,11,17,22,16,22,22,18,22,13,19,7,7,4,4.1522491349480966,6.920415224913495,9.688581314878892,6.920415224913495,3.1141868512110724,3.8062283737024223,5.88235294117647,7.612456747404845,5.536332179930796,7.612456747404845,7.612456747404845,6.228373702422145,7.612456747404845,4.498269896193772,6.5743944636678195,2.422145328719723,2.422145328719723,1.384083044982699
W00008826,377,24,28,33,17,19,31,35,33,30,31,36,19,22,5,9,3,2,0,6.36604774535809,7.427055702917771,8.753315649867375,4.509283819628647,5.039787798408488,8.222811671087534,9.283819628647215,8.753315649867375,7.957559681697612,8.222811671087534,9.549071618037134,5.039787798408488,5.835543766578249,1.3262599469496021,2.3872679045092835,0.7957559681697612,0.5305039787798408,0
