OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT,RGN23NM
W00000629,219,60,56,44,20,24,1,1,0,11,5,6,4,2,1,1,1,0,0,0,0,0,0,0,1,157,128,4,6,15,4,27.397260273972602,25.570776255707763,20.091324200913242,9.1324200913242,10.95890410958904,0.45662100456621,0.45662100456621,0,5.0228310502283104,2.28310502283105,2.73972602739726,1.82648401826484,0.91324200913242,0.45662100456621,0.45662100456621,0.45662100456621,0,0,0,0,0,0,0,0.45662100456621,71.68949771689498,58.44748858447488,1.82648401826484,2.73972602739726,6.8493150684931505,1.82648401826484,Wales
W00000630,225,84,82,69,31,38,4,1,3,9,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,141,121,5,6,8,1,37.333333333333336,36.44444444444444,30.666666666666664,13.777777777777779,16.88888888888889,1.7777777777777777,0.4444444444444444,1.3333333333333335,4,0.8888888888888888,3.111111111111111,0.8888888888888888,0,0,0,0,0,0,0,0,0,0,0,0,62.66666666666667,53.77777777777778,2.2222222222222223,2.666666666666667,3.5555555555555554,0.4444444444444444,Wales
W00000631,194,74,69,54,19,35,1,0,1,14,2,12,5,1,1,0,0,0,0,0,0,1,1,0,0,119,78,6,12,22,1,38.144329896907216,35.56701030927835,27.835051546391753,9.793814432989691,18.04123711340206,0.5154639175257731,0,0.5154639175257731,7.216494845360824,1.0309278350515463,6.185567010309279,2.5773195876288657,0.5154639175257731,0.5154639175257731,0,0,0,0,0,0,0.5154639175257731,0.5154639175257731,0,0,61.34020618556701,40.20618556701031,3.0927835051546393,6.185567010309279,11.34020618556701,0.5154639175257731,Wales
W00000632,361,159,151,127,39,88,3,1,2,21,7,14,8,11,7,7,7,0,0,0,0,0,0,0,4,191,158,5,12,9,7,44.04432132963989,41.82825484764543,35.18005540166205,10.80332409972299,24.37673130193906,0.8310249307479225,0.2770083102493075,0.554016620498615,5.8171745152354575,1.9390581717451523,3.8781163434903045,2.21606648199446,3.0470914127423825,1.9390581717451523,1.9390581717451523,1.9390581717451523,0,0,0,0,0,0,0,1.10803324099723,52.90858725761773,43.76731301939058,1.3850415512465373,3.32409972299169,2.4930747922437675,1.9390581717451523,Wales
W00000633,299,157,139,122,43,79,4,0,4,13,2,11,18,7,3,3,3,0,0,0,0,0,0,0,4,135,53,16,28,26,12,52.508361204013376,46.48829431438127,40.802675585284284,14.381270903010032,26.421404682274247,1.3377926421404682,0,1.3377926421404682,4.3478260869565215,0.6688963210702341,3.678929765886288,6.0200668896321075,2.341137123745819,1.0033444816053512,1.0033444816053512,1.0033444816053512,0,0,0,0,0,0,0,1.3377926421404682,45.1505016722408,17.725752508361204,5.351170568561873,9.364548494983277,8.695652173913043,4.013377926421405,Wales
W00000634,157,62,40,35,10,25,3,1,2,2,1,1,22,3,3,2,1,1,0,0,0,1,1,0,0,92,32,9,15,26,10,39.490445859872615,25.477707006369428,22.29299363057325,6.369426751592357,15.92356687898089,1.910828025477707,0.6369426751592357,1.2738853503184715,1.2738853503184715,0.6369426751592357,0.6369426751592357,14.012738853503185,1.910828025477707,1.910828025477707,1.2738853503184715,0.6369426751592357,0.6369426751592357,0,0,0,0.6369426751592357,0.6369426751592357,0,0,58.59872611464968,20.382165605095544,5.7324840764331215,9.554140127388536,16.560509554140125,6.369426751592357,Wales
W00000635,248,117,104,89,34,55,0,0,0,15,7,8,13,0,0,0,0,0,0,0,0,0,0,0,0,131,77,6,14,20,14,47.17741935483871,41.935483870967744,35.88709677419355,13.709677419354838,22.177419354838708,0,0,0,6.048387096774194,2.82258064516129,3.225806451612903,5.241935483870968,0,0,0,0,0,0,0,0,0,0,0,0,52.82258064516129,31.048387096774192,2.4193548387096775,5.64516129032258,8.064516129032258,5.64516129032258,Wales
W00000636,162,55,42,38,23,15,0,0,0,4,2,2,13,2,2,2,1,1,0,0,0,0,0,0,0,105,27,4,10,47,17,33.95061728395062,25.925925925925924,23.456790123456788,14.19753086419753,9.25925925925926,0,0,0,2.4691358024691357,1.2345679012345678,1.2345679012345678,8.024691358024691,1.2345679012345678,1.2345679012345678,1.2345679012345678,0.6172839506172839,0.6172839506172839,0,0,0,0,0,0,0,64.81481481481481,16.666666666666664,2.4691358024691357,6.172839506172839,29.01234567901235,10.493827160493826,Wales
W00000637,239,104,96,74,27,47,6,2,4,16,7,9,8,7,4,4,3,1,0,0,0,0,0,0,3,128,88,8,8,24,0,43.51464435146444,40.1673640167364,30.962343096234306,11.297071129707113,19.665271966527197,2.510460251046025,0.8368200836820083,1.6736401673640167,6.694560669456067,2.928870292887029,3.765690376569038,3.3472803347280333,2.928870292887029,1.6736401673640167,1.6736401673640167,1.2552301255230125,0.41841004184100417,0,0,0,0,0,0,1.2552301255230125,53.55648535564853,36.82008368200837,3.3472803347280333,3.3472803347280333,10.0418410041841,0,Wales
W00000638,220,136,136,105,33,72,5,2,3,26,12,14,0,2,2,2,2,0,0,0,0,0,0,0,0,82,68,5,0,5,4,61.81818181818181,61.81818181818181,47.72727272727273,15,32.72727272727273,2.272727272727273,0.9090909090909091,1.3636363636363635,11.818181818181818,5.454545454545454,6.363636363636363,0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,0,0,0,0,0,0,0,37.27272727272727,30.909090909090907,2.272727272727273,0,2.272727272727273,1.8181818181818181,Wales
W00000639,195,125,119,75,26,49,5,0,5,39,7,32,6,1,0,0,0,0,0,0,0,0,0,0,1,69,52,5,6,1,5,64.1025641025641,61.02564102564103,38.46153846153847,13.333333333333334,25.128205128205128,2.564102564102564,0,2.564102564102564,20,3.5897435897435894,16.41025641025641,3.076923076923077,0.5128205128205128,0,0,0,0,0,0,0,0,0,0,0.5128205128205128,35.38461538461539,26.666666666666668,2.564102564102564,3.076923076923077,0.5128205128205128,2.564102564102564,Wales
