OA,ts0390001,ts0390002,ts0390003,ts0390004,ts0390005,ts0390006,ts0390007,ts0390008,ts0390009,ts0390002_PCT,ts0390003_PCT,ts0390004_PCT,ts0390005_PCT,ts0390006_PCT,ts0390007_PCT,ts0390008_PCT,ts0390009_PCT
W00001336,274,238,20,13,7,7,7,0,9,86.86131386861314,7.2992700729927,4.744525547445255,2.5547445255474455,2.5547445255474455,2.5547445255474455,0,3.2846715328467155
W00001337,298,280,11,4,7,3,1,2,4,93.95973154362416,3.691275167785235,1.342281879194631,2.348993288590604,1.006711409395973,0.33557046979865773,0.6711409395973155,1.342281879194631
W00001338,288,266,13,7,6,3,3,0,6,92.36111111111111,4.513888888888888,2.430555555555556,2.083333333333333,1.0416666666666665,1.0416666666666665,0,2.083333333333333
W00001339,258,218,23,18,5,10,5,5,7,84.49612403100775,8.914728682170542,6.976744186046512,1.937984496124031,3.875968992248062,1.937984496124031,1.937984496124031,2.7131782945736433
W00001340,295,274,8,4,4,1,0,1,12,92.88135593220339,2.711864406779661,1.3559322033898304,1.3559322033898304,0.3389830508474576,0,0.3389830508474576,4.067796610169491
W00001341,231,204,13,8,5,6,4,2,8,88.31168831168831,5.627705627705628,3.463203463203463,2.1645021645021645,2.5974025974025974,1.7316017316017316,0.8658008658008658,3.463203463203463
W00001342,315,283,15,10,5,9,3,6,8,89.84126984126985,4.761904761904762,3.1746031746031744,1.5873015873015872,2.857142857142857,0.9523809523809524,1.9047619047619049,2.5396825396825395
W00001343,265,236,14,10,4,10,6,4,5,89.05660377358491,5.283018867924529,3.7735849056603774,1.509433962264151,3.7735849056603774,2.2641509433962264,1.509433962264151,1.8867924528301887
W00001344,288,264,18,13,5,1,1,0,5,91.66666666666666,6.25,4.513888888888888,1.7361111111111112,0.3472222222222222,0.3472222222222222,0,1.7361111111111112
W00001345,283,245,15,9,6,8,3,5,15,86.57243816254417,5.30035335689046,3.180212014134275,2.1201413427561837,2.8268551236749118,1.0600706713780919,1.76678445229682,5.30035335689046
W00001346,253,220,14,11,3,2,2,0,17,86.95652173913044,5.533596837944664,4.3478260869565215,1.185770750988142,0.7905138339920948,0.7905138339920948,0,6.719367588932807
W00001347,330,294,23,12,11,5,1,4,8,89.0909090909091,6.969696969696971,3.6363636363636362,3.3333333333333335,1.5151515151515151,0.30303030303030304,1.2121212121212122,2.4242424242424243
W00001348,233,206,9,7,2,1,0,1,17,88.41201716738198,3.862660944206009,3.004291845493562,0.8583690987124464,0.4291845493562232,0,0.4291845493562232,7.296137339055794
W00001349,408,375,10,7,3,13,4,9,10,91.91176470588235,2.450980392156863,1.715686274509804,0.7352941176470588,3.1862745098039214,0.9803921568627451,2.2058823529411766,2.450980392156863
W00001350,281,250,20,13,7,5,4,1,6,88.96797153024912,7.11743772241993,4.6263345195729535,2.491103202846975,1.7793594306049825,1.4234875444839856,0.3558718861209964,2.135231316725979
W00001351,280,257,10,7,3,8,4,4,5,91.78571428571428,3.571428571428571,2.5,1.0714285714285714,2.857142857142857,1.4285714285714286,1.4285714285714286,1.7857142857142856
W00001352,209,196,6,3,3,2,1,1,5,93.77990430622009,2.8708133971291865,1.4354066985645932,1.4354066985645932,0.9569377990430622,0.4784688995215311,0.4784688995215311,2.3923444976076556
W00001353,252,214,14,7,7,5,2,3,19,84.92063492063492,5.555555555555555,2.7777777777777777,2.7777777777777777,1.984126984126984,0.7936507936507936,1.1904761904761905,7.5396825396825395
W00001354,224,197,13,10,3,4,3,1,10,87.94642857142857,5.803571428571429,4.464285714285714,1.3392857142857142,1.7857142857142856,1.3392857142857142,0.4464285714285714,4.464285714285714
W00001355,288,256,16,12,4,4,1,3,12,88.88888888888889,5.555555555555555,4.166666666666666,1.3888888888888888,1.3888888888888888,0.3472222222222222,1.0416666666666665,4.166666666666666
W00001356,411,364,22,8,14,5,3,2,20,88.56447688564477,5.35279805352798,1.9464720194647203,3.40632603406326,1.2165450121654502,0.7299270072992701,0.48661800486618007,4.866180048661801
W00001357,295,263,6,3,3,10,3,7,16,89.15254237288136,2.0338983050847457,1.0169491525423728,1.0169491525423728,3.389830508474576,1.0169491525423728,2.3728813559322033,5.423728813559322
W00001358,275,237,19,15,4,12,7,5,7,86.18181818181819,6.909090909090909,5.454545454545454,1.4545454545454546,4.363636363636364,2.5454545454545454,1.8181818181818181,2.5454545454545454
W00001359,180,163,7,4,3,2,1,1,8,90.55555555555556,3.888888888888889,2.2222222222222223,1.6666666666666667,1.1111111111111112,0.5555555555555556,0.5555555555555556,4.444444444444445
W00001360,355,319,13,8,5,10,4,6,13,89.85915492957747,3.6619718309859155,2.2535211267605635,1.4084507042253522,2.8169014084507045,1.1267605633802817,1.6901408450704223,3.6619718309859155
W00001361,239,211,11,6,5,8,7,1,9,88.28451882845188,4.602510460251046,2.510460251046025,2.092050209205021,3.3472803347280333,2.928870292887029,0.41841004184100417,3.765690376569038
W00001362,395,366,15,11,4,6,1,5,8,92.65822784810128,3.79746835443038,2.7848101265822782,1.0126582278481013,1.5189873417721518,0.25316455696202533,1.2658227848101267,2.0253164556962027
W00001363,264,231,11,8,3,10,4,6,12,87.5,4.166666666666666,3.0303030303030303,1.1363636363636365,3.787878787878788,1.5151515151515151,2.272727272727273,4.545454545454546
W00001364,264,242,5,3,2,5,2,3,12,91.66666666666666,1.893939393939394,1.1363636363636365,0.7575757575757576,1.893939393939394,0.7575757575757576,1.1363636363636365,4.545454545454546
W00001365,255,220,17,12,5,7,4,3,11,86.27450980392157,6.666666666666667,4.705882352941177,1.9607843137254901,2.7450980392156863,1.5686274509803921,1.1764705882352942,4.313725490196078
W00001366,274,246,11,6,5,8,6,2,9,89.78102189781022,4.014598540145985,2.18978102189781,1.824817518248175,2.9197080291970803,2.18978102189781,0.7299270072992701,3.2846715328467155
W00001367,253,227,10,8,2,4,0,4,12,89.72332015810277,3.9525691699604746,3.1620553359683794,0.7905138339920948,1.5810276679841897,0,1.5810276679841897,4.743083003952568
W00001368,292,262,6,4,2,8,3,5,16,89.72602739726028,2.054794520547945,1.36986301369863,0.684931506849315,2.73972602739726,1.0273972602739725,1.7123287671232876,5.47945205479452
W00001369,254,224,8,4,4,11,7,4,11,88.18897637795276,3.149606299212598,1.574803149606299,1.574803149606299,4.330708661417323,2.7559055118110236,1.574803149606299,4.330708661417323
W00001370,258,233,10,8,2,6,3,3,9,90.31007751937985,3.875968992248062,3.10077519379845,0.7751937984496124,2.3255813953488373,1.1627906976744187,1.1627906976744187,3.488372093023256
W00001371,278,249,13,9,4,4,0,4,12,89.568345323741,4.676258992805756,3.237410071942446,1.4388489208633095,1.4388489208633095,0,1.4388489208633095,4.316546762589928
W00001372,295,260,16,11,5,6,2,4,13,88.13559322033898,5.423728813559322,3.728813559322034,1.694915254237288,2.0338983050847457,0.6779661016949152,1.3559322033898304,4.406779661016949
W00001373,444,418,16,13,3,3,2,1,7,94.14414414414415,3.6036036036036037,2.9279279279279278,0.6756756756756757,0.6756756756756757,0.45045045045045046,0.22522522522522523,1.5765765765765765
W00001374,265,233,20,15,5,1,0,1,11,87.9245283018868,7.547169811320755,5.660377358490567,1.8867924528301887,0.37735849056603776,0,0.37735849056603776,4.150943396226415
W00001375,349,320,19,13,6,4,3,1,6,91.69054441260745,5.444126074498568,3.7249283667621778,1.7191977077363898,1.146131805157593,0.8595988538681949,0.28653295128939826,1.7191977077363898
W00001376,313,282,15,11,4,6,5,1,10,90.09584664536742,4.792332268370607,3.5143769968051117,1.2779552715654952,1.9169329073482428,1.5974440894568689,0.3194888178913738,3.1948881789137378
W00001377,309,286,7,5,2,7,3,4,9,92.55663430420712,2.26537216828479,1.6181229773462782,0.6472491909385114,2.26537216828479,0.9708737864077669,1.2944983818770228,2.912621359223301
W00001378,300,274,12,11,1,3,2,1,11,91.33333333333333,4,3.6666666666666665,0.33333333333333337,1,0.6666666666666667,0.33333333333333337,3.6666666666666665
W00001379,274,241,18,14,4,4,3,1,11,87.95620437956204,6.569343065693431,5.109489051094891,1.4598540145985401,1.4598540145985401,1.094890510948905,0.36496350364963503,4.014598540145985
W00001380,290,266,17,14,3,5,2,3,2,91.72413793103448,5.862068965517241,4.827586206896552,1.0344827586206897,1.7241379310344827,0.6896551724137931,1.0344827586206897,0.6896551724137931
W00001381,276,247,16,11,5,6,4,2,7,89.4927536231884,5.797101449275362,3.985507246376811,1.8115942028985508,2.1739130434782608,1.4492753623188406,0.7246376811594203,2.536231884057971
W00001382,231,194,23,18,5,4,4,0,10,83.98268398268398,9.956709956709958,7.792207792207792,2.1645021645021645,1.7316017316017316,1.7316017316017316,0,4.329004329004329
W00001384,253,225,14,7,7,4,3,1,10,88.93280632411067,5.533596837944664,2.766798418972332,2.766798418972332,1.5810276679841897,1.185770750988142,0.3952569169960474,3.9525691699604746
W00001385,271,249,10,8,2,5,4,1,7,91.88191881918819,3.6900369003690034,2.952029520295203,0.7380073800738007,1.8450184501845017,1.4760147601476015,0.36900369003690037,2.5830258302583027
W00001386,250,231,8,8,0,5,0,5,6,92.4,3.2,3.2,0,2,0,2,2.4
W00001387,281,249,24,22,2,3,1,2,5,88.61209964412812,8.540925266903916,7.829181494661921,0.7117437722419928,1.0676156583629894,0.3558718861209964,0.7117437722419928,1.7793594306049825
W00001388,348,303,19,10,9,11,6,5,15,87.06896551724138,5.459770114942529,2.8735632183908044,2.586206896551724,3.1609195402298855,1.7241379310344827,1.4367816091954022,4.310344827586207
W00001389,342,292,29,21,8,9,5,4,12,85.38011695906432,8.47953216374269,6.140350877192982,2.3391812865497075,2.631578947368421,1.461988304093567,1.1695906432748537,3.508771929824561
W00001390,300,256,23,17,6,10,7,3,11,85.33333333333334,7.666666666666666,5.666666666666666,2,3.3333333333333335,2.3333333333333335,1,3.6666666666666665
W00001391,424,370,22,15,7,18,5,13,14,87.26415094339622,5.188679245283019,3.5377358490566038,1.650943396226415,4.245283018867925,1.179245283018868,3.0660377358490565,3.30188679245283
W00001392,261,236,10,7,3,5,4,1,10,90.42145593869732,3.8314176245210727,2.681992337164751,1.1494252873563218,1.9157088122605364,1.532567049808429,0.38314176245210724,3.8314176245210727
W00001393,146,131,6,5,1,5,3,2,4,89.72602739726028,4.10958904109589,3.4246575342465753,0.684931506849315,3.4246575342465753,2.054794520547945,1.36986301369863,2.73972602739726
