OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
W00001336,137,33,1,0,2,0,2,82,7,0,10,0,24.087591240875913,0.7299270072992701,0,1.4598540145985401,0,1.4598540145985401,59.854014598540154,5.109489051094891,0,7.2992700729927,0
W00001337,154,41,0,0,2,0,0,99,5,0,4,3,26.623376623376622,0,0,1.2987012987012987,0,0,64.28571428571429,3.2467532467532463,0,2.5974025974025974,1.948051948051948
W00001338,152,31,0,0,1,0,1,106,6,2,5,0,20.394736842105264,0,0,0.6578947368421052,0,0.6578947368421052,69.73684210526315,3.9473684210526314,1.3157894736842104,3.289473684210526,0
W00001339,101,23,0,0,3,0,1,70,0,1,3,0,22.772277227722775,0,0,2.9702970297029703,0,0.9900990099009901,69.3069306930693,0,0.9900990099009901,2.9702970297029703,0
W00001340,146,39,0,0,0,0,0,103,3,0,1,0,26.71232876712329,0,0,0,0,0,70.54794520547945,2.054794520547945,0,0.684931506849315,0
W00001341,99,17,0,0,2,2,0,68,3,0,6,1,17.17171717171717,0,0,2.0202020202020203,2.0202020202020203,0,68.68686868686868,3.0303030303030303,0,6.0606060606060606,1.0101010101010102
W00001342,172,42,0,1,3,0,0,109,9,2,4,2,24.418604651162788,0,0.5813953488372093,1.744186046511628,0,0,63.372093023255815,5.232558139534884,1.1627906976744187,2.3255813953488373,1.1627906976744187
W00001343,144,39,0,0,3,0,0,87,6,3,5,1,27.083333333333332,0,0,2.083333333333333,0,0,60.416666666666664,4.166666666666666,2.083333333333333,3.4722222222222223,0.6944444444444444
W00001344,127,29,0,0,0,0,0,92,3,0,3,0,22.83464566929134,0,0,0,0,0,72.44094488188976,2.3622047244094486,0,2.3622047244094486,0
W00001345,117,38,0,0,4,0,0,66,1,2,5,1,32.47863247863248,0,0,3.418803418803419,0,0,56.41025641025641,0.8547008547008548,1.7094017094017095,4.273504273504273,0.8547008547008548
