OA,ts0500001,ts0500002,ts0500003,ts0500004,ts0500005,ts0500002_PCT,ts0500003_PCT,ts0500004_PCT,ts0500005_PCT
W00001336,126,0,14,95,17,0,11.11111111111111,75.39682539682539,13.492063492063492
W00001337,130,0,20,83,27,0,15.384615384615385,63.84615384615384,20.76923076923077
W00001338,124,0,22,90,12,0,17.741935483870968,72.58064516129032,9.67741935483871
W00001339,126,2,31,76,17,1.5873015873015872,24.6031746031746,60.317460317460316,13.492063492063492
W00001340,133,7,21,45,60,5.263157894736842,15.789473684210526,33.83458646616541,45.11278195488722
W00001341,119,0,36,69,14,0,30.252100840336134,57.98319327731093,11.76470588235294
W00001342,130,1,10,93,26,0.7692307692307693,7.6923076923076925,71.53846153846153,20
W00001343,128,1,17,85,25,0.78125,13.28125,66.40625,19.53125
W00001344,132,3,13,76,40,2.272727272727273,9.848484848484848,57.57575757575758,30.303030303030305
W00001345,123,1,4,44,74,0.8130081300813009,3.2520325203252036,35.77235772357724,60.16260162601627
W00001346,112,1,10,75,26,0.8928571428571428,8.928571428571429,66.96428571428571,23.214285714285715
W00001347,134,3,32,57,42,2.2388059701492535,23.88059701492537,42.53731343283582,31.343283582089555
W00001348,111,13,22,62,14,11.711711711711711,19.81981981981982,55.85585585585585,12.612612612612612
W00001349,156,1,14,98,43,0.641025641025641,8.974358974358974,62.82051282051282,27.564102564102566
W00001350,116,1,20,46,49,0.8620689655172413,17.24137931034483,39.6551724137931,42.241379310344826
W00001351,113,2,21,69,21,1.7699115044247788,18.58407079646018,61.06194690265486,18.58407079646018
W00001352,116,39,16,55,6,33.62068965517241,13.793103448275861,47.41379310344828,5.172413793103448
W00001353,134,4,58,57,15,2.9850746268656714,43.28358208955223,42.53731343283582,11.194029850746269
W00001354,122,3,40,67,12,2.459016393442623,32.78688524590164,54.91803278688525,9.836065573770492
W00001355,121,0,18,92,11,0,14.87603305785124,76.03305785123968,9.090909090909092
W00001356,178,1,17,137,23,0.5617977528089888,9.550561797752808,76.96629213483146,12.921348314606742
W00001357,122,0,43,72,7,0,35.24590163934426,59.01639344262295,5.737704918032787
W00001358,116,0,21,68,27,0,18.103448275862068,58.620689655172406,23.275862068965516
W00001359,89,4,16,57,12,4.49438202247191,17.97752808988764,64.04494382022472,13.48314606741573
W00001360,166,14,39,81,32,8.433734939759036,23.49397590361446,48.795180722891565,19.27710843373494
W00001361,115,5,26,70,14,4.3478260869565215,22.608695652173914,60.86956521739131,12.173913043478262
W00001362,184,9,73,86,16,4.891304347826087,39.67391304347826,46.73913043478261,8.695652173913043
W00001363,122,7,13,92,10,5.737704918032787,10.655737704918032,75.40983606557377,8.19672131147541
W00001364,120,10,46,45,19,8.333333333333332,38.333333333333336,37.5,15.833333333333332
W00001365,112,5,43,50,14,4.464285714285714,38.392857142857146,44.642857142857146,12.5
W00001366,128,29,16,68,15,22.65625,12.5,53.125,11.71875
W00001367,131,30,44,42,15,22.900763358778626,33.587786259541986,32.06106870229007,11.450381679389313
W00001368,131,10,35,69,17,7.633587786259542,26.717557251908396,52.67175572519084,12.977099236641221
W00001369,116,0,41,63,12,0,35.3448275862069,54.310344827586206,10.344827586206897
W00001370,126,21,21,73,11,16.666666666666664,16.666666666666664,57.936507936507944,8.73015873015873
W00001371,123,4,22,83,14,3.2520325203252036,17.88617886178862,67.47967479674797,11.38211382113821
W00001372,130,4,35,82,9,3.076923076923077,26.923076923076923,63.07692307692307,6.923076923076923
W00001373,180,3,8,91,78,1.6666666666666667,4.444444444444445,50.55555555555556,43.333333333333336
W00001374,124,6,11,76,31,4.838709677419355,8.870967741935484,61.29032258064516,25
W00001375,155,1,6,106,42,0.6451612903225806,3.870967741935484,68.38709677419355,27.09677419354839
W00001376,140,2,27,71,40,1.4285714285714286,19.28571428571429,50.71428571428571,28.57142857142857
W00001377,124,0,16,103,5,0,12.903225806451612,83.06451612903226,4.032258064516129
W00001378,131,15,8,97,11,11.450381679389313,6.106870229007633,74.04580152671755,8.396946564885496
W00001379,120,3,11,91,15,2.5,9.166666666666666,75.83333333333333,12.5
W00001380,119,0,4,77,38,0,3.361344537815126,64.70588235294117,31.932773109243694
W00001381,143,19,52,64,8,13.286713286713287,36.36363636363637,44.75524475524475,5.594405594405594
W00001382,110,0,28,70,12,0,25.454545454545453,63.63636363636363,10.909090909090908
W00001384,130,1,68,57,4,0.7692307692307693,52.307692307692314,43.84615384615385,3.076923076923077
W00001385,126,2,35,84,5,1.5873015873015872,27.77777777777778,66.66666666666666,3.968253968253968
W00001386,125,3,59,54,9,2.4,47.199999999999996,43.2,7.199999999999999
W00001387,141,10,19,83,29,7.092198581560284,13.47517730496454,58.86524822695035,20.56737588652482
W00001388,155,5,49,57,44,3.225806451612903,31.61290322580645,36.774193548387096,28.387096774193548
W00001389,141,2,23,60,56,1.4184397163120568,16.312056737588655,42.5531914893617,39.71631205673759
W00001390,123,2,24,67,30,1.6260162601626018,19.51219512195122,54.47154471544715,24.390243902439025
W00001391,194,2,33,91,68,1.0309278350515463,17.010309278350515,46.90721649484536,35.051546391752574
W00001392,125,2,52,50,21,1.6,41.6,40,16.8
W00001393,76,1,42,31,2,1.3157894736842104,55.26315789473685,40.78947368421053,2.631578947368421
W00001394,104,3,27,50,24,2.8846153846153846,25.961538461538463,48.07692307692308,23.076923076923077
W00001395,130,6,27,87,10,4.615384615384616,20.76923076923077,66.92307692307692,7.6923076923076925
W00001396,159,39,49,56,15,24.528301886792452,30.81761006289308,35.22012578616352,9.433962264150944
W00001397,118,1,16,82,19,0.847457627118644,13.559322033898304,69.49152542372882,16.101694915254235
W00001398,106,1,51,50,4,0.9433962264150944,48.113207547169814,47.16981132075472,3.7735849056603774
W00001399,131,2,52,62,15,1.5267175572519083,39.69465648854962,47.32824427480916,11.450381679389313
W00001400,128,29,63,21,15,22.65625,49.21875,16.40625,11.71875
W00001401,151,1,24,115,11,0.6622516556291391,15.894039735099339,76.15894039735099,7.28476821192053
W00001402,120,0,19,81,20,0,15.833333333333332,67.5,16.666666666666664
W00001403,137,21,28,56,32,15.328467153284672,20.437956204379564,40.87591240875913,23.357664233576642
W00001404,116,53,12,42,9,45.689655172413794,10.344827586206897,36.206896551724135,7.758620689655173
W00001405,125,2,30,78,15,1.6,24,62.4,12
W00001406,127,1,7,110,9,0.7874015748031495,5.511811023622047,86.61417322834646,7.086614173228346
W00001407,117,2,23,80,12,1.7094017094017095,19.65811965811966,68.37606837606837,10.256410256410255
W00001408,136,1,19,101,15,0.7352941176470588,13.970588235294118,74.26470588235294,11.029411764705882
W00001409,116,0,12,100,4,0,10.344827586206897,86.20689655172413,3.4482758620689653
W00001410,120,0,1,94,25,0,0.8333333333333334,78.33333333333333,20.833333333333336
W00001411,106,52,26,26,2,49.056603773584904,24.528301886792452,24.528301886792452,1.8867924528301887
W00001412,111,8,94,6,3,7.207207207207207,84.68468468468468,5.405405405405405,2.7027027027027026
W00001413,156,3,46,93,14,1.9230769230769231,29.48717948717949,59.61538461538461,8.974358974358974
W00001414,132,18,18,90,6,13.636363636363635,13.636363636363635,68.18181818181817,4.545454545454546
W00001415,109,37,17,43,12,33.94495412844037,15.59633027522936,39.44954128440367,11.009174311926607
W00001416,137,26,31,64,16,18.97810218978102,22.62773722627737,46.715328467153284,11.678832116788321
W00001417,138,9,22,100,7,6.521739130434782,15.942028985507244,72.46376811594203,5.072463768115942
W00001418,132,2,27,94,9,1.5151515151515151,20.454545454545457,71.21212121212122,6.8181818181818175
W00001419,124,11,30,64,19,8.870967741935484,24.193548387096776,51.61290322580645,15.32258064516129
W00001420,118,6,27,77,8,5.084745762711865,22.88135593220339,65.2542372881356,6.779661016949152
W00001421,114,1,45,59,9,0.8771929824561403,39.473684210526315,51.75438596491229,7.894736842105263
W00001422,126,1,38,75,12,0.7936507936507936,30.158730158730158,59.523809523809526,9.523809523809524
W00001423,200,19,56,73,52,9.5,28.000000000000004,36.5,26
W00001424,117,15,29,54,19,12.82051282051282,24.786324786324787,46.15384615384615,16.23931623931624
W00001425,107,1,28,38,40,0.9345794392523363,26.168224299065418,35.51401869158878,37.38317757009346
W00001426,155,10,60,65,20,6.451612903225806,38.70967741935484,41.935483870967744,12.903225806451612
W00001427,182,1,18,59,104,0.5494505494505495,9.89010989010989,32.417582417582416,57.14285714285714
W00001428,174,0,45,93,36,0,25.862068965517242,53.44827586206896,20.689655172413794
W00001429,205,6,20,124,55,2.9268292682926833,9.75609756097561,60.48780487804878,26.82926829268293
W00001430,115,0,47,53,15,0,40.869565217391305,46.08695652173913,13.043478260869565
W00001431,118,23,19,40,36,19.491525423728813,16.101694915254235,33.89830508474576,30.508474576271187
W00001432,151,1,26,86,38,0.6622516556291391,17.218543046357617,56.95364238410596,25.165562913907287
W00001433,123,4,29,80,10,3.2520325203252036,23.577235772357724,65.04065040650406,8.130081300813007
W00001434,123,5,64,46,8,4.0650406504065035,52.03252032520326,37.39837398373984,6.504065040650407
W00001435,145,17,51,70,7,11.724137931034482,35.172413793103445,48.275862068965516,4.827586206896552
W00001436,156,2,11,70,73,1.282051282051282,7.051282051282051,44.871794871794876,46.794871794871796
W00001437,107,20,22,58,7,18.69158878504673,20.5607476635514,54.20560747663551,6.5420560747663545
W00001438,146,1,0,50,95,0.684931506849315,0,34.24657534246575,65.06849315068493
W00001439,180,2,48,88,42,1.1111111111111112,26.666666666666668,48.888888888888886,23.333333333333332
W00001440,214,0,57,82,75,0,26.635514018691588,38.31775700934579,35.046728971962615
W00001442,177,7,75,82,13,3.954802259887006,42.3728813559322,46.32768361581921,7.344632768361582
