OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
W00001336,237,39,23,38,19,44,70,4,16.455696202531644,9.70464135021097,16.033755274261605,8.016877637130802,18.565400843881857,29.535864978902953,1.6877637130801686
W00001337,248,33,20,40,20,56,72,7,13.306451612903224,8.064516129032258,16.129032258064516,8.064516129032258,22.58064516129032,29.03225806451613,2.82258064516129
W00001338,245,23,28,43,16,53,80,2,9.387755102040817,11.428571428571429,17.551020408163264,6.530612244897959,21.63265306122449,32.6530612244898,0.8163265306122449
W00001339,241,47,32,25,22,40,65,10,19.502074688796682,13.278008298755188,10.37344398340249,9.12863070539419,16.59751037344398,26.970954356846473,4.149377593360995
W00001340,275,33,27,30,35,50,93,7,12,9.818181818181818,10.909090909090908,12.727272727272727,18.181818181818183,33.81818181818182,2.5454545454545454
W00001341,202,27,20,31,12,28,77,7,13.366336633663368,9.900990099009901,15.346534653465346,5.9405940594059405,13.861386138613863,38.11881188118812,3.4653465346534658
W00001342,267,44,20,43,21,57,74,8,16.479400749063668,7.490636704119851,16.10486891385768,7.865168539325842,21.34831460674157,27.715355805243448,2.9962546816479403
W00001343,243,31,31,36,18,42,74,11,12.757201646090536,12.757201646090536,14.814814814814813,7.4074074074074066,17.28395061728395,30.45267489711934,4.526748971193416
W00001344,245,25,27,37,14,51,76,15,10.204081632653061,11.020408163265307,15.10204081632653,5.714285714285714,20.816326530612244,31.020408163265305,6.122448979591836
W00001345,245,22,27,49,14,37,90,6,8.979591836734693,11.020408163265307,20,5.714285714285714,15.10204081632653,36.734693877551024,2.4489795918367347
W00001346,227,33,18,41,14,49,64,8,14.537444933920703,7.929515418502203,18.06167400881057,6.167400881057269,21.58590308370044,28.193832599118945,3.524229074889868
W00001347,276,32,26,46,20,61,86,5,11.594202898550725,9.420289855072465,16.666666666666664,7.246376811594203,22.10144927536232,31.15942028985507,1.8115942028985508
W00001348,201,41,16,27,13,33,60,11,20.398009950248756,7.960199004975125,13.432835820895523,6.467661691542288,16.417910447761194,29.850746268656714,5.472636815920398
W00001349,313,33,30,64,16,61,101,8,10.543130990415335,9.584664536741213,20.447284345047922,5.111821086261981,19.488817891373802,32.26837060702875,2.5559105431309903
W00001350,251,24,23,43,28,39,87,7,9.56175298804781,9.163346613545817,17.131474103585656,11.155378486055776,15.53784860557769,34.66135458167331,2.788844621513944
W00001351,232,35,25,48,11,42,60,11,15.086206896551724,10.775862068965516,20.689655172413794,4.741379310344827,18.103448275862068,25.862068965517242,4.741379310344827
W00001352,173,49,18,24,12,28,38,4,28.32369942196532,10.404624277456648,13.872832369942195,6.9364161849710975,16.184971098265898,21.965317919075144,2.312138728323699
W00001353,237,49,22,30,35,35,61,5,20.675105485232066,9.282700421940929,12.658227848101266,14.767932489451477,14.767932489451477,25.738396624472575,2.109704641350211
W00001354,214,73,22,18,24,19,52,6,34.112149532710276,10.2803738317757,8.411214953271028,11.214953271028037,8.878504672897195,24.299065420560748,2.803738317757009
W00001355,259,55,19,36,36,36,66,11,21.235521235521233,7.335907335907336,13.8996138996139,13.8996138996139,13.8996138996139,25.482625482625483,4.247104247104247
W00001356,370,84,43,50,31,86,67,9,22.702702702702705,11.621621621621623,13.513513513513514,8.378378378378379,23.243243243243246,18.10810810810811,2.4324324324324325
W00001357,237,70,17,51,10,43,32,14,29.535864978902953,7.172995780590717,21.518987341772153,4.219409282700422,18.143459915611814,13.502109704641349,5.9071729957805905
W00001358,242,42,28,25,12,76,54,5,17.355371900826448,11.570247933884298,10.330578512396695,4.958677685950414,31.40495867768595,22.31404958677686,2.066115702479339
W00001359,164,42,21,23,7,30,29,12,25.609756097560975,12.804878048780488,14.02439024390244,4.2682926829268295,18.29268292682927,17.682926829268293,7.317073170731707
W00001360,312,76,35,30,24,54,82,11,24.358974358974358,11.217948717948719,9.615384615384617,7.6923076923076925,17.307692307692307,26.282051282051285,3.5256410256410255
W00001361,217,51,25,35,20,37,44,5,23.502304147465438,11.52073732718894,16.129032258064516,9.216589861751153,17.050691244239633,20.276497695852534,2.3041474654377883
W00001362,353,82,40,60,35,49,70,17,23.229461756373937,11.3314447592068,16.997167138810198,9.91501416430595,13.881019830028329,19.8300283286119,4.815864022662889
W00001363,228,67,44,28,18,31,39,1,29.385964912280706,19.298245614035086,12.280701754385964,7.894736842105263,13.596491228070176,17.105263157894736,0.43859649122807015
W00001364,229,55,23,26,18,41,55,11,24.017467248908297,10.043668122270741,11.353711790393014,7.860262008733625,17.903930131004365,24.017467248908297,4.8034934497816595
W00001365,231,57,19,35,23,39,50,8,24.675324675324674,8.225108225108226,15.151515151515152,9.956709956709958,16.883116883116884,21.645021645021643,3.463203463203463
W00001366,245,58,24,46,15,50,48,4,23.6734693877551,9.795918367346939,18.775510204081634,6.122448979591836,20.408163265306122,19.591836734693878,1.6326530612244898
W00001367,226,67,26,44,20,31,33,5,29.646017699115045,11.504424778761061,19.469026548672566,8.849557522123893,13.716814159292035,14.601769911504425,2.2123893805309733
W00001368,249,86,32,45,12,37,33,4,34.53815261044177,12.851405622489958,18.072289156626507,4.819277108433735,14.859437751004014,13.253012048192772,1.6064257028112447
W00001369,203,53,30,30,7,37,43,3,26.108374384236456,14.77832512315271,14.77832512315271,3.4482758620689653,18.226600985221676,21.182266009852217,1.477832512315271
W00001370,227,60,23,28,23,36,48,9,26.431718061674008,10.13215859030837,12.334801762114537,10.13215859030837,15.859030837004406,21.145374449339208,3.9647577092511015
W00001371,241,51,24,32,17,52,57,8,21.16182572614108,9.95850622406639,13.278008298755188,7.053941908713693,21.57676348547718,23.651452282157674,3.319502074688797
W00001372,247,37,25,45,18,64,47,11,14.979757085020243,10.121457489878543,18.218623481781375,7.28744939271255,25.910931174089068,19.02834008097166,4.4534412955465585
W00001373,366,45,29,46,22,60,161,3,12.295081967213115,7.923497267759563,12.568306010928962,6.0109289617486334,16.39344262295082,43.98907103825137,0.819672131147541
W00001374,239,38,13,38,18,45,81,6,15.899581589958158,5.439330543933055,15.899581589958158,7.531380753138076,18.828451882845187,33.89121338912134,2.510460251046025
W00001375,307,36,26,37,20,76,109,3,11.726384364820847,8.469055374592834,12.052117263843648,6.514657980456026,24.7557003257329,35.50488599348534,0.9771986970684038
W00001376,282,35,26,52,38,50,76,5,12.411347517730496,9.219858156028367,18.439716312056735,13.47517730496454,17.73049645390071,26.95035460992908,1.773049645390071
W00001377,240,47,35,44,6,47,57,4,19.583333333333332,14.583333333333334,18.333333333333332,2.5,19.583333333333332,23.75,1.6666666666666667
W00001378,249,52,21,51,7,44,67,7,20.883534136546185,8.433734939759036,20.481927710843372,2.8112449799196786,17.670682730923694,26.907630522088354,2.8112449799196786
W00001379,234,27,14,40,25,52,70,6,11.538461538461538,5.982905982905983,17.094017094017094,10.683760683760683,22.22222222222222,29.914529914529915,2.564102564102564
W00001380,246,20,14,39,9,56,108,0,8.130081300813007,5.691056910569105,15.853658536585366,3.6585365853658534,22.76422764227642,43.90243902439025,0
W00001381,250,40,27,40,14,49,77,3,16,10.8,16,5.6000000000000005,19.6,30.8,1.2
W00001382,213,35,24,29,26,40,54,5,16.431924882629108,11.267605633802818,13.615023474178404,12.206572769953052,18.779342723004692,25.352112676056336,2.3474178403755865
W00001384,220,31,28,39,16,45,50,11,14.09090909090909,12.727272727272727,17.727272727272727,7.2727272727272725,20.454545454545457,22.727272727272727,5
W00001385,233,37,24,34,14,46,70,8,15.879828326180256,10.300429184549357,14.592274678111588,6.008583690987124,19.742489270386265,30.042918454935624,3.4334763948497855
W00001386,228,33,24,32,21,41,71,6,14.473684210526317,10.526315789473683,14.035087719298245,9.210526315789473,17.982456140350877,31.140350877192986,2.631578947368421
W00001387,249,38,25,33,10,47,93,3,15.261044176706829,10.040160642570282,13.253012048192772,4.016064257028113,18.87550200803213,37.34939759036144,1.2048192771084338
W00001388,319,59,26,44,24,60,97,9,18.495297805642632,8.150470219435736,13.793103448275861,7.523510971786834,18.808777429467085,30.407523510971785,2.8213166144200628
W00001389,307,34,25,53,27,70,83,15,11.074918566775244,8.143322475570033,17.263843648208468,8.794788273615636,22.80130293159609,27.035830618892508,4.88599348534202
W00001390,260,70,22,33,17,42,68,8,26.923076923076923,8.461538461538462,12.692307692307692,6.538461538461539,16.153846153846153,26.153846153846157,3.076923076923077
W00001391,385,67,31,45,27,61,145,9,17.402597402597404,8.051948051948052,11.688311688311687,7.012987012987012,15.844155844155845,37.66233766233766,2.3376623376623376
W00001392,234,26,24,40,28,42,67,7,11.11111111111111,10.256410256410255,17.094017094017094,11.965811965811966,17.94871794871795,28.63247863247863,2.9914529914529915
W00001393,130,43,8,26,9,22,17,5,33.07692307692307,6.153846153846154,20,6.923076923076923,16.923076923076923,13.076923076923078,3.8461538461538463
W00001394,183,33,14,28,16,31,56,5,18.0327868852459,7.650273224043716,15.300546448087433,8.743169398907105,16.939890710382514,30.601092896174865,2.73224043715847
