OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
W00008328,202,60,24,42,14,21,33,8,29.7029702970297,11.881188118811881,20.792079207920793,6.9306930693069315,10.396039603960396,16.33663366336634,3.9603960396039604
W00008329,329,55,35,43,15,50,130,1,16.717325227963524,10.638297872340425,13.069908814589665,4.5592705167173255,15.19756838905775,39.51367781155015,0.303951367781155
W00008330,217,49,20,30,8,28,82,0,22.58064516129032,9.216589861751153,13.82488479262673,3.686635944700461,12.903225806451612,37.78801843317972,0
W00008331,202,71,12,24,9,18,59,9,35.148514851485146,5.9405940594059405,11.881188118811881,4.455445544554455,8.91089108910891,29.207920792079207,4.455445544554455
W00008332,253,36,12,40,8,42,109,6,14.229249011857709,4.743083003952568,15.810276679841898,3.1620553359683794,16.600790513833992,43.08300395256917,2.371541501976284
W00008333,231,35,17,26,8,26,115,4,15.151515151515152,7.35930735930736,11.255411255411255,3.463203463203463,11.255411255411255,49.78354978354979,1.7316017316017316
W00008334,165,28,23,18,4,18,66,8,16.969696969696972,13.939393939393941,10.909090909090908,2.4242424242424243,10.909090909090908,40,4.848484848484849
W00008335,258,20,16,37,11,36,125,13,7.751937984496124,6.2015503875969,14.34108527131783,4.263565891472868,13.953488372093023,48.44961240310077,5.038759689922481
W00008336,341,61,16,28,16,54,153,13,17.888563049853374,4.69208211143695,8.211143695014663,4.69208211143695,15.835777126099707,44.868035190615835,3.812316715542522
W00008337,255,25,13,35,6,31,140,5,9.803921568627452,5.098039215686274,13.725490196078432,2.3529411764705883,12.156862745098039,54.90196078431373,1.9607843137254901
W00008338,245,20,21,34,10,46,103,11,8.16326530612245,8.571428571428571,13.877551020408163,4.081632653061225,18.775510204081634,42.04081632653061,4.489795918367347
W00008339,233,33,19,30,7,44,99,1,14.163090128755366,8.15450643776824,12.875536480686694,3.004291845493562,18.88412017167382,42.48927038626609,0.4291845493562232
W00008340,274,81,26,47,14,45,54,7,29.56204379562044,9.48905109489051,17.153284671532848,5.109489051094891,16.423357664233578,19.708029197080293,2.5547445255474455
