OA,ts0200001,ts0200002,ts0200003,ts0200002_PCT,ts0200003_PCT
W00008440,0,0,0,NA,NA
W00008454,0,0,0,NA,NA
W00008455,0,0,0,NA,NA
W00008459,0,0,0,NA,NA
W00008462,0,0,0,NA,NA
W00008439,0,0,0,NA,NA
W00008441,0,0,0,NA,NA
W00008460,1,0,1,0,100
W00008461,0,0,0,NA,NA
W00008436,0,0,0,NA,NA
W00008438,0,0,0,NA,NA
W00008442,0,0,0,NA,NA
W00008443,0,0,0,NA,NA
W00008451,0,0,0,NA,NA
W00008453,0,0,0,NA,NA
W00008456,0,0,0,NA,NA
W00008457,1,0,1,0,100
W00008458,0,0,0,NA,NA
W00008437,0,0,0,NA,NA
W00008444,0,0,0,NA,NA
W00008445,0,0,0,NA,NA
W00008446,0,0,0,NA,NA
W00008449,0,0,0,NA,NA
W00008447,0,0,0,NA,NA
W00008448,0,0,0,NA,NA
W00008450,0,0,0,NA,NA
W00008452,0,0,0,NA,NA
W00008583,0,0,0,NA,NA
W00008585,0,0,0,NA,NA
W00008586,1,0,1,0,100
W00008587,1,0,1,0,100
W00008589,0,0,0,NA,NA
W00008571,0,0,0,NA,NA
W00008572,0,0,0,NA,NA
W00008574,0,0,0,NA,NA
W00008584,0,0,0,NA,NA
W00008590,0,0,0,NA,NA
W00008591,0,0,0,NA,NA
W00008570,0,0,0,NA,NA
W00008588,0,0,0,NA,NA
W00008592,1,1,0,100,0
W00008593,0,0,0,NA,NA
W00008594,0,0,0,NA,NA
W00008576,0,0,0,NA,NA
W00008579,0,0,0,NA,NA
W00008580,0,0,0,NA,NA
W00008581,0,0,0,NA,NA
W00008582,0,0,0,NA,NA
W00008573,0,0,0,NA,NA
W00008575,0,0,0,NA,NA
W00008577,0,0,0,NA,NA
W00008578,0,0,0,NA,NA
W00008595,0,0,0,NA,NA
W00008412,0,0,0,NA,NA
W00008413,0,0,0,NA,NA
W00008419,0,0,0,NA,NA
W00008423,0,0,0,NA,NA
W00008433,1,1,0,100,0
W00008415,0,0,0,NA,NA
W00008418,0,0,0,NA,NA
W00008420,0,0,0,NA,NA
W00008434,0,0,0,NA,NA
W00008414,0,0,0,NA,NA
W00008416,0,0,0,NA,NA
W00008417,0,0,0,NA,NA
W00008432,0,0,0,NA,NA
W00008435,0,0,0,NA,NA
W00008421,0,0,0,NA,NA
W00008422,0,0,0,NA,NA
W00008424,0,0,0,NA,NA
W00010518,0,0,0,NA,NA
W00010520,0,0,0,NA,NA
W00010608,0,0,0,NA,NA
W00008411,1,1,0,100,0
W00008425,0,0,0,NA,NA
W00008426,0,0,0,NA,NA
W00008428,0,0,0,NA,NA
W00008429,0,0,0,NA,NA
W00008409,0,0,0,NA,NA
W00008427,0,0,0,NA,NA
W00008430,0,0,0,NA,NA
W00008431,0,0,0,NA,NA
W00008513,0,0,0,NA,NA
W00008515,0,0,0,NA,NA
W00008516,0,0,0,NA,NA
W00008517,0,0,0,NA,NA
W00010592,0,0,0,NA,NA
W00010620,0,0,0,NA,NA
W00008520,2,2,0,100,0
W00008521,0,0,0,NA,NA
W00008522,0,0,0,NA,NA
W00008523,0,0,0,NA,NA
W00008511,0,0,0,NA,NA
W00008512,0,0,0,NA,NA
W00008518,0,0,0,NA,NA
W00008519,0,0,0,NA,NA
W00008560,0,0,0,NA,NA
W00008561,0,0,0,NA,NA
W00008563,0,0,0,NA,NA
W00008565,0,0,0,NA,NA
W00008566,0,0,0,NA,NA
W00010506,0,0,0,NA,NA
W00010521,0,0,0,NA,NA
W00010588,1,1,0,100,0
W00010607,0,0,0,NA,NA
W00010616,0,0,0,NA,NA
W00010624,1,1,0,100,0
W00008559,0,0,0,NA,NA
W00008562,0,0,0,NA,NA
W00008564,1,0,1,0,100
W00008567,0,0,0,NA,NA
W00008569,1,0,1,0,100
W00010499,1,0,1,0,100
W00010548,0,0,0,NA,NA
W00008385,0,0,0,NA,NA
W00008387,0,0,0,NA,NA
W00008390,0,0,0,NA,NA
W00008392,0,0,0,NA,NA
W00008405,0,0,0,NA,NA
W00008408,0,0,0,NA,NA
W00008386,0,0,0,NA,NA
W00008388,0,0,0,NA,NA
W00008394,0,0,0,NA,NA
W00008406,0,0,0,NA,NA
W00008407,0,0,0,NA,NA
W00008383,0,0,0,NA,NA
W00008389,0,0,0,NA,NA
W00008391,0,0,0,NA,NA
W00008393,0,0,0,NA,NA
W00008395,0,0,0,NA,NA
W00008700,0,0,0,NA,NA
W00008701,0,0,0,NA,NA
W00008702,0,0,0,NA,NA
W00008704,0,0,0,NA,NA
W00008705,1,1,0,100,0
W00008328,3,3,0,100,0
W00008340,0,0,0,NA,NA
W00008341,0,0,0,NA,NA
W00008345,1,0,1,0,100
W00008347,0,0,0,NA,NA
W00008712,0,0,0,NA,NA
W00008713,0,0,0,NA,NA
W00008725,0,0,0,NA,NA
W00008727,0,0,0,NA,NA
W00008730,0,0,0,NA,NA
W00008714,0,0,0,NA,NA
W00008715,0,0,0,NA,NA
W00008716,0,0,0,NA,NA
W00008718,0,0,0,NA,NA
W00008719,0,0,0,NA,NA
W00008717,0,0,0,NA,NA
W00008720,0,0,0,NA,NA
W00008722,0,0,0,NA,NA
W00008723,0,0,0,NA,NA
W00008721,1,0,1,0,100
