OA,ts0290001,ts0290002,ts0290003,ts0290004,ts0290005,ts0290006,ts0290007,ts0290002_PCT,ts0290003_PCT,ts0290004_PCT,ts0290005_PCT,ts0290006_PCT,ts0290007_PCT
E00083858,338,330,8,2,4,2,0,97.63313609467455,2.366863905325444,0.591715976331361,1.183431952662722,0.591715976331361,0
E00083860,395,387,8,3,2,1,2,97.9746835443038,2.0253164556962027,0.7594936708860759,0.5063291139240507,0.25316455696202533,0.5063291139240507
E00083864,275,259,16,9,7,0,0,94.18181818181817,5.818181818181818,3.272727272727273,2.5454545454545454,0,0
E00083865,252,250,2,0,0,1,1,99.20634920634922,0.7936507936507936,0,0,0.3968253968253968,0.3968253968253968
E00083866,264,263,1,0,1,0,0,99.62121212121212,0.3787878787878788,0,0.3787878787878788,0,0
E00083867,268,259,9,8,1,0,0,96.64179104477611,3.3582089552238807,2.9850746268656714,0.3731343283582089,0,0
E00083868,261,257,4,3,1,0,0,98.46743295019157,1.532567049808429,1.1494252873563218,0.38314176245210724,0,0
E00083869,228,223,5,5,0,0,0,97.80701754385966,2.1929824561403506,2.1929824561403506,0,0,0
E00083870,414,407,7,5,2,0,0,98.30917874396135,1.6908212560386473,1.2077294685990339,0.4830917874396135,0,0
E00083871,488,464,24,13,10,1,0,95.08196721311475,4.918032786885246,2.663934426229508,2.0491803278688523,0.20491803278688525,0
E00083872,351,311,40,22,14,3,1,88.6039886039886,11.396011396011396,6.267806267806268,3.9886039886039883,0.8547008547008548,0.2849002849002849
E00083875,396,280,116,51,48,16,1,70.70707070707071,29.292929292929294,12.878787878787879,12.121212121212121,4.040404040404041,0.25252525252525254
E00083876,409,340,69,27,27,15,0,83.12958435207824,16.87041564792176,6.601466992665037,6.601466992665037,3.6674816625916873,0
E00083877,381,301,80,51,20,7,2,79.00262467191601,20.99737532808399,13.385826771653544,5.2493438320209975,1.837270341207349,0.5249343832020997
E00083878,357,301,56,23,13,17,3,84.31372549019608,15.686274509803921,6.442577030812324,3.6414565826330536,4.761904761904762,0.8403361344537815
E00083879,377,331,46,22,17,4,3,87.79840848806366,12.20159151193634,5.835543766578249,4.509283819628647,1.0610079575596816,0.7957559681697612
E00083880,363,318,45,24,16,5,0,87.60330578512396,12.396694214876034,6.6115702479338845,4.40771349862259,1.3774104683195594,0
E00083881,353,304,49,23,15,8,3,86.11898016997166,13.881019830028329,6.515580736543909,4.2492917847025495,2.26628895184136,0.84985835694051
E00083882,360,321,39,20,17,2,0,89.16666666666667,10.833333333333334,5.555555555555555,4.722222222222222,0.5555555555555556,0
E00083883,124,114,10,7,3,0,0,91.93548387096774,8.064516129032258,5.64516129032258,2.4193548387096775,0,0
E00083884,388,329,59,24,31,3,1,84.79381443298969,15.206185567010309,6.185567010309279,7.989690721649484,0.7731958762886598,0.25773195876288657
E00083885,410,357,53,39,7,5,2,87.07317073170732,12.926829268292684,9.512195121951219,1.707317073170732,1.2195121951219512,0.4878048780487805
E00083886,344,295,49,25,14,7,3,85.75581395348837,14.244186046511627,7.267441860465117,4.069767441860465,2.0348837209302326,0.872093023255814
E00083887,321,308,13,5,6,2,0,95.95015576323988,4.049844236760125,1.557632398753894,1.8691588785046727,0.6230529595015576,0
E00083889,303,288,15,10,5,0,0,95.04950495049505,4.9504950495049505,3.3003300330033,1.65016501650165,0,0
