OA,ts0190001,ts0190002,ts0190003,ts0190004,ts0190005,ts0190002_PCT,ts0190003_PCT,ts0190004_PCT,ts0190005_PCT
E00016403,374,361,2,10,1,96.52406417112299,0.53475935828877,2.6737967914438503,0.267379679144385
E00016437,510,466,11,28,5,91.37254901960785,2.156862745098039,5.490196078431373,0.9803921568627451
E00016442,381,359,0,21,1,94.22572178477691,0,5.511811023622047,0.26246719160104987
E00182593,259,60,6,175,18,23.166023166023166,2.3166023166023164,67.56756756756756,6.94980694980695
E00182632,362,319,0,37,6,88.12154696132598,0,10.220994475138122,1.6574585635359116
E00016399,544,505,4,22,13,92.83088235294117,0.7352941176470588,4.044117647058823,2.389705882352941
E00016401,599,572,3,24,0,95.49248747913188,0.5008347245409015,4.006677796327212,0
E00016406,351,335,3,12,1,95.44159544159544,0.8547008547008548,3.418803418803419,0.2849002849002849
E00016435,485,428,8,47,2,88.24742268041237,1.6494845360824744,9.690721649484537,0.4123711340206186
E00016404,352,245,4,96,7,69.60227272727273,1.1363636363636365,27.27272727272727,1.9886363636363635
E00016405,328,244,1,67,16,74.39024390243902,0.3048780487804878,20.426829268292682,4.878048780487805
E00016408,315,265,6,40,4,84.12698412698413,1.9047619047619049,12.698412698412698,1.2698412698412698
E00016410,303,234,6,59,4,77.22772277227723,1.9801980198019802,19.471947194719473,1.3201320132013201
E00016438,261,204,0,44,13,78.16091954022988,0,16.85823754789272,4.980842911877394
E00182573,256,200,1,48,7,78.125,0.390625,18.75,2.734375
E00182590,270,183,4,68,15,67.77777777777779,1.4814814814814816,25.185185185185183,5.555555555555555
E00016398,264,240,1,20,3,90.9090909090909,0.3787878787878788,7.575757575757576,1.1363636363636365
E00016431,533,420,14,83,16,78.79924953095684,2.6266416510318953,15.572232645403378,3.0018761726078798
E00016432,420,351,1,63,5,83.57142857142857,0.2380952380952381,15,1.1904761904761905
E00173943,366,341,2,23,0,93.16939890710383,0.546448087431694,6.284153005464481,0
E00182538,454,433,1,14,6,95.37444933920705,0.22026431718061676,3.0837004405286343,1.3215859030837005
E00182563,288,173,4,97,14,60.06944444444444,1.3888888888888888,33.68055555555556,4.861111111111112
E00182623,289,228,1,54,6,78.89273356401384,0.34602076124567477,18.685121107266436,2.0761245674740483
E00182627,431,331,0,87,13,76.79814385150812,0,20.185614849187935,3.0162412993039442
E00182629,227,151,3,69,4,66.51982378854625,1.3215859030837005,30.396475770925107,1.762114537444934
E00182633,338,281,0,48,9,83.13609467455622,0,14.201183431952662,2.6627218934911245
E00182552,207,130,3,64,10,62.80193236714976,1.4492753623188406,30.917874396135264,4.830917874396135
E00182556,159,106,0,44,9,66.66666666666666,0,27.67295597484277,5.660377358490567
E00182595,187,143,4,33,7,76.47058823529412,2.13903743315508,17.647058823529413,3.7433155080213902
E00182598,243,223,0,17,3,91.76954732510289,0,6.995884773662551,1.2345679012345678
E00182624,463,382,9,64,8,82.50539956803455,1.9438444924406046,13.822894168466524,1.7278617710583155
E00016436,435,372,3,52,8,85.51724137931035,0.6896551724137931,11.954022988505747,1.839080459770115
E00016440,276,255,0,20,1,92.3913043478261,0,7.246376811594203,0.36231884057971014
E00016441,400,357,2,34,7,89.25,0.5,8.5,1.7500000000000002
