OA,ts0230001,ts0230002,ts0230003,ts0230004,ts0230005,ts0230006,ts0230002_PCT,ts0230003_PCT,ts0230004_PCT,ts0230005_PCT,ts0230006_PCT
W00000001,149,38,107,0,3,1,25.503355704697988,71.81208053691275,0,2.013422818791946,0.6711409395973155
W00000002,125,55,70,0,0,0,44,56.00000000000001,0,0,0
W00000003,166,58,105,2,1,0,34.93975903614458,63.25301204819277,1.2048192771084338,0.6024096385542169,0
W00000004,165,52,103,3,6,1,31.515151515151512,62.42424242424243,1.8181818181818181,3.6363636363636362,0.6060606060606061
W00000005,199,51,138,0,9,1,25.628140703517587,69.34673366834171,0,4.522613065326634,0.5025125628140703
W00000006,155,60,89,0,3,3,38.70967741935484,57.41935483870968,0,1.935483870967742,1.935483870967742
W00000008,119,47,70,0,2,0,39.49579831932773,58.82352941176471,0,1.680672268907563,0
W00000009,179,60,116,0,2,1,33.5195530726257,64.80446927374301,0,1.1173184357541899,0.5586592178770949
W00000010,144,38,97,1,7,1,26.38888888888889,67.36111111111111,0.6944444444444444,4.861111111111112,0.6944444444444444
W00000011,125,44,78,0,1,2,35.199999999999996,62.4,0,0.8,1.6
W00000012,134,31,96,0,6,1,23.134328358208954,71.64179104477611,0,4.477611940298507,0.7462686567164178
W00000013,178,53,115,2,6,2,29.775280898876407,64.60674157303372,1.1235955056179776,3.3707865168539324,1.1235955056179776
W00000014,107,28,74,1,3,1,26.168224299065418,69.1588785046729,0.9345794392523363,2.803738317757009,0.9345794392523363
W00000015,115,27,82,1,5,0,23.47826086956522,71.30434782608695,0.8695652173913043,4.3478260869565215,0
W00000016,107,38,65,0,4,0,35.51401869158878,60.747663551401864,0,3.7383177570093453,0
W00000017,99,41,54,3,1,0,41.41414141414141,54.54545454545454,3.0303030303030303,1.0101010101010102,0
W00000018,100,35,59,3,3,0,35,59,3,3,0
W00000019,93,51,38,2,2,0,54.83870967741935,40.86021505376344,2.1505376344086025,2.1505376344086025,0
W00000020,106,55,50,0,1,0,51.886792452830186,47.16981132075472,0,0.9433962264150944,0
W00000021,92,36,53,1,2,0,39.130434782608695,57.608695652173914,1.0869565217391304,2.1739130434782608,0
W00000022,135,49,83,0,2,1,36.2962962962963,61.48148148148148,0,1.4814814814814816,0.7407407407407408
W00000023,128,39,84,1,3,1,30.46875,65.625,0.78125,2.34375,0.78125
W00000024,162,45,112,0,4,1,27.77777777777778,69.1358024691358,0,2.4691358024691357,0.6172839506172839
W00000025,110,28,79,0,2,1,25.454545454545453,71.81818181818181,0,1.8181818181818181,0.9090909090909091
W00000026,117,26,88,0,3,0,22.22222222222222,75.21367521367522,0,2.564102564102564,0
W00000027,154,51,96,1,6,0,33.116883116883116,62.33766233766234,0.6493506493506493,3.896103896103896,0
W00000028,136,46,89,0,1,0,33.82352941176471,65.44117647058823,0,0.7352941176470588,0
W00000029,130,46,80,0,4,0,35.38461538461539,61.53846153846154,0,3.076923076923077,0
W00000030,154,38,110,1,5,0,24.675324675324674,71.42857142857143,0.6493506493506493,3.2467532467532463,0
W00000031,181,37,140,0,4,0,20.441988950276244,77.34806629834254,0,2.209944751381215,0
W00000032,113,58,55,0,0,0,51.32743362831859,48.67256637168141,0,0,0
W00000033,121,45,71,1,2,2,37.1900826446281,58.67768595041323,0.8264462809917356,1.6528925619834711,1.6528925619834711
W00000034,121,41,77,0,3,0,33.88429752066116,63.63636363636363,0,2.479338842975207,0
W00000035,175,49,125,0,1,0,28.000000000000004,71.42857142857143,0,0.5714285714285714,0
W00000036,115,29,84,0,2,0,25.217391304347824,73.04347826086956,0,1.7391304347826086,0
W00000037,190,49,132,1,7,1,25.789473684210527,69.47368421052632,0.5263157894736842,3.684210526315789,0.5263157894736842
W00000038,191,67,117,0,5,2,35.07853403141361,61.25654450261781,0,2.6178010471204187,1.0471204188481675
W00000039,151,41,101,1,4,4,27.1523178807947,66.88741721854305,0.6622516556291391,2.6490066225165565,2.6490066225165565
W00000040,132,42,82,0,3,5,31.818181818181817,62.121212121212125,0,2.272727272727273,3.787878787878788
W00000041,115,35,79,0,1,0,30.434782608695656,68.69565217391305,0,0.8695652173913043,0
W00000042,102,44,57,0,1,0,43.13725490196079,55.88235294117647,0,0.9803921568627451,0
W00000043,139,59,78,0,2,0,42.44604316546763,56.11510791366906,0,1.4388489208633095,0
W00000044,213,53,150,0,10,0,24.88262910798122,70.4225352112676,0,4.694835680751173,0
W00000045,155,44,108,0,3,0,28.387096774193548,69.6774193548387,0,1.935483870967742,0
W00000046,148,68,76,0,2,2,45.94594594594595,51.35135135135135,0,1.3513513513513513,1.3513513513513513
W00000047,120,46,71,0,3,0,38.333333333333336,59.166666666666664,0,2.5,0
W00000048,155,86,57,2,8,2,55.483870967741936,36.774193548387096,1.2903225806451613,5.161290322580645,1.2903225806451613
W00000049,126,59,54,3,7,3,46.82539682539682,42.857142857142854,2.380952380952381,5.555555555555555,2.380952380952381
W00000050,135,96,36,0,2,1,71.11111111111111,26.666666666666668,0,1.4814814814814816,0.7407407407407408
W00000051,151,50,96,1,3,1,33.11258278145696,63.576158940397356,0.6622516556291391,1.9867549668874174,0.6622516556291391
W00000052,120,34,84,0,2,0,28.333333333333332,70,0,1.6666666666666667,0
W00000053,197,66,124,2,4,1,33.50253807106599,62.944162436548226,1.015228426395939,2.030456852791878,0.5076142131979695
W00000054,127,41,79,0,7,0,32.28346456692913,62.20472440944882,0,5.511811023622047,0
W00000055,187,91,95,0,0,1,48.663101604278076,50.80213903743316,0,0,0.53475935828877
W00000056,151,68,79,0,3,1,45.033112582781456,52.317880794701985,0,1.9867549668874174,0.6622516556291391
W00000057,157,31,118,1,6,1,19.745222929936308,75.15923566878982,0.6369426751592357,3.821656050955414,0.6369426751592357
W00000058,131,44,80,0,6,1,33.587786259541986,61.06870229007634,0,4.580152671755725,0.7633587786259541
W00000059,131,38,87,0,5,1,29.00763358778626,66.41221374045801,0,3.816793893129771,0.7633587786259541
W00000060,125,44,69,1,9,2,35.199999999999996,55.2,0.8,7.199999999999999,1.6
W00000061,131,47,75,2,6,1,35.87786259541985,57.25190839694656,1.5267175572519083,4.580152671755725,0.7633587786259541
W00000062,164,46,115,0,2,1,28.04878048780488,70.1219512195122,0,1.2195121951219512,0.6097560975609756
W00000063,125,39,79,1,4,2,31.2,63.2,0.8,3.2,1.6
W00000064,104,26,75,0,2,1,25,72.11538461538461,0,1.9230769230769231,0.9615384615384616
W00000065,167,83,78,2,3,1,49.700598802395206,46.706586826347305,1.1976047904191618,1.7964071856287425,0.5988023952095809
W00000066,134,58,76,0,0,0,43.28358208955223,56.71641791044776,0,0,0
W00000067,234,71,159,1,3,0,30.34188034188034,67.94871794871796,0.4273504273504274,1.282051282051282,0
W00000068,170,39,126,0,3,2,22.941176470588236,74.11764705882354,0,1.7647058823529411,1.1764705882352942
W00000069,159,50,106,1,2,0,31.446540880503143,66.66666666666666,0.628930817610063,1.257861635220126,0
W00000070,167,32,133,0,2,0,19.16167664670659,79.64071856287424,0,1.1976047904191618,0
W00000071,148,39,99,1,8,1,26.351351351351347,66.8918918918919,0.6756756756756757,5.405405405405405,0.6756756756756757
W00000072,114,24,83,0,6,1,21.052631578947366,72.80701754385966,0,5.263157894736842,0.8771929824561403
W00000073,113,45,65,2,1,0,39.823008849557525,57.52212389380531,1.7699115044247788,0.8849557522123894,0
W00000074,105,55,46,3,1,0,52.38095238095239,43.80952380952381,2.857142857142857,0.9523809523809524,0
W00000075,132,68,60,0,4,0,51.515151515151516,45.45454545454545,0,3.0303030303030303,0
W00000076,139,72,63,0,4,0,51.798561151079134,45.32374100719424,0,2.877697841726619,0
W00000077,187,80,102,1,1,3,42.780748663101605,54.54545454545454,0.53475935828877,0.53475935828877,1.6042780748663104
W00000078,126,46,77,0,1,2,36.507936507936506,61.111111111111114,0,0.7936507936507936,1.5873015873015872
W00000079,133,49,82,0,2,0,36.84210526315789,61.65413533834586,0,1.5037593984962405,0
W00000080,124,25,93,3,1,2,20.161290322580644,75,2.4193548387096775,0.8064516129032258,1.6129032258064515
W00000081,141,51,86,1,3,0,36.17021276595745,60.99290780141844,0.7092198581560284,2.127659574468085,0
W00000082,179,66,109,0,3,1,36.87150837988827,60.893854748603346,0,1.675977653631285,0.5586592178770949
W00000083,153,48,103,0,2,0,31.372549019607842,67.3202614379085,0,1.3071895424836601,0
W00000084,75,39,36,0,0,0,52,48,0,0,0
W00000086,99,45,52,0,2,0,45.45454545454545,52.52525252525253,0,2.0202020202020203,0
W00000087,84,25,57,1,1,0,29.761904761904763,67.85714285714286,1.1904761904761905,1.1904761904761905,0
