OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
W00000005,468,455,13,5,0,1,1,1,0,0,0,2,2,1,0,0,0,0,0,97.22222222222221,2.7777777777777777,1.0683760683760684,0,0.2136752136752137,0.2136752136752137,0.2136752136752137,0,0,0,0.4273504273504274,0.4273504273504274,0.2136752136752137,0,0,0,0,0
W00000006,312,306,6,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,98.07692307692307,1.9230769230769231,0,0.3205128205128205,0,0,0,0,0,0.9615384615384616,0.3205128205128205,0.3205128205128205,0,0,0,0,0,0
W00000008,251,242,9,1,2,0,1,0,1,1,0,1,0,0,1,1,0,0,0,96.41434262948208,3.5856573705179287,0.398406374501992,0.796812749003984,0,0.398406374501992,0,0.398406374501992,0.398406374501992,0,0.398406374501992,0,0,0.398406374501992,0.398406374501992,0,0,0
W00000009,435,430,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,98.85057471264368,1.1494252873563218,0.45977011494252873,0.22988505747126436,0.22988505747126436,0,0,0,0,0,0.22988505747126436,0,0,0,0,0,0,0
W00009977,253,244,9,3,0,0,1,0,0,0,2,1,1,1,0,0,0,0,0,96.44268774703558,3.557312252964427,1.185770750988142,0,0,0.3952569169960474,0,0,0,0.7905138339920948,0.3952569169960474,0.3952569169960474,0.3952569169960474,0,0,0,0,0
W00009978,262,234,28,7,2,0,4,0,0,1,5,2,7,0,0,0,0,0,0,89.31297709923665,10.687022900763358,2.6717557251908395,0.7633587786259541,0,1.5267175572519083,0,0,0.38167938931297707,1.9083969465648856,0.7633587786259541,2.6717557251908395,0,0,0,0,0,0
W00009979,253,247,6,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,97.62845849802372,2.371541501976284,0.7905138339920948,0,0,0,0,0,0,0,0.7905138339920948,0.3952569169960474,0,0.3952569169960474,0,0,0,0
W00009980,211,199,12,2,1,0,0,0,0,0,2,1,5,1,0,0,0,0,0,94.3127962085308,5.687203791469194,0.9478672985781991,0.47393364928909953,0,0,0,0,0,0.9478672985781991,0.47393364928909953,2.3696682464454977,0.47393364928909953,0,0,0,0,0
W00000010,289,277,12,0,2,0,2,0,0,1,3,0,3,0,0,0,1,0,0,95.8477508650519,4.1522491349480966,0,0.6920415224913495,0,0.6920415224913495,0,0,0.34602076124567477,1.0380622837370241,0,1.0380622837370241,0,0,0,0.34602076124567477,0,0
W00000011,259,255,4,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,98.45559845559846,1.5444015444015444,0.3861003861003861,0,0.3861003861003861,0,0,0,0,0,0.3861003861003861,0,0.3861003861003861,0,0,0,0,0
W00000012,295,286,9,0,1,0,0,1,0,4,1,0,1,1,0,0,0,0,0,96.94915254237289,3.050847457627119,0,0.3389830508474576,0,0,0.3389830508474576,0,1.3559322033898304,0.3389830508474576,0,0.3389830508474576,0.3389830508474576,0,0,0,0,0
W00000013,415,408,7,0,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,98.3132530120482,1.6867469879518073,0,0.7228915662650602,0.24096385542168677,0,0,0.48192771084337355,0,0,0.24096385542168677,0,0,0,0,0,0,0
W00000084,127,121,6,1,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,95.2755905511811,4.724409448818897,0.7874015748031495,0,0,0,0,0.7874015748031495,0.7874015748031495,0,0,1.574803149606299,0,0,0.7874015748031495,0,0,0
W00000086,201,198,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,98.50746268656717,1.4925373134328357,0.9950248756218906,0,0,0,0,0,0,0,0,0.4975124378109453,0,0,0,0,0,0
W00000087,177,171,6,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,96.61016949152543,3.389830508474576,2.2598870056497176,0,0,0,0,0.5649717514124294,0,0,0,0.5649717514124294,0,0,0,0,0,0
W00000088,289,281,8,1,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,97.23183391003461,2.768166089965398,0.34602076124567477,0,0.6920415224913495,0,0,0,0,0,0,1.0380622837370241,0.6920415224913495,0,0,0,0,0
W00000090,154,151,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98.05194805194806,1.948051948051948,1.2987012987012987,0,0.6493506493506493,0,0,0,0,0,0,0,0,0,0,0,0,0
W00009981,230,224,6,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,97.3913043478261,2.608695652173913,0,0,0,0.8695652173913043,0,0,0,0.43478260869565216,0.43478260869565216,0.8695652173913043,0,0,0,0,0,0
