OA,ts0330001,ts0330002,ts0330003,ts0330002_PCT,ts0330003_PCT
W00000001,353,126,227,35.69405099150141,64.30594900849859
W00000002,236,80,156,33.89830508474576,66.10169491525424
W00000003,357,145,212,40.61624649859944,59.38375350140056
W00000004,336,179,157,53.273809523809526,46.726190476190474
W00000005,460,180,280,39.130434782608695,60.86956521739131
W00000006,302,118,184,39.0728476821192,60.9271523178808
W00000008,245,113,132,46.12244897959184,53.87755102040816
W00000009,413,135,278,32.68765133171913,67.31234866828088
W00000010,285,197,88,69.12280701754386,30.87719298245614
W00000011,255,124,131,48.627450980392155,51.37254901960784
W00000012,288,138,150,47.91666666666667,52.083333333333336
W00000013,400,149,251,37.25,62.74999999999999
W00000014,251,152,99,60.55776892430279,39.44223107569721
W00000015,227,166,61,73.12775330396477,26.87224669603524
W00000016,200,130,70,65,35
W00000017,183,106,77,57.92349726775956,42.07650273224044
W00000018,211,128,83,60.66350710900474,39.33649289099526
W00000019,149,108,41,72.48322147651007,27.516778523489933
W00000020,193,107,86,55.44041450777202,44.559585492227974
W00000021,170,104,66,61.1764705882353,38.82352941176471
W00000022,298,88,210,29.53020134228188,70.46979865771812
W00000023,286,72,214,25.174825174825177,74.82517482517483
W00000024,371,116,255,31.266846361185983,68.73315363881402
W00000025,264,66,198,25,75
W00000026,275,75,200,27.27272727272727,72.72727272727273
W00000027,350,162,188,46.285714285714285,53.714285714285715
W00000028,288,138,150,47.91666666666667,52.083333333333336
W00000029,274,110,164,40.14598540145985,59.854014598540154
W00000030,378,105,273,27.77777777777778,72.22222222222221
W00000031,450,109,341,24.22222222222222,75.77777777777777
W00000032,199,47,152,23.618090452261306,76.38190954773869
W00000033,258,77,181,29.844961240310074,70.15503875968993
W00000034,264,80,184,30.303030303030305,69.6969696969697
W00000035,440,110,330,25,75
W00000036,256,71,185,27.734375,72.265625
W00000037,444,129,315,29.054054054054053,70.94594594594594
W00000038,429,162,267,37.76223776223776,62.23776223776224
W00000039,374,123,251,32.887700534759354,67.11229946524064
W00000040,283,117,166,41.342756183745585,58.657243816254415
W00000041,287,40,247,13.937282229965156,86.06271777003485
W00000042,188,112,76,59.57446808510638,40.42553191489361
W00000043,256,150,106,58.59375,41.40625
W00000044,494,225,269,45.546558704453446,54.453441295546554
W00000045,331,158,173,47.73413897280967,52.26586102719033
W00000046,280,148,132,52.85714285714286,47.14285714285714
W00000047,227,116,111,51.10132158590308,48.89867841409692
W00000048,257,154,103,59.92217898832685,40.07782101167315
W00000049,224,130,94,58.03571428571429,41.964285714285715
W00000050,200,112,88,56.00000000000001,44
W00000051,317,147,170,46.37223974763407,53.62776025236593
W00000052,270,68,202,25.185185185185183,74.81481481481481
W00000053,448,88,360,19.642857142857142,80.35714285714286
W00000054,262,68,194,25.954198473282442,74.04580152671755
W00000055,351,120,231,34.18803418803419,65.8119658119658
W00000056,325,110,215,33.84615384615385,66.15384615384615
W00000057,418,147,271,35.167464114832534,64.83253588516746
W00000058,261,144,117,55.172413793103445,44.827586206896555
W00000059,290,91,199,31.379310344827587,68.62068965517241
W00000060,247,125,122,50.607287449392715,49.392712550607285
W00000061,264,123,141,46.590909090909086,53.40909090909091
W00000062,379,143,236,37.73087071240106,62.26912928759894
W00000063,271,130,141,47.97047970479705,52.02952029520295
W00000064,237,32,205,13.502109704641349,86.49789029535864
W00000065,303,84,219,27.722772277227726,72.27722772277228
W00000066,283,65,218,22.968197879858657,77.03180212014135
W00000067,525,115,410,21.904761904761905,78.0952380952381
W00000068,409,87,322,21.271393643031786,78.72860635696821
W00000069,370,72,298,19.45945945945946,80.54054054054053
W00000070,409,107,302,26.161369193154034,73.83863080684596
W00000071,372,145,227,38.97849462365591,61.02150537634409
W00000072,250,63,187,25.2,74.8
W00000073,209,80,129,38.27751196172249,61.72248803827751
W00000074,188,58,130,30.851063829787233,69.14893617021278
W00000075,266,175,91,65.78947368421053,34.21052631578947
W00000076,252,166,86,65.87301587301587,34.12698412698413
W00000077,369,223,146,60.43360433604336,39.56639566395664
W00000078,272,160,112,58.82352941176471,41.17647058823529
W00000079,285,149,136,52.28070175438596,47.719298245614034
W00000080,356,211,145,59.269662921348306,40.73033707865169
W00000081,287,159,128,55.400696864111495,44.599303135888505
W00000082,387,215,172,55.55555555555556,44.44444444444444
W00000083,321,153,168,47.66355140186916,52.336448598130836
W00000084,128,79,49,61.71875,38.28125
W00000086,193,88,105,45.59585492227979,54.40414507772021
W00000087,173,97,76,56.06936416184971,43.93063583815029
W00000088,283,149,134,52.65017667844523,47.349823321554766
W00000090,150,68,82,45.33333333333333,54.666666666666664
W00000091,294,127,167,43.197278911564624,56.80272108843537
W00000092,173,120,53,69.36416184971098,30.63583815028902
W00000093,173,121,52,69.94219653179191,30.057803468208093
W00000094,268,173,95,64.55223880597015,35.44776119402985
W00000095,216,147,69,68.05555555555556,31.944444444444443
W00000096,203,116,87,57.14285714285714,42.857142857142854
W00000097,400,141,259,35.25,64.75
W00000098,314,86,228,27.388535031847134,72.61146496815286
W00000099,327,89,238,27.217125382262996,72.78287461773701
W00000100,253,145,108,57.31225296442688,42.68774703557312
W00000101,304,119,185,39.14473684210527,60.85526315789473
W00000102,297,183,114,61.61616161616161,38.38383838383838
W00000103,355,200,155,56.33802816901409,43.66197183098591
W00000104,278,117,161,42.086330935251794,57.9136690647482
W00000105,360,168,192,46.666666666666664,53.333333333333336
W00000106,301,117,184,38.87043189368771,61.12956810631229
W00000107,369,170,199,46.070460704607044,53.929539295392956
W00000108,475,223,252,46.94736842105263,53.05263157894737
W00000109,244,71,173,29.098360655737704,70.90163934426229
W00000110,320,128,192,40,60
W00000111,252,115,137,45.63492063492063,54.36507936507936
W00000112,285,79,206,27.719298245614034,72.28070175438597
W00000113,351,74,277,21.082621082621085,78.91737891737893
W00000114,360,118,242,32.77777777777778,67.22222222222223
W00000115,447,143,304,31.991051454138702,68.0089485458613
W00000116,393,211,182,53.68956743002544,46.31043256997455
W00000117,339,249,90,73.45132743362832,26.548672566371685
W00000118,295,162,133,54.91525423728814,45.08474576271186
W00000119,267,191,76,71.53558052434457,28.46441947565543
W00000120,367,193,174,52.58855585831063,47.41144414168937
W00000121,276,71,205,25.724637681159418,74.27536231884058
W00000122,316,70,246,22.151898734177212,77.84810126582279
W00000123,342,67,275,19.5906432748538,80.4093567251462
W00000124,429,129,300,30.069930069930066,69.93006993006993
W00000125,293,65,228,22.18430034129693,77.81569965870307
W00000126,446,119,327,26.681614349775785,73.31838565022422
W00000127,288,122,166,42.36111111111111,57.638888888888886
W00000128,274,117,157,42.700729927007295,57.299270072992705
W00000129,301,184,117,61.12956810631229,38.87043189368771
W00000130,166,104,62,62.65060240963856,37.34939759036144
W00000131,198,134,64,67.67676767676768,32.323232323232325
W00000132,305,143,162,46.885245901639344,53.11475409836065
W00000133,511,155,356,30.332681017612522,69.66731898238747
W00000134,325,127,198,39.07692307692307,60.92307692307693
W00000135,360,144,216,40,60
W00000136,313,88,225,28.115015974440894,71.8849840255591
W00000137,225,105,120,46.666666666666664,53.333333333333336
W00000138,303,88,215,29.042904290429046,70.95709570957096
W00000139,408,96,312,23.52941176470588,76.47058823529412
W00000140,408,106,302,25.98039215686275,74.01960784313727
W00000141,285,89,196,31.2280701754386,68.77192982456141
W00000142,296,151,145,51.01351351351351,48.986486486486484
W00000143,326,171,155,52.45398773006135,47.54601226993865
W00000144,267,136,131,50.936329588014985,49.063670411985015
W00000145,414,232,182,56.038647342995176,43.96135265700483
W00000146,270,138,132,51.11111111111111,48.888888888888886
W00000147,265,148,117,55.84905660377358,44.15094339622642
W00000148,164,87,77,53.04878048780488,46.95121951219512
W00000149,361,193,168,53.46260387811634,46.53739612188366
W00000150,329,201,128,61.09422492401215,38.90577507598784
W00000151,251,144,107,57.37051792828686,42.62948207171315
W00000152,283,168,115,59.36395759717315,40.63604240282685
W00000153,260,144,116,55.38461538461539,44.61538461538462
W00000154,272,192,80,70.58823529411765,29.411764705882355
W00000155,318,192,126,60.37735849056604,39.62264150943396
W00000156,246,102,144,41.46341463414634,58.536585365853654
W00000157,356,182,174,51.12359550561798,48.87640449438202
W00000158,318,162,156,50.943396226415096,49.056603773584904
W00000159,321,124,197,38.62928348909657,61.37071651090342
W00000160,271,89,182,32.84132841328413,67.15867158671587
W00000161,155,91,64,58.70967741935483,41.29032258064516
W00000162,263,97,166,36.88212927756654,63.11787072243346
W00000163,305,172,133,56.393442622950815,43.606557377049185
W00000164,172,101,71,58.720930232558146,41.27906976744186
W00000165,376,232,144,61.702127659574465,38.297872340425535
W00000166,246,152,94,61.78861788617886,38.21138211382114
W00000167,262,162,100,61.832061068702295,38.16793893129771
W00000168,263,169,94,64.25855513307985,35.741444866920155
W00000169,360,221,139,61.38888888888889,38.611111111111114
W00000170,235,117,118,49.787234042553195,50.212765957446805
W00000171,380,204,176,53.68421052631579,46.31578947368421
W00000172,521,251,270,48.17658349328215,51.82341650671785
W00000173,263,149,114,56.65399239543726,43.346007604562736
W00000174,251,111,140,44.223107569721115,55.77689243027888
W00000175,380,190,190,50,50
W00000176,294,119,175,40.476190476190474,59.523809523809526
W00000177,217,97,120,44.70046082949309,55.29953917050692
W00000178,336,156,180,46.42857142857143,53.57142857142857
W00000179,264,121,143,45.83333333333333,54.166666666666664
W00000180,260,163,97,62.69230769230769,37.30769230769231
W00000181,267,160,107,59.925093632958806,40.074906367041194
W00000182,254,160,94,62.99212598425197,37.00787401574803
W00000183,298,166,132,55.70469798657718,44.29530201342282
