OA,ts0050001,ts0050002,ts0050003,ts0050004,ts0050005,ts0050006,ts0050007,ts0050008,ts0050009,ts0050010,ts0050011,ts0050012,ts0050013,ts0050014,ts0050015,ts0050016,ts0050017,ts0050018,ts0050019,ts0050020,ts0050021,ts0050022,ts0050023,ts0050024,ts0050025,ts0050026,ts0050027,ts0050028,ts0050029,ts0050030,ts0050031,ts0050032,ts0050033,ts0050034,ts0050002_PCT,ts0050003_PCT,ts0050004_PCT,ts0050005_PCT,ts0050006_PCT,ts0050007_PCT,ts0050008_PCT,ts0050009_PCT,ts0050010_PCT,ts0050011_PCT,ts0050012_PCT,ts0050013_PCT,ts0050014_PCT,ts0050015_PCT,ts0050016_PCT,ts0050017_PCT,ts0050018_PCT,ts0050019_PCT,ts0050020_PCT,ts0050021_PCT,ts0050022_PCT,ts0050023_PCT,ts0050024_PCT,ts0050025_PCT,ts0050026_PCT,ts0050027_PCT,ts0050028_PCT,ts0050029_PCT,ts0050030_PCT,ts0050031_PCT,ts0050032_PCT,ts0050033_PCT,ts0050034_PCT
E00165406,268,202,197,1,4,4,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,65,75.3731343283582,73.50746268656717,0.3731343283582089,1.4925373134328357,1.4925373134328357,0,0,0,0.3731343283582089,0,0,0,0,1.1194029850746268,0,0,0,0,0,0,0,0.3731343283582089,0,0,0,0.3731343283582089,0,0,0,0,0,0,24.253731343283583
E00165407,320,271,269,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,84.6875,84.0625,0.3125,0.3125,0.3125,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.312500000000002
E00165408,283,248,238,0,10,10,0,0,0,0,2,0,0,4,4,0,0,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,32,87.63250883392226,84.09893992932862,0,3.53356890459364,3.53356890459364,0,0,0,0,0.7067137809187279,0,0,1.4134275618374559,1.4134275618374559,0,0,0,0.35335689045936397,0.35335689045936397,0,0,0.7067137809187279,0,0.7067137809187279,0,0,0,0,0,0,0,0,11.307420494699647
E00165409,321,285,280,1,4,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,35,88.78504672897196,87.22741433021807,0.3115264797507788,1.2461059190031152,1.2461059190031152,0,0,0.3115264797507788,0.6230529595015576,0,0,0.3115264797507788,0,0,0,0,0,0,0,0,0,0.3115264797507788,0,0,0,0.3115264797507788,0,0,0,0,0,0,10.903426791277258
E00165415,147,129,126,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,87.75510204081633,85.71428571428571,0.6802721088435374,1.3605442176870748,1.3605442176870748,0,0,0,0,0,0,0,0,1.3605442176870748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6802721088435374,0.6802721088435374,0,0,0,11.564625850340136
E00165416,216,186,185,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,86.11111111111111,85.64814814814815,0,0.4629629629629629,0.4629629629629629,0,0,0,0.4629629629629629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.88888888888889
E00165405,298,259,251,3,5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,86.91275167785236,84.22818791946308,1.006711409395973,1.6778523489932886,1.6778523489932886,0,0,0,0,0,0,1.6778523489932886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.087248322147651
E00165412,391,336,335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,53,85.93350383631714,85.6777493606138,0.2557544757033248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2557544757033248,0,0,0,0.2557544757033248,0,0,0,0,0.2557544757033248,0,13.554987212276215
E00165413,299,224,223,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,73,74.91638795986621,74.5819397993311,0,0.33444816053511706,0,0,0,0,0,0,0,0,0,0,0.33444816053511706,0,0.33444816053511706,0,0,0,0,0.6688963210702341,0,0.6688963210702341,0,0,0,0,0,0,0,0,24.414715719063544
E00165417,153,135,134,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,16,88.23529411764706,87.58169934640523,0,0.6535947712418301,0.6535947712418301,0,0,0.6535947712418301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3071895424836601,1.3071895424836601,0,0,0,10.457516339869281
