OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
W00004523,138,36,20,16,97,14,47,12,23,12,9,8,1,0,25,14,11,2,2,5,4,1,26.08695652173913,14.492753623188406,11.594202898550725,70.28985507246377,10.144927536231885,34.05797101449276,8.695652173913043,16.666666666666664,8.695652173913043,6.521739130434782,5.797101449275362,0.7246376811594203,0,18.115942028985508,10.144927536231885,7.971014492753622,1.4492753623188406,1.4492753623188406,3.6231884057971016,2.898550724637681,0.7246376811594203
W00004526,114,42,22,20,67,20,25,11,10,4,11,7,4,0,11,5,6,0,0,5,1,4,36.84210526315789,19.298245614035086,17.543859649122805,58.77192982456141,17.543859649122805,21.929824561403507,9.649122807017543,8.771929824561402,3.508771929824561,9.649122807017543,6.140350877192982,3.508771929824561,0,9.649122807017543,4.385964912280701,5.263157894736842,0,0,4.385964912280701,0.8771929824561403,3.508771929824561
W00004527,170,49,29,20,117,15,69,20,35,14,14,5,8,1,19,7,12,0,0,4,0,4,28.823529411764703,17.058823529411764,11.76470588235294,68.82352941176471,8.823529411764707,40.588235294117645,11.76470588235294,20.588235294117645,8.235294117647058,8.235294117647058,2.941176470588235,4.705882352941177,0.5882352941176471,11.176470588235295,4.117647058823529,7.0588235294117645,0,0,2.3529411764705883,0,2.3529411764705883
W00004528,111,22,12,10,86,14,50,20,20,10,15,12,3,0,7,3,4,0,0,3,1,2,19.81981981981982,10.81081081081081,9.00900900900901,77.47747747747748,12.612612612612612,45.04504504504504,18.01801801801802,18.01801801801802,9.00900900900901,13.513513513513514,10.81081081081081,2.7027027027027026,0,6.306306306306306,2.7027027027027026,3.6036036036036037,0,0,2.7027027027027026,0.9009009009009009,1.8018018018018018
W00010079,111,19,8,11,88,10,50,9,33,8,13,6,7,0,15,7,8,0,0,4,3,1,17.117117117117118,7.207207207207207,9.90990990990991,79.27927927927928,9.00900900900901,45.04504504504504,8.108108108108109,29.72972972972973,7.207207207207207,11.711711711711711,5.405405405405405,6.306306306306306,0,13.513513513513514,6.306306306306306,7.207207207207207,0,0,3.6036036036036037,2.7027027027027026,0.9009009009009009
W00010085,87,28,12,16,59,12,29,9,16,4,5,0,3,2,13,7,6,0,0,0,0,0,32.18390804597701,13.793103448275861,18.39080459770115,67.81609195402298,13.793103448275861,33.33333333333333,10.344827586206897,18.39080459770115,4.597701149425287,5.747126436781609,0,3.4482758620689653,2.2988505747126435,14.942528735632186,8.045977011494253,6.896551724137931,0,0,0,0,0
W00010257,110,22,11,11,87,8,53,17,26,10,14,6,7,1,12,8,4,0,0,1,0,1,20,10,10,79.0909090909091,7.2727272727272725,48.18181818181818,15.454545454545453,23.636363636363637,9.090909090909092,12.727272727272727,5.454545454545454,6.363636363636363,0.9090909090909091,10.909090909090908,7.2727272727272725,3.6363636363636362,0,0,0.9090909090909091,0,0.9090909090909091
W00004521,211,123,40,83,83,7,30,11,16,3,22,13,9,0,24,18,6,0,0,5,3,2,58.29383886255924,18.95734597156398,39.33649289099526,39.33649289099526,3.3175355450236967,14.218009478672986,5.213270142180095,7.5829383886255926,1.4218009478672986,10.42654028436019,6.161137440758294,4.265402843601896,0,11.374407582938389,8.530805687203792,2.843601895734597,0,0,2.3696682464454977,1.4218009478672986,0.9478672985781991
W00004522,132,36,13,23,90,10,41,7,23,11,26,7,16,3,12,7,5,1,1,6,3,3,27.27272727272727,9.848484848484848,17.424242424242426,68.18181818181817,7.575757575757576,31.060606060606062,5.303030303030303,17.424242424242426,8.333333333333332,19.696969696969695,5.303030303030303,12.121212121212121,2.272727272727273,9.090909090909092,5.303030303030303,3.787878787878788,0.7575757575757576,0.7575757575757576,4.545454545454546,2.272727272727273,2.272727272727273
W00004524,157,67,19,48,87,13,31,14,9,8,17,6,11,0,26,16,10,0,0,3,1,2,42.675159235668794,12.101910828025478,30.573248407643312,55.4140127388535,8.280254777070063,19.745222929936308,8.9171974522293,5.7324840764331215,5.095541401273886,10.828025477707007,3.821656050955414,7.006369426751593,0,16.560509554140125,10.191082802547772,6.369426751592357,0,0,1.910828025477707,0.6369426751592357,1.2738853503184715
W00004525,149,67,27,40,79,5,38,18,17,3,20,8,11,1,16,12,4,0,0,3,2,1,44.966442953020135,18.120805369127517,26.845637583892618,53.02013422818792,3.3557046979865772,25.503355704697988,12.080536912751679,11.409395973154362,2.013422818791946,13.422818791946309,5.369127516778524,7.38255033557047,0.6711409395973155,10.738255033557047,8.053691275167784,2.684563758389262,0,0,2.013422818791946,1.342281879194631,0.6711409395973155
