OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
W00004523,331,328,322,6,3,3,0,0,0,0,0,1,1,1,0,99.09365558912387,97.2809667673716,1.812688821752266,0.906344410876133,0.906344410876133,0,0,0,0,0,0.3021148036253776,0.3021148036253776,0.3021148036253776,0
W00004526,226,225,223,2,2,0,0,0,0,0,0,0,0,1,0,99.5575221238938,98.67256637168141,0.8849557522123894,0.8849557522123894,0,0,0,0,0,0,0,0,0.4424778761061947,0
W00004527,411,411,411,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0
W00004528,262,251,250,1,0,1,0,0,0,0,5,5,1,0,0,95.80152671755725,95.41984732824427,0.38167938931297707,0,0.38167938931297707,0,0,0,0,1.9083969465648856,1.9083969465648856,0.38167938931297707,0,0
W00010079,292,291,289,2,2,0,0,0,0,0,0,0,0,1,0,99.65753424657534,98.97260273972603,0.684931506849315,0.684931506849315,0,0,0,0,0,0,0,0,0.3424657534246575,0
W00010085,205,200,197,3,3,0,0,0,0,0,2,0,3,0,0,97.5609756097561,96.09756097560975,1.4634146341463417,1.4634146341463417,0,0,0,0,0,0.975609756097561,0,1.4634146341463417,0,0
W00010257,277,272,270,2,2,0,0,0,0,0,2,1,1,1,0,98.19494584837545,97.47292418772562,0.7220216606498195,0.7220216606498195,0,0,0,0,0,0.7220216606498195,0.36101083032490977,0.36101083032490977,0.36101083032490977,0
W00004521,370,365,359,6,2,4,0,0,0,0,0,4,1,0,0,98.64864864864865,97.02702702702702,1.6216216216216217,0.5405405405405406,1.0810810810810811,0,0,0,0,0,1.0810810810810811,0.2702702702702703,0,0
W00004522,339,337,337,0,0,0,0,0,0,0,1,0,0,1,0,99.41002949852508,99.41002949852508,0,0,0,0,0,0,0,0.2949852507374631,0,0,0.2949852507374631,0
W00004524,310,304,300,0,0,0,0,0,4,4,0,4,2,0,0,98.06451612903226,96.7741935483871,0,0,0,0,0,1.2903225806451613,1.2903225806451613,0,1.2903225806451613,0.6451612903225806,0,0
W00004525,306,295,290,2,2,0,0,0,3,3,0,6,3,2,0,96.40522875816994,94.77124183006535,0.6535947712418301,0.6535947712418301,0,0,0,0.9803921568627451,0.9803921568627451,0,1.9607843137254901,0.9803921568627451,0.6535947712418301,0
W00010069,241,231,223,8,3,3,2,0,0,0,5,4,0,1,0,95.850622406639,92.5311203319502,3.319502074688797,1.2448132780082988,1.2448132780082988,0.8298755186721992,0,0,0,2.0746887966804977,1.6597510373443984,0,0.4149377593360996,0
W00010081,303,298,293,5,0,5,0,0,0,0,0,2,2,1,0,98.34983498349835,96.69966996699671,1.65016501650165,0,1.65016501650165,0,0,0,0,0,0.6600660066006601,0.6600660066006601,0.33003300330033003,0
W00010082,178,170,169,1,0,0,1,0,0,0,3,5,0,0,0,95.50561797752809,94.9438202247191,0.5617977528089888,0,0,0.5617977528089888,0,0,0,1.6853932584269662,2.8089887640449436,0,0,0
W00004514,316,312,309,2,0,2,0,0,1,1,1,2,1,0,0,98.73417721518987,97.78481012658227,0.6329113924050633,0,0.6329113924050633,0,0,0.31645569620253167,0.31645569620253167,0.31645569620253167,0.6329113924050633,0.31645569620253167,0,0
W00004517,340,338,338,0,0,0,0,0,0,0,1,0,0,1,0,99.41176470588235,99.41176470588235,0,0,0,0,0,0,0,0.29411764705882354,0,0,0.29411764705882354,0
W00004529,316,306,304,0,0,0,0,0,2,2,4,6,0,0,0,96.83544303797468,96.20253164556962,0,0,0,0,0,0.6329113924050633,0.6329113924050633,1.2658227848101267,1.89873417721519,0,0,0
