OA,ts0460001,ts0460002,ts0460003,ts0460004,ts0460005,ts0460006,ts0460007,ts0460008,ts0460009,ts0460010,ts0460011,ts0460012,ts0460013,ts0460002_PCT,ts0460003_PCT,ts0460004_PCT,ts0460005_PCT,ts0460006_PCT,ts0460007_PCT,ts0460008_PCT,ts0460009_PCT,ts0460010_PCT,ts0460011_PCT,ts0460012_PCT,ts0460013_PCT
W00003947,102,0,84,0,1,3,1,0,2,0,0,10,1,0,82.35294117647058,0,0.9803921568627451,2.941176470588235,0.9803921568627451,0,1.9607843137254901,0,0,9.803921568627452,0.9803921568627451
W00003948,125,2,106,0,3,2,0,0,0,0,0,11,1,1.6,84.8,0,2.4,1.6,0,0,0,0,0,8.799999999999999,0.8
W00003949,104,0,84,0,2,3,0,0,0,0,0,15,0,0,80.76923076923077,0,1.9230769230769231,2.8846153846153846,0,0,0,0,0,14.423076923076922,0
W00003950,106,4,79,0,0,11,0,1,0,0,0,10,1,3.7735849056603774,74.52830188679245,0,0,10.377358490566039,0,0.9433962264150944,0,0,0,9.433962264150944,0.9433962264150944
W00003951,115,0,109,0,0,0,0,0,0,0,0,5,1,0,94.78260869565217,0,0,0,0,0,0,0,0,4.3478260869565215,0.8695652173913043
W00003952,112,0,102,1,1,0,0,1,0,0,0,7,0,0,91.07142857142857,0.8928571428571428,0.8928571428571428,0,0,0.8928571428571428,0,0,0,6.25,0
W00003953,131,1,116,0,0,2,0,0,1,0,0,11,0,0.7633587786259541,88.54961832061069,0,0,1.5267175572519083,0,0,0.7633587786259541,0,0,8.396946564885496,0
W00003954,140,0,111,0,3,6,1,0,3,0,0,15,1,0,79.28571428571428,0,2.142857142857143,4.285714285714286,0.7142857142857143,0,2.142857142857143,0,0,10.714285714285714,0.7142857142857143
W00003955,122,0,110,1,0,1,0,0,0,0,0,8,2,0,90.1639344262295,0.819672131147541,0,0.819672131147541,0,0,0,0,0,6.557377049180328,1.639344262295082
W00003956,134,3,84,4,7,8,2,5,1,0,0,16,4,2.2388059701492535,62.68656716417911,2.9850746268656714,5.223880597014925,5.970149253731343,1.4925373134328357,3.731343283582089,0.7462686567164178,0,0,11.940298507462686,2.9850746268656714
W00003957,66,7,26,0,24,1,3,0,0,0,0,4,1,10.606060606060606,39.39393939393939,0,36.36363636363637,1.5151515151515151,4.545454545454546,0,0,0,0,6.0606060606060606,1.5151515151515151
W00003958,198,6,127,1,46,5,1,0,2,0,0,10,0,3.0303030303030303,64.14141414141415,0.5050505050505051,23.232323232323232,2.525252525252525,0.5050505050505051,0,1.0101010101010102,0,0,5.05050505050505,0
W00003960,155,3,123,2,4,1,0,1,0,0,2,19,0,1.935483870967742,79.35483870967742,1.2903225806451613,2.5806451612903225,0.6451612903225806,0,0.6451612903225806,0,0,1.2903225806451613,12.258064516129032,0
W00003961,137,1,123,0,5,0,0,0,0,0,0,8,0,0.7299270072992701,89.78102189781022,0,3.64963503649635,0,0,0,0,0,0,5.839416058394161,0
W00003962,123,1,110,2,2,1,0,0,0,0,1,6,0,0.8130081300813009,89.43089430894308,1.6260162601626018,1.6260162601626018,0.8130081300813009,0,0,0,0,0.8130081300813009,4.878048780487805,0
W00003963,127,0,101,6,3,4,0,1,0,0,1,8,3,0,79.52755905511812,4.724409448818897,2.3622047244094486,3.149606299212598,0,0.7874015748031495,0,0,0.7874015748031495,6.299212598425196,2.3622047244094486
W00003964,109,0,98,0,3,0,0,0,0,0,0,8,0,0,89.90825688073394,0,2.7522935779816518,0,0,0,0,0,0,7.339449541284404,0
W00003965,118,1,104,1,1,0,0,0,0,0,1,10,0,0.847457627118644,88.13559322033898,0.847457627118644,0.847457627118644,0,0,0,0,0,0.847457627118644,8.47457627118644,0
W00003966,128,0,103,1,3,10,0,2,0,0,0,9,0,0,80.46875,0.78125,2.34375,7.8125,0,1.5625,0,0,0,7.03125,0
W00003967,102,0,87,0,5,1,0,0,1,2,0,6,0,0,85.29411764705883,0,4.901960784313726,0.9803921568627451,0,0,0.9803921568627451,1.9607843137254901,0,5.88235294117647,0
W00003968,119,1,97,2,3,0,0,0,0,0,2,14,0,0.8403361344537815,81.5126050420168,1.680672268907563,2.5210084033613445,0,0,0,0,0,1.680672268907563,11.76470588235294,0
W00003969,127,0,104,0,4,0,0,1,0,0,2,16,0,0,81.88976377952756,0,3.149606299212598,0,0,0.7874015748031495,0,0,1.574803149606299,12.598425196850393,0
W00003970,138,1,120,1,7,0,0,0,0,0,2,7,0,0.7246376811594203,86.95652173913044,0.7246376811594203,5.072463768115942,0,0,0,0,0,1.4492753623188406,5.072463768115942,0
W00003971,115,2,104,0,1,0,0,0,0,0,3,5,0,1.7391304347826086,90.43478260869566,0,0.8695652173913043,0,0,0,0,0,2.608695652173913,4.3478260869565215,0
W00003972,148,1,119,0,9,0,0,0,0,1,3,15,0,0.6756756756756757,80.4054054054054,0,6.081081081081082,0,0,0,0,0.6756756756756757,2.027027027027027,10.135135135135135,0
W00003973,121,0,102,2,2,0,0,0,0,0,2,13,0,0,84.29752066115702,1.6528925619834711,1.6528925619834711,0,0,0,0,0,1.6528925619834711,10.743801652892563,0
W00003975,146,0,121,0,6,0,0,0,0,0,3,16,0,0,82.87671232876713,0,4.10958904109589,0,0,0,0,0,2.054794520547945,10.95890410958904,0
W00003976,105,0,91,0,3,0,0,0,0,0,1,10,0,0,86.66666666666667,0,2.857142857142857,0,0,0,0,0,0.9523809523809524,9.523809523809524,0
W00003977,125,1,103,0,3,0,0,0,0,0,3,14,1,0.8,82.39999999999999,0,2.4,0,0,0,0,0,2.4,11.200000000000001,0.8
W00003978,103,0,85,0,5,0,0,1,0,0,1,11,0,0,82.52427184466019,0,4.854368932038835,0,0,0.9708737864077669,0,0,0.9708737864077669,10.679611650485436,0
W00003979,49,2,14,4,0,16,2,3,0,0,0,8,0,4.081632653061225,28.57142857142857,8.16326530612245,0,32.6530612244898,4.081632653061225,6.122448979591836,0,0,0,16.3265306122449,0
W00003980,91,3,52,0,7,0,0,0,0,21,1,7,0,3.296703296703297,57.14285714285714,0,7.6923076923076925,0,0,0,0,23.076923076923077,1.098901098901099,7.6923076923076925,0
W00003981,114,1,43,1,59,0,0,0,0,0,2,8,0,0.8771929824561403,37.719298245614034,0.8771929824561403,51.75438596491229,0,0,0,0,0,1.7543859649122806,7.017543859649122,0
W00003982,179,0,144,1,14,0,0,0,0,0,3,17,0,0,80.44692737430168,0.5586592178770949,7.82122905027933,0,0,0,0,0,1.675977653631285,9.497206703910614,0
W00003983,158,2,123,2,13,0,0,0,0,0,5,13,0,1.2658227848101267,77.84810126582279,1.2658227848101267,8.227848101265822,0,0,0,0,0,3.1645569620253164,8.227848101265822,0
