OA,ts0230001,ts0230002,ts0230003,ts0230004,ts0230005,ts0230006,ts0230002_PCT,ts0230003_PCT,ts0230004_PCT,ts0230005_PCT,ts0230006_PCT
E00028328,135,27,97,5,4,2,20,71.85185185185186,3.7037037037037033,2.9629629629629632,1.4814814814814816
E00028329,126,42,77,2,3,2,33.33333333333333,61.111111111111114,1.5873015873015872,2.380952380952381,1.5873015873015872
E00028330,153,38,101,2,9,3,24.836601307189543,66.01307189542483,1.3071895424836601,5.88235294117647,1.9607843137254901
E00028331,100,24,64,2,6,4,24,64,2,6,4
E00028332,187,62,112,3,9,1,33.155080213903744,59.893048128342244,1.6042780748663104,4.81283422459893,0.53475935828877
E00028333,112,33,69,1,7,2,29.464285714285715,61.60714285714286,0.8928571428571428,6.25,1.7857142857142856
E00028334,139,53,75,4,3,4,38.1294964028777,53.956834532374096,2.877697841726619,2.158273381294964,2.877697841726619
E00028335,146,45,90,3,5,3,30.82191780821918,61.64383561643836,2.054794520547945,3.4246575342465753,2.054794520547945
E00028336,115,44,59,2,7,3,38.26086956521739,51.30434782608696,1.7391304347826086,6.086956521739131,2.608695652173913
E00028338,142,47,74,5,10,6,33.098591549295776,52.112676056338024,3.5211267605633805,7.042253521126761,4.225352112676056
E00028339,166,48,99,5,6,8,28.915662650602407,59.63855421686747,3.0120481927710845,3.614457831325301,4.819277108433735
E00028340,122,50,67,0,3,2,40.98360655737705,54.91803278688525,0,2.459016393442623,1.639344262295082
E00028342,128,62,57,4,4,1,48.4375,44.53125,3.125,3.125,0.78125
E00028343,116,29,78,2,4,3,25,67.24137931034483,1.7241379310344827,3.4482758620689653,2.586206896551724
E00028344,110,39,62,3,4,2,35.45454545454545,56.36363636363636,2.727272727272727,3.6363636363636362,1.8181818181818181
E00028345,136,39,81,3,8,5,28.676470588235293,59.55882352941176,2.2058823529411766,5.88235294117647,3.6764705882352944
E00028346,141,43,90,2,4,2,30.49645390070922,63.829787234042556,1.4184397163120568,2.8368794326241136,1.4184397163120568
E00028347,160,41,109,0,9,1,25.624999999999996,68.125,0,5.625,0.625
E00028349,136,58,73,2,2,1,42.64705882352941,53.67647058823529,1.4705882352941175,1.4705882352941175,0.7352941176470588
E00028350,126,46,74,0,5,1,36.507936507936506,58.730158730158735,0,3.968253968253968,0.7936507936507936
E00028351,137,37,93,1,3,3,27.00729927007299,67.88321167883211,0.7299270072992701,2.18978102189781,2.18978102189781
E00028352,109,48,51,3,5,2,44.03669724770643,46.788990825688074,2.7522935779816518,4.587155963302752,1.834862385321101
E00028353,176,79,78,5,9,5,44.88636363636363,44.31818181818182,2.840909090909091,5.113636363636364,2.840909090909091
E00028354,164,41,102,2,11,8,25,62.19512195121951,1.2195121951219512,6.707317073170732,4.878048780487805
E00028355,110,59,39,2,6,4,53.63636363636364,35.45454545454545,1.8181818181818181,5.454545454545454,3.6363636363636362
E00028356,152,55,78,7,7,5,36.18421052631579,51.31578947368421,4.605263157894736,4.605263157894736,3.289473684210526
E00028357,169,67,93,5,3,1,39.64497041420118,55.02958579881657,2.9585798816568047,1.7751479289940828,0.591715976331361
E00028358,119,36,72,5,3,3,30.252100840336134,60.50420168067227,4.201680672268908,2.5210084033613445,2.5210084033613445
E00028359,143,31,93,5,12,2,21.678321678321677,65.03496503496503,3.4965034965034967,8.391608391608392,1.3986013986013985
E00028360,134,70,51,1,8,4,52.23880597014925,38.059701492537314,0.7462686567164178,5.970149253731343,2.9850746268656714
E00028361,129,83,35,3,2,6,64.34108527131784,27.131782945736433,2.3255813953488373,1.550387596899225,4.651162790697675
E00028362,142,49,74,4,11,4,34.50704225352113,52.112676056338024,2.8169014084507045,7.746478873239436,2.8169014084507045
E00028363,136,58,70,3,3,2,42.64705882352941,51.470588235294116,2.2058823529411766,2.2058823529411766,1.4705882352941175
E00028364,123,30,69,3,14,7,24.390243902439025,56.09756097560976,2.4390243902439024,11.38211382113821,5.691056910569105
E00028365,136,31,88,2,8,7,22.794117647058822,64.70588235294117,1.4705882352941175,5.88235294117647,5.147058823529411
E00028366,130,35,89,1,4,1,26.923076923076923,68.46153846153847,0.7692307692307693,3.076923076923077,0.7692307692307693
E00028367,103,39,54,1,5,4,37.86407766990291,52.42718446601942,0.9708737864077669,4.854368932038835,3.8834951456310676
E00028369,94,21,62,3,6,2,22.340425531914892,65.95744680851064,3.1914893617021276,6.382978723404255,2.127659574468085
E00028370,124,71,37,1,13,2,57.25806451612904,29.838709677419356,0.8064516129032258,10.483870967741936,1.6129032258064515
E00028372,175,83,74,7,6,5,47.42857142857143,42.285714285714285,4,3.428571428571429,2.857142857142857
E00028374,130,68,49,3,3,7,52.307692307692314,37.69230769230769,2.307692307692308,2.307692307692308,5.384615384615385
E00028375,106,74,27,0,3,2,69.81132075471697,25.471698113207548,0,2.8301886792452833,1.8867924528301887
E00028378,179,60,88,2,14,15,33.5195530726257,49.162011173184354,1.1173184357541899,7.82122905027933,8.379888268156424
E00028379,95,68,24,1,1,1,71.57894736842105,25.263157894736842,1.0526315789473684,1.0526315789473684,1.0526315789473684
E00028385,138,19,96,8,8,7,13.768115942028986,69.56521739130434,5.797101449275362,5.797101449275362,5.072463768115942
E00028387,105,72,31,0,1,1,68.57142857142857,29.523809523809526,0,0.9523809523809524,0.9523809523809524
E00028388,120,60,51,0,7,2,50,42.5,0,5.833333333333333,1.6666666666666667
E00028390,108,32,61,5,0,10,29.629629629629626,56.481481481481474,4.62962962962963,0,9.25925925925926
E00028392,194,113,49,13,10,9,58.24742268041238,25.257731958762886,6.701030927835052,5.154639175257731,4.639175257731959
E00028393,108,25,61,6,15,1,23.14814814814815,56.481481481481474,5.555555555555555,13.88888888888889,0.9259259259259258
E00028394,67,9,39,4,3,12,13.432835820895523,58.2089552238806,5.970149253731343,4.477611940298507,17.91044776119403
E00028395,110,21,73,6,2,8,19.090909090909093,66.36363636363637,5.454545454545454,1.8181818181818181,7.2727272727272725
E00028396,107,43,52,2,7,3,40.18691588785047,48.598130841121495,1.8691588785046727,6.5420560747663545,2.803738317757009
E00028397,168,102,46,4,9,7,60.71428571428571,27.380952380952383,2.380952380952381,5.357142857142857,4.166666666666666
E00028398,141,58,62,7,9,5,41.13475177304964,43.97163120567376,4.964539007092199,6.382978723404255,3.546099290780142
E00028399,233,135,66,12,6,14,57.93991416309014,28.32618025751073,5.150214592274678,2.575107296137339,6.008583690987124
E00028400,126,33,70,2,11,10,26.190476190476193,55.55555555555556,1.5873015873015872,8.73015873015873,7.936507936507936
E00028401,156,38,83,4,7,24,24.358974358974358,53.205128205128204,2.564102564102564,4.487179487179487,15.384615384615385
E00028402,151,69,64,3,10,5,45.6953642384106,42.384105960264904,1.9867549668874174,6.622516556291391,3.3112582781456954
E00028404,145,37,82,10,10,6,25.517241379310345,56.55172413793104,6.896551724137931,6.896551724137931,4.137931034482759
E00028405,130,82,34,6,7,1,63.07692307692307,26.153846153846157,4.615384615384616,5.384615384615385,0.7692307692307693
E00028408,132,28,79,10,5,10,21.21212121212121,59.84848484848485,7.575757575757576,3.787878787878788,7.575757575757576
E00028410,146,72,55,5,11,3,49.31506849315068,37.67123287671233,3.4246575342465753,7.534246575342466,2.054794520547945
E00028411,163,45,77,3,11,27,27.607361963190186,47.239263803680984,1.8404907975460123,6.748466257668712,16.56441717791411
E00028412,149,107,30,1,5,6,71.81208053691275,20.13422818791946,0.6711409395973155,3.3557046979865772,4.026845637583892
E00028413,75,42,24,3,2,4,56.00000000000001,32,4,2.666666666666667,5.333333333333334
E00028415,125,52,51,10,4,8,41.6,40.8,8,3.2,6.4
E00028417,147,65,71,3,4,4,44.21768707482993,48.29931972789115,2.0408163265306123,2.7210884353741496,2.7210884353741496
E00028418,135,76,46,3,9,1,56.2962962962963,34.074074074074076,2.2222222222222223,6.666666666666667,0.7407407407407408
E00028419,182,77,78,3,7,17,42.30769230769231,42.857142857142854,1.6483516483516485,3.8461538461538463,9.340659340659341
E00028420,148,66,70,7,2,3,44.5945945945946,47.2972972972973,4.72972972972973,1.3513513513513513,2.027027027027027
E00028421,133,32,80,5,3,13,24.06015037593985,60.150375939849624,3.7593984962406015,2.2556390977443606,9.774436090225564
E00028422,124,61,45,0,6,12,49.193548387096776,36.29032258064516,0,4.838709677419355,9.67741935483871
E00028425,126,27,94,0,4,1,21.428571428571427,74.60317460317461,0,3.1746031746031744,0.7936507936507936
E00028426,123,30,88,2,1,2,24.390243902439025,71.54471544715447,1.6260162601626018,0.8130081300813009,1.6260162601626018
E00028427,120,27,89,0,4,0,22.5,74.16666666666667,0,3.3333333333333335,0
E00028429,147,48,93,2,2,2,32.6530612244898,63.26530612244898,1.3605442176870748,1.3605442176870748,1.3605442176870748
E00028430,130,37,85,0,5,3,28.46153846153846,65.38461538461539,0,3.8461538461538463,2.307692307692308
E00028431,108,14,91,0,3,0,12.962962962962962,84.25925925925925,0,2.7777777777777777,0
E00028433,41,9,31,0,1,0,21.951219512195124,75.60975609756098,0,2.4390243902439024,0
E00028434,124,42,72,0,9,1,33.87096774193548,58.06451612903226,0,7.258064516129033,0.8064516129032258
E00028435,135,76,50,2,5,2,56.2962962962963,37.03703703703704,1.4814814814814816,3.7037037037037033,1.4814814814814816
E00028436,100,78,18,0,2,2,78,18,0,2,2
E00028437,117,36,73,2,4,2,30.76923076923077,62.39316239316239,1.7094017094017095,3.418803418803419,1.7094017094017095
E00028438,129,41,82,0,3,3,31.782945736434108,63.565891472868216,0,2.3255813953488373,2.3255813953488373
E00028439,164,51,108,3,1,1,31.097560975609756,65.85365853658537,1.8292682926829267,0.6097560975609756,0.6097560975609756
E00028440,125,22,95,0,6,2,17.599999999999998,76,0,4.8,1.6
E00028441,114,34,75,2,1,2,29.82456140350877,65.78947368421053,1.7543859649122806,0.8771929824561403,1.7543859649122806
E00028442,175,81,89,4,1,0,46.285714285714285,50.857142857142854,2.2857142857142856,0.5714285714285714,0
E00028443,175,56,99,6,9,5,32,56.57142857142857,3.428571428571429,5.142857142857142,2.857142857142857
E00028444,107,36,65,1,4,1,33.64485981308411,60.747663551401864,0.9345794392523363,3.7383177570093453,0.9345794392523363
E00028445,116,34,75,2,3,2,29.310344827586203,64.65517241379311,1.7241379310344827,2.586206896551724,1.7241379310344827
E00028446,113,68,40,2,1,2,60.17699115044248,35.39823008849557,1.7699115044247788,0.8849557522123894,1.7699115044247788
