OA,ts0590001,ts0590002,ts0590003,ts0590004,ts0590005,ts0590006,ts0590007,ts0590002_PCT,ts0590003_PCT,ts0590004_PCT,ts0590005_PCT,ts0590006_PCT,ts0590007_PCT
E00028328,114,39,11,28,75,72,3,34.21052631578947,9.649122807017543,24.561403508771928,65.78947368421053,63.1578947368421,2.631578947368421
E00028329,168,36,10,26,132,120,12,21.428571428571427,5.952380952380952,15.476190476190476,78.57142857142857,71.42857142857143,7.142857142857142
E00028330,203,59,24,35,144,133,11,29.064039408866993,11.822660098522167,17.24137931034483,70.93596059113301,65.51724137931035,5.41871921182266
E00028331,143,24,10,14,119,108,11,16.783216783216783,6.993006993006993,9.79020979020979,83.21678321678321,75.52447552447552,7.6923076923076925
E00028332,173,52,10,42,121,110,11,30.057803468208093,5.780346820809249,24.277456647398843,69.94219653179191,63.58381502890174,6.358381502890173
E00028333,132,31,16,15,101,87,14,23.484848484848484,12.121212121212121,11.363636363636363,76.51515151515152,65.9090909090909,10.606060606060606
E00028334,94,42,12,30,52,52,0,44.680851063829785,12.76595744680851,31.914893617021278,55.319148936170215,55.319148936170215,0
E00028335,173,52,19,33,121,105,16,30.057803468208093,10.982658959537572,19.07514450867052,69.94219653179191,60.69364161849711,9.248554913294797
E00028336,130,41,18,23,89,80,9,31.538461538461537,13.846153846153847,17.692307692307693,68.46153846153847,61.53846153846154,6.923076923076923
E00028338,177,32,6,26,145,134,11,18.07909604519774,3.389830508474576,14.689265536723164,81.92090395480226,75.70621468926554,6.214689265536723
E00028339,211,54,12,42,157,142,15,25.59241706161137,5.687203791469194,19.90521327014218,74.40758293838863,67.29857819905213,7.109004739336493
E00028340,100,36,14,22,64,57,7,36,14.000000000000002,22,64,56.99999999999999,7.000000000000001
E00028342,104,29,8,21,75,65,10,27.884615384615387,7.6923076923076925,20.192307692307693,72.11538461538461,62.5,9.615384615384617
E00028343,158,27,9,18,131,111,20,17.088607594936708,5.69620253164557,11.39240506329114,82.91139240506328,70.25316455696202,12.658227848101266
E00028344,116,30,8,22,86,80,6,25.862068965517242,6.896551724137931,18.96551724137931,74.13793103448276,68.96551724137932,5.172413793103448
E00028345,137,46,13,33,91,79,12,33.57664233576642,9.48905109489051,24.087591240875913,66.42335766423358,57.66423357664233,8.75912408759124
E00028346,177,47,13,34,130,110,20,26.55367231638418,7.344632768361582,19.2090395480226,73.44632768361582,62.14689265536724,11.299435028248588
E00028347,203,47,13,34,156,140,16,23.15270935960591,6.403940886699508,16.748768472906402,76.84729064039408,68.96551724137932,7.8817733990147785
E00028349,149,31,8,23,118,104,14,20.80536912751678,5.369127516778524,15.436241610738255,79.19463087248322,69.79865771812081,9.395973154362416
E00028350,144,31,7,24,113,105,8,21.52777777777778,4.861111111111112,16.666666666666664,78.47222222222221,72.91666666666666,5.555555555555555
E00028351,179,41,11,30,138,118,20,22.905027932960895,6.145251396648044,16.75977653631285,77.09497206703911,65.92178770949721,11.1731843575419
E00028352,86,32,8,24,54,43,11,37.2093023255814,9.30232558139535,27.906976744186046,62.7906976744186,50,12.790697674418606
E00028353,145,50,17,33,95,87,8,34.48275862068966,11.724137931034482,22.758620689655174,65.51724137931035,60,5.517241379310345
E00028354,192,55,21,34,137,128,9,28.645833333333332,10.9375,17.708333333333336,71.35416666666666,66.66666666666666,4.6875
E00028355,57,19,6,13,38,38,0,33.33333333333333,10.526315789473683,22.807017543859647,66.66666666666666,66.66666666666666,0
E00028356,109,31,13,18,78,69,9,28.440366972477065,11.926605504587156,16.51376146788991,71.55963302752293,63.30275229357798,8.256880733944955
E00028357,113,44,8,36,69,64,5,38.93805309734513,7.079646017699115,31.858407079646017,61.06194690265486,56.63716814159292,4.424778761061947
E00028358,118,40,7,33,78,71,7,33.89830508474576,5.932203389830509,27.966101694915253,66.10169491525424,60.16949152542372,5.932203389830509
E00028359,154,54,18,36,100,89,11,35.064935064935064,11.688311688311687,23.376623376623375,64.93506493506493,57.7922077922078,7.142857142857142
E00028360,152,31,12,19,121,102,19,20.394736842105264,7.894736842105263,12.5,79.60526315789474,67.10526315789474,12.5
E00028361,71,18,5,13,53,46,7,25.352112676056336,7.042253521126761,18.30985915492958,74.64788732394366,64.7887323943662,9.859154929577464
E00028362,160,47,11,36,113,103,10,29.375,6.875000000000001,22.5,70.625,64.375,6.25
E00028363,138,32,11,21,106,98,8,23.18840579710145,7.971014492753622,15.217391304347828,76.81159420289855,71.01449275362319,5.797101449275362
E00028364,160,48,16,32,112,104,8,30,10,20,70,65,5
E00028365,201,56,16,40,145,125,20,27.860696517412936,7.960199004975125,19.900497512437813,72.13930348258707,62.189054726368155,9.950248756218906
E00028366,179,52,14,38,127,117,10,29.05027932960894,7.82122905027933,21.22905027932961,70.94972067039106,65.36312849162012,5.58659217877095
E00028367,82,22,4,18,60,48,12,26.82926829268293,4.878048780487805,21.951219512195124,73.17073170731707,58.536585365853654,14.634146341463413
E00028369,86,42,14,28,44,41,3,48.837209302325576,16.27906976744186,32.55813953488372,51.162790697674424,47.674418604651166,3.488372093023256
E00028370,130,28,10,18,102,95,7,21.53846153846154,7.6923076923076925,13.846153846153847,78.46153846153847,73.07692307692307,5.384615384615385
E00028372,140,43,5,38,97,86,11,30.714285714285715,3.571428571428571,27.142857142857142,69.28571428571428,61.42857142857143,7.857142857142857
E00028374,103,26,6,20,77,64,13,25.24271844660194,5.825242718446602,19.41747572815534,74.75728155339806,62.13592233009708,12.62135922330097
E00028375,73,21,5,16,52,48,4,28.767123287671232,6.8493150684931505,21.91780821917808,71.23287671232876,65.75342465753424,5.47945205479452
E00028378,213,68,29,39,145,133,12,31.92488262910798,13.615023474178404,18.30985915492958,68.07511737089203,62.441314553990615,5.633802816901409
E00028379,51,8,5,3,43,34,9,15.686274509803921,9.803921568627452,5.88235294117647,84.31372549019608,66.66666666666666,17.647058823529413
E00028385,160,48,15,33,112,93,19,30,9.375,20.625,70,58.12500000000001,11.875
E00028387,58,21,8,13,37,33,4,36.206896551724135,13.793103448275861,22.413793103448278,63.793103448275865,56.896551724137936,6.896551724137931
E00028388,101,21,6,15,80,75,5,20.792079207920793,5.9405940594059405,14.85148514851485,79.20792079207921,74.25742574257426,4.9504950495049505
E00028390,368,286,175,111,82,72,10,77.71739130434783,47.55434782608695,30.16304347826087,22.282608695652172,19.565217391304348,2.717391304347826
E00028392,192,67,25,42,125,113,12,34.89583333333333,13.020833333333334,21.875,65.10416666666666,58.854166666666664,6.25
E00028393,158,28,8,20,130,113,17,17.72151898734177,5.063291139240507,12.658227848101266,82.27848101265823,71.51898734177216,10.759493670886076
E00028394,102,30,10,20,72,62,10,29.411764705882355,9.803921568627452,19.607843137254903,70.58823529411765,60.78431372549019,9.803921568627452
E00028395,111,37,6,31,74,68,6,33.33333333333333,5.405405405405405,27.927927927927925,66.66666666666666,61.261261261261254,5.405405405405405
E00028396,105,38,13,25,67,64,3,36.19047619047619,12.380952380952381,23.809523809523807,63.8095238095238,60.952380952380956,2.857142857142857
E00028397,132,32,7,25,100,92,8,24.242424242424242,5.303030303030303,18.939393939393938,75.75757575757575,69.6969696969697,6.0606060606060606
E00028398,104,43,15,28,61,54,7,41.34615384615385,14.423076923076922,26.923076923076923,58.65384615384615,51.92307692307693,6.730769230769231
E00028399,139,63,18,45,76,66,10,45.32374100719424,12.949640287769784,32.37410071942446,54.67625899280576,47.482014388489205,7.1942446043165464
E00028400,169,72,15,57,97,92,5,42.60355029585799,8.875739644970414,33.72781065088758,57.396449704142015,54.437869822485204,2.9585798816568047
E00028401,165,78,37,41,87,77,10,47.27272727272727,22.424242424242426,24.848484848484848,52.72727272727272,46.666666666666664,6.0606060606060606
E00028402,171,115,25,90,56,53,3,67.2514619883041,14.619883040935672,52.63157894736842,32.748538011695906,30.994152046783626,1.7543859649122806
E00028404,128,51,17,34,77,73,4,39.84375,13.28125,26.5625,60.15625,57.03125,3.125
E00028405,79,26,7,19,53,43,10,32.91139240506329,8.860759493670885,24.050632911392405,67.08860759493672,54.43037974683544,12.658227848101266
E00028408,146,64,14,50,82,71,11,43.83561643835616,9.58904109589041,34.24657534246575,56.16438356164384,48.63013698630137,7.534246575342466
E00028410,93,46,8,38,47,44,3,49.46236559139785,8.60215053763441,40.86021505376344,50.53763440860215,47.31182795698925,3.225806451612903
E00028411,169,106,19,87,63,60,3,62.721893491124256,11.242603550295858,51.4792899408284,37.278106508875744,35.50295857988166,1.7751479289940828
E00028412,57,24,15,9,33,29,4,42.10526315789473,26.31578947368421,15.789473684210526,57.89473684210527,50.877192982456144,7.017543859649122
E00028413,55,28,2,26,27,22,5,50.90909090909091,3.6363636363636362,47.27272727272727,49.09090909090909,40,9.090909090909092
E00028415,93,47,14,33,46,42,4,50.53763440860215,15.053763440860216,35.483870967741936,49.46236559139785,45.16129032258064,4.301075268817205
E00028417,144,60,15,45,84,75,9,41.66666666666667,10.416666666666668,31.25,58.333333333333336,52.083333333333336,6.25
E00028418,84,36,8,28,48,41,7,42.857142857142854,9.523809523809524,33.33333333333333,57.14285714285714,48.80952380952381,8.333333333333332
E00028419,174,67,23,44,107,99,8,38.50574712643678,13.218390804597702,25.287356321839084,61.49425287356321,56.896551724137936,4.597701149425287
E00028420,112,51,13,38,61,56,5,45.535714285714285,11.607142857142858,33.92857142857143,54.46428571428571,50,4.464285714285714
E00028421,153,56,24,32,97,82,15,36.60130718954248,15.686274509803921,20.915032679738562,63.39869281045751,53.59477124183007,9.803921568627452
E00028422,85,40,14,26,45,41,4,47.05882352941176,16.470588235294116,30.58823529411765,52.94117647058824,48.23529411764706,4.705882352941177
E00028425,145,33,9,24,112,95,17,22.758620689655174,6.206896551724138,16.551724137931036,77.24137931034483,65.51724137931035,11.724137931034482
E00028426,140,43,12,31,97,83,14,30.714285714285715,8.571428571428571,22.142857142857142,69.28571428571428,59.285714285714285,10
E00028427,141,36,13,23,105,92,13,25.53191489361702,9.219858156028367,16.312056737588655,74.46808510638297,65.24822695035462,9.219858156028367
E00028429,170,38,12,26,132,110,22,22.35294117647059,7.0588235294117645,15.294117647058824,77.64705882352942,64.70588235294117,12.941176470588237
E00028430,135,39,12,27,96,87,9,28.888888888888886,8.88888888888889,20,71.11111111111111,64.44444444444444,6.666666666666667
E00028431,141,38,11,27,103,92,11,26.95035460992908,7.801418439716312,19.148936170212767,73.04964539007092,65.24822695035462,7.801418439716312
E00028433,45,14,7,7,31,26,5,31.11111111111111,15.555555555555555,15.555555555555555,68.88888888888889,57.77777777777777,11.11111111111111
E00028434,127,35,12,23,92,81,11,27.559055118110237,9.448818897637794,18.11023622047244,72.44094488188976,63.77952755905512,8.661417322834646
E00028435,126,22,6,16,104,89,15,17.46031746031746,4.761904761904762,12.698412698412698,82.53968253968253,70.63492063492063,11.904761904761903
E00028436,28,14,0,14,14,14,0,50,0,50,50,50,0
E00028437,116,41,13,28,75,68,7,35.3448275862069,11.206896551724139,24.137931034482758,64.65517241379311,58.620689655172406,6.0344827586206895
E00028438,156,36,17,19,120,104,16,23.076923076923077,10.897435897435898,12.179487179487179,76.92307692307693,66.66666666666666,10.256410256410255
E00028439,185,48,15,33,137,125,12,25.945945945945947,8.108108108108109,17.83783783783784,74.05405405405405,67.56756756756756,6.486486486486487
E00028440,155,36,13,23,119,97,22,23.225806451612904,8.38709677419355,14.838709677419354,76.77419354838709,62.58064516129033,14.193548387096774
E00028441,140,38,7,31,102,92,10,27.142857142857142,5,22.142857142857142,72.85714285714285,65.71428571428571,7.142857142857142
E00028442,161,55,16,39,106,95,11,34.161490683229815,9.937888198757763,24.22360248447205,65.83850931677019,59.006211180124225,6.832298136645963
E00028443,217,50,15,35,167,153,14,23.04147465437788,6.912442396313365,16.129032258064516,76.95852534562212,70.50691244239631,6.451612903225806
E00028444,124,22,3,19,102,94,8,17.741935483870968,2.4193548387096775,15.32258064516129,82.25806451612904,75.80645161290323,6.451612903225806
E00028445,125,32,8,24,93,85,8,25.6,6.4,19.2,74.4,68,6.4
E00028446,65,18,4,14,47,38,9,27.692307692307693,6.153846153846154,21.53846153846154,72.3076923076923,58.46153846153847,13.846153846153847
E00028447,139,38,10,28,101,88,13,27.33812949640288,7.1942446043165464,20.14388489208633,72.66187050359713,63.30935251798561,9.352517985611511
E00028448,117,29,12,17,88,81,7,24.786324786324787,10.256410256410255,14.529914529914532,75.21367521367522,69.23076923076923,5.982905982905983
E00028449,94,29,11,18,65,59,6,30.851063829787233,11.702127659574469,19.148936170212767,69.14893617021278,62.76595744680851,6.382978723404255
E00028450,149,42,13,29,107,94,13,28.187919463087248,8.724832214765101,19.463087248322147,71.81208053691275,63.08724832214765,8.724832214765101
E00028451,108,25,12,13,83,77,6,23.14814814814815,11.11111111111111,12.037037037037036,76.85185185185185,71.29629629629629,5.555555555555555
E00028452,151,47,15,32,104,91,13,31.125827814569533,9.933774834437086,21.192052980132452,68.87417218543047,60.264900662251655,8.609271523178808
E00028453,137,35,11,24,102,95,7,25.547445255474454,8.02919708029197,17.51824817518248,74.45255474452554,69.34306569343066,5.109489051094891
E00028454,146,42,13,29,104,96,8,28.767123287671232,8.904109589041095,19.863013698630137,71.23287671232876,65.75342465753424,5.47945205479452
E00028455,151,30,10,20,121,109,12,19.867549668874172,6.622516556291391,13.245033112582782,80.13245033112582,72.18543046357617,7.9470198675496695
E00028456,159,26,10,16,133,117,16,16.352201257861633,6.289308176100629,10.062893081761008,83.64779874213836,73.58490566037736,10.062893081761008
E00028457,199,57,16,41,142,130,12,28.643216080402013,8.040201005025125,20.603015075376884,71.35678391959799,65.32663316582915,6.030150753768844
E00028458,177,49,21,28,128,113,15,27.683615819209038,11.864406779661017,15.819209039548024,72.31638418079096,63.84180790960452,8.47457627118644
E00028459,137,61,20,41,76,69,7,44.52554744525548,14.5985401459854,29.927007299270077,55.47445255474452,50.36496350364964,5.109489051094891
E00028460,117,32,11,21,85,80,5,27.350427350427353,9.401709401709402,17.94871794871795,72.64957264957265,68.37606837606837,4.273504273504273
E00028461,155,44,13,31,111,99,12,28.387096774193548,8.38709677419355,20,71.61290322580646,63.87096774193548,7.741935483870968
