OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
E00144833,240,20,18,28,12,38,118,6,8.333333333333332,7.5,11.666666666666666,5,15.833333333333332,49.166666666666664,2.5
E00144834,253,25,17,38,12,45,106,10,9.881422924901186,6.719367588932807,15.019762845849801,4.743083003952568,17.786561264822133,41.89723320158103,3.9525691699604746
E00144835,425,42,29,61,17,78,194,4,9.88235294117647,6.8235294117647065,14.352941176470587,4,18.352941176470587,45.64705882352941,0.9411764705882352
E00144836,287,38,17,39,21,35,130,7,13.240418118466899,5.923344947735192,13.588850174216027,7.317073170731707,12.195121951219512,45.29616724738676,2.4390243902439024
E00144837,471,71,36,68,32,80,155,29,15.074309978768577,7.643312101910828,14.437367303609342,6.794055201698514,16.985138004246284,32.90870488322717,6.1571125265392785
E00144838,448,54,35,64,25,76,180,14,12.053571428571429,7.8125,14.285714285714285,5.580357142857143,16.964285714285715,40.17857142857143,3.125
E00144839,296,50,21,36,22,40,125,2,16.89189189189189,7.094594594594595,12.162162162162163,7.4324324324324325,13.513513513513514,42.22972972972973,0.6756756756756757
E00144840,276,43,28,35,15,58,97,0,15.579710144927535,10.144927536231885,12.681159420289855,5.434782608695652,21.014492753623188,35.14492753623188,0
E00144841,153,25,11,20,7,27,59,4,16.33986928104575,7.18954248366013,13.071895424836603,4.57516339869281,17.647058823529413,38.56209150326798,2.6143790849673203
E00144843,318,27,23,47,17,76,125,3,8.49056603773585,7.232704402515723,14.779874213836477,5.345911949685535,23.89937106918239,39.308176100628934,0.9433962264150944
E00144844,359,32,37,48,33,100,101,8,8.913649025069638,10.30640668523677,13.370473537604457,9.192200557103064,27.85515320334262,28.133704735376046,2.2284122562674096
E00144845,240,25,22,40,21,52,76,4,10.416666666666668,9.166666666666666,16.666666666666664,8.75,21.666666666666668,31.666666666666664,1.6666666666666667
E00144848,342,44,39,55,18,45,134,7,12.865497076023392,11.403508771929824,16.08187134502924,5.263157894736842,13.157894736842104,39.1812865497076,2.046783625730994
E00144849,260,31,21,38,5,33,129,3,11.923076923076923,8.076923076923077,14.615384615384617,1.9230769230769231,12.692307692307692,49.61538461538461,1.153846153846154
E00144850,335,33,13,48,21,53,163,4,9.850746268656717,3.880597014925373,14.328358208955224,6.26865671641791,15.82089552238806,48.656716417910445,1.1940298507462688
E00144851,206,40,13,26,5,34,77,11,19.41747572815534,6.310679611650485,12.62135922330097,2.4271844660194173,16.50485436893204,37.37864077669903,5.339805825242718
E00144852,224,25,18,44,10,36,86,5,11.160714285714286,8.035714285714286,19.642857142857142,4.464285714285714,16.071428571428573,38.392857142857146,2.232142857142857
E00144853,271,48,13,40,7,38,109,16,17.712177121771216,4.797047970479705,14.760147601476014,2.5830258302583027,14.022140221402212,40.22140221402214,5.904059040590406
E00144854,236,35,21,32,15,38,87,8,14.83050847457627,8.898305084745763,13.559322033898304,6.3559322033898304,16.101694915254235,36.86440677966102,3.389830508474576
E00144855,254,47,27,30,21,41,83,5,18.503937007874015,10.62992125984252,11.811023622047244,8.267716535433072,16.141732283464567,32.677165354330704,1.968503937007874
E00144856,220,39,24,26,10,41,71,9,17.727272727272727,10.909090909090908,11.818181818181818,4.545454545454546,18.636363636363637,32.27272727272727,4.090909090909091
E00144857,244,68,19,20,14,24,98,1,27.86885245901639,7.786885245901639,8.19672131147541,5.737704918032787,9.836065573770492,40.16393442622951,0.4098360655737705
E00144858,217,37,33,29,21,27,63,7,17.050691244239633,15.207373271889402,13.36405529953917,9.67741935483871,12.442396313364055,29.03225806451613,3.225806451612903
E00144859,244,39,30,26,18,51,74,6,15.983606557377051,12.295081967213115,10.655737704918032,7.377049180327869,20.901639344262296,30.327868852459016,2.459016393442623
E00144860,239,49,29,44,18,41,52,6,20.502092050209207,12.133891213389122,18.410041841004183,7.531380753138076,17.154811715481173,21.75732217573222,2.510460251046025
E00144861,220,22,24,40,15,34,83,2,10,10.909090909090908,18.181818181818183,6.8181818181818175,15.454545454545453,37.72727272727273,0.9090909090909091
E00144863,277,45,38,44,16,52,72,10,16.24548736462094,13.718411552346572,15.884476534296029,5.776173285198556,18.772563176895307,25.992779783393498,3.6101083032490973
E00144864,201,43,21,25,9,32,64,7,21.393034825870647,10.44776119402985,12.437810945273633,4.477611940298507,15.92039800995025,31.8407960199005,3.482587064676617
E00144865,265,62,36,33,19,48,62,5,23.39622641509434,13.584905660377359,12.452830188679245,7.169811320754717,18.11320754716981,23.39622641509434,1.8867924528301887
E00144866,275,36,28,40,26,61,73,11,13.090909090909092,10.181818181818182,14.545454545454545,9.454545454545455,22.181818181818183,26.545454545454543,4
E00144867,285,44,22,34,30,40,106,9,15.43859649122807,7.719298245614035,11.929824561403509,10.526315789473683,14.035087719298245,37.19298245614035,3.1578947368421053
E00144868,283,33,33,36,11,42,118,10,11.66077738515901,11.66077738515901,12.7208480565371,3.8869257950530036,14.840989399293287,41.69611307420495,3.53356890459364
E00144869,254,62,20,40,24,41,53,14,24.409448818897637,7.874015748031496,15.748031496062993,9.448818897637794,16.141732283464567,20.866141732283463,5.511811023622047
E00144870,266,41,31,34,23,59,73,5,15.413533834586465,11.654135338345863,12.781954887218044,8.646616541353383,22.18045112781955,27.44360902255639,1.8796992481203008
E00144871,246,38,33,37,17,36,75,10,15.447154471544716,13.414634146341465,15.040650406504067,6.910569105691057,14.634146341463413,30.48780487804878,4.0650406504065035
E00144872,238,71,33,31,14,32,50,7,29.831932773109244,13.865546218487395,13.025210084033615,5.88235294117647,13.445378151260504,21.008403361344538,2.941176470588235
E00144873,213,47,24,29,23,34,50,6,22.065727699530516,11.267605633802818,13.615023474178404,10.7981220657277,15.96244131455399,23.474178403755868,2.8169014084507045
E00144874,219,62,24,26,21,25,51,10,28.31050228310502,10.95890410958904,11.87214611872146,9.58904109589041,11.415525114155251,23.28767123287671,4.5662100456621
E00144876,234,46,18,52,5,21,87,5,19.65811965811966,7.6923076923076925,22.22222222222222,2.1367521367521367,8.974358974358974,37.17948717948718,2.1367521367521367
E00144877,369,81,35,32,20,39,141,21,21.951219512195124,9.48509485094851,8.672086720867208,5.420054200542006,10.569105691056912,38.21138211382114,5.691056910569105
E00144878,325,55,17,38,10,53,139,13,16.923076923076923,5.230769230769231,11.692307692307692,3.076923076923077,16.307692307692307,42.769230769230774,4
E00144879,219,27,23,34,10,42,79,4,12.32876712328767,10.50228310502283,15.52511415525114,4.5662100456621,19.17808219178082,36.07305936073059,1.82648401826484
E00144880,280,53,42,27,18,40,91,9,18.928571428571427,15,9.642857142857144,6.428571428571428,14.285714285714285,32.5,3.214285714285714
E00144881,280,66,32,48,20,41,65,8,23.57142857142857,11.428571428571429,17.142857142857142,7.142857142857142,14.642857142857144,23.214285714285715,2.857142857142857
E00144882,287,60,22,37,24,41,90,13,20.905923344947734,7.665505226480835,12.89198606271777,8.362369337979095,14.285714285714285,31.3588850174216,4.529616724738676
E00144883,224,60,23,35,19,23,56,8,26.785714285714285,10.267857142857142,15.625,8.482142857142858,10.267857142857142,25,3.571428571428571
E00144884,278,39,29,48,22,47,83,10,14.028776978417264,10.431654676258994,17.26618705035971,7.913669064748201,16.906474820143885,29.856115107913666,3.5971223021582732
E00144885,221,57,23,24,17,34,60,6,25.791855203619914,10.407239819004525,10.85972850678733,7.6923076923076925,15.384615384615385,27.149321266968325,2.7149321266968327
E00144886,248,39,21,31,23,45,83,6,15.725806451612904,8.46774193548387,12.5,9.274193548387096,18.14516129032258,33.46774193548387,2.4193548387096775
E00144887,310,41,29,50,24,46,109,11,13.225806451612904,9.35483870967742,16.129032258064516,7.741935483870968,14.838709677419354,35.16129032258065,3.5483870967741935
E00144888,214,49,21,23,17,35,65,4,22.897196261682243,9.813084112149532,10.74766355140187,7.943925233644859,16.355140186915886,30.373831775700932,1.8691588785046727
E00144889,355,107,39,40,23,59,78,9,30.140845070422532,10.985915492957748,11.267605633802818,6.478873239436619,16.619718309859156,21.971830985915496,2.535211267605634
E00144891,273,63,40,41,12,41,71,5,23.076923076923077,14.652014652014653,15.018315018315018,4.395604395604396,15.018315018315018,26.00732600732601,1.8315018315018317
E00144892,471,50,38,64,27,82,195,15,10.615711252653929,8.067940552016985,13.588110403397028,5.7324840764331215,17.40976645435244,41.40127388535032,3.1847133757961785
E00144894,233,60,29,35,17,36,45,11,25.75107296137339,12.446351931330472,15.021459227467812,7.296137339055794,15.450643776824036,19.313304721030043,4.721030042918455
E00144895,209,63,16,13,12,19,76,10,30.14354066985646,7.655502392344498,6.220095693779904,5.741626794258373,9.090909090909092,36.36363636363637,4.784688995215311
E00144896,224,33,23,39,8,39,82,0,14.732142857142858,10.267857142857142,17.410714285714285,3.571428571428571,17.410714285714285,36.607142857142854,0
E00144897,245,28,33,47,14,31,92,0,11.428571428571429,13.46938775510204,19.183673469387756,5.714285714285714,12.653061224489795,37.55102040816327,0
E00144899,323,41,27,36,14,34,130,41,12.693498452012383,8.359133126934983,11.145510835913312,4.3343653250774,10.526315789473683,40.24767801857585,12.693498452012383
E00144901,287,83,26,43,13,42,72,8,28.9198606271777,9.059233449477352,14.982578397212542,4.529616724738676,14.634146341463413,25.087108013937282,2.7874564459930316
E00144902,235,33,33,27,13,44,80,5,14.042553191489363,14.042553191489363,11.48936170212766,5.531914893617021,18.72340425531915,34.04255319148936,2.127659574468085
E00144903,207,39,17,27,15,27,76,6,18.84057971014493,8.212560386473431,13.043478260869565,7.246376811594203,13.043478260869565,36.71497584541063,2.898550724637681
E00144904,252,48,30,30,18,32,85,9,19.047619047619047,11.904761904761903,11.904761904761903,7.142857142857142,12.698412698412698,33.730158730158735,3.571428571428571
E00144905,259,38,28,42,17,62,65,7,14.671814671814673,10.81081081081081,16.216216216216218,6.563706563706563,23.93822393822394,25.096525096525095,2.7027027027027026
E00144906,304,99,51,38,15,36,57,8,32.56578947368421,16.776315789473685,12.5,4.934210526315789,11.842105263157894,18.75,2.631578947368421
