OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
W00006943,56,13,0,0,0,0,0,36,7,0,0,0,23.214285714285715,0,0,0,0,0,64.28571428571429,12.5,0,0,0
W00006944,234,42,0,5,3,2,0,169,9,0,3,1,17.94871794871795,0,2.1367521367521367,1.282051282051282,0.8547008547008548,0,72.22222222222221,3.8461538461538463,0,1.282051282051282,0.4273504273504274
W00006945,103,16,0,4,8,2,0,57,8,0,7,1,15.53398058252427,0,3.8834951456310676,7.766990291262135,1.9417475728155338,0,55.33980582524271,7.766990291262135,0,6.796116504854369,0.9708737864077669
W00006946,135,16,0,5,8,5,0,88,8,0,5,0,11.851851851851853,0,3.7037037037037033,5.9259259259259265,3.7037037037037033,0,65.18518518518519,5.9259259259259265,0,3.7037037037037033,0
W00006947,107,15,0,2,2,1,1,67,13,0,6,0,14.018691588785046,0,1.8691588785046727,1.8691588785046727,0.9345794392523363,0.9345794392523363,62.616822429906534,12.149532710280374,0,5.607476635514018,0
W00006948,118,17,0,2,1,4,0,65,10,0,18,1,14.40677966101695,0,1.694915254237288,0.847457627118644,3.389830508474576,0,55.08474576271186,8.47457627118644,0,15.254237288135593,0.847457627118644
W00006949,194,44,0,1,3,3,1,130,6,0,3,3,22.68041237113402,0,0.5154639175257731,1.5463917525773196,1.5463917525773196,0.5154639175257731,67.0103092783505,3.0927835051546393,0,1.5463917525773196,1.5463917525773196
W00006950,109,12,0,2,2,3,0,73,13,0,3,1,11.009174311926607,0,1.834862385321101,1.834862385321101,2.7522935779816518,0,66.97247706422019,11.926605504587156,0,2.7522935779816518,0.9174311926605505
W00006951,154,28,0,3,3,0,1,97,17,0,4,1,18.181818181818183,0,1.948051948051948,1.948051948051948,0,0.6493506493506493,62.98701298701299,11.03896103896104,0,2.5974025974025974,0.6493506493506493
W00006952,121,10,0,2,1,0,0,86,14,1,6,1,8.264462809917356,0,1.6528925619834711,0.8264462809917356,0,0,71.07438016528926,11.570247933884298,0.8264462809917356,4.958677685950414,0.8264462809917356
W00006953,101,13,0,3,2,3,0,63,9,0,7,1,12.871287128712872,0,2.9702970297029703,1.9801980198019802,2.9702970297029703,0,62.37623762376238,8.91089108910891,0,6.9306930693069315,0.9900990099009901
W00006954,93,11,0,2,3,1,1,60,9,0,6,0,11.827956989247312,0,2.1505376344086025,3.225806451612903,1.0752688172043012,1.0752688172043012,64.51612903225806,9.67741935483871,0,6.451612903225806,0
W00006955,138,26,0,4,10,1,0,78,7,2,7,3,18.84057971014493,0,2.898550724637681,7.246376811594203,0.7246376811594203,0,56.52173913043478,5.072463768115942,1.4492753623188406,5.072463768115942,2.1739130434782608
W00006956,100,22,0,0,3,0,0,60,6,1,8,0,22,0,0,3,0,0,60,6,1,8,0
