OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
W00007201,208,204,204,0,0,0,0,0,0,0,0,3,0,1,0,98.07692307692307,98.07692307692307,0,0,0,0,0,0,0,0,1.4423076923076923,0,0.4807692307692308,0
W00007208,335,334,334,0,0,0,0,0,0,0,1,0,0,0,0,99.70149253731343,99.70149253731343,0,0,0,0,0,0,0,0.2985074626865672,0,0,0,0
W00007209,258,256,253,3,3,0,0,0,0,0,2,0,0,0,0,99.2248062015504,98.06201550387597,1.1627906976744187,1.1627906976744187,0,0,0,0,0,0.7751937984496124,0,0,0,0
W00007210,290,284,284,0,0,0,0,0,0,0,0,0,0,6,0,97.93103448275862,97.93103448275862,0,0,0,0,0,0,0,0,0,0,2.0689655172413794,0
W00007211,335,327,324,3,1,1,1,0,0,0,0,2,6,0,0,97.61194029850746,96.71641791044776,0.8955223880597015,0.2985074626865672,0.2985074626865672,0.2985074626865672,0,0,0,0,0.5970149253731344,1.791044776119403,0,0
W00007198,227,220,216,4,3,0,0,1,0,0,1,6,0,0,0,96.91629955947137,95.15418502202643,1.762114537444934,1.3215859030837005,0,0,0.4405286343612335,0,0,0.4405286343612335,2.643171806167401,0,0,0
W00007199,312,306,301,2,2,0,0,0,3,3,0,4,1,1,0,98.07692307692307,96.47435897435898,0.641025641025641,0.641025641025641,0,0,0,0.9615384615384616,0.9615384615384616,0,1.282051282051282,0.3205128205128205,0.3205128205128205,0
W00007202,264,263,261,2,0,2,0,0,0,0,1,0,0,0,0,99.62121212121212,98.86363636363636,0.7575757575757576,0,0.7575757575757576,0,0,0,0,0.3787878787878788,0,0,0,0
W00007203,260,258,257,1,1,0,0,0,0,0,0,2,0,0,0,99.23076923076923,98.84615384615385,0.38461538461538464,0.38461538461538464,0,0,0,0,0,0,0.7692307692307693,0,0,0
W00007205,243,240,238,2,0,2,0,0,0,0,0,2,1,0,0,98.76543209876543,97.94238683127571,0.823045267489712,0,0.823045267489712,0,0,0,0,0,0.823045267489712,0.411522633744856,0,0
W00007212,170,167,164,3,0,3,0,0,0,0,3,0,0,0,0,98.23529411764706,96.47058823529412,1.7647058823529411,0,1.7647058823529411,0,0,0,0,1.7647058823529411,0,0,0,0
W00007197,333,331,325,6,1,2,0,3,0,0,0,2,0,0,0,99.3993993993994,97.5975975975976,1.8018018018018018,0.3003003003003003,0.6006006006006006,0,0.9009009009009009,0,0,0,0.6006006006006006,0,0,0
W00007200,243,240,237,3,1,2,0,0,0,0,0,0,3,0,0,98.76543209876543,97.53086419753086,1.2345679012345678,0.411522633744856,0.823045267489712,0,0,0,0,0,0,1.2345679012345678,0,0
W00007204,260,259,257,2,1,0,0,1,0,0,1,0,0,0,0,99.61538461538461,98.84615384615385,0.7692307692307693,0.38461538461538464,0,0,0.38461538461538464,0,0,0.38461538461538464,0,0,0,0
W00007206,294,293,293,0,0,0,0,0,0,0,1,0,0,0,0,99.65986394557824,99.65986394557824,0,0,0,0,0,0,0,0.3401360544217687,0,0,0,0
