OA,ts0290001,ts0290002,ts0290003,ts0290004,ts0290005,ts0290006,ts0290007,ts0290002_PCT,ts0290003_PCT,ts0290004_PCT,ts0290005_PCT,ts0290006_PCT,ts0290007_PCT
W00006943,229,226,3,1,2,0,0,98.68995633187772,1.3100436681222707,0.43668122270742354,0.8733624454148471,0,0
W00006944,442,439,3,1,2,0,0,99.3212669683258,0.6787330316742082,0.22624434389140274,0.4524886877828055,0,0
W00006945,263,263,0,0,0,0,0,100,0,0,0,0,0
W00006946,323,317,6,1,2,1,2,98.14241486068111,1.8575851393188854,0.30959752321981426,0.6191950464396285,0.30959752321981426,0.6191950464396285
W00006947,239,234,5,5,0,0,0,97.90794979079497,2.092050209205021,2.092050209205021,0,0,0
W00006948,305,296,9,8,1,0,0,97.04918032786885,2.9508196721311477,2.622950819672131,0.32786885245901637,0,0
W00006949,386,386,0,0,0,0,0,100,0,0,0,0,0
W00006950,282,282,0,0,0,0,0,100,0,0,0,0,0
W00006951,352,351,1,0,0,0,1,99.7159090909091,0.2840909090909091,0,0,0,0.2840909090909091
W00006952,297,297,0,0,0,0,0,100,0,0,0,0,0
W00006953,256,256,0,0,0,0,0,100,0,0,0,0,0
W00006954,307,304,3,3,0,0,0,99.0228013029316,0.9771986970684038,0.9771986970684038,0,0,0
W00006955,303,301,2,2,0,0,0,99.33993399339934,0.6600660066006601,0.6600660066006601,0,0,0
W00006956,235,232,3,0,1,1,1,98.72340425531915,1.276595744680851,0,0.425531914893617,0.425531914893617,0.425531914893617
W00006957,319,314,5,3,1,1,0,98.43260188087774,1.5673981191222568,0.9404388714733543,0.3134796238244514,0.3134796238244514,0
W00006958,283,274,9,2,4,3,0,96.81978798586573,3.180212014134275,0.7067137809187279,1.4134275618374559,1.0600706713780919,0
W00006959,304,298,6,4,1,0,1,98.02631578947368,1.9736842105263157,1.3157894736842104,0.3289473684210526,0,0.3289473684210526
W00006960,298,297,1,1,0,0,0,99.66442953020133,0.33557046979865773,0.33557046979865773,0,0,0
W00006961,313,308,5,4,1,0,0,98.40255591054313,1.5974440894568689,1.2779552715654952,0.3194888178913738,0,0
W00006962,247,245,2,2,0,0,0,99.19028340080972,0.8097165991902834,0.8097165991902834,0,0,0
W00006963,286,282,4,4,0,0,0,98.6013986013986,1.3986013986013985,1.3986013986013985,0,0,0
W00006964,268,264,4,1,3,0,0,98.50746268656717,1.4925373134328357,0.3731343283582089,1.1194029850746268,0,0
W00006965,256,249,7,4,2,1,0,97.265625,2.734375,1.5625,0.78125,0.390625,0
W00006966,282,279,3,3,0,0,0,98.93617021276596,1.0638297872340425,1.0638297872340425,0,0,0
W00006968,329,329,0,0,0,0,0,100,0,0,0,0,0
W00006969,262,261,1,0,1,0,0,99.61832061068702,0.38167938931297707,0,0.38167938931297707,0,0
W00006970,440,439,1,0,0,1,0,99.77272727272727,0.22727272727272727,0,0,0.22727272727272727,0
W00006971,224,222,2,0,2,0,0,99.10714285714286,0.8928571428571428,0,0.8928571428571428,0,0
W00006972,317,310,7,2,2,2,1,97.79179810725552,2.2082018927444795,0.6309148264984227,0.6309148264984227,0.6309148264984227,0.31545741324921134
W00006973,334,330,4,1,1,2,0,98.80239520958084,1.1976047904191618,0.29940119760479045,0.29940119760479045,0.5988023952095809,0
W00006974,300,297,3,1,2,0,0,99,1,0.33333333333333337,0.6666666666666667,0,0
W00006975,362,361,1,1,0,0,0,99.72375690607734,0.2762430939226519,0.2762430939226519,0,0,0
W00006976,332,331,1,0,1,0,0,99.69879518072288,0.30120481927710846,0,0.30120481927710846,0,0
W00006977,361,358,3,0,1,1,1,99.16897506925207,0.8310249307479225,0,0.2770083102493075,0.2770083102493075,0.2770083102493075
W00006978,304,303,1,1,0,0,0,99.67105263157895,0.3289473684210526,0.3289473684210526,0,0,0
W00006979,235,235,0,0,0,0,0,100,0,0,0,0,0
W00006980,267,266,1,0,1,0,0,99.625468164794,0.37453183520599254,0,0.37453183520599254,0,0
W00006981,267,258,9,6,2,0,1,96.62921348314607,3.3707865168539324,2.247191011235955,0.7490636704119851,0,0.37453183520599254
W00006982,278,276,2,0,1,1,0,99.28057553956835,0.7194244604316548,0,0.3597122302158274,0.3597122302158274,0
W00006983,354,354,0,0,0,0,0,100,0,0,0,0,0
W00006984,324,319,5,5,0,0,0,98.4567901234568,1.5432098765432098,1.5432098765432098,0,0,0
W00006985,228,225,3,3,0,0,0,98.68421052631578,1.3157894736842104,1.3157894736842104,0,0,0
W00006986,258,257,1,0,1,0,0,99.6124031007752,0.3875968992248062,0,0.3875968992248062,0,0
W00006987,260,252,8,3,4,1,0,96.92307692307692,3.076923076923077,1.153846153846154,1.5384615384615385,0.38461538461538464,0
W00006988,368,366,2,2,0,0,0,99.45652173913044,0.5434782608695652,0.5434782608695652,0,0,0
W00006989,278,271,7,3,3,1,0,97.48201438848922,2.5179856115107913,1.079136690647482,1.079136690647482,0.3597122302158274,0
W00006990,292,292,0,0,0,0,0,100,0,0,0,0,0
W00006991,337,331,6,4,2,0,0,98.21958456973294,1.7804154302670623,1.1869436201780417,0.5934718100890208,0,0
W00006992,293,290,3,2,1,0,0,98.97610921501706,1.023890784982935,0.6825938566552902,0.3412969283276451,0,0
W00006993,464,459,5,0,5,0,0,98.92241379310344,1.0775862068965518,0,1.0775862068965518,0,0
W00006994,380,377,3,3,0,0,0,99.21052631578947,0.7894736842105263,0.7894736842105263,0,0,0
W00006995,393,392,1,0,1,0,0,99.74554707379136,0.2544529262086514,0,0.2544529262086514,0,0
W00006996,236,236,0,0,0,0,0,100,0,0,0,0,0
W00006997,319,315,4,3,1,0,0,98.7460815047022,1.2539184952978055,0.9404388714733543,0.3134796238244514,0,0
W00006998,255,247,8,5,3,0,0,96.86274509803921,3.1372549019607843,1.9607843137254901,1.1764705882352942,0,0
W00006999,294,287,7,3,3,0,1,97.61904761904762,2.380952380952381,1.0204081632653061,1.0204081632653061,0,0.3401360544217687
W00007000,277,275,2,0,0,2,0,99.27797833935018,0.7220216606498195,0,0,0.7220216606498195,0
W00007001,246,246,0,0,0,0,0,100,0,0,0,0,0
W00007002,285,281,4,0,3,1,0,98.59649122807016,1.4035087719298245,0,1.0526315789473684,0.3508771929824561,0
W00007003,297,295,2,2,0,0,0,99.32659932659934,0.6734006734006733,0.6734006734006733,0,0,0
W00007004,246,237,9,2,7,0,0,96.34146341463415,3.6585365853658534,0.8130081300813009,2.8455284552845526,0,0
W00007005,303,303,0,0,0,0,0,100,0,0,0,0,0
W00007006,258,257,1,0,0,1,0,99.6124031007752,0.3875968992248062,0,0,0.3875968992248062,0
W00007007,285,285,0,0,0,0,0,100,0,0,0,0,0
W00007008,292,291,1,0,1,0,0,99.65753424657534,0.3424657534246575,0,0.3424657534246575,0,0
W00007009,284,275,9,4,5,0,0,96.83098591549296,3.169014084507042,1.4084507042253522,1.7605633802816902,0,0
W00007010,251,246,5,5,0,0,0,98.00796812749005,1.9920318725099602,1.9920318725099602,0,0,0
W00007011,278,275,3,0,3,0,0,98.92086330935251,1.079136690647482,0,1.079136690647482,0,0
W00007012,234,227,7,4,2,1,0,97.00854700854701,2.9914529914529915,1.7094017094017095,0.8547008547008548,0.4273504273504274,0
W00007013,294,293,1,0,0,1,0,99.65986394557824,0.3401360544217687,0,0,0.3401360544217687,0
W00007014,256,253,3,3,0,0,0,98.828125,1.171875,1.171875,0,0,0
W00007015,354,352,2,1,0,1,0,99.43502824858757,0.5649717514124294,0.2824858757062147,0,0.2824858757062147,0
W00007016,246,242,4,1,3,0,0,98.3739837398374,1.6260162601626018,0.40650406504065045,1.2195121951219512,0,0
W00007017,248,247,1,1,0,0,0,99.59677419354838,0.4032258064516129,0.4032258064516129,0,0,0
W00007018,252,250,2,1,0,0,1,99.20634920634922,0.7936507936507936,0.3968253968253968,0,0,0.3968253968253968
W00007019,331,321,10,4,4,1,1,96.97885196374622,3.0211480362537766,1.2084592145015105,1.2084592145015105,0.3021148036253776,0.3021148036253776
W00007020,283,268,15,1,7,5,2,94.69964664310953,5.30035335689046,0.35335689045936397,2.4734982332155475,1.76678445229682,0.7067137809187279
W00007021,324,323,1,1,0,0,0,99.69135802469135,0.30864197530864196,0.30864197530864196,0,0,0
W00007022,288,286,2,1,1,0,0,99.30555555555556,0.6944444444444444,0.3472222222222222,0.3472222222222222,0,0
W00007023,298,297,1,1,0,0,0,99.66442953020133,0.33557046979865773,0.33557046979865773,0,0,0
W00007024,390,385,5,0,3,2,0,98.71794871794873,1.282051282051282,0,0.7692307692307693,0.5128205128205128,0
W00007025,309,309,0,0,0,0,0,100,0,0,0,0,0
W00007026,406,396,10,7,3,0,0,97.53694581280789,2.4630541871921183,1.7241379310344827,0.7389162561576355,0,0
W00007027,264,263,1,1,0,0,0,99.62121212121212,0.3787878787878788,0.3787878787878788,0,0,0
W00007028,347,344,3,1,1,1,0,99.13544668587896,0.8645533141210375,0.2881844380403458,0.2881844380403458,0.2881844380403458,0
