OA,ts0200001,ts0200002,ts0200003,ts0200002_PCT,ts0200003_PCT
E00153069,0,0,0,NA,NA
E00153071,0,0,0,NA,NA
E00153074,0,0,0,NA,NA
E00153076,0,0,0,NA,NA
E00153068,0,0,0,NA,NA
E00153073,0,0,0,NA,NA
E00153075,0,0,0,NA,NA
E00153077,0,0,0,NA,NA
E00153078,0,0,0,NA,NA
E00153060,0,0,0,NA,NA
E00153063,0,0,0,NA,NA
E00153080,0,0,0,NA,NA
E00153081,0,0,0,NA,NA
E00153084,0,0,0,NA,NA
E00153062,0,0,0,NA,NA
E00153067,0,0,0,NA,NA
E00153079,0,0,0,NA,NA
E00153082,0,0,0,NA,NA
E00153083,0,0,0,NA,NA
E00153061,0,0,0,NA,NA
E00153064,0,0,0,NA,NA
E00153065,0,0,0,NA,NA
E00153066,0,0,0,NA,NA
E00153070,0,0,0,NA,NA
E00153072,0,0,0,NA,NA
E00152763,0,0,0,NA,NA
E00152764,0,0,0,NA,NA
E00152771,1,1,0,100,0
E00152776,0,0,0,NA,NA
E00152778,0,0,0,NA,NA
E00152779,0,0,0,NA,NA
E00152780,0,0,0,NA,NA
E00152781,0,0,0,NA,NA
E00152782,0,0,0,NA,NA
E00152783,0,0,0,NA,NA
E00152761,0,0,0,NA,NA
E00152762,0,0,0,NA,NA
E00152765,0,0,0,NA,NA
E00152784,0,0,0,NA,NA
E00152766,0,0,0,NA,NA
E00152767,0,0,0,NA,NA
E00152769,0,0,0,NA,NA
E00152773,0,0,0,NA,NA
E00152775,1,1,0,100,0
E00152768,0,0,0,NA,NA
E00152770,0,0,0,NA,NA
E00152772,0,0,0,NA,NA
E00152774,0,0,0,NA,NA
E00152777,0,0,0,NA,NA
E00153039,0,0,0,NA,NA
E00153040,0,0,0,NA,NA
E00153041,0,0,0,NA,NA
E00153044,1,1,0,100,0
E00153045,0,0,0,NA,NA
E00183347,0,0,0,NA,NA
E00183385,1,0,1,0,100
E00153038,0,0,0,NA,NA
E00153043,0,0,0,NA,NA
E00153055,0,0,0,NA,NA
E00153058,0,0,0,NA,NA
E00153059,0,0,0,NA,NA
E00153036,0,0,0,NA,NA
E00153053,0,0,0,NA,NA
E00153054,0,0,0,NA,NA
E00153056,0,0,0,NA,NA
E00153057,0,0,0,NA,NA
E00153033,0,0,0,NA,NA
E00153034,0,0,0,NA,NA
E00153037,0,0,0,NA,NA
E00153042,0,0,0,NA,NA
E00170853,0,0,0,NA,NA
E00170854,0,0,0,NA,NA
E00170886,0,0,0,NA,NA
E00153048,0,0,0,NA,NA
E00153049,0,0,0,NA,NA
E00153050,1,1,0,100,0
E00153051,0,0,0,NA,NA
E00170838,0,0,0,NA,NA
E00152886,0,0,0,NA,NA
E00152888,0,0,0,NA,NA
