OA,ts0160001,ts0160002,ts0160003,ts0160004,ts0160005,ts0160006,ts0160002_PCT,ts0160003_PCT,ts0160004_PCT,ts0160005_PCT,ts0160006_PCT
E00059011,334,328,5,0,1,0,98.20359281437125,1.4970059880239521,0,0.29940119760479045,0
E00059013,346,330,10,6,0,0,95.37572254335261,2.8901734104046244,1.7341040462427744,0,0
E00059023,301,286,8,7,0,0,95.01661129568106,2.6578073089700998,2.3255813953488373,0,0
E00059026,224,210,9,5,0,0,93.75,4.017857142857143,2.232142857142857,0,0
E00059028,257,248,9,0,0,0,96.49805447470817,3.501945525291829,0,0,0
E00059012,249,240,8,1,0,0,96.3855421686747,3.2128514056224895,0.4016064257028112,0,0
E00059021,268,263,4,0,1,0,98.13432835820896,1.4925373134328357,0,0.3731343283582089,0
E00059022,281,262,16,3,0,0,93.23843416370107,5.6939501779359425,1.0676156583629894,0,0
E00059024,284,273,7,1,3,0,96.12676056338029,2.464788732394366,0.35211267605633806,1.056338028169014,0
E00059027,205,189,8,1,6,1,92.19512195121952,3.902439024390244,0.4878048780487805,2.9268292682926833,0.4878048780487805
E00059015,549,525,12,3,5,4,95.62841530054644,2.185792349726776,0.546448087431694,0.9107468123861567,0.7285974499089253
E00059029,226,220,6,0,0,0,97.34513274336283,2.6548672566371683,0,0,0
E00059030,265,246,10,0,6,3,92.83018867924528,3.7735849056603774,0,2.2641509433962264,1.1320754716981132
E00059032,328,310,12,4,0,2,94.51219512195121,3.6585365853658534,1.2195121951219512,0,0.6097560975609756
E00058996,359,352,6,0,1,0,98.05013927576601,1.6713091922005572,0,0.2785515320334262,0
E00059016,578,561,12,0,3,2,97.05882352941177,2.0761245674740483,0,0.5190311418685121,0.34602076124567477
E00059031,426,411,11,0,1,3,96.47887323943662,2.5821596244131455,0,0.2347417840375587,0.7042253521126761
E00059045,285,282,3,0,0,0,98.94736842105263,1.0526315789473684,0,0,0
E00059033,233,224,8,0,1,0,96.13733905579399,3.4334763948497855,0,0.4291845493562232,0
E00059034,248,239,9,0,0,0,96.37096774193549,3.6290322580645165,0,0,0
E00059037,238,234,3,1,0,0,98.31932773109243,1.2605042016806722,0.42016806722689076,0,0
E00059038,270,263,7,0,0,0,97.4074074074074,2.5925925925925926,0,0,0
E00059039,231,227,4,0,0,0,98.26839826839827,1.7316017316017316,0,0,0
E00058975,500,480,16,2,1,1,96,3.2,0.4,0.2,0.2
E00059008,316,303,13,0,0,0,95.88607594936708,4.113924050632911,0,0,0
E00059010,208,200,7,1,0,0,96.15384615384616,3.3653846153846154,0.4807692307692308,0,0
E00170593,934,898,25,2,1,8,96.1456102783726,2.676659528907923,0.21413276231263384,0.10706638115631692,0.8565310492505354
E00170595,326,315,10,1,0,0,96.62576687116564,3.067484662576687,0.3067484662576687,0,0
E00059014,425,419,6,0,0,0,98.58823529411764,1.411764705882353,0,0,0
E00059017,277,264,10,1,2,0,95.30685920577618,3.6101083032490973,0.36101083032490977,0.7220216606498195,0
E00059020,290,287,2,1,0,0,98.9655172413793,0.6896551724137931,0.3448275862068966,0,0
E00059025,489,458,27,2,1,1,93.66053169734151,5.521472392638037,0.408997955010225,0.2044989775051125,0.2044989775051125
E00059018,345,309,18,2,11,5,89.56521739130436,5.217391304347826,0.5797101449275363,3.1884057971014492,1.4492753623188406
E00059035,193,170,19,0,3,1,88.08290155440415,9.844559585492227,0,1.5544041450777202,0.5181347150259068
E00059036,305,281,15,7,2,0,92.1311475409836,4.918032786885246,2.2950819672131146,0.6557377049180327,0
E00059041,230,215,13,0,1,1,93.47826086956522,5.6521739130434785,0,0.43478260869565216,0.43478260869565216
E00059047,162,160,2,0,0,0,98.76543209876543,1.2345679012345678,0,0,0
E00170578,158,150,6,0,1,1,94.9367088607595,3.79746835443038,0,0.6329113924050633,0.6329113924050633
E00170592,211,199,9,0,2,1,94.3127962085308,4.265402843601896,0,0.9478672985781991,0.47393364928909953
E00187069,397,369,15,7,6,0,92.9471032745592,3.7783375314861463,1.7632241813602016,1.5113350125944585,0
E00187086,231,226,3,2,0,0,97.83549783549783,1.2987012987012987,0.8658008658008658,0,0
E00059019,262,249,13,0,0,0,95.0381679389313,4.961832061068702,0,0,0
E00059040,318,305,10,3,0,0,95.9119496855346,3.1446540880503147,0.9433962264150944,0,0
E00059042,277,256,16,1,0,4,92.4187725631769,5.776173285198556,0.36101083032490977,0,1.444043321299639
E00059043,199,188,10,0,1,0,94.47236180904522,5.025125628140704,0,0.5025125628140703,0
E00059044,312,304,4,4,0,0,97.43589743589743,1.282051282051282,1.282051282051282,0,0
E00058339,466,447,13,2,4,0,95.92274678111588,2.7896995708154506,0.4291845493562232,0.8583690987124464,0
E00058368,253,246,7,0,0,0,97.23320158102767,2.766798418972332,0,0,0
E00058369,396,371,10,10,0,5,93.68686868686868,2.525252525252525,2.525252525252525,0,1.2626262626262625
E00058378,294,285,4,3,2,0,96.93877551020408,1.3605442176870748,1.0204081632653061,0.6802721088435374,0
E00058380,252,240,9,1,1,1,95.23809523809523,3.571428571428571,0.3968253968253968,0.3968253968253968,0.3968253968253968
E00058342,233,227,5,1,0,0,97.42489270386267,2.1459227467811157,0.4291845493562232,0,0
E00058345,272,257,11,3,0,1,94.48529411764706,4.044117647058823,1.1029411764705883,0,0.3676470588235294
E00058370,206,194,9,3,0,0,94.1747572815534,4.368932038834951,1.4563106796116505,0,0
E00058373,289,283,5,1,0,0,97.92387543252595,1.7301038062283738,0.34602076124567477,0,0
E00058374,265,263,2,0,0,0,99.24528301886792,0.7547169811320755,0,0,0
E00058377,163,156,5,2,0,0,95.70552147239265,3.067484662576687,1.2269938650306749,0,0
E00058379,184,172,12,0,0,0,93.47826086956522,6.521739130434782,0,0,0
E00058341,279,270,7,0,0,2,96.7741935483871,2.5089605734767026,0,0,0.7168458781362007
E00058371,342,326,9,7,0,0,95.32163742690058,2.631578947368421,2.046783625730994,0,0
E00058372,291,287,4,0,0,0,98.62542955326461,1.3745704467353952,0,0,0
E00058375,350,332,11,4,3,0,94.85714285714286,3.1428571428571432,1.1428571428571428,0.8571428571428572,0
E00058376,314,314,0,0,0,0,100,0,0,0,0
E00058340,399,388,11,0,0,0,97.24310776942356,2.756892230576441,0,0,0
E00058343,251,243,4,0,4,0,96.81274900398407,1.593625498007968,0,1.593625498007968,0
E00058344,308,295,10,1,1,1,95.77922077922078,3.2467532467532463,0.3246753246753247,0.3246753246753247,0.3246753246753247
E00187049,357,339,14,4,0,0,94.9579831932773,3.9215686274509802,1.1204481792717087,0,0
E00187087,114,110,3,0,0,1,96.49122807017544,2.631578947368421,0,0,0.8771929824561403
E00187131,253,231,11,5,6,0,91.30434782608695,4.3478260869565215,1.9762845849802373,2.371541501976284,0
E00058334,292,266,17,6,3,0,91.0958904109589,5.821917808219178,2.054794520547945,1.0273972602739725,0
