OA,ts0080001,ts0080002,ts0080003,ts0080002_PCT,ts0080003_PCT
E00005656,296,163,133,55.067567567567565,44.932432432432435
E00005682,276,134,142,48.55072463768116,51.449275362318836
E00005683,265,146,119,55.094339622641506,44.905660377358494
E00005685,377,202,175,53.58090185676393,46.41909814323608
E00005686,195,96,99,49.23076923076923,50.76923076923077
E00005687,457,248,209,54.26695842450766,45.73304157549234
E00005689,264,161,103,60.984848484848484,39.015151515151516
E00005657,260,136,124,52.307692307692314,47.69230769230769
E00005658,310,154,156,49.67741935483871,50.32258064516129
E00005684,169,77,92,45.562130177514796,54.437869822485204
E00005688,233,119,114,51.072961373390555,48.927038626609445
E00005690,285,165,120,57.89473684210527,42.10526315789473
E00005691,257,141,116,54.86381322957199,45.13618677042802
E00005772,352,169,183,48.01136363636363,51.98863636363637
E00005778,362,181,181,50,50
E00005781,379,204,175,53.825857519788926,46.17414248021108
E00005784,341,188,153,55.13196480938416,44.868035190615835
E00005788,336,180,156,53.57142857142857,46.42857142857143
E00005767,235,131,104,55.74468085106383,44.25531914893617
E00005768,302,160,142,52.980132450331126,47.019867549668874
E00005771,348,190,158,54.59770114942529,45.40229885057471
E00005807,320,173,147,54.0625,45.9375
E00005809,388,238,150,61.34020618556701,38.659793814432994
E00005810,222,113,109,50.9009009009009,49.0990990990991
E00005769,254,133,121,52.362204724409445,47.63779527559055
E00005770,384,185,199,48.17708333333333,51.822916666666664
E00005774,365,168,197,46.02739726027397,53.97260273972603
E00005775,415,207,208,49.87951807228916,50.12048192771085
E00005776,281,139,142,49.46619217081851,50.5338078291815
E00005808,282,136,146,48.226950354609926,51.77304964539007
E00005419,431,220,211,51.04408352668214,48.95591647331787
E00005420,334,154,180,46.10778443113773,53.89221556886228
E00005421,343,185,158,53.93586005830904,46.06413994169096
E00005422,385,194,191,50.38961038961038,49.61038961038961
E00005424,436,224,212,51.37614678899083,48.62385321100918
E00005765,553,308,245,55.69620253164557,44.303797468354425
E00005780,281,150,131,53.380782918149464,46.619217081850536
E00005782,363,191,172,52.61707988980716,47.38292011019284
E00005785,375,183,192,48.8,51.2
E00005790,279,151,128,54.121863799283155,45.878136200716845
E00005773,364,196,168,53.84615384615385,46.15384615384615
E00005779,286,141,145,49.3006993006993,50.6993006993007
E00005783,392,201,191,51.275510204081634,48.724489795918366
E00005786,295,142,153,48.13559322033898,51.864406779661024
E00005806,305,160,145,52.459016393442624,47.540983606557376
E00005811,303,163,140,53.79537953795379,46.2046204620462
E00005764,407,225,182,55.28255528255528,44.717444717444714
E00005789,371,199,172,53.63881401617251,46.36118598382749
E00005791,423,223,200,52.71867612293144,47.28132387706856
E00005792,409,212,197,51.83374083129584,48.16625916870416
E00005798,338,164,174,48.5207100591716,51.4792899408284
E00005777,458,251,207,54.80349344978166,45.19650655021834
E00005802,340,177,163,52.05882352941177,47.94117647058824
E00005803,410,228,182,55.60975609756098,44.390243902439025
E00005804,299,154,145,51.50501672240802,48.49498327759198
