OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
E00071988,288,287,284,3,1,2,0,0,0,0,1,0,0,0,0,99.65277777777779,98.61111111111111,1.0416666666666665,0.3472222222222222,0.6944444444444444,0,0,0,0,0.3472222222222222,0,0,0,0
E00071989,334,322,307,15,2,13,0,0,0,0,8,4,0,0,0,96.40718562874252,91.91616766467065,4.491017964071856,0.5988023952095809,3.8922155688622757,0,0,0,0,2.3952095808383236,1.1976047904191618,0,0,0
E00071999,336,329,305,23,1,14,8,0,1,1,3,1,1,2,0,97.91666666666666,90.77380952380952,6.845238095238096,0.2976190476190476,4.166666666666666,2.380952380952381,0,0.2976190476190476,0.2976190476190476,0.8928571428571428,0.2976190476190476,0.2976190476190476,0.5952380952380952,0
E00072017,260,255,255,0,0,0,0,0,0,0,0,4,1,0,0,98.07692307692307,98.07692307692307,0,0,0,0,0,0,0,0,1.5384615384615385,0.38461538461538464,0,0
E00072021,261,259,257,2,2,0,0,0,0,0,1,1,0,0,0,99.23371647509579,98.46743295019157,0.7662835249042145,0.7662835249042145,0,0,0,0,0,0.38314176245210724,0.38314176245210724,0,0,0
E00071990,367,355,354,1,1,0,0,0,0,0,2,9,0,0,1,96.73024523160763,96.45776566757493,0.2724795640326975,0.2724795640326975,0,0,0,0,0,0.544959128065395,2.452316076294278,0,0,0.2724795640326975
E00071996,375,357,353,4,0,0,4,0,0,0,8,10,0,0,0,95.19999999999999,94.13333333333334,1.0666666666666667,0,0,1.0666666666666667,0,0,0,2.1333333333333333,2.666666666666667,0,0,0
E00071997,227,225,225,0,0,0,0,0,0,0,1,1,0,0,0,99.11894273127754,99.11894273127754,0,0,0,0,0,0,0,0.4405286343612335,0.4405286343612335,0,0,0
E00072022,537,532,523,6,1,5,0,0,3,3,0,4,1,0,0,99.06890130353817,97.39292364990689,1.1173184357541899,0.186219739292365,0.931098696461825,0,0,0.5586592178770949,0.5586592178770949,0,0.74487895716946,0.186219739292365,0,0
E00071991,252,246,234,8,4,2,2,0,4,4,0,1,1,4,0,97.61904761904762,92.85714285714286,3.1746031746031744,1.5873015873015872,0.7936507936507936,0.7936507936507936,0,1.5873015873015872,1.5873015873015872,0,0.3968253968253968,0.3968253968253968,1.5873015873015872,0
E00071992,263,259,257,2,1,0,0,1,0,0,1,1,2,0,0,98.47908745247148,97.71863117870723,0.7604562737642585,0.38022813688212925,0,0,0.38022813688212925,0,0,0.38022813688212925,0.38022813688212925,0.7604562737642585,0,0
E00072002,289,277,267,10,0,10,0,0,0,0,0,12,0,0,0,95.8477508650519,92.38754325259517,3.4602076124567476,0,3.4602076124567476,0,0,0,0,0,4.1522491349480966,0,0,0
E00072006,264,263,262,1,1,0,0,0,0,0,0,1,0,0,0,99.62121212121212,99.24242424242425,0.3787878787878788,0.3787878787878788,0,0,0,0,0,0,0.3787878787878788,0,0,0
E00179377,202,198,197,1,1,0,0,0,0,0,0,4,0,0,0,98.01980198019803,97.52475247524752,0.49504950495049505,0.49504950495049505,0,0,0,0,0,0,1.9801980198019802,0,0,0
E00179382,274,272,272,0,0,0,0,0,0,0,2,0,0,0,0,99.27007299270073,99.27007299270073,0,0,0,0,0,0,0,0.7299270072992701,0,0,0,0
