OA,ts0050001,ts0050002,ts0050003,ts0050004,ts0050005,ts0050006,ts0050007,ts0050008,ts0050009,ts0050010,ts0050011,ts0050012,ts0050013,ts0050014,ts0050015,ts0050016,ts0050017,ts0050018,ts0050019,ts0050020,ts0050021,ts0050022,ts0050023,ts0050024,ts0050025,ts0050026,ts0050027,ts0050028,ts0050029,ts0050030,ts0050031,ts0050032,ts0050033,ts0050034,ts0050002_PCT,ts0050003_PCT,ts0050004_PCT,ts0050005_PCT,ts0050006_PCT,ts0050007_PCT,ts0050008_PCT,ts0050009_PCT,ts0050010_PCT,ts0050011_PCT,ts0050012_PCT,ts0050013_PCT,ts0050014_PCT,ts0050015_PCT,ts0050016_PCT,ts0050017_PCT,ts0050018_PCT,ts0050019_PCT,ts0050020_PCT,ts0050021_PCT,ts0050022_PCT,ts0050023_PCT,ts0050024_PCT,ts0050025_PCT,ts0050026_PCT,ts0050027_PCT,ts0050028_PCT,ts0050029_PCT,ts0050030_PCT,ts0050031_PCT,ts0050032_PCT,ts0050033_PCT,ts0050034_PCT
E00051154,293,238,236,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,1,1,0,1,0,48,81.22866894197952,80.54607508532423,0.3412969283276451,0.3412969283276451,0.3412969283276451,0,0,0,0,0.3412969283276451,0,0,0,0,0,0,0,0,0,0,0,1.7064846416382253,0,0,1.7064846416382253,0,0,0.3412969283276451,0.3412969283276451,0,0.3412969283276451,0,16.38225255972696
E00051178,302,245,237,5,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,51,81.12582781456953,78.47682119205298,1.6556291390728477,0.9933774834437087,0.9933774834437087,0,0,0,0,0,0,0.9933774834437087,0,0,0,0,0,0,0,0,0,1.9867549668874174,0,0,1.9867549668874174,0,0,0,0,0,0,0,16.887417218543046
E00051184,315,294,283,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,19,93.33333333333333,89.84126984126985,3.1746031746031744,0.31746031746031744,0.31746031746031744,0.31746031746031744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6349206349206349,0,0.6349206349206349,0,0,0,0,0,0,0,0,6.031746031746032
E00051186,307,284,281,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,5,5,0,0,0,16,92.50814332247556,91.53094462540716,0.9771986970684038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6514657980456027,0,0.32573289902280134,0.32573289902280134,0,0,1.6286644951140066,1.6286644951140066,0,0,0,5.211726384364821
E00051153,270,235,228,1,6,5,0,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,87.03703703703704,84.44444444444444,0.3703703703703704,2.2222222222222223,1.8518518518518516,0,0,0,0,0,1.1111111111111112,0.3703703703703704,0,0.3703703703703704,0.3703703703703704,0,0.3703703703703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.962962962962962
E00051175,291,261,257,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,28,89.69072164948454,88.31615120274914,1.0309278350515463,0.3436426116838488,0.3436426116838488,0,0,0,0,0,0,0,0,0.3436426116838488,0,0,0,0,0,0,0,0.6872852233676976,0,0,0.3436426116838488,0.3436426116838488,0,0,0,0,0,0,9.621993127147768
E00051179,227,176,172,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,0,0,0,44,77.5330396475771,75.77092511013215,1.762114537444934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.762114537444934,0,0,1.762114537444934,0,0,1.3215859030837005,1.3215859030837005,0,0,0,19.383259911894275
E00051181,194,162,155,4,3,3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,83.50515463917526,79.89690721649485,2.0618556701030926,1.5463917525773196,1.5463917525773196,0,0,0.5154639175257731,0.5154639175257731,0,0,0,0.5154639175257731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49484536082474
E00051182,272,210,205,1,4,4,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,61,77.20588235294117,75.36764705882352,0.3676470588235294,1.4705882352941175,1.4705882352941175,0,0,0.3676470588235294,0,0,0,0,0,1.1029411764705883,0,0,0,0,0,0,0,0.3676470588235294,0,0,0.3676470588235294,0,0,0,0,0,0,0,22.426470588235293
E00051161,260,242,230,1,11,11,0,2,0,2,0,0,0,6,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,16,93.07692307692308,88.46153846153845,0.38461538461538464,4.230769230769231,4.230769230769231,0,0.7692307692307693,0,0.7692307692307693,0,0,0,2.307692307692308,0.38461538461538464,0,0,0,0.38461538461538464,0,0,0.38461538461538464,0.38461538461538464,0,0,0,0.38461538461538464,0,0,0,0,0,0,6.153846153846154
