OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
E00143141,296,291,5,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,98.3108108108108,1.6891891891891893,0.6756756756756757,0,0,0,0,0,0.33783783783783783,0,0.33783783783783783,0.33783783783783783,0,0,0,0,0,0
E00143142,315,308,7,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,97.77777777777777,2.2222222222222223,0.31746031746031744,0,0,0.31746031746031744,0,0,0,0,0.31746031746031744,0.9523809523809524,0.31746031746031744,0,0,0,0,0
E00143144,365,350,15,3,0,0,2,0,1,0,4,3,1,1,0,0,0,0,0,95.8904109589041,4.10958904109589,0.821917808219178,0,0,0.547945205479452,0,0.273972602739726,0,1.095890410958904,0.821917808219178,0.273972602739726,0.273972602739726,0,0,0,0,0
E00143145,302,296,6,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,98.01324503311258,1.9867549668874174,0.6622516556291391,0.33112582781456956,0,0,0,0,0,0,0,0.6622516556291391,0.33112582781456956,0,0,0,0,0
E00143143,257,251,6,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,97.66536964980544,2.3346303501945527,0.7782101167315175,0.38910505836575876,0,0,0,0,0,1.1673151750972763,0,0,0,0,0,0,0,0
E00143146,239,236,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,98.74476987447699,1.2552301255230125,0.41841004184100417,0,0,0,0,0.41841004184100417,0,0,0,0.41841004184100417,0,0,0,0,0,0
E00143147,239,236,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,98.74476987447699,1.2552301255230125,0,0,0,0,0,0,0,0.41841004184100417,0,0.8368200836820083,0,0,0,0,0,0
E00143148,271,262,9,0,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,96.6789667896679,3.3210332103321036,0,0.36900369003690037,0,0,0,0,0.7380073800738007,0,1.8450184501845017,0,0.36900369003690037,0,0,0,0,0
E00143216,332,321,11,2,1,1,2,0,0,0,3,0,2,0,0,0,0,0,0,96.6867469879518,3.313253012048193,0.6024096385542169,0.30120481927710846,0.30120481927710846,0.6024096385542169,0,0,0,0.9036144578313252,0,0.6024096385542169,0,0,0,0,0,0
E00143220,339,335,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,98.82005899705014,1.1799410029498525,0.2949852507374631,0,0,0,0,0,0,0,0.5899705014749262,0.2949852507374631,0,0,0,0,0,0
E00143221,263,259,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,98.47908745247148,1.520912547528517,0.38022813688212925,0.38022813688212925,0,0.7604562737642585,0,0,0,0,0,0,0,0,0,0,0,0
E00143222,273,265,8,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,97.06959706959707,2.93040293040293,1.465201465201465,0,0,0,0,0.3663003663003663,0,0.7326007326007326,0,0.3663003663003663,0,0,0,0,0,0
E00173565,294,286,8,3,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,97.27891156462584,2.7210884353741496,1.0204081632653061,0.3401360544217687,0,0,0,0,0,0.3401360544217687,0.6802721088435374,0.3401360544217687,0,0,0,0,0,0
E00143215,297,286,11,2,0,2,0,0,0,0,2,3,2,0,0,0,0,0,0,96.29629629629629,3.7037037037037033,0.6734006734006733,0,0.6734006734006733,0,0,0,0,0.6734006734006733,1.0101010101010102,0.6734006734006733,0,0,0,0,0,0
E00143217,402,389,13,1,1,1,0,2,1,0,0,4,2,1,0,0,0,0,0,96.76616915422885,3.233830845771144,0.24875621890547264,0.24875621890547264,0.24875621890547264,0,0.4975124378109453,0.24875621890547264,0,0,0.9950248756218906,0.4975124378109453,0.24875621890547264,0,0,0,0,0
E00143218,268,260,8,2,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,97.01492537313433,2.9850746268656714,0.7462686567164178,0,0,0.7462686567164178,0,0.3731343283582089,0.7462686567164178,0.3731343283582089,0,0,0,0,0,0,0,0
E00143219,194,181,13,2,2,1,0,0,0,0,6,1,0,1,0,0,0,0,0,93.29896907216495,6.701030927835052,1.0309278350515463,1.0309278350515463,0.5154639175257731,0,0,0,0,3.0927835051546393,0.5154639175257731,0,0.5154639175257731,0,0,0,0,0
E00143224,245,239,6,1,1,1,0,0,0,0,0,2,0,0,0,0,1,0,0,97.55102040816327,2.4489795918367347,0.40816326530612246,0.40816326530612246,0.40816326530612246,0,0,0,0,0,0.8163265306122449,0,0,0,0,0.40816326530612246,0,0
E00143228,349,343,6,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,98.28080229226362,1.7191977077363898,0,0.28653295128939826,0,0,0,0,0.28653295128939826,1.146131805157593,0,0,0,0,0,0,0,0
