OA,ts0270001,ts0270002,ts0270003,ts0270004,ts0270005,ts0270006,ts0270007,ts0270008,ts0270009,ts0270010,ts0270011,ts0270012,ts0270013,ts0270014,ts0270015,ts0270016,ts0270017,ts0270018,ts0270019,ts0270020,ts0270002_PCT,ts0270003_PCT,ts0270004_PCT,ts0270005_PCT,ts0270006_PCT,ts0270007_PCT,ts0270008_PCT,ts0270009_PCT,ts0270010_PCT,ts0270011_PCT,ts0270012_PCT,ts0270013_PCT,ts0270014_PCT,ts0270015_PCT,ts0270016_PCT,ts0270017_PCT,ts0270018_PCT,ts0270019_PCT,ts0270020_PCT
E00109108,371,207,101,55,1,1,1,0,0,1,0,0,0,0,1,0,0,4,1,4,55.79514824797843,27.22371967654987,14.824797843665769,0.2695417789757413,0.2695417789757413,0.2695417789757413,0,0,0.2695417789757413,0,0,0,0,0.2695417789757413,0,0,1.078167115902965,0.2695417789757413,1.078167115902965
E00109109,327,182,98,41,0,0,1,1,0,0,0,0,0,0,0,0,5,0,5,0,55.65749235474006,29.96941896024465,12.538226299694188,0,0,0.3058103975535168,0.3058103975535168,0,0,0,0,0,0,0,0,1.529051987767584,0,1.529051987767584,0
E00109110,355,191,89,59,0,0,2,2,0,0,0,0,0,0,4,0,10,0,14,0,53.80281690140845,25.070422535211268,16.619718309859156,0,0,0.5633802816901409,0.5633802816901409,0,0,0,0,0,0,1.1267605633802817,0,2.8169014084507045,0,3.943661971830986,0
E00109111,267,151,78,31,0,0,1,0,1,0,0,0,0,0,2,0,3,1,5,1,56.55430711610487,29.213483146067414,11.610486891385769,0,0,0.37453183520599254,0,0.37453183520599254,0,0,0,0,0,0.7490636704119851,0,1.1235955056179776,0.37453183520599254,1.8726591760299627,0.37453183520599254
E00109112,355,192,106,50,1,0,0,0,0,0,0,0,0,0,1,0,5,0,6,0,54.08450704225351,29.859154929577464,14.084507042253522,0.28169014084507044,0,0,0,0,0,0,0,0,0,0.28169014084507044,0,1.4084507042253522,0,1.6901408450704223,0
E00109113,293,145,88,50,0,0,1,0,0,1,0,0,0,0,0,1,2,6,2,7,49.48805460750853,30.034129692832767,17.064846416382252,0,0,0.3412969283276451,0,0,0.3412969283276451,0,0,0,0,0,0.3412969283276451,0.6825938566552902,2.04778156996587,0.6825938566552902,2.3890784982935154
E00109114,376,203,101,64,0,0,3,2,0,0,0,0,0,1,0,0,1,4,1,4,53.98936170212766,26.861702127659576,17.02127659574468,0,0,0.7978723404255319,0.5319148936170213,0,0,0,0,0,0.26595744680851063,0,0,0.26595744680851063,1.0638297872340425,0.26595744680851063,1.0638297872340425
E00109115,344,178,98,58,1,0,0,0,0,0,0,0,0,0,0,2,7,0,7,2,51.74418604651163,28.488372093023255,16.86046511627907,0.29069767441860467,0,0,0,0,0,0,0,0,0,0,0.5813953488372093,2.0348837209302326,0,2.0348837209302326,0.5813953488372093
E00109116,311,160,98,49,0,0,3,1,1,0,0,0,0,1,0,0,0,1,0,1,51.446945337620576,31.511254019292608,15.755627009646304,0,0,0.964630225080386,0.3215434083601286,0.3215434083601286,0,0,0,0,0.3215434083601286,0,0,0,0.3215434083601286,0,0.3215434083601286
E00109117,360,194,99,64,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,53.888888888888886,27.500000000000004,17.77777777777778,0,0,0.2777777777777778,0,0.2777777777777778,0,0,0,0,0,0,0,0.5555555555555556,0,0.5555555555555556,0
E00109118,281,147,69,56,0,1,0,0,0,0,0,0,0,0,0,0,6,2,6,2,52.313167259786475,24.555160142348754,19.9288256227758,0,0.3558718861209964,0,0,0,0,0,0,0,0,0,0,2.135231316725979,0.7117437722419928,2.135231316725979,0.7117437722419928
E00109119,294,139,103,42,0,1,2,2,0,0,0,0,0,0,0,0,7,0,7,0,47.27891156462585,35.034013605442176,14.285714285714285,0,0.3401360544217687,0.6802721088435374,0.6802721088435374,0,0,0,0,0,0,0,0,2.380952380952381,0,2.380952380952381,0
E00109120,345,185,99,48,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12,1,53.62318840579711,28.695652173913043,13.91304347826087,0,0,0,0,0,0,0,0,0,0,0,0,3.4782608695652173,0.2898550724637681,3.4782608695652173,0.2898550724637681
E00109121,287,143,84,54,0,1,1,1,0,0,0,0,0,0,0,0,3,1,3,1,49.825783972125436,29.268292682926827,18.81533101045296,0,0.34843205574912894,0.34843205574912894,0.34843205574912894,0,0,0,0,0,0,0,0,1.0452961672473868,0.34843205574912894,1.0452961672473868,0.34843205574912894
E00109122,348,173,86,71,1,0,0,0,0,0,0,0,0,0,3,0,9,5,12,5,49.712643678160916,24.71264367816092,20.402298850574713,0.28735632183908044,0,0,0,0,0,0,0,0,0,0.8620689655172413,0,2.586206896551724,1.4367816091954022,3.4482758620689653,1.4367816091954022
E00109123,314,200,68,40,1,0,3,2,0,0,0,0,0,1,1,0,1,0,2,0,63.69426751592356,21.656050955414013,12.738853503184714,0.3184713375796179,0,0.9554140127388535,0.6369426751592357,0,0,0,0,0,0.3184713375796179,0.3184713375796179,0,0.3184713375796179,0,0.6369426751592357,0
E00109124,246,135,86,22,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,54.87804878048781,34.959349593495936,8.94308943089431,0,0,0.40650406504065045,0,0.40650406504065045,0,0,0,0,0,0.40650406504065045,0,0.40650406504065045,0,0.8130081300813009,0
E00109125,325,168,91,59,0,0,3,2,1,0,0,0,0,0,1,0,0,3,1,3,51.69230769230769,28.000000000000004,18.153846153846153,0,0,0.9230769230769231,0.6153846153846154,0.3076923076923077,0,0,0,0,0,0.3076923076923077,0,0,0.9230769230769231,0.3076923076923077,0.9230769230769231
E00109126,291,180,44,57,0,0,0,0,0,0,0,0,0,0,0,0,8,2,8,2,61.855670103092784,15.120274914089347,19.587628865979383,0,0,0,0,0,0,0,0,0,0,0,0,2.7491408934707904,0.6872852233676976,2.7491408934707904,0.6872852233676976
E00109127,331,187,83,50,0,1,2,1,1,0,0,0,0,0,0,0,5,3,5,3,56.49546827794561,25.075528700906347,15.105740181268882,0,0.3021148036253776,0.6042296072507553,0.3021148036253776,0.3021148036253776,0,0,0,0,0,0,0,1.5105740181268883,0.906344410876133,1.5105740181268883,0.906344410876133
E00109128,405,223,82,88,1,1,1,1,0,0,0,0,0,0,1,0,6,2,7,2,55.06172839506173,20.246913580246915,21.728395061728396,0.24691358024691357,0.24691358024691357,0.24691358024691357,0.24691358024691357,0,0,0,0,0,0,0.24691358024691357,0,1.4814814814814816,0.49382716049382713,1.728395061728395,0.49382716049382713
E00109129,393,212,113,48,2,1,5,2,0,1,0,0,0,2,1,0,10,1,11,1,53.9440203562341,28.75318066157761,12.213740458015266,0.5089058524173028,0.2544529262086514,1.2722646310432568,0.5089058524173028,0,0.2544529262086514,0,0,0,0.5089058524173028,0.2544529262086514,0,2.5445292620865136,0.2544529262086514,2.7989821882951653,0.2544529262086514
E00109130,512,303,124,65,0,0,0,0,0,0,0,0,0,0,2,0,17,1,19,1,59.1796875,24.21875,12.6953125,0,0,0,0,0,0,0,0,0,0,0.390625,0,3.3203125,0.1953125,3.7109375,0.1953125
