OA,ts0010001,ts0010002,ts0010003,ts0010002_PCT,ts0010003_PCT
E00066879,323,323,0,100,0
E00066880,303,270,33,89.10891089108911,10.891089108910892
E00066884,225,225,0,100,0
E00066907,390,390,0,100,0
E00066910,189,189,0,100,0
E00066911,320,320,0,100,0
E00066883,288,288,0,100,0
E00066888,235,235,0,100,0
E00066889,330,308,22,93.33333333333333,6.666666666666667
E00066891,309,309,0,100,0
E00066908,303,303,0,100,0
E00189232,348,348,0,100,0
E00189265,254,234,20,92.1259842519685,7.874015748031496
E00066885,480,480,0,100,0
E00066887,329,301,28,91.48936170212765,8.51063829787234
E00066906,488,488,0,100,0
E00066909,515,515,0,100,0
E00172854,319,319,0,100,0
E00172856,368,368,0,100,0
E00066894,269,269,0,100,0
E00066895,232,232,0,100,0
E00066899,254,254,0,100,0
E00066901,253,253,0,100,0
E00066903,540,540,0,100,0
E00066904,318,318,0,100,0
E00066892,310,310,0,100,0
E00066893,261,261,0,100,0
E00066897,311,311,0,100,0
E00066898,357,357,0,100,0
E00066902,474,474,0,100,0
E00066881,352,352,0,100,0
E00066882,327,327,0,100,0
E00066900,383,383,0,100,0
E00066905,320,320,0,100,0
E00189245,308,308,0,100,0
E00189315,342,320,22,93.56725146198829,6.432748538011696
E00067145,349,349,0,100,0
E00067152,391,391,0,100,0
E00067153,312,312,0,100,0
E00067154,290,290,0,100,0
E00067146,412,412,0,100,0
E00067147,420,420,0,100,0
E00067149,349,349,0,100,0
E00067150,413,413,0,100,0
E00067135,202,202,0,100,0
E00067137,343,343,0,100,0
E00067138,364,364,0,100,0
E00067142,340,300,40,88.23529411764706,11.76470588235294
E00067148,381,381,0,100,0
E00067134,391,391,0,100,0
E00067136,357,357,0,100,0
E00067139,475,455,20,95.78947368421052,4.2105263157894735
E00067140,264,264,0,100,0
E00067141,309,282,27,91.2621359223301,8.737864077669903
E00067080,366,366,0,100,0
E00067081,252,252,0,100,0
E00067082,309,309,0,100,0
E00067086,267,267,0,100,0
E00067087,306,306,0,100,0
E00067083,379,358,21,94.45910290237467,5.540897097625329
E00067084,324,324,0,100,0
E00067088,341,341,0,100,0
E00067089,278,278,0,100,0
E00067090,248,248,0,100,0
E00067085,251,251,0,100,0
E00067091,288,288,0,100,0
E00067092,283,283,0,100,0
E00067093,288,266,22,92.36111111111111,7.638888888888889
