OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
W00002978,383,382,379,1,1,0,0,0,2,2,0,0,1,0,0,99.73890339425587,98.9556135770235,0.26109660574412535,0.26109660574412535,0,0,0,0.5221932114882507,0.5221932114882507,0,0,0.26109660574412535,0,0
W00002979,301,294,287,5,5,0,0,0,2,2,5,1,1,0,0,97.67441860465115,95.34883720930233,1.6611295681063125,1.6611295681063125,0,0,0,0.6644518272425249,0.6644518272425249,1.6611295681063125,0.33222591362126247,0.33222591362126247,0,0
W00002980,284,282,279,3,1,2,0,0,0,0,0,1,0,1,0,99.29577464788733,98.23943661971832,1.056338028169014,0.35211267605633806,0.7042253521126761,0,0,0,0,0,0.35211267605633806,0,0.35211267605633806,0
W00002981,304,298,294,4,4,0,0,0,0,0,3,2,1,0,0,98.02631578947368,96.71052631578947,1.3157894736842104,1.3157894736842104,0,0,0,0,0,0.9868421052631579,0.6578947368421052,0.3289473684210526,0,0
W00002982,296,294,288,6,6,0,0,0,0,0,1,1,0,0,0,99.32432432432432,97.2972972972973,2.027027027027027,2.027027027027027,0,0,0,0,0,0.33783783783783783,0.33783783783783783,0,0,0
W00002983,282,277,267,10,9,0,0,1,0,0,3,0,1,1,0,98.22695035460993,94.68085106382979,3.546099290780142,3.1914893617021276,0,0,0.3546099290780142,0,0,1.0638297872340425,0,0.3546099290780142,0.3546099290780142,0
W00002984,270,266,266,0,0,0,0,0,0,0,0,2,2,0,0,98.51851851851852,98.51851851851852,0,0,0,0,0,0,0,0,0.7407407407407408,0.7407407407407408,0,0
W00002985,306,302,301,1,0,1,0,0,0,0,0,0,4,0,0,98.69281045751634,98.36601307189542,0.32679738562091504,0,0.32679738562091504,0,0,0,0,0,0,1.3071895424836601,0,0
W00002986,432,430,421,8,7,1,0,0,1,1,0,1,0,1,0,99.53703703703704,97.45370370370371,1.8518518518518516,1.6203703703703702,0.23148148148148145,0,0,0.23148148148148145,0.23148148148148145,0,0.23148148148148145,0,0.23148148148148145,0
W00002987,380,372,365,7,4,1,2,0,0,0,1,1,5,1,0,97.89473684210527,96.05263157894737,1.8421052631578945,1.0526315789473684,0.2631578947368421,0.5263157894736842,0,0,0,0.2631578947368421,0.2631578947368421,1.3157894736842104,0.2631578947368421,0
W00002988,338,329,323,4,4,0,0,0,2,2,0,1,6,2,0,97.33727810650888,95.56213017751479,1.183431952662722,1.183431952662722,0,0,0,0.591715976331361,0.591715976331361,0,0.2958579881656805,1.7751479289940828,0.591715976331361,0
W00002991,320,320,315,4,1,2,1,0,1,1,0,0,0,0,0,100,98.4375,1.25,0.3125,0.625,0.3125,0,0.3125,0.3125,0,0,0,0,0
W00002992,212,204,197,7,7,0,0,0,0,0,4,3,0,1,0,96.22641509433963,92.9245283018868,3.30188679245283,3.30188679245283,0,0,0,0,0,1.8867924528301887,1.4150943396226416,0,0.4716981132075472,0
W00002994,363,358,356,2,2,0,0,0,0,0,0,3,2,0,0,98.62258953168043,98.07162534435263,0.5509641873278237,0.5509641873278237,0,0,0,0,0,0,0.8264462809917356,0.5509641873278237,0,0
W00002995,402,394,385,9,5,4,0,0,0,0,0,4,4,0,0,98.00995024875621,95.77114427860697,2.2388059701492535,1.2437810945273633,0.9950248756218906,0,0,0,0,0,0.9950248756218906,0.9950248756218906,0,0
W00002989,395,392,385,6,3,2,0,1,1,1,1,0,0,2,0,99.24050632911391,97.46835443037975,1.5189873417721518,0.7594936708860759,0.5063291139240507,0,0.25316455696202533,0.25316455696202533,0.25316455696202533,0.25316455696202533,0,0,0.5063291139240507,0
W00002990,458,451,447,4,4,0,0,0,0,0,2,3,1,1,0,98.47161572052401,97.59825327510917,0.8733624454148471,0.8733624454148471,0,0,0,0,0,0.43668122270742354,0.6550218340611353,0.21834061135371177,0.21834061135371177,0
W00002993,439,425,413,11,10,0,1,0,1,1,8,6,0,0,0,96.81093394077449,94.07744874715262,2.5056947608200453,2.277904328018223,0,0.22779043280182232,0,0.22779043280182232,0.22779043280182232,1.8223234624145785,1.366742596810934,0,0,0
W00003289,284,281,276,5,4,1,0,0,0,0,1,2,0,0,0,98.94366197183099,97.1830985915493,1.7605633802816902,1.4084507042253522,0.35211267605633806,0,0,0,0,0.35211267605633806,0.7042253521126761,0,0,0
W00003290,255,253,245,7,6,1,0,0,1,1,0,0,1,1,0,99.2156862745098,96.07843137254902,2.7450980392156863,2.3529411764705883,0.39215686274509803,0,0,0.39215686274509803,0.39215686274509803,0,0,0.39215686274509803,0.39215686274509803,0
W00003291,309,297,283,14,6,6,0,2,0,0,4,8,0,0,0,96.11650485436894,91.58576051779936,4.53074433656958,1.9417475728155338,1.9417475728155338,0,0.6472491909385114,0,0,1.2944983818770228,2.5889967637540456,0,0,0
W00003292,292,281,271,7,7,0,0,0,3,3,8,0,2,1,0,96.23287671232876,92.8082191780822,2.3972602739726026,2.3972602739726026,0,0,0,1.0273972602739725,1.0273972602739725,2.73972602739726,0,0.684931506849315,0.3424657534246575,0
W00003293,245,242,233,7,4,3,0,0,2,2,0,2,1,0,0,98.77551020408163,95.10204081632652,2.857142857142857,1.6326530612244898,1.2244897959183674,0,0,0.8163265306122449,0.8163265306122449,0,0.8163265306122449,0.40816326530612246,0,0
W00003294,246,240,230,10,8,2,0,0,0,0,1,1,4,0,0,97.5609756097561,93.4959349593496,4.0650406504065035,3.2520325203252036,0.8130081300813009,0,0,0,0,0.40650406504065045,0.40650406504065045,1.6260162601626018,0,0
W00003295,194,194,192,2,2,0,0,0,0,0,0,0,0,0,0,100,98.96907216494846,1.0309278350515463,1.0309278350515463,0,0,0,0,0,0,0,0,0,0
