OA,ts0390001,ts0390002,ts0390003,ts0390004,ts0390005,ts0390006,ts0390007,ts0390008,ts0390009,ts0390002_PCT,ts0390003_PCT,ts0390004_PCT,ts0390005_PCT,ts0390006_PCT,ts0390007_PCT,ts0390008_PCT,ts0390009_PCT
E00082123,234,204,13,7,6,9,6,3,8,87.17948717948718,5.555555555555555,2.9914529914529915,2.564102564102564,3.8461538461538463,2.564102564102564,1.282051282051282,3.418803418803419
E00082124,444,412,20,12,8,6,4,2,6,92.7927927927928,4.504504504504505,2.7027027027027026,1.8018018018018018,1.3513513513513513,0.9009009009009009,0.45045045045045046,1.3513513513513513
E00082125,392,351,23,18,5,6,3,3,12,89.54081632653062,5.86734693877551,4.591836734693878,1.2755102040816326,1.530612244897959,0.7653061224489796,0.7653061224489796,3.061224489795918
E00082126,313,288,14,10,4,5,3,2,6,92.01277955271566,4.472843450479233,3.1948881789137378,1.2779552715654952,1.5974440894568689,0.9584664536741214,0.6389776357827476,1.9169329073482428
E00082127,260,230,19,14,5,1,0,1,10,88.46153846153845,7.307692307692308,5.384615384615385,1.9230769230769231,0.38461538461538464,0,0.38461538461538464,3.8461538461538463
E00082128,301,274,20,15,5,1,1,0,6,91.0299003322259,6.64451827242525,4.983388704318937,1.6611295681063125,0.33222591362126247,0.33222591362126247,0,1.9933554817275747
E00082129,524,490,16,11,5,7,2,5,11,93.51145038167938,3.0534351145038165,2.099236641221374,0.9541984732824428,1.3358778625954197,0.38167938931297707,0.9541984732824428,2.099236641221374
E00082130,348,310,18,15,3,6,4,2,14,89.08045977011494,5.172413793103448,4.310344827586207,0.8620689655172413,1.7241379310344827,1.1494252873563218,0.5747126436781609,4.022988505747127
E00082131,277,248,18,10,8,4,3,1,7,89.53068592057761,6.4981949458483745,3.6101083032490973,2.888086642599278,1.444043321299639,1.083032490974729,0.36101083032490977,2.527075812274368
E00082132,408,394,12,9,3,0,0,0,2,96.56862745098039,2.941176470588235,2.2058823529411766,0.7352941176470588,0,0,0,0.49019607843137253
E00082133,309,277,21,14,7,5,4,1,6,89.64401294498381,6.796116504854369,4.53074433656958,2.26537216828479,1.6181229773462782,1.2944983818770228,0.3236245954692557,1.9417475728155338
E00082134,300,261,23,18,5,9,3,6,7,87,7.666666666666666,6,1.6666666666666667,3,1,2,2.3333333333333335
E00082135,307,287,7,7,0,5,2,3,8,93.48534201954396,2.2801302931596092,2.2801302931596092,0,1.6286644951140066,0.6514657980456027,0.9771986970684038,2.6058631921824107
E00082136,365,339,21,20,1,1,1,0,4,92.87671232876711,5.7534246575342465,5.47945205479452,0.273972602739726,0.273972602739726,0.273972602739726,0,1.095890410958904
E00082137,307,288,14,12,2,1,0,1,4,93.81107491856677,4.5602605863192185,3.908794788273615,0.6514657980456027,0.32573289902280134,0,0.32573289902280134,1.3029315960912053
E00082138,344,330,12,11,1,2,2,0,0,95.93023255813954,3.488372093023256,3.1976744186046515,0.29069767441860467,0.5813953488372093,0.5813953488372093,0,0
E00082139,149,130,14,10,4,3,0,3,2,87.24832214765101,9.395973154362416,6.7114093959731544,2.684563758389262,2.013422818791946,0,2.013422818791946,1.342281879194631
E00082140,233,220,6,5,1,1,1,0,6,94.4206008583691,2.575107296137339,2.1459227467811157,0.4291845493562232,0.4291845493562232,0.4291845493562232,0,2.575107296137339
E00082141,382,363,8,8,0,3,2,1,8,95.02617801047121,2.094240837696335,2.094240837696335,0,0.7853403141361256,0.5235602094240838,0.2617801047120419,2.094240837696335
E00082142,334,309,11,8,3,7,1,6,7,92.51497005988024,3.293413173652695,2.3952095808383236,0.8982035928143712,2.095808383233533,0.29940119760479045,1.7964071856287425,2.095808383233533
E00082143,240,215,17,13,4,1,1,0,7,89.58333333333334,7.083333333333333,5.416666666666667,1.6666666666666667,0.4166666666666667,0.4166666666666667,0,2.9166666666666665
E00082145,240,215,14,9,5,3,1,2,8,89.58333333333334,5.833333333333333,3.75,2.083333333333333,1.25,0.4166666666666667,0.8333333333333334,3.3333333333333335
E00082146,309,277,21,21,0,2,0,2,9,89.64401294498381,6.796116504854369,6.796116504854369,0,0.6472491909385114,0,0.6472491909385114,2.912621359223301
E00082147,211,191,15,12,3,2,0,2,3,90.52132701421802,7.109004739336493,5.687203791469194,1.4218009478672986,0.9478672985781991,0,0.9478672985781991,1.4218009478672986
E00082148,393,355,21,19,2,6,2,4,11,90.33078880407125,5.343511450381679,4.8346055979643765,0.5089058524173028,1.5267175572519083,0.5089058524173028,1.0178117048346056,2.7989821882951653
E00082149,329,294,24,20,4,3,0,3,8,89.36170212765957,7.29483282674772,6.079027355623101,1.21580547112462,0.911854103343465,0,0.911854103343465,2.43161094224924
E00082150,278,258,15,14,1,1,0,1,4,92.80575539568345,5.39568345323741,5.0359712230215825,0.3597122302158274,0.3597122302158274,0,0.3597122302158274,1.4388489208633095
E00082151,314,290,17,11,6,2,1,1,5,92.35668789808918,5.414012738853503,3.5031847133757963,1.910828025477707,0.6369426751592357,0.3184713375796179,0.3184713375796179,1.5923566878980893
E00082152,255,223,23,21,2,3,3,0,6,87.45098039215686,9.019607843137255,8.235294117647058,0.7843137254901961,1.1764705882352942,1.1764705882352942,0,2.3529411764705883
E00082153,195,180,6,5,1,4,2,2,5,92.3076923076923,3.076923076923077,2.564102564102564,0.5128205128205128,2.051282051282051,1.0256410256410255,1.0256410256410255,2.564102564102564
E00082154,346,321,18,18,0,2,1,1,5,92.77456647398844,5.202312138728324,5.202312138728324,0,0.5780346820809248,0.2890173410404624,0.2890173410404624,1.4450867052023122
E00082155,258,240,15,12,3,0,0,0,3,93.02325581395348,5.813953488372093,4.651162790697675,1.1627906976744187,0,0,0,1.1627906976744187
E00082156,182,159,13,10,3,5,4,1,5,87.36263736263736,7.142857142857142,5.4945054945054945,1.6483516483516485,2.7472527472527473,2.197802197802198,0.5494505494505495,2.7472527472527473
E00082157,247,219,18,12,6,5,0,5,5,88.66396761133603,7.28744939271255,4.8582995951417,2.42914979757085,2.0242914979757085,0,2.0242914979757085,2.0242914979757085
E00082158,232,215,10,8,2,2,1,1,5,92.67241379310344,4.310344827586207,3.4482758620689653,0.8620689655172413,0.8620689655172413,0.43103448275862066,0.43103448275862066,2.1551724137931036
E00082159,261,239,14,12,2,0,0,0,8,91.57088122605363,5.363984674329502,4.597701149425287,0.7662835249042145,0,0,0,3.065134099616858
E00082160,248,240,7,7,0,0,0,0,1,96.7741935483871,2.82258064516129,2.82258064516129,0,0,0,0,0.4032258064516129
E00082161,304,279,17,14,3,4,3,1,4,91.77631578947368,5.592105263157895,4.605263157894736,0.9868421052631579,1.3157894736842104,0.9868421052631579,0.3289473684210526,1.3157894736842104
E00082162,297,263,19,16,3,7,4,3,8,88.55218855218855,6.397306397306397,5.387205387205387,1.0101010101010102,2.356902356902357,1.3468013468013467,1.0101010101010102,2.6936026936026933
E00082163,305,281,13,11,2,5,5,0,6,92.1311475409836,4.2622950819672125,3.606557377049181,0.6557377049180327,1.639344262295082,1.639344262295082,0,1.9672131147540985
