OA,ts0010001,ts0010002,ts0010003,ts0010002_PCT,ts0010003_PCT
W00005264,216,216,0,100,0
W00005265,407,407,0,100,0
W00005266,261,261,0,100,0
W00005273,256,254,2,99.21875,0.78125
W00005267,265,265,0,100,0
W00005268,304,304,0,100,0
W00005269,256,256,0,100,0
W00005271,286,286,0,100,0
W00005272,286,286,0,100,0
W00005256,228,228,0,100,0
W00005274,285,285,0,100,0
W00005275,267,267,0,100,0
W00005276,244,244,0,100,0
W00005277,340,335,5,98.52941176470588,1.4705882352941175
W00005259,334,334,0,100,0
W00005260,334,334,0,100,0
W00005270,298,298,0,100,0
W00005278,435,435,0,100,0
W00005257,263,263,0,100,0
W00005258,240,240,0,100,0
W00005261,269,269,0,100,0
W00005262,299,299,0,100,0
W00005263,292,292,0,100,0
W00005371,286,286,0,100,0
W00005374,232,232,0,100,0
W00005375,260,260,0,100,0
W00005376,294,286,8,97.27891156462584,2.7210884353741496
W00005377,268,268,0,100,0
W00005378,268,268,0,100,0
W00005370,287,287,0,100,0
W00005373,271,271,0,100,0
W00005379,289,289,0,100,0
W00005381,316,316,0,100,0
W00005382,291,291,0,100,0
W00005387,286,286,0,100,0
W00005388,294,294,0,100,0
W00005389,275,275,0,100,0
W00005392,316,316,0,100,0
W00005394,294,294,0,100,0
W00005386,295,295,0,100,0
W00005390,204,204,0,100,0
W00005391,269,269,0,100,0
W00005395,260,260,0,100,0
W00005396,255,255,0,100,0
W00005393,291,291,0,100,0
W00005397,251,251,0,100,0
W00005399,318,318,0,100,0
W00005403,238,238,0,100,0
W00005405,270,270,0,100,0
W00005185,323,323,0,100,0
W00005189,120,112,8,93.33333333333333,6.666666666666667
W00005191,282,282,0,100,0
W00005192,364,364,0,100,0
W00005186,265,265,0,100,0
W00005187,525,460,65,87.61904761904762,12.380952380952381
W00005188,395,395,0,100,0
W00005190,235,235,0,100,0
W00005422,216,216,0,100,0
W00005427,292,292,0,100,0
W00005428,291,291,0,100,0
W00005429,347,347,0,100,0
W00005423,298,298,0,100,0
W00005424,312,312,0,100,0
W00005425,287,287,0,100,0
W00005426,335,335,0,100,0
W00005472,304,304,0,100,0
W00005473,295,295,0,100,0
W00005474,251,251,0,100,0
W00005475,333,333,0,100,0
W00005476,253,253,0,100,0
W00005477,319,319,0,100,0
W00005478,328,328,0,100,0
W00005479,365,365,0,100,0
W00005482,320,320,0,100,0
W00010364,330,330,0,100,0
W00005179,287,287,0,100,0
