OA,ts0050001,ts0050002,ts0050003,ts0050004,ts0050005,ts0050006,ts0050007,ts0050008,ts0050009,ts0050010,ts0050011,ts0050012,ts0050013,ts0050014,ts0050015,ts0050016,ts0050017,ts0050018,ts0050019,ts0050020,ts0050021,ts0050022,ts0050023,ts0050024,ts0050025,ts0050026,ts0050027,ts0050028,ts0050029,ts0050030,ts0050031,ts0050032,ts0050033,ts0050034,ts0050002_PCT,ts0050003_PCT,ts0050004_PCT,ts0050005_PCT,ts0050006_PCT,ts0050007_PCT,ts0050008_PCT,ts0050009_PCT,ts0050010_PCT,ts0050011_PCT,ts0050012_PCT,ts0050013_PCT,ts0050014_PCT,ts0050015_PCT,ts0050016_PCT,ts0050017_PCT,ts0050018_PCT,ts0050019_PCT,ts0050020_PCT,ts0050021_PCT,ts0050022_PCT,ts0050023_PCT,ts0050024_PCT,ts0050025_PCT,ts0050026_PCT,ts0050027_PCT,ts0050028_PCT,ts0050029_PCT,ts0050030_PCT,ts0050031_PCT,ts0050032_PCT,ts0050033_PCT,ts0050034_PCT
E00099385,328,241,235,0,6,6,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,73.47560975609755,71.64634146341463,0,1.8292682926829267,1.8292682926829267,0,0,0.3048780487804878,0,0,0.3048780487804878,0.9146341463414633,0,0.3048780487804878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.52439024390244
E00099390,277,209,207,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,75.45126353790613,74.72924187725631,0,0.7220216606498195,0.7220216606498195,0,0,0,0,0,0.36101083032490977,0,0,0.36101083032490977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.548736462093864
E00099391,266,178,172,0,6,6,2,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,87,66.9172932330827,64.66165413533834,0,2.2556390977443606,2.2556390977443606,0.7518796992481203,0,0,0,0,0,0.37593984962406013,0,1.1278195488721803,0,0,0,0,0,0,0,0.37593984962406013,0,0,0.37593984962406013,0,0,0,0,0,0,0,32.70676691729324
E00099397,199,127,122,0,5,5,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,63.81909547738693,61.30653266331658,0,2.512562814070352,2.512562814070352,0,0,0.5025125628140703,1.0050251256281406,0,0.5025125628140703,0,0,0.5025125628140703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.18090452261307
E00099398,340,266,256,1,9,9,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,73,78.23529411764706,75.29411764705883,0.29411764705882354,2.6470588235294117,2.6470588235294117,0,0,0,0,0,0,0.29411764705882354,0.29411764705882354,2.0588235294117645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29411764705882354,0.29411764705882354,0,0,0,21.470588235294116
E00099387,294,173,160,0,13,13,0,0,2,0,0,0,4,2,5,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,119,58.843537414965986,54.421768707483,0,4.421768707482993,4.421768707482993,0,0,0.6802721088435374,0,0,0,1.3605442176870748,0.6802721088435374,1.7006802721088436,0,0,0,0,0,0,0,0.6802721088435374,0,0,0.6802721088435374,0,0,0,0,0,0,0,40.476190476190474
E00099393,255,195,182,0,13,13,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,76.47058823529412,71.37254901960785,0,5.098039215686274,5.098039215686274,0,0,0,0,0,0,3.1372549019607843,1.1764705882352942,0.7843137254901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.52941176470588
E00099394,308,227,226,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,73.7012987012987,73.37662337662337,0,0.3246753246753247,0.3246753246753247,0.3246753246753247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2987012987013
E00099395,299,195,189,0,6,6,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,103,65.21739130434783,63.21070234113713,0,2.0066889632107023,2.0066889632107023,0,0,0.33444816053511706,0,0,0.6688963210702341,1.0033444816053512,0,0,0,0,0,0,0,0,0,0.33444816053511706,0,0.33444816053511706,0,0,0,0,0,0,0,0,34.448160535117054
E00099396,285,200,195,0,5,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,70.17543859649122,68.42105263157895,0,1.7543859649122806,1.7543859649122806,0,0,0.3508771929824561,0,0,0,1.4035087719298245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.82456140350877
