OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
E00087279,446,6,6,22,14,8,9,6,20,23,18,38,43,38,44,41,39,33,38,1.345291479820628,1.345291479820628,4.932735426008969,3.1390134529147984,1.7937219730941705,2.0179372197309418,1.345291479820628,4.484304932735426,5.15695067264574,4.0358744394618835,8.520179372197308,9.641255605381167,8.520179372197308,9.865470852017937,9.192825112107624,8.74439461883408,7.399103139013453,8.520179372197308
E00087280,308,4,3,4,13,20,19,9,5,12,14,38,40,33,32,25,18,8,11,1.2987012987012987,0.974025974025974,1.2987012987012987,4.220779220779221,6.493506493506493,6.1688311688311686,2.922077922077922,1.6233766233766231,3.896103896103896,4.545454545454546,12.337662337662337,12.987012987012985,10.714285714285714,10.38961038961039,8.116883116883116,5.844155844155844,2.5974025974025974,3.571428571428571
E00087281,268,4,11,12,15,9,8,8,8,20,16,18,25,25,24,27,21,9,8,1.4925373134328357,4.104477611940299,4.477611940298507,5.597014925373134,3.3582089552238807,2.9850746268656714,2.9850746268656714,2.9850746268656714,7.462686567164178,5.970149253731343,6.7164179104477615,9.328358208955224,9.328358208955224,8.955223880597014,10.074626865671641,7.835820895522389,3.3582089552238807,2.9850746268656714
E00087282,293,9,19,17,13,10,10,22,19,18,16,24,24,22,22,24,13,7,4,3.0716723549488054,6.484641638225256,5.802047781569966,4.436860068259386,3.4129692832764507,3.4129692832764507,7.508532423208192,6.484641638225256,6.143344709897611,5.460750853242321,8.19112627986348,8.19112627986348,7.508532423208192,7.508532423208192,8.19112627986348,4.436860068259386,2.3890784982935154,1.3651877133105803
E00087283,268,12,12,24,21,13,7,12,12,13,29,19,16,7,24,22,12,6,7,4.477611940298507,4.477611940298507,8.955223880597014,7.835820895522389,4.850746268656716,2.6119402985074625,4.477611940298507,4.477611940298507,4.850746268656716,10.820895522388058,7.08955223880597,5.970149253731343,2.6119402985074625,8.955223880597014,8.208955223880597,4.477611940298507,2.2388059701492535,2.6119402985074625
E00087284,304,13,23,26,17,11,16,14,21,19,34,22,22,28,13,12,6,4,3,4.276315789473684,7.565789473684211,8.552631578947368,5.592105263157895,3.618421052631579,5.263157894736842,4.605263157894736,6.907894736842106,6.25,11.18421052631579,7.236842105263158,7.236842105263158,9.210526315789473,4.276315789473684,3.9473684210526314,1.9736842105263157,1.3157894736842104,0.9868421052631579
E00087285,249,8,12,14,10,9,9,9,18,12,18,25,22,17,16,19,15,8,8,3.2128514056224895,4.819277108433735,5.622489959839357,4.016064257028113,3.614457831325301,3.614457831325301,3.614457831325301,7.228915662650602,4.819277108433735,7.228915662650602,10.040160642570282,8.835341365461847,6.827309236947792,6.425702811244979,7.630522088353414,6.024096385542169,3.2128514056224895,3.2128514056224895
E00087286,341,19,36,18,23,11,14,23,31,32,20,15,23,21,16,11,13,10,5,5.571847507331378,10.557184750733137,5.278592375366569,6.744868035190615,3.225806451612903,4.105571847507331,6.744868035190615,9.090909090909092,9.3841642228739,5.865102639296188,4.398826979472141,6.744868035190615,6.158357771260997,4.69208211143695,3.225806451612903,3.812316715542522,2.932551319648094,1.466275659824047
E00087287,258,20,12,21,16,12,15,25,15,16,23,15,14,13,9,12,10,6,4,7.751937984496124,4.651162790697675,8.13953488372093,6.2015503875969,4.651162790697675,5.813953488372093,9.689922480620156,5.813953488372093,6.2015503875969,8.914728682170542,5.813953488372093,5.426356589147287,5.038759689922481,3.488372093023256,4.651162790697675,3.875968992248062,2.3255813953488373,1.550387596899225
E00087288,305,19,24,22,12,10,12,11,26,22,19,34,21,19,14,18,10,6,6,6.229508196721312,7.868852459016394,7.213114754098362,3.934426229508197,3.278688524590164,3.934426229508197,3.606557377049181,8.524590163934425,7.213114754098362,6.229508196721312,11.147540983606557,6.885245901639345,6.229508196721312,4.590163934426229,5.901639344262295,3.278688524590164,1.9672131147540985,1.9672131147540985
