OA,ts0750001,ts0750002,ts0750003,ts0750004,ts0750005,ts0750006,ts0750007,ts0750002_PCT,ts0750003_PCT,ts0750004_PCT,ts0750005_PCT,ts0750006_PCT,ts0750007_PCT
W00007502,134,41,2,24,43,24,0,30.597014925373134,1.4925373134328357,17.91044776119403,32.08955223880597,17.91044776119403,0
W00007503,106,55,0,19,21,10,1,51.886792452830186,0,17.92452830188679,19.81132075471698,9.433962264150944,0.9433962264150944
W00007504,136,54,1,25,45,10,1,39.705882352941174,0.7352941176470588,18.38235294117647,33.088235294117645,7.352941176470589,0.7352941176470588
W00007505,130,60,1,19,31,18,1,46.15384615384615,0.7692307692307693,14.615384615384617,23.846153846153847,13.846153846153847,0.7692307692307693
W00007506,162,65,4,24,56,12,1,40.123456790123456,2.4691358024691357,14.814814814814813,34.5679012345679,7.4074074074074066,0.6172839506172839
W00007507,129,40,2,23,50,13,1,31.007751937984494,1.550387596899225,17.829457364341085,38.759689922480625,10.077519379844961,0.7751937984496124
W00007508,130,46,1,29,40,14,0,35.38461538461539,0.7692307692307693,22.30769230769231,30.76923076923077,10.76923076923077,0
W00007509,130,39,1,27,44,19,0,30,0.7692307692307693,20.76923076923077,33.84615384615385,14.615384615384617,0
W00007510,130,35,1,27,52,14,1,26.923076923076923,0.7692307692307693,20.76923076923077,40,10.76923076923077,0.7692307692307693
W00007511,125,50,2,16,48,9,0,40,1.6,12.8,38.4,7.199999999999999,0
W00007512,121,25,1,28,43,24,0,20.66115702479339,0.8264462809917356,23.140495867768596,35.53719008264463,19.834710743801654,0
W00007513,125,42,2,17,46,17,1,33.6,1.6,13.600000000000001,36.8,13.600000000000001,0.8
W00007514,126,31,4,27,46,18,0,24.6031746031746,3.1746031746031744,21.428571428571427,36.507936507936506,14.285714285714285,0
W00007515,115,64,0,11,32,8,0,55.65217391304348,0,9.565217391304348,27.82608695652174,6.956521739130435,0
W00007516,128,43,5,25,42,12,1,33.59375,3.90625,19.53125,32.8125,9.375,0.78125
W00007517,105,38,2,18,35,12,0,36.19047619047619,1.9047619047619049,17.142857142857142,33.33333333333333,11.428571428571429,0
W00007518,123,29,2,28,44,20,0,23.577235772357724,1.6260162601626018,22.76422764227642,35.77235772357724,16.260162601626014,0
W00007519,240,101,5,46,59,29,0,42.083333333333336,2.083333333333333,19.166666666666668,24.583333333333332,12.083333333333334,0
W00007520,93,26,3,25,30,7,2,27.956989247311824,3.225806451612903,26.881720430107524,32.25806451612903,7.526881720430108,2.1505376344086025
W00007521,170,36,2,58,43,30,1,21.176470588235293,1.1764705882352942,34.11764705882353,25.294117647058822,17.647058823529413,0.5882352941176471
W00007522,121,37,3,23,33,25,0,30.57851239669421,2.479338842975207,19.00826446280992,27.27272727272727,20.66115702479339,0
W00007523,121,30,1,23,39,28,0,24.793388429752067,0.8264462809917356,19.00826446280992,32.231404958677686,23.140495867768596,0
W00007524,133,42,1,28,41,21,0,31.57894736842105,0.7518796992481203,21.052631578947366,30.82706766917293,15.789473684210526,0
W00007525,135,37,2,46,40,10,0,27.40740740740741,1.4814814814814816,34.074074074074076,29.629629629629626,7.4074074074074066,0
W00007526,127,44,2,23,39,19,0,34.645669291338585,1.574803149606299,18.11023622047244,30.708661417322837,14.960629921259844,0
W00007527,130,32,0,33,39,25,1,24.615384615384617,0,25.384615384615383,30,19.230769230769234,0.7692307692307693
W00007528,119,23,3,12,69,12,0,19.327731092436977,2.5210084033613445,10.084033613445378,57.98319327731093,10.084033613445378,0
W00007529,124,31,1,37,36,19,0,25,0.8064516129032258,29.838709677419356,29.03225806451613,15.32258064516129,0
W00007530,135,37,0,42,42,14,0,27.40740740740741,0,31.11111111111111,31.11111111111111,10.37037037037037,0
W00007531,110,44,0,18,39,9,0,40,0,16.363636363636363,35.45454545454545,8.181818181818182,0
W00007532,120,32,3,22,40,23,0,26.666666666666668,2.5,18.333333333333332,33.33333333333333,19.166666666666668,0
W00007533,123,38,2,18,51,14,0,30.89430894308943,1.6260162601626018,14.634146341463413,41.46341463414634,11.38211382113821,0
W00007534,119,35,2,14,57,11,0,29.411764705882355,1.680672268907563,11.76470588235294,47.89915966386555,9.243697478991598,0
W00007535,128,28,2,41,31,25,1,21.875,1.5625,32.03125,24.21875,19.53125,0.78125
W00007536,128,43,1,23,47,14,0,33.59375,0.78125,17.96875,36.71875,10.9375,0
W00007537,111,39,0,26,34,12,0,35.13513513513514,0,23.423423423423422,30.630630630630627,10.81081081081081,0
W00007538,118,34,3,32,34,14,1,28.8135593220339,2.5423728813559325,27.11864406779661,28.8135593220339,11.864406779661017,0.847457627118644
W00007539,103,34,0,30,27,12,0,33.00970873786408,0,29.126213592233007,26.21359223300971,11.650485436893204,0
W00007540,119,35,3,27,39,15,0,29.411764705882355,2.5210084033613445,22.689075630252102,32.773109243697476,12.605042016806722,0
W00007541,120,37,1,21,48,13,0,30.833333333333336,0.8333333333333334,17.5,40,10.833333333333334,0
W00007542,120,37,3,19,47,14,0,30.833333333333336,2.5,15.833333333333332,39.166666666666664,11.666666666666666,0
W00007543,108,26,3,25,42,12,0,24.074074074074073,2.7777777777777777,23.14814814814815,38.88888888888889,11.11111111111111,0
W00007544,129,64,4,23,30,8,0,49.6124031007752,3.10077519379845,17.829457364341085,23.25581395348837,6.2015503875969,0
W00007545,100,71,0,10,11,8,0,71,0,10,11,8,0
W00007546,125,58,3,16,36,11,1,46.400000000000006,2.4,12.8,28.799999999999997,8.799999999999999,0.8
W00007547,237,53,6,45,93,40,0,22.362869198312236,2.5316455696202533,18.9873417721519,39.24050632911392,16.877637130801688,0
W00007548,123,36,1,27,42,17,0,29.268292682926827,0.8130081300813009,21.951219512195124,34.146341463414636,13.821138211382115,0
W00007549,109,37,4,16,39,12,1,33.94495412844037,3.669724770642202,14.678899082568808,35.77981651376147,11.009174311926607,0.9174311926605505
W00007550,125,23,1,23,60,18,0,18.4,0.8,18.4,48,14.399999999999999,0
W00007551,136,42,1,37,39,16,1,30.88235294117647,0.7352941176470588,27.205882352941174,28.676470588235293,11.76470588235294,0.7352941176470588
W00007552,118,30,3,27,46,12,0,25.423728813559322,2.5423728813559325,22.88135593220339,38.983050847457626,10.16949152542373,0
W00007553,118,37,1,16,45,19,0,31.35593220338983,0.847457627118644,13.559322033898304,38.13559322033898,16.101694915254235,0
W00007554,129,46,5,21,40,17,0,35.65891472868217,3.875968992248062,16.27906976744186,31.007751937984494,13.178294573643413,0
