OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
W00007530,132,37,22,15,92,17,47,28,14,5,15,8,7,0,13,2,11,0,0,3,0,3,28.030303030303028,16.666666666666664,11.363636363636363,69.6969696969697,12.878787878787879,35.60606060606061,21.21212121212121,10.606060606060606,3.787878787878788,11.363636363636363,6.0606060606060606,5.303030303030303,0,9.848484848484848,1.5151515151515151,8.333333333333332,0,0,2.272727272727273,0,2.272727272727273
W00007531,110,44,19,25,61,10,26,9,12,5,6,2,4,0,18,13,5,1,1,5,2,3,40,17.272727272727273,22.727272727272727,55.45454545454545,9.090909090909092,23.636363636363637,8.181818181818182,10.909090909090908,4.545454545454546,5.454545454545454,1.8181818181818181,3.6363636363636362,0,16.363636363636363,11.818181818181818,4.545454545454546,0.9090909090909091,0.9090909090909091,4.545454545454546,1.8181818181818181,2.727272727272727
W00007532,123,32,16,16,80,11,28,10,9,9,13,4,7,2,28,16,12,0,0,11,3,8,26.01626016260163,13.008130081300814,13.008130081300814,65.04065040650406,8.94308943089431,22.76422764227642,8.130081300813007,7.317073170731707,7.317073170731707,10.569105691056912,3.2520325203252036,5.691056910569105,1.6260162601626018,22.76422764227642,13.008130081300814,9.75609756097561,0,0,8.94308943089431,2.4390243902439024,6.504065040650407
W00007535,128,28,12,16,96,27,41,15,11,15,17,10,7,0,11,6,5,0,0,4,2,2,21.875,9.375,12.5,75,21.09375,32.03125,11.71875,8.59375,11.71875,13.28125,7.8125,5.46875,0,8.59375,4.6875,3.90625,0,0,3.125,1.5625,1.5625
W00007537,112,39,20,19,69,6,31,14,12,5,11,2,9,0,20,16,4,1,1,4,4,0,34.82142857142857,17.857142857142858,16.964285714285715,61.60714285714286,5.357142857142857,27.67857142857143,12.5,10.714285714285714,4.464285714285714,9.821428571428571,1.7857142857142856,8.035714285714286,0,17.857142857142858,14.285714285714285,3.571428571428571,0.8928571428571428,0.8928571428571428,3.571428571428571,3.571428571428571,0
W00007528,119,24,8,16,90,4,34,18,8,8,13,3,10,0,37,30,7,2,2,5,4,1,20.168067226890756,6.722689075630252,13.445378151260504,75.63025210084034,3.361344537815126,28.57142857142857,15.126050420168067,6.722689075630252,6.722689075630252,10.92436974789916,2.5210084033613445,8.403361344537815,0,31.092436974789916,25.210084033613445,5.88235294117647,1.680672268907563,1.680672268907563,4.201680672268908,3.361344537815126,0.8403361344537815
W00007533,119,36,19,17,80,9,27,12,9,6,20,4,16,0,23,19,4,1,1,3,1,2,30.252100840336134,15.966386554621847,14.285714285714285,67.22689075630252,7.563025210084033,22.689075630252102,10.084033613445378,7.563025210084033,5.042016806722689,16.80672268907563,3.361344537815126,13.445378151260504,0,19.327731092436977,15.966386554621847,3.361344537815126,0.8403361344537815,0.8403361344537815,2.5210084033613445,0.8403361344537815,1.680672268907563
W00007534,119,35,14,21,82,11,34,14,9,11,17,6,10,1,19,14,5,1,1,2,2,0,29.411764705882355,11.76470588235294,17.647058823529413,68.90756302521008,9.243697478991598,28.57142857142857,11.76470588235294,7.563025210084033,9.243697478991598,14.285714285714285,5.042016806722689,8.403361344537815,0.8403361344537815,15.966386554621847,11.76470588235294,4.201680672268908,0.8403361344537815,0.8403361344537815,1.680672268907563,1.680672268907563,0
W00007536,127,43,19,24,77,11,29,13,9,7,13,3,6,4,24,16,8,0,0,7,4,3,33.85826771653544,14.960629921259844,18.89763779527559,60.629921259842526,8.661417322834646,22.83464566929134,10.236220472440944,7.086614173228346,5.511811023622047,10.236220472440944,2.3622047244094486,4.724409448818897,3.149606299212598,18.89763779527559,12.598425196850393,6.299212598425196,0,0,5.511811023622047,3.149606299212598,2.3622047244094486
W00007527,130,33,14,19,90,13,47,15,24,8,18,11,6,1,12,7,5,0,0,7,3,4,25.384615384615383,10.76923076923077,14.615384615384617,69.23076923076923,10,36.15384615384615,11.538461538461538,18.461538461538463,6.153846153846154,13.846153846153847,8.461538461538462,4.615384615384616,0.7692307692307693,9.230769230769232,5.384615384615385,3.8461538461538463,0,0,5.384615384615385,2.307692307692308,3.076923076923077
