OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
W00007502,159,20,5,35,34,12,3,1,1,28,20,12.578616352201259,3.1446540880503147,22.0125786163522,21.38364779874214,7.547169811320755,1.8867924528301887,0.628930817610063,0.628930817610063,17.61006289308176,12.578616352201259
W00007503,65,4,2,16,12,2,4,0,4,10,11,6.153846153846154,3.076923076923077,24.615384615384617,18.461538461538463,3.076923076923077,6.153846153846154,0,6.153846153846154,15.384615384615385,16.923076923076923
W00007504,122,13,5,35,26,4,0,2,1,17,19,10.655737704918032,4.098360655737705,28.688524590163933,21.311475409836063,3.278688524590164,0,1.639344262295082,0.819672131147541,13.934426229508196,15.573770491803279
W00007505,95,27,5,25,10,5,0,1,0,6,16,28.421052631578945,5.263157894736842,26.31578947368421,10.526315789473683,5.263157894736842,0,1.0526315789473684,0,6.315789473684211,16.842105263157894
W00007506,134,11,6,24,42,5,4,1,3,11,27,8.208955223880597,4.477611940298507,17.91044776119403,31.343283582089555,3.731343283582089,2.9850746268656714,0.7462686567164178,2.2388059701492535,8.208955223880597,20.149253731343283
W00007507,134,13,6,36,29,6,2,1,0,25,16,9.701492537313433,4.477611940298507,26.865671641791046,21.641791044776117,4.477611940298507,1.4925373134328357,0.7462686567164178,0,18.65671641791045,11.940298507462686
W00007508,138,13,2,32,22,5,4,0,5,32,23,9.420289855072465,1.4492753623188406,23.18840579710145,15.942028985507244,3.6231884057971016,2.898550724637681,0,3.6231884057971016,23.18840579710145,16.666666666666664
W00007509,134,11,6,22,36,9,4,4,4,21,17,8.208955223880597,4.477611940298507,16.417910447761194,26.865671641791046,6.7164179104477615,2.9850746268656714,2.9850746268656714,2.9850746268656714,15.671641791044777,12.686567164179104
W00007510,149,20,6,38,31,14,0,1,1,21,17,13.422818791946309,4.026845637583892,25.503355704697988,20.80536912751678,9.395973154362416,0,0.6711409395973155,0.6711409395973155,14.093959731543624,11.409395973154362
W00007511,114,20,3,24,20,7,0,1,0,25,14,17.543859649122805,2.631578947368421,21.052631578947366,17.543859649122805,6.140350877192982,0,0.8771929824561403,0,21.929824561403507,12.280701754385964
W00007512,141,33,4,23,23,9,4,3,2,25,15,23.404255319148938,2.8368794326241136,16.312056737588655,16.312056737588655,6.382978723404255,2.8368794326241136,2.127659574468085,1.4184397163120568,17.73049645390071,10.638297872340425
W00007513,113,23,5,24,19,7,3,1,2,14,15,20.353982300884958,4.424778761061947,21.238938053097346,16.8141592920354,6.1946902654867255,2.6548672566371683,0.8849557522123894,1.7699115044247788,12.389380530973451,13.274336283185843
W00007514,147,20,8,29,39,5,1,1,1,20,23,13.60544217687075,5.442176870748299,19.727891156462583,26.53061224489796,3.4013605442176873,0.6802721088435374,0.6802721088435374,0.6802721088435374,13.60544217687075,15.646258503401361
W00007515,81,5,6,17,11,4,1,0,3,18,16,6.172839506172839,7.4074074074074066,20.98765432098765,13.580246913580247,4.938271604938271,1.2345679012345678,0,3.7037037037037033,22.22222222222222,19.753086419753085
W00007516,130,18,9,33,20,7,3,0,0,24,16,13.846153846153847,6.923076923076923,25.384615384615383,15.384615384615385,5.384615384615385,2.307692307692308,0,0,18.461538461538463,12.307692307692308
W00007517,103,11,24,9,14,5,3,0,3,18,16,10.679611650485436,23.300970873786408,8.737864077669903,13.592233009708737,4.854368932038835,2.912621359223301,0,2.912621359223301,17.475728155339805,15.53398058252427
W00007518,130,17,27,8,17,12,2,1,3,8,35,13.076923076923078,20.76923076923077,6.153846153846154,13.076923076923078,9.230769230769232,1.5384615384615385,0.7692307692307693,2.307692307692308,6.153846153846154,26.923076923076923
W00007519,201,37,34,9,41,10,8,2,2,35,23,18.407960199004975,16.91542288557214,4.477611940298507,20.398009950248756,4.975124378109453,3.9800995024875623,0.9950248756218906,0.9950248756218906,17.412935323383085,11.442786069651742
W00007520,109,13,10,6,23,11,6,3,1,18,18,11.926605504587156,9.174311926605505,5.5045871559633035,21.100917431192663,10.091743119266056,5.5045871559633035,2.7522935779816518,0.9174311926605505,16.51376146788991,16.51376146788991
W00007521,211,24,31,13,37,22,6,5,5,46,22,11.374407582938389,14.691943127962084,6.161137440758294,17.535545023696685,10.42654028436019,2.843601895734597,2.3696682464454977,2.3696682464454977,21.80094786729858,10.42654028436019
W00007522,145,19,35,10,18,15,6,3,4,17,18,13.10344827586207,24.137931034482758,6.896551724137931,12.413793103448276,10.344827586206897,4.137931034482759,2.0689655172413794,2.7586206896551726,11.724137931034482,12.413793103448276
W00007523,141,30,20,10,23,10,5,4,0,23,16,21.27659574468085,14.184397163120568,7.092198581560284,16.312056737588655,7.092198581560284,3.546099290780142,2.8368794326241136,0,16.312056737588655,11.347517730496454
W00007524,140,17,28,9,19,16,11,3,2,20,15,12.142857142857142,20,6.428571428571428,13.571428571428571,11.428571428571429,7.857142857142857,2.142857142857143,1.4285714285714286,14.285714285714285,10.714285714285714
W00007525,164,35,30,8,18,11,6,10,1,25,20,21.341463414634145,18.29268292682927,4.878048780487805,10.975609756097562,6.707317073170732,3.6585365853658534,6.097560975609756,0.6097560975609756,15.24390243902439,12.195121951219512
W00007526,114,15,18,5,19,9,2,4,3,16,23,13.157894736842104,15.789473684210526,4.385964912280701,16.666666666666664,7.894736842105263,1.7543859649122806,3.508771929824561,2.631578947368421,14.035087719298245,20.175438596491226
W00007527,155,14,34,11,17,17,5,3,3,21,30,9.032258064516128,21.935483870967744,7.096774193548387,10.967741935483872,10.967741935483872,3.225806451612903,1.935483870967742,1.935483870967742,13.548387096774196,19.35483870967742
W00007528,85,14,22,9,14,2,2,1,1,7,13,16.470588235294116,25.882352941176475,10.588235294117647,16.470588235294116,2.3529411764705883,2.3529411764705883,1.1764705882352942,1.1764705882352942,8.235294117647058,15.294117647058824
W00007529,127,8,24,10,21,9,7,5,1,27,15,6.299212598425196,18.89763779527559,7.874015748031496,16.535433070866144,7.086614173228346,5.511811023622047,3.937007874015748,0.7874015748031495,21.25984251968504,11.811023622047244
W00007530,128,18,21,8,27,11,6,3,0,14,20,14.0625,16.40625,6.25,21.09375,8.59375,4.6875,2.34375,0,10.9375,15.625
W00007531,71,12,9,5,11,7,2,0,3,10,12,16.901408450704224,12.676056338028168,7.042253521126761,15.492957746478872,9.859154929577464,2.8169014084507045,0,4.225352112676056,14.084507042253522,16.901408450704224
W00007532,128,9,21,10,17,11,5,7,3,26,19,7.03125,16.40625,7.8125,13.28125,8.59375,3.90625,5.46875,2.34375,20.3125,14.84375
W00007533,85,11,13,12,13,9,4,0,2,7,14,12.941176470588237,15.294117647058824,14.117647058823529,15.294117647058824,10.588235294117647,4.705882352941177,0,2.3529411764705883,8.235294117647058,16.470588235294116
W00007534,106,11,24,13,15,9,3,6,5,7,13,10.377358490566039,22.641509433962266,12.264150943396226,14.150943396226415,8.49056603773585,2.8301886792452833,5.660377358490567,4.716981132075472,6.60377358490566,12.264150943396226
W00007535,141,19,18,5,20,9,10,5,3,32,20,13.47517730496454,12.76595744680851,3.546099290780142,14.184397163120568,6.382978723404255,7.092198581560284,3.546099290780142,2.127659574468085,22.69503546099291,14.184397163120568
W00007536,111,20,19,17,16,8,1,2,2,6,20,18.01801801801802,17.117117117117118,15.315315315315313,14.414414414414415,7.207207207207207,0.9009009009009009,1.8018018018018018,1.8018018018018018,5.405405405405405,18.01801801801802
