OA,ts0750001,ts0750002,ts0750003,ts0750004,ts0750005,ts0750006,ts0750007,ts0750002_PCT,ts0750003_PCT,ts0750004_PCT,ts0750005_PCT,ts0750006_PCT,ts0750007_PCT
E00015167,236,74,5,58,60,30,9,31.35593220338983,2.11864406779661,24.576271186440678,25.423728813559322,12.711864406779661,3.8135593220338984
E00015168,153,67,3,39,24,19,1,43.790849673202615,1.9607843137254901,25.49019607843137,15.686274509803921,12.418300653594772,0.6535947712418301
E00015169,104,34,2,29,22,16,1,32.69230769230769,1.9230769230769231,27.884615384615387,21.153846153846153,15.384615384615385,0.9615384615384616
E00015171,119,61,0,31,12,15,0,51.26050420168067,0,26.05042016806723,10.084033613445378,12.605042016806722,0
E00015172,66,33,1,8,16,5,3,50,1.5151515151515151,12.121212121212121,24.242424242424242,7.575757575757576,4.545454545454546
E00015173,97,41,3,15,21,15,2,42.2680412371134,3.0927835051546393,15.463917525773196,21.649484536082475,15.463917525773196,2.0618556701030926
E00015175,112,34,1,30,29,16,2,30.357142857142854,0.8928571428571428,26.785714285714285,25.892857142857146,14.285714285714285,1.7857142857142856
E00015176,134,59,2,26,29,14,4,44.02985074626866,1.4925373134328357,19.402985074626866,21.641791044776117,10.44776119402985,2.9850746268656714
E00015178,69,18,1,29,9,11,1,26.08695652173913,1.4492753623188406,42.028985507246375,13.043478260869565,15.942028985507244,1.4492753623188406
E00015179,89,29,0,27,18,14,1,32.58426966292135,0,30.337078651685395,20.224719101123593,15.730337078651685,1.1235955056179776
E00015181,113,51,5,21,20,14,2,45.13274336283185,4.424778761061947,18.58407079646018,17.699115044247787,12.389380530973451,1.7699115044247788
E00015182,86,27,1,18,21,17,2,31.3953488372093,1.1627906976744187,20.930232558139537,24.418604651162788,19.767441860465116,2.3255813953488373
E00015183,50,14,1,21,6,8,0,28.000000000000004,2,42,12,16,0
E00015184,111,43,1,31,25,11,0,38.73873873873874,0.9009009009009009,27.927927927927925,22.52252252252252,9.90990990990991,0
E00015185,148,72,3,32,22,14,5,48.64864864864865,2.027027027027027,21.62162162162162,14.864864864864865,9.45945945945946,3.3783783783783785
E00015186,40,7,1,21,6,5,0,17.5,2.5,52.5,15,12.5,0
E00015187,114,39,4,34,21,12,4,34.21052631578947,3.508771929824561,29.82456140350877,18.421052631578945,10.526315789473683,3.508771929824561
E00015188,45,18,0,15,6,6,0,40,0,33.33333333333333,13.333333333333334,13.333333333333334,0
E00015189,185,66,5,53,40,19,2,35.67567567567568,2.7027027027027026,28.64864864864865,21.62162162162162,10.27027027027027,1.0810810810810811
E00015190,177,82,2,52,24,15,2,46.32768361581921,1.1299435028248588,29.37853107344633,13.559322033898304,8.47457627118644,1.1299435028248588
E00015191,86,34,1,23,18,7,3,39.53488372093023,1.1627906976744187,26.744186046511626,20.930232558139537,8.13953488372093,3.488372093023256
E00015192,110,37,3,40,22,7,1,33.63636363636363,2.727272727272727,36.36363636363637,20,6.363636363636363,0.9090909090909091
E00015193,54,25,1,6,11,11,0,46.2962962962963,1.8518518518518516,11.11111111111111,20.37037037037037,20.37037037037037,0
E00015194,84,44,0,22,10,7,1,52.38095238095239,0,26.190476190476193,11.904761904761903,8.333333333333332,1.1904761904761905
E00015195,137,30,3,65,22,14,3,21.897810218978105,2.18978102189781,47.44525547445255,16.05839416058394,10.218978102189782,2.18978102189781
E00015196,69,31,3,12,12,9,2,44.927536231884055,4.3478260869565215,17.391304347826086,17.391304347826086,13.043478260869565,2.898550724637681
E00015197,129,65,2,39,15,7,1,50.3875968992248,1.550387596899225,30.23255813953488,11.627906976744185,5.426356589147287,0.7751937984496124
E00015198,105,48,3,17,19,12,6,45.714285714285715,2.857142857142857,16.19047619047619,18.095238095238095,11.428571428571429,5.714285714285714
E00015199,169,56,4,53,18,33,5,33.13609467455622,2.366863905325444,31.360946745562128,10.650887573964498,19.526627218934912,2.9585798816568047
E00015201,132,46,2,24,40,20,0,34.84848484848485,1.5151515151515151,18.181818181818183,30.303030303030305,15.151515151515152,0
E00015202,47,12,0,17,8,10,0,25.53191489361702,0,36.17021276595745,17.02127659574468,21.27659574468085,0
E00015203,137,45,3,43,25,18,3,32.846715328467155,2.18978102189781,31.386861313868614,18.248175182481752,13.138686131386862,2.18978102189781
E00015204,146,36,3,44,40,19,4,24.65753424657534,2.054794520547945,30.136986301369863,27.397260273972602,13.013698630136986,2.73972602739726
E00015205,161,61,3,28,47,21,1,37.88819875776397,1.8633540372670807,17.391304347826086,29.19254658385093,13.043478260869565,0.6211180124223602
E00015206,128,31,0,64,17,16,0,24.21875,0,50,13.28125,12.5,0
E00015207,247,87,11,62,58,28,1,35.22267206477733,4.4534412955465585,25.101214574898783,23.481781376518217,11.336032388663968,0.4048582995951417
E00015208,164,50,0,26,51,35,2,30.48780487804878,0,15.853658536585366,31.097560975609756,21.341463414634145,1.2195121951219512
E00015209,155,32,2,33,52,31,5,20.64516129032258,1.2903225806451613,21.29032258064516,33.5483870967742,20,3.225806451612903
E00015210,121,31,2,31,36,20,1,25.6198347107438,1.6528925619834711,25.6198347107438,29.75206611570248,16.528925619834713,0.8264462809917356
E00015211,130,59,3,18,31,17,2,45.38461538461539,2.307692307692308,13.846153846153847,23.846153846153847,13.076923076923078,1.5384615384615385
E00015212,113,38,0,16,32,24,3,33.6283185840708,0,14.15929203539823,28.31858407079646,21.238938053097346,2.6548672566371683
E00015213,141,39,4,31,46,19,2,27.659574468085108,2.8368794326241136,21.98581560283688,32.62411347517731,13.47517730496454,1.4184397163120568
