OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
W00007502,159,28,0,0,2,1,0,104,8,0,13,3,17.61006289308176,0,0,1.257861635220126,0.628930817610063,0,65.40880503144653,5.031446540880504,0,8.176100628930817,1.8867924528301887
W00007503,64,10,0,0,3,0,0,41,4,0,5,1,15.625,0,0,4.6875,0,0,64.0625,6.25,0,7.8125,1.5625
W00007504,120,17,0,0,4,0,1,77,12,1,8,0,14.166666666666666,0,0,3.3333333333333335,0,0.8333333333333334,64.16666666666667,10,0.8333333333333334,6.666666666666667,0
W00007505,100,6,0,0,3,0,0,54,15,0,18,4,6,0,0,3,0,0,54,15,0,18,4
W00007506,132,11,0,0,2,1,0,89,17,0,11,1,8.333333333333332,0,0,1.5151515151515151,0.7575757575757576,0,67.42424242424242,12.878787878787879,0,8.333333333333332,0.7575757575757576
W00007507,137,25,0,0,1,0,0,89,10,0,11,1,18.248175182481752,0,0,0.7299270072992701,0,0,64.96350364963503,7.2992700729927,0,8.02919708029197,0.7299270072992701
W00007508,139,32,0,0,0,1,0,88,8,0,9,1,23.021582733812952,0,0,0,0.7194244604316548,0,63.30935251798561,5.755395683453238,0,6.474820143884892,0.7194244604316548
W00007509,137,21,0,0,0,0,2,98,8,0,8,0,15.328467153284672,0,0,0,0,1.4598540145985401,71.53284671532847,5.839416058394161,0,5.839416058394161,0
W00007510,148,21,0,0,0,0,0,109,5,0,13,0,14.18918918918919,0,0,0,0,0,73.64864864864865,3.3783783783783785,0,8.783783783783784,0
W00007511,113,25,0,2,5,0,0,60,4,1,15,1,22.123893805309734,0,1.7699115044247788,4.424778761061947,0,0,53.09734513274337,3.5398230088495577,0.8849557522123894,13.274336283185843,0.8849557522123894
W00007512,143,25,0,1,2,0,0,83,10,1,20,1,17.482517482517483,0,0.6993006993006993,1.3986013986013985,0,0,58.04195804195804,6.993006993006993,0.6993006993006993,13.986013986013987,0.6993006993006993
W00007513,121,14,0,0,4,4,2,72,10,0,15,0,11.570247933884298,0,0,3.3057851239669422,3.3057851239669422,1.6528925619834711,59.50413223140496,8.264462809917356,0,12.396694214876034,0
W00007514,144,20,0,0,1,2,1,99,8,1,12,0,13.88888888888889,0,0,0.6944444444444444,1.3888888888888888,0.6944444444444444,68.75,5.555555555555555,0.6944444444444444,8.333333333333332,0
W00007515,84,18,0,1,0,0,0,48,9,1,7,0,21.428571428571427,0,1.1904761904761905,0,0,0,57.14285714285714,10.714285714285714,1.1904761904761905,8.333333333333332,0
W00007516,131,24,0,0,3,3,3,72,16,0,9,1,18.3206106870229,0,0,2.2900763358778624,2.2900763358778624,2.2900763358778624,54.961832061068705,12.213740458015266,0,6.870229007633588,0.7633587786259541
W00007517,103,18,0,1,0,2,1,68,7,0,4,2,17.475728155339805,0,0.9708737864077669,0,1.9417475728155338,0.9708737864077669,66.01941747572816,6.796116504854369,0,3.8834951456310676,1.9417475728155338
W00007518,133,8,0,0,1,0,0,103,14,0,7,0,6.015037593984962,0,0,0.7518796992481203,0,0,77.44360902255639,10.526315789473683,0,5.263157894736842,0
W00007519,202,35,0,2,1,1,0,139,13,1,8,2,17.326732673267326,0,0.9900990099009901,0.49504950495049505,0.49504950495049505,0,68.8118811881188,6.435643564356436,0.49504950495049505,3.9603960396039604,0.9900990099009901
W00007520,110,18,0,0,0,0,1,81,4,0,3,3,16.363636363636363,0,0,0,0,0.9090909090909091,73.63636363636363,3.6363636363636362,0,2.727272727272727,2.727272727272727
W00007521,211,46,0,0,3,1,0,145,10,0,6,0,21.80094786729858,0,0,1.4218009478672986,0.47393364928909953,0,68.72037914691943,4.739336492890995,0,2.843601895734597,0
W00007522,143,17,0,0,1,0,0,111,8,1,5,0,11.888111888111888,0,0,0.6993006993006993,0,0,77.62237762237763,5.594405594405594,0.6993006993006993,3.4965034965034967,0
