OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
E00114240,100,45,0,0,1,2,0,39,6,1,5,1,45,0,0,1,2,0,39,6,1,5,1
E00114241,49,16,0,0,0,0,0,27,1,0,4,1,32.6530612244898,0,0,0,0,0,55.10204081632652,2.0408163265306123,0,8.16326530612245,2.0408163265306123
E00114242,94,48,0,1,0,0,1,39,1,0,3,1,51.06382978723404,0,1.0638297872340425,0,0,1.0638297872340425,41.48936170212766,1.0638297872340425,0,3.1914893617021276,1.0638297872340425
E00114243,155,86,0,3,0,0,0,60,4,0,0,2,55.483870967741936,0,1.935483870967742,0,0,0,38.70967741935484,2.5806451612903225,0,0,1.2903225806451613
E00114244,139,73,0,3,3,0,0,50,3,1,4,2,52.51798561151079,0,2.158273381294964,2.158273381294964,0,0,35.97122302158273,2.158273381294964,0.7194244604316548,2.877697841726619,1.4388489208633095
E00114245,156,88,0,2,1,0,1,49,6,1,6,2,56.41025641025641,0,1.282051282051282,0.641025641025641,0,0.641025641025641,31.41025641025641,3.8461538461538463,0.641025641025641,3.8461538461538463,1.282051282051282
E00114246,137,55,0,0,0,0,1,71,0,1,8,1,40.14598540145985,0,0,0,0,0.7299270072992701,51.82481751824818,0,0.7299270072992701,5.839416058394161,0.7299270072992701
E00114247,204,119,0,4,0,0,0,69,7,1,3,1,58.333333333333336,0,1.9607843137254901,0,0,0,33.82352941176471,3.431372549019608,0.49019607843137253,1.4705882352941175,0.49019607843137253
E00114248,153,59,0,2,2,2,0,74,4,3,7,0,38.56209150326798,0,1.3071895424836601,1.3071895424836601,1.3071895424836601,0,48.366013071895424,2.6143790849673203,1.9607843137254901,4.57516339869281,0
E00114249,238,118,2,3,1,1,1,95,6,2,8,1,49.57983193277311,0.8403361344537815,1.2605042016806722,0.42016806722689076,0.42016806722689076,0.42016806722689076,39.91596638655462,2.5210084033613445,0.8403361344537815,3.361344537815126,0.42016806722689076
E00114250,202,124,0,1,1,0,0,60,4,3,9,0,61.386138613861384,0,0.49504950495049505,0.49504950495049505,0,0,29.7029702970297,1.9801980198019802,1.4851485148514851,4.455445544554455,0
E00114251,188,110,0,1,2,0,0,65,3,2,5,0,58.51063829787234,0,0.5319148936170213,1.0638297872340425,0,0,34.57446808510639,1.5957446808510638,1.0638297872340425,2.6595744680851063,0
E00114252,147,75,0,3,2,0,0,51,3,5,6,2,51.02040816326531,0,2.0408163265306123,1.3605442176870748,0,0,34.69387755102041,2.0408163265306123,3.4013605442176873,4.081632653061225,1.3605442176870748
E00114253,147,54,0,3,4,2,0,74,2,2,6,0,36.734693877551024,0,2.0408163265306123,2.7210884353741496,1.3605442176870748,0,50.34013605442177,1.3605442176870748,1.3605442176870748,4.081632653061225,0
E00114254,111,53,0,1,2,0,0,45,3,2,5,0,47.74774774774775,0,0.9009009009009009,1.8018018018018018,0,0,40.54054054054054,2.7027027027027026,1.8018018018018018,4.504504504504505,0
E00114255,161,84,0,3,2,1,1,59,1,2,8,0,52.17391304347826,0,1.8633540372670807,1.2422360248447204,0.6211180124223602,0.6211180124223602,36.64596273291926,0.6211180124223602,1.2422360248447204,4.968944099378882,0
E00114256,151,78,0,0,3,0,0,52,5,3,10,0,51.65562913907284,0,0,1.9867549668874174,0,0,34.437086092715234,3.3112582781456954,1.9867549668874174,6.622516556291391,0
E00114257,186,100,0,0,2,0,0,68,6,1,9,0,53.76344086021505,0,0,1.0752688172043012,0,0,36.55913978494624,3.225806451612903,0.5376344086021506,4.838709677419355,0
E00114258,177,90,0,2,3,0,0,68,6,2,4,2,50.847457627118644,0,1.1299435028248588,1.694915254237288,0,0,38.4180790960452,3.389830508474576,1.1299435028248588,2.2598870056497176,1.1299435028248588
E00114259,144,77,0,0,0,0,0,50,6,3,7,1,53.47222222222222,0,0,0,0,0,34.72222222222222,4.166666666666666,2.083333333333333,4.861111111111112,0.6944444444444444
E00114260,77,30,0,1,1,0,0,40,2,0,3,0,38.961038961038966,0,1.2987012987012987,1.2987012987012987,0,0,51.94805194805194,2.5974025974025974,0,3.896103896103896,0
E00114261,160,83,0,5,0,2,1,54,7,0,4,4,51.87500000000001,0,3.125,0,1.25,0.625,33.75,4.375,0,2.5,2.5
E00114262,163,68,0,0,3,0,0,75,4,1,9,3,41.717791411042946,0,0,1.8404907975460123,0,0,46.012269938650306,2.4539877300613497,0.6134969325153374,5.521472392638037,1.8404907975460123
E00114263,158,64,0,2,2,1,1,76,4,1,7,0,40.50632911392405,0,1.2658227848101267,1.2658227848101267,0.6329113924050633,0.6329113924050633,48.10126582278481,2.5316455696202533,0.6329113924050633,4.430379746835443,0
E00114264,139,74,0,1,1,0,2,54,4,0,3,0,53.23741007194245,0,0.7194244604316548,0.7194244604316548,0,1.4388489208633095,38.84892086330935,2.877697841726619,0,2.158273381294964,0
E00114265,134,58,0,0,1,1,0,67,3,0,4,0,43.28358208955223,0,0,0.7462686567164178,0.7462686567164178,0,50,2.2388059701492535,0,2.9850746268656714,0
E00114266,168,59,0,0,2,0,1,84,8,3,11,0,35.11904761904761,0,0,1.1904761904761905,0,0.5952380952380952,50,4.761904761904762,1.7857142857142856,6.547619047619048,0
