OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
E00008537,104,2,4,40,1,3,0,0,2,37,15,1.9230769230769231,3.8461538461538463,38.46153846153847,0.9615384615384616,2.8846153846153846,0,0,1.9230769230769231,35.57692307692308,14.423076923076922
E00008538,176,3,15,26,6,0,1,0,0,106,19,1.7045454545454544,8.522727272727272,14.772727272727273,3.4090909090909087,0,0.5681818181818182,0,0,60.22727272727273,10.795454545454545
E00008539,152,2,7,26,7,0,0,0,0,94,16,1.3157894736842104,4.605263157894736,17.105263157894736,4.605263157894736,0,0,0,0,61.8421052631579,10.526315789473683
E00008540,90,3,10,17,7,0,1,1,1,43,7,3.3333333333333335,11.11111111111111,18.88888888888889,7.777777777777778,0,1.1111111111111112,1.1111111111111112,1.1111111111111112,47.77777777777778,7.777777777777778
E00008542,273,12,33,43,11,2,1,1,0,153,17,4.395604395604396,12.087912087912088,15.75091575091575,4.029304029304029,0.7326007326007326,0.3663003663003663,0.3663003663003663,0,56.043956043956044,6.227106227106227
E00008543,243,9,27,47,5,1,0,1,0,108,45,3.7037037037037033,11.11111111111111,19.34156378600823,2.05761316872428,0.411522633744856,0,0.411522633744856,0,44.44444444444444,18.51851851851852
E00008544,137,7,19,36,12,2,0,0,1,38,22,5.109489051094891,13.86861313868613,26.277372262773724,8.75912408759124,1.4598540145985401,0,0,0.7299270072992701,27.73722627737226,16.05839416058394
E00008545,192,6,13,22,1,2,0,0,0,132,16,3.125,6.770833333333333,11.458333333333332,0.5208333333333333,1.0416666666666665,0,0,0,68.75,8.333333333333332
E00008548,150,2,18,21,3,2,0,0,0,95,9,1.3333333333333335,12,14.000000000000002,2,1.3333333333333335,0,0,0,63.33333333333333,6
E00008549,228,13,23,36,6,2,1,0,0,133,14,5.701754385964912,10.087719298245613,15.789473684210526,2.631578947368421,0.8771929824561403,0.43859649122807015,0,0,58.333333333333336,6.140350877192982
E00008550,134,4,9,14,4,1,0,2,1,87,12,2.9850746268656714,6.7164179104477615,10.44776119402985,2.9850746268656714,0.7462686567164178,0,1.4925373134328357,0.7462686567164178,64.92537313432835,8.955223880597014
E00008552,186,3,20,28,7,0,1,0,0,108,19,1.6129032258064515,10.75268817204301,15.053763440860216,3.763440860215054,0,0.5376344086021506,0,0,58.06451612903226,10.21505376344086
E00008554,196,6,19,25,8,1,0,1,1,115,20,3.061224489795918,9.693877551020408,12.755102040816327,4.081632653061225,0.5102040816326531,0,0.5102040816326531,0.5102040816326531,58.673469387755105,10.204081632653061
E00008555,136,7,11,16,8,0,0,0,0,79,15,5.147058823529411,8.088235294117647,11.76470588235294,5.88235294117647,0,0,0,0,58.08823529411765,11.029411764705882
E00008557,118,8,13,24,10,1,0,0,1,44,17,6.779661016949152,11.016949152542372,20.33898305084746,8.47457627118644,0.847457627118644,0,0,0.847457627118644,37.28813559322034,14.40677966101695
E00008558,114,18,20,15,5,2,0,2,1,31,20,15.789473684210526,17.543859649122805,13.157894736842104,4.385964912280701,1.7543859649122806,0,1.7543859649122806,0.8771929824561403,27.192982456140353,17.543859649122805
E00008559,158,3,15,27,5,0,1,0,0,98,9,1.89873417721519,9.49367088607595,17.088607594936708,3.1645569620253164,0,0.6329113924050633,0,0,62.0253164556962,5.69620253164557
E00008560,250,6,27,31,8,0,1,1,1,159,16,2.4,10.8,12.4,3.2,0,0.4,0.4,0.4,63.6,6.4
E00008561,98,11,10,19,3,2,0,0,0,34,19,11.224489795918368,10.204081632653061,19.387755102040817,3.061224489795918,2.0408163265306123,0,0,0,34.69387755102041,19.387755102040817
E00008562,166,2,15,20,4,0,2,0,0,118,5,1.2048192771084338,9.036144578313253,12.048192771084338,2.4096385542168677,0,1.2048192771084338,0,0,71.08433734939759,3.0120481927710845
E00008563,152,3,8,20,9,3,0,0,4,89,16,1.9736842105263157,5.263157894736842,13.157894736842104,5.921052631578947,1.9736842105263157,0,0,2.631578947368421,58.55263157894737,10.526315789473683
E00008564,206,10,16,16,4,0,0,0,0,142,18,4.854368932038835,7.766990291262135,7.766990291262135,1.9417475728155338,0,0,0,0,68.93203883495146,8.737864077669903
E00008565,265,1,26,25,10,0,0,3,0,186,14,0.37735849056603776,9.811320754716983,9.433962264150944,3.7735849056603774,0,0,1.1320754716981132,0,70.18867924528301,5.283018867924529
E00008566,166,3,18,14,3,1,0,0,0,119,8,1.8072289156626504,10.843373493975903,8.433734939759036,1.8072289156626504,0.6024096385542169,0,0,0,71.6867469879518,4.819277108433735
E00008568,108,5,9,14,2,0,1,1,0,70,6,4.62962962962963,8.333333333333332,12.962962962962962,1.8518518518518516,0,0.9259259259259258,0.9259259259259258,0,64.81481481481481,5.555555555555555
