OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
E00147779,243,50,30,25,18,61,56,3,20.5761316872428,12.345679012345679,10.2880658436214,7.4074074074074066,25.102880658436217,23.045267489711936,1.2345679012345678
E00147780,264,32,17,38,13,45,113,6,12.121212121212121,6.4393939393939394,14.393939393939394,4.924242424242424,17.045454545454543,42.803030303030305,2.272727272727273
E00147781,361,37,25,55,20,66,152,6,10.249307479224377,6.9252077562326875,15.23545706371191,5.540166204986149,18.282548476454295,42.10526315789473,1.662049861495845
E00147782,268,29,26,34,23,55,101,0,10.820895522388058,9.701492537313433,12.686567164179104,8.582089552238806,20.522388059701495,37.6865671641791,0
E00147783,307,49,22,44,26,72,87,7,15.960912052117262,7.166123778501629,14.332247557003258,8.469055374592834,23.452768729641694,28.338762214983714,2.2801302931596092
E00147784,135,16,9,26,9,33,41,1,11.851851851851853,6.666666666666667,19.25925925925926,6.666666666666667,24.444444444444443,30.37037037037037,0.7407407407407408
E00147785,233,34,21,33,15,39,81,10,14.592274678111588,9.012875536480687,14.163090128755366,6.437768240343347,16.738197424892704,34.763948497854074,4.291845493562231
E00147786,245,40,16,28,23,41,86,11,16.3265306122449,6.530612244897959,11.428571428571429,9.387755102040817,16.73469387755102,35.10204081632653,4.489795918367347
E00147787,276,29,18,34,15,49,122,9,10.507246376811594,6.521739130434782,12.318840579710146,5.434782608695652,17.753623188405797,44.20289855072464,3.260869565217391
E00147788,324,37,19,45,25,44,148,6,11.419753086419753,5.864197530864197,13.88888888888889,7.716049382716049,13.580246913580247,45.67901234567901,1.8518518518518516
E00147789,285,38,30,42,14,76,80,5,13.333333333333334,10.526315789473683,14.736842105263156,4.912280701754386,26.666666666666668,28.07017543859649,1.7543859649122806
E00147790,105,15,11,12,3,16,48,0,14.285714285714285,10.476190476190476,11.428571428571429,2.857142857142857,15.238095238095239,45.714285714285715,0
E00147791,262,28,12,49,10,40,116,7,10.687022900763358,4.580152671755725,18.702290076335878,3.816793893129771,15.267175572519085,44.274809160305345,2.6717557251908395
E00147792,150,15,14,13,11,16,78,3,10,9.333333333333334,8.666666666666668,7.333333333333333,10.666666666666668,52,2
E00147793,235,24,19,30,9,35,112,6,10.212765957446807,8.085106382978724,12.76595744680851,3.829787234042553,14.893617021276595,47.65957446808511,2.553191489361702
E00147794,294,32,18,51,15,51,123,4,10.884353741496598,6.122448979591836,17.346938775510203,5.1020408163265305,17.346938775510203,41.83673469387755,1.3605442176870748
E00147795,317,52,26,45,7,69,110,8,16.40378548895899,8.201892744479496,14.195583596214512,2.2082018927444795,21.766561514195583,34.70031545741325,2.5236593059936907
E00147796,272,44,27,47,15,47,84,8,16.176470588235293,9.926470588235293,17.27941176470588,5.514705882352941,17.27941176470588,30.88235294117647,2.941176470588235
E00147797,231,33,22,41,16,32,84,3,14.285714285714285,9.523809523809524,17.74891774891775,6.926406926406926,13.852813852813853,36.36363636363637,1.2987012987012987
E00147798,246,46,27,30,17,39,83,4,18.69918699186992,10.975609756097562,12.195121951219512,6.910569105691057,15.853658536585366,33.739837398373986,1.6260162601626018
E00147799,261,45,18,43,15,47,86,7,17.24137931034483,6.896551724137931,16.47509578544061,5.747126436781609,18.007662835249043,32.95019157088122,2.681992337164751
E00147800,196,21,18,31,9,29,85,3,10.714285714285714,9.183673469387756,15.816326530612246,4.591836734693878,14.795918367346939,43.36734693877551,1.530612244897959
E00147801,275,38,24,34,22,51,96,10,13.818181818181818,8.727272727272728,12.363636363636363,8,18.545454545454547,34.909090909090914,3.6363636363636362
E00147802,336,66,43,53,20,46,103,5,19.642857142857142,12.797619047619047,15.773809523809524,5.952380952380952,13.690476190476192,30.654761904761905,1.488095238095238
