OA,ts0210001,ts0210002,ts0210003,ts0210004,ts0210005,ts0210006,ts0210007,ts0210008,ts0210009,ts0210010,ts0210011,ts0210012,ts0210013,ts0210014,ts0210015,ts0210016,ts0210017,ts0210018,ts0210019,ts0210020,ts0210021,ts0210022,ts0210023,ts0210024,ts0210025,ts0210002_PCT,ts0210003_PCT,ts0210004_PCT,ts0210005_PCT,ts0210006_PCT,ts0210007_PCT,ts0210008_PCT,ts0210009_PCT,ts0210010_PCT,ts0210011_PCT,ts0210012_PCT,ts0210013_PCT,ts0210014_PCT,ts0210015_PCT,ts0210016_PCT,ts0210017_PCT,ts0210018_PCT,ts0210019_PCT,ts0210020_PCT,ts0210021_PCT,ts0210022_PCT,ts0210023_PCT,ts0210024_PCT,ts0210025_PCT
E00031488,377,0,0,0,0,0,0,0,0,0,0,5,1,0,4,0,368,364,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,1.3262599469496021,0.2652519893899204,0,1.0610079575596816,0,97.61273209549071,96.55172413793103,0,0,0,1.0610079575596816,1.0610079575596816,0,1.0610079575596816
E00031489,245,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,243,243,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.40816326530612246,0,0,0.40816326530612246,0,99.18367346938776,99.18367346938776,0,0,0,0,0.40816326530612246,0,0.40816326530612246
E00031490,310,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,308,289,1,0,3,15,0,0,0,0.3225806451612903,0,0,0,0,0.3225806451612903,0.3225806451612903,0.3225806451612903,0,0,0,0,0,0,0,99.35483870967742,93.2258064516129,0.3225806451612903,0,0.967741935483871,4.838709677419355,0,0,0
E00031491,249,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,244,242,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0080321285140563,2.0080321285140563,0,0,0,0,0,0,0,97.99196787148594,97.18875502008032,0.4016064257028112,0,0,0.4016064257028112,0,0,0
E00031492,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,276,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,99.63898916967509,0,0,0,0.36101083032490977,0,0,0
E00031493,310,0,0,0,0,0,0,2,0,2,0,7,6,1,0,0,301,299,2,0,0,0,0,0,0,0,0,0,0,0,0,0.6451612903225806,0,0.6451612903225806,0,2.258064516129032,1.935483870967742,0.3225806451612903,0,0,97.09677419354838,96.45161290322581,0.6451612903225806,0,0,0,0,0,0
E00031494,267,6,0,1,0,5,0,11,11,0,0,0,0,0,0,0,250,239,3,0,0,8,0,0,0,2.247191011235955,0,0.37453183520599254,0,1.8726591760299627,0,4.119850187265917,4.119850187265917,0,0,0,0,0,0,0,93.63295880149812,89.51310861423221,1.1235955056179776,0,0,2.9962546816479403,0,0,0
E00031495,241,3,0,0,3,0,0,1,0,1,0,0,0,0,0,0,237,220,4,0,0,13,0,0,0,1.2448132780082988,0,0,1.2448132780082988,0,0,0.4149377593360996,0,0.4149377593360996,0,0,0,0,0,0,98.3402489626556,91.28630705394191,1.6597510373443984,0,0,5.394190871369295,0,0,0
E00031496,255,0,0,0,0,0,0,4,1,1,2,3,0,0,3,0,248,234,1,4,0,9,0,0,0,0,0,0,0,0,0,1.5686274509803921,0.39215686274509803,0.39215686274509803,0.7843137254901961,1.1764705882352942,0,0,1.1764705882352942,0,97.25490196078431,91.76470588235294,0.39215686274509803,1.5686274509803921,0,3.5294117647058822,0,0,0
E00031497,289,11,0,0,0,4,7,4,4,0,0,0,0,0,0,0,274,271,0,0,0,3,0,0,0,3.8062283737024223,0,0,0,1.384083044982699,2.422145328719723,1.384083044982699,1.384083044982699,0,0,0,0,0,0,0,94.80968858131487,93.77162629757785,0,0,0,1.0380622837370241,0,0,0
E00031498,268,8,0,5,0,0,3,3,0,2,1,0,0,0,0,0,257,247,0,1,0,9,0,0,0,2.9850746268656714,0,1.8656716417910446,0,0,1.1194029850746268,1.1194029850746268,0,0.7462686567164178,0.3731343283582089,0,0,0,0,0,95.8955223880597,92.16417910447761,0,0.3731343283582089,0,3.3582089552238807,0,0,0
E00031499,374,6,0,1,0,4,1,0,0,0,0,3,0,0,3,0,365,345,0,0,1,19,0,0,0,1.6042780748663104,0,0.267379679144385,0,1.06951871657754,0.267379679144385,0,0,0,0,0.8021390374331552,0,0,0.8021390374331552,0,97.59358288770053,92.24598930481284,0,0,0.267379679144385,5.080213903743315,0,0,0
E00031500,330,7,0,0,2,0,5,0,0,0,0,3,1,0,0,2,320,313,0,0,0,7,0,0,0,2.1212121212121215,0,0,0.6060606060606061,0,1.5151515151515151,0,0,0,0,0.9090909090909091,0.30303030303030304,0,0,0.6060606060606061,96.96969696969697,94.84848484848484,0,0,0,2.1212121212121215,0,0,0
E00031501,366,2,0,0,0,0,2,2,2,0,0,10,7,0,1,2,351,340,0,1,0,10,1,0,1,0.546448087431694,0,0,0,0,0.546448087431694,0.546448087431694,0.546448087431694,0,0,2.73224043715847,1.912568306010929,0,0.273224043715847,0.546448087431694,95.90163934426229,92.89617486338798,0,0.273224043715847,0,2.73224043715847,0.273224043715847,0,0.273224043715847
E00031503,206,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,205,199,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48543689320388345,0,0,0.48543689320388345,0,99.51456310679612,96.60194174757282,1.9417475728155338,0,0,0.9708737864077669,0,0,0
E00031504,264,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,262,252,1,0,0,9,0,0,0,0,0,0,0,0,0,0.7575757575757576,0.3787878787878788,0.3787878787878788,0,0,0,0,0,0,99.24242424242425,95.45454545454545,0.3787878787878788,0,0,3.4090909090909087,0,0,0
E00031505,332,6,0,0,1,4,1,0,0,0,0,0,0,0,0,0,322,304,0,0,0,18,4,1,3,1.8072289156626504,0,0,0.30120481927710846,1.2048192771084338,0.30120481927710846,0,0,0,0,0,0,0,0,0,96.98795180722891,91.56626506024097,0,0,0,5.421686746987952,1.2048192771084338,0.30120481927710846,0.9036144578313252
E00031506,364,3,0,2,0,0,1,4,4,0,0,3,0,0,3,0,354,343,1,0,0,10,0,0,0,0.8241758241758242,0,0.5494505494505495,0,0,0.27472527472527475,1.098901098901099,1.098901098901099,0,0,0.8241758241758242,0,0,0.8241758241758242,0,97.25274725274726,94.23076923076923,0.27472527472527475,0,0,2.7472527472527473,0,0,0
E00031508,334,6,1,4,0,0,1,0,0,0,0,6,1,5,0,0,322,314,0,0,2,6,0,0,0,1.7964071856287425,0.29940119760479045,1.1976047904191618,0,0,0.29940119760479045,0,0,0,0,1.7964071856287425,0.29940119760479045,1.4970059880239521,0,0,96.40718562874252,94.01197604790418,0,0,0.5988023952095809,1.7964071856287425,0,0,0
E00031509,353,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,351,344,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56657223796034,0.28328611898017,0,0.28328611898017,0,99.43342776203966,97.45042492917847,0,0,0,1.9830028328611897,0,0,0
E00031510,301,0,0,0,0,0,0,6,4,1,1,0,0,0,0,0,295,280,1,0,0,14,0,0,0,0,0,0,0,0,0,1.9933554817275747,1.3289036544850499,0.33222591362126247,0.33222591362126247,0,0,0,0,0,98.00664451827242,93.02325581395348,0.33222591362126247,0,0,4.651162790697675,0,0,0
E00031511,309,4,0,1,1,0,2,11,11,0,0,1,0,0,0,1,293,278,3,3,1,8,0,0,0,1.2944983818770228,0,0.3236245954692557,0.3236245954692557,0,0.6472491909385114,3.559870550161812,3.559870550161812,0,0,0.3236245954692557,0,0,0,0.3236245954692557,94.8220064724919,89.96763754045307,0.9708737864077669,0.9708737864077669,0.3236245954692557,2.5889967637540456,0,0,0
E00031512,410,12,0,0,0,1,11,10,8,2,0,4,2,0,2,0,374,356,1,0,0,17,10,4,6,2.9268292682926833,0,0,0,0.24390243902439024,2.682926829268293,2.4390243902439024,1.951219512195122,0.4878048780487805,0,0.975609756097561,0.4878048780487805,0,0.4878048780487805,0,91.21951219512195,86.82926829268293,0.24390243902439024,0,0,4.146341463414634,2.4390243902439024,0.975609756097561,1.4634146341463417
E00031513,297,6,0,0,0,6,0,3,2,1,0,0,0,0,0,0,286,261,1,0,0,24,2,1,1,2.0202020202020203,0,0,0,2.0202020202020203,0,1.0101010101010102,0.6734006734006733,0.33670033670033667,0,0,0,0,0,0,96.29629629629629,87.87878787878788,0.33670033670033667,0,0,8.080808080808081,0.6734006734006733,0.33670033670033667,0.33670033670033667
E00031514,276,9,0,0,5,0,4,5,0,5,0,4,0,0,3,1,251,236,0,0,0,15,7,5,2,3.260869565217391,0,0,1.8115942028985508,0,1.4492753623188406,1.8115942028985508,0,1.8115942028985508,0,1.4492753623188406,0,0,1.0869565217391304,0.36231884057971014,90.94202898550725,85.5072463768116,0,0,0,5.434782608695652,2.536231884057971,1.8115942028985508,0.7246376811594203
E00031516,307,16,0,4,0,0,12,16,13,0,3,5,1,2,2,0,264,224,0,2,2,36,6,0,6,5.211726384364821,0,1.3029315960912053,0,0,3.908794788273615,5.211726384364821,4.234527687296417,0,0.9771986970684038,1.6286644951140066,0.32573289902280134,0.6514657980456027,0.6514657980456027,0,85.99348534201955,72.9641693811075,0,0.6514657980456027,0.6514657980456027,11.726384364820847,1.9543973941368076,0,1.9543973941368076
E00031517,276,12,0,0,1,4,7,7,5,0,2,5,0,2,3,0,249,218,0,3,0,28,3,0,3,4.3478260869565215,0,0,0.36231884057971014,1.4492753623188406,2.536231884057971,2.536231884057971,1.8115942028985508,0,0.7246376811594203,1.8115942028985508,0,0.7246376811594203,1.0869565217391304,0,90.21739130434783,78.98550724637681,0,1.0869565217391304,0,10.144927536231885,1.0869565217391304,0,1.0869565217391304
E00031518,263,1,0,1,0,0,0,6,6,0,0,3,1,1,0,1,253,233,0,0,0,20,0,0,0,0.38022813688212925,0,0.38022813688212925,0,0,0,2.2813688212927756,2.2813688212927756,0,0,1.1406844106463878,0.38022813688212925,0.38022813688212925,0,0.38022813688212925,96.1977186311787,88.59315589353612,0,0,0,7.604562737642586,0,0,0
E00031519,439,6,0,0,3,0,3,1,0,1,0,6,2,0,3,1,422,399,1,0,0,22,4,0,4,1.366742596810934,0,0,0.683371298405467,0,0.683371298405467,0.22779043280182232,0,0.22779043280182232,0,1.366742596810934,0.45558086560364464,0,0.683371298405467,0.22779043280182232,96.12756264236903,90.8883826879271,0.22779043280182232,0,0,5.0113895216400905,0.9111617312072893,0,0.9111617312072893
