OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT,RGN23NM
E00102278,261,120,113,89,30,59,0,0,0,24,15,9,7,0,0,0,0,0,0,0,0,0,0,0,0,141,121,11,7,1,1,45.97701149425287,43.29501915708812,34.099616858237546,11.494252873563218,22.60536398467433,0,0,0,9.195402298850574,5.747126436781609,3.4482758620689653,2.681992337164751,0,0,0,0,0,0,0,0,0,0,0,0,54.02298850574713,46.36015325670498,4.21455938697318,2.681992337164751,0.38314176245210724,0.38314176245210724,South West
E00102279,282,112,110,81,23,58,11,5,6,18,12,6,2,5,5,5,5,0,0,0,0,0,0,0,0,165,112,11,3,39,0,39.71631205673759,39.00709219858156,28.723404255319153,8.156028368794328,20.56737588652482,3.900709219858156,1.773049645390071,2.127659574468085,6.382978723404255,4.25531914893617,2.127659574468085,0.7092198581560284,1.773049645390071,1.773049645390071,1.773049645390071,1.773049645390071,0,0,0,0,0,0,0,0,58.51063829787234,39.71631205673759,3.900709219858156,1.0638297872340425,13.829787234042554,0,South West
E00102280,244,115,114,86,28,58,7,1,6,21,8,13,1,2,2,2,1,1,0,0,0,0,0,0,0,127,98,8,9,5,7,47.13114754098361,46.72131147540984,35.24590163934426,11.475409836065573,23.770491803278688,2.8688524590163933,0.4098360655737705,2.459016393442623,8.60655737704918,3.278688524590164,5.327868852459016,0.4098360655737705,0.819672131147541,0.819672131147541,0.819672131147541,0.4098360655737705,0.4098360655737705,0,0,0,0,0,0,0,52.04918032786885,40.16393442622951,3.278688524590164,3.6885245901639343,2.0491803278688523,2.8688524590163933,South West
E00102281,262,133,130,104,35,69,1,1,0,25,15,10,3,5,4,4,3,1,0,0,0,0,0,0,1,124,100,7,9,8,0,50.76335877862596,49.61832061068702,39.69465648854962,13.358778625954198,26.33587786259542,0.38167938931297707,0.38167938931297707,0,9.541984732824428,5.7251908396946565,3.816793893129771,1.1450381679389312,1.9083969465648856,1.5267175572519083,1.5267175572519083,1.1450381679389312,0.38167938931297707,0,0,0,0,0,0,0.38167938931297707,47.32824427480916,38.16793893129771,2.6717557251908395,3.435114503816794,3.0534351145038165,0,South West
E00102282,248,143,133,112,25,87,1,0,1,20,10,10,10,5,5,5,4,1,0,0,0,0,0,0,0,100,71,9,6,11,3,57.66129032258065,53.62903225806451,45.16129032258064,10.080645161290322,35.08064516129033,0.4032258064516129,0,0.4032258064516129,8.064516129032258,4.032258064516129,4.032258064516129,4.032258064516129,2.0161290322580645,2.0161290322580645,2.0161290322580645,1.6129032258064515,0.4032258064516129,0,0,0,0,0,0,0,40.32258064516129,28.62903225806452,3.6290322580645165,2.4193548387096775,4.435483870967742,1.2096774193548387,South West
E00102283,326,189,185,105,46,59,15,4,11,65,40,25,4,1,1,0,0,0,0,0,0,1,1,0,0,136,101,11,9,10,5,57.97546012269939,56.74846625766872,32.20858895705521,14.11042944785276,18.098159509202453,4.601226993865031,1.2269938650306749,3.374233128834356,19.938650306748464,12.269938650306749,7.668711656441718,1.2269938650306749,0.3067484662576687,0.3067484662576687,0,0,0,0,0,0,0.3067484662576687,0.3067484662576687,0,0,41.717791411042946,30.981595092024538,3.374233128834356,2.7607361963190185,3.067484662576687,1.5337423312883436,South West
E00102284,278,173,173,117,46,71,14,7,7,42,23,19,0,1,0,0,0,0,0,0,0,0,0,0,1,104,67,15,12,6,4,62.23021582733813,62.23021582733813,42.086330935251794,16.546762589928058,25.539568345323744,5.0359712230215825,2.5179856115107913,2.5179856115107913,15.107913669064748,8.273381294964029,6.83453237410072,0,0.3597122302158274,0,0,0,0,0,0,0,0,0,0,0.3597122302158274,37.410071942446045,24.100719424460433,5.39568345323741,4.316546762589928,2.158273381294964,1.4388489208633095,South West
E00102285,450,295,286,240,74,166,6,3,3,40,19,21,9,7,5,5,5,0,0,0,0,0,0,0,2,148,92,18,19,10,9,65.55555555555556,63.55555555555556,53.333333333333336,16.444444444444446,36.888888888888886,1.3333333333333335,0.6666666666666667,0.6666666666666667,8.88888888888889,4.222222222222222,4.666666666666667,2,1.5555555555555556,1.1111111111111112,1.1111111111111112,1.1111111111111112,0,0,0,0,0,0,0,0.4444444444444444,32.88888888888889,20.444444444444446,4,4.222222222222222,2.2222222222222223,2,South West
E00102286,281,174,169,139,40,99,2,0,2,28,11,17,5,1,0,0,0,0,0,0,0,0,0,0,1,106,79,5,10,6,6,61.92170818505338,60.14234875444839,49.46619217081851,14.23487544483986,35.231316725978644,0.7117437722419928,0,0.7117437722419928,9.9644128113879,3.9145907473309607,6.049822064056939,1.7793594306049825,0.3558718861209964,0,0,0,0,0,0,0,0,0,0,0.3558718861209964,37.72241992882562,28.11387900355872,1.7793594306049825,3.558718861209965,2.135231316725979,2.135231316725979,South West
E00102289,315,190,184,151,42,109,4,2,2,29,15,14,6,2,2,2,2,0,0,0,0,0,0,0,0,123,105,5,4,4,5,60.317460317460316,58.41269841269842,47.93650793650794,13.333333333333334,34.6031746031746,1.2698412698412698,0.6349206349206349,0.6349206349206349,9.206349206349207,4.761904761904762,4.444444444444445,1.9047619047619049,0.6349206349206349,0.6349206349206349,0.6349206349206349,0.6349206349206349,0,0,0,0,0,0,0,0,39.04761904761905,33.33333333333333,1.5873015873015872,1.2698412698412698,1.2698412698412698,1.5873015873015872,South West
