OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
W00006756,266,66,30,43,15,37,68,7,24.81203007518797,11.278195488721805,16.165413533834585,5.639097744360902,13.909774436090224,25.563909774436087,2.631578947368421
W00006757,206,65,22,41,9,30,35,4,31.55339805825243,10.679611650485436,19.902912621359224,4.368932038834951,14.563106796116504,16.990291262135923,1.9417475728155338
W00006758,203,72,25,30,14,28,29,5,35.467980295566505,12.31527093596059,14.77832512315271,6.896551724137931,13.793103448275861,14.285714285714285,2.4630541871921183
W00006759,208,54,18,32,8,38,50,8,25.961538461538463,8.653846153846153,15.384615384615385,3.8461538461538463,18.269230769230766,24.03846153846154,3.8461538461538463
W00006760,285,72,34,31,21,55,66,6,25.263157894736842,11.929824561403509,10.87719298245614,7.368421052631578,19.298245614035086,23.157894736842106,2.1052631578947367
W00006761,206,50,19,25,15,38,55,4,24.271844660194176,9.223300970873787,12.135922330097088,7.281553398058252,18.446601941747574,26.699029126213592,1.9417475728155338
W00006762,276,60,38,44,13,52,63,6,21.73913043478261,13.768115942028986,15.942028985507244,4.710144927536232,18.84057971014493,22.82608695652174,2.1739130434782608
W00006763,233,65,24,39,15,36,47,7,27.896995708154503,10.300429184549357,16.738197424892704,6.437768240343347,15.450643776824036,20.171673819742487,3.004291845493562
W00006765,324,75,32,53,16,52,89,7,23.14814814814815,9.876543209876543,16.358024691358025,4.938271604938271,16.049382716049383,27.469135802469136,2.1604938271604937
W00006766,200,89,22,21,6,18,44,0,44.5,11,10.5,3,9,22,0
W00006767,320,72,21,35,22,49,111,10,22.5,6.5625,10.9375,6.875000000000001,15.312500000000002,34.6875,3.125
W00006768,247,51,24,36,18,36,76,6,20.647773279352226,9.7165991902834,14.5748987854251,7.28744939271255,14.5748987854251,30.76923076923077,2.42914979757085
W00006769,220,34,15,39,9,41,71,11,15.454545454545453,6.8181818181818175,17.727272727272727,4.090909090909091,18.636363636363637,32.27272727272727,5
W00006770,220,77,28,26,4,36,40,9,35,12.727272727272727,11.818181818181818,1.8181818181818181,16.363636363636363,18.181818181818183,4.090909090909091
W00006772,233,67,18,37,19,41,45,6,28.75536480686695,7.725321888412018,15.879828326180256,8.15450643776824,17.59656652360515,19.313304721030043,2.575107296137339
