OA,ts0390001,ts0390002,ts0390003,ts0390004,ts0390005,ts0390006,ts0390007,ts0390008,ts0390009,ts0390002_PCT,ts0390003_PCT,ts0390004_PCT,ts0390005_PCT,ts0390006_PCT,ts0390007_PCT,ts0390008_PCT,ts0390009_PCT
W00006756,319,279,16,11,5,9,5,4,15,87.46081504702194,5.015673981191222,3.4482758620689653,1.5673981191222568,2.8213166144200628,1.5673981191222568,1.2539184952978055,4.702194357366771
W00006757,240,206,11,5,6,7,3,4,16,85.83333333333333,4.583333333333333,2.083333333333333,2.5,2.9166666666666665,1.25,1.6666666666666667,6.666666666666667
W00006758,245,203,12,6,6,14,5,9,16,82.85714285714286,4.8979591836734695,2.4489795918367347,2.4489795918367347,5.714285714285714,2.0408163265306123,3.6734693877551026,6.530612244897959
W00006759,246,213,12,6,6,10,3,7,11,86.58536585365853,4.878048780487805,2.4390243902439024,2.4390243902439024,4.0650406504065035,1.2195121951219512,2.8455284552845526,4.471544715447155
W00006760,312,275,16,12,4,11,5,6,10,88.14102564102564,5.128205128205128,3.8461538461538463,1.282051282051282,3.5256410256410255,1.6025641025641024,1.9230769230769231,3.205128205128205
W00006761,249,222,8,2,6,14,3,11,5,89.1566265060241,3.2128514056224895,0.8032128514056224,2.4096385542168677,5.622489959839357,1.2048192771084338,4.417670682730924,2.0080321285140563
W00006762,323,282,12,8,4,11,3,8,18,87.30650154798761,3.7151702786377707,2.476780185758514,1.238390092879257,3.4055727554179565,0.9287925696594427,2.476780185758514,5.572755417956656
W00006763,269,234,14,9,5,8,5,3,13,86.98884758364312,5.204460966542751,3.3457249070631967,1.858736059479554,2.973977695167286,1.858736059479554,1.1152416356877324,4.83271375464684
W00006765,371,309,26,14,12,11,6,5,25,83.28840970350404,7.008086253369273,3.7735849056603774,3.234501347708895,2.964959568733154,1.6172506738544474,1.3477088948787064,6.738544474393531
W00006766,246,212,7,7,0,9,4,5,18,86.1788617886179,2.8455284552845526,2.8455284552845526,0,3.6585365853658534,1.6260162601626018,2.0325203252032518,7.317073170731707
W00006767,388,343,21,14,7,15,7,8,9,88.4020618556701,5.412371134020619,3.608247422680412,1.804123711340206,3.865979381443299,1.804123711340206,2.0618556701030926,2.3195876288659796
W00006768,271,244,13,8,5,4,1,3,10,90.03690036900369,4.797047970479705,2.952029520295203,1.8450184501845017,1.4760147601476015,0.36900369003690037,1.107011070110701,3.6900369003690034
W00006769,258,234,11,9,2,6,4,2,7,90.69767441860465,4.263565891472868,3.488372093023256,0.7751937984496124,2.3255813953488373,1.550387596899225,0.7751937984496124,2.7131782945736433
W00006770,271,232,7,3,4,14,6,8,18,85.60885608856088,2.5830258302583027,1.107011070110701,1.4760147601476015,5.166051660516605,2.214022140221402,2.952029520295203,6.642066420664207
W00006772,310,275,10,6,4,7,2,5,18,88.70967741935483,3.225806451612903,1.935483870967742,1.2903225806451613,2.258064516129032,0.6451612903225806,1.6129032258064515,5.806451612903226
W00006773,332,296,17,9,8,7,4,3,12,89.1566265060241,5.120481927710843,2.710843373493976,2.4096385542168677,2.108433734939759,1.2048192771084338,0.9036144578313252,3.614457831325301
W00006774,416,374,20,11,9,8,5,3,14,89.90384615384616,4.807692307692308,2.644230769230769,2.1634615384615383,1.9230769230769231,1.201923076923077,0.7211538461538461,3.3653846153846154
W00006775,402,359,14,11,3,17,6,11,12,89.30348258706468,3.482587064676617,2.736318407960199,0.7462686567164178,4.228855721393035,1.4925373134328357,2.736318407960199,2.9850746268656714
W00006776,385,336,26,12,14,11,5,6,12,87.27272727272727,6.753246753246753,3.116883116883117,3.6363636363636362,2.857142857142857,1.2987012987012987,1.5584415584415585,3.116883116883117
W00006777,191,169,6,6,0,6,1,5,10,88.48167539267016,3.1413612565445024,3.1413612565445024,0,3.1413612565445024,0.5235602094240838,2.6178010471204187,5.2356020942408374
W00006779,538,470,33,25,8,16,12,4,19,87.36059479553904,6.133828996282528,4.646840148698884,1.486988847583643,2.973977695167286,2.2304832713754648,0.7434944237918215,3.5315985130111525
