OA,ts0200001,ts0200002,ts0200003,ts0200002_PCT,ts0200003_PCT
E00102010,0,0,0,NA,NA
E00102016,0,0,0,NA,NA
E00102017,0,0,0,NA,NA
E00102018,0,0,0,NA,NA
E00102020,0,0,0,NA,NA
E00102012,0,0,0,NA,NA
E00102014,2,2,0,100,0
E00102019,1,1,0,100,0
E00102021,0,0,0,NA,NA
E00102022,0,0,0,NA,NA
E00102023,0,0,0,NA,NA
E00102009,0,0,0,NA,NA
E00102011,0,0,0,NA,NA
E00102013,0,0,0,NA,NA
E00102015,0,0,0,NA,NA
E00102035,0,0,0,NA,NA
E00102036,0,0,0,NA,NA
E00102037,0,0,0,NA,NA
E00102038,0,0,0,NA,NA
E00102031,0,0,0,NA,NA
E00102032,0,0,0,NA,NA
E00102033,0,0,0,NA,NA
E00102034,0,0,0,NA,NA
E00102078,0,0,0,NA,NA
E00102079,0,0,0,NA,NA
E00102080,0,0,0,NA,NA
E00102081,1,1,0,100,0
E00102082,0,0,0,NA,NA
E00102083,1,0,1,0,100
E00102084,9,6,3,66.66666666666666,33.33333333333333
E00102095,0,0,0,NA,NA
E00102096,0,0,0,NA,NA
E00102097,0,0,0,NA,NA
E00102098,0,0,0,NA,NA
E00102100,0,0,0,NA,NA
E00181135,0,0,0,NA,NA
E00181167,0,0,0,NA,NA
E00181170,0,0,0,NA,NA
E00102191,0,0,0,NA,NA
E00102192,0,0,0,NA,NA
E00102194,0,0,0,NA,NA
E00102195,0,0,0,NA,NA
E00102193,0,0,0,NA,NA
E00102196,0,0,0,NA,NA
E00102197,0,0,0,NA,NA
E00102198,0,0,0,NA,NA
E00102199,0,0,0,NA,NA
E00102215,0,0,0,NA,NA
E00102216,0,0,0,NA,NA
E00102217,0,0,0,NA,NA
E00102220,0,0,0,NA,NA
E00102222,0,0,0,NA,NA
E00102224,0,0,0,NA,NA
E00181164,0,0,0,NA,NA
E00181177,0,0,0,NA,NA
E00102213,0,0,0,NA,NA
E00102214,1,1,0,100,0
E00102218,0,0,0,NA,NA
E00102219,0,0,0,NA,NA
E00102221,0,0,0,NA,NA
E00102223,4,4,0,100,0
E00102230,0,0,0,NA,NA
E00102231,0,0,0,NA,NA
E00102234,1,1,0,100,0
E00102236,0,0,0,NA,NA
E00102237,0,0,0,NA,NA
E00102226,1,1,0,100,0
E00102227,1,1,0,100,0
E00102232,1,1,0,100,0
E00102235,0,0,0,NA,NA
E00102238,0,0,0,NA,NA
E00102239,0,0,0,NA,NA
E00102228,0,0,0,NA,NA
E00102229,0,0,0,NA,NA
E00102233,0,0,0,NA,NA
E00102240,1,0,1,0,100
E00102241,0,0,0,NA,NA
E00102242,0,0,0,NA,NA
E00102058,0,0,0,NA,NA
E00102059,0,0,0,NA,NA
E00102060,0,0,0,NA,NA
E00102061,0,0,0,NA,NA
E00102062,0,0,0,NA,NA
E00102071,0,0,0,NA,NA
E00102072,0,0,0,NA,NA
E00102073,0,0,0,NA,NA
E00102074,1,0,1,0,100
E00102075,1,1,0,100,0
E00102076,0,0,0,NA,NA
E00102077,0,0,0,NA,NA
E00102151,0,0,0,NA,NA
E00102152,0,0,0,NA,NA
E00102153,0,0,0,NA,NA
E00102154,0,0,0,NA,NA
E00102155,0,0,0,NA,NA
E00102156,0,0,0,NA,NA
E00102157,0,0,0,NA,NA
E00102257,3,2,1,66.66666666666666,33.33333333333333
E00102258,0,0,0,NA,NA
E00102259,0,0,0,NA,NA
E00102260,0,0,0,NA,NA
E00102261,1,0,1,0,100
E00102262,0,0,0,NA,NA
E00102101,1,1,0,100,0
E00102102,0,0,0,NA,NA
E00102103,0,0,0,NA,NA
E00102104,0,0,0,NA,NA
E00102105,0,0,0,NA,NA
E00102106,0,0,0,NA,NA
E00102107,0,0,0,NA,NA
E00102109,0,0,0,NA,NA
E00102111,0,0,0,NA,NA
E00102114,0,0,0,NA,NA
E00102120,0,0,0,NA,NA
E00102121,0,0,0,NA,NA
E00102110,0,0,0,NA,NA
E00102115,0,0,0,NA,NA
E00102116,0,0,0,NA,NA
E00102117,0,0,0,NA,NA
E00102118,0,0,0,NA,NA
E00102108,0,0,0,NA,NA
E00102112,0,0,0,NA,NA
E00102113,0,0,0,NA,NA
E00102119,0,0,0,NA,NA
E00102122,0,0,0,NA,NA
E00102123,0,0,0,NA,NA
E00102125,0,0,0,NA,NA
E00102128,0,0,0,NA,NA
E00102129,0,0,0,NA,NA
E00102132,0,0,0,NA,NA
E00102124,0,0,0,NA,NA
E00102126,0,0,0,NA,NA
E00102130,0,0,0,NA,NA
E00102134,0,0,0,NA,NA
E00102136,0,0,0,NA,NA
E00102127,0,0,0,NA,NA
E00102131,0,0,0,NA,NA
E00102133,0,0,0,NA,NA
E00102135,0,0,0,NA,NA
E00101994,0,0,0,NA,NA
E00101995,0,0,0,NA,NA
E00101996,0,0,0,NA,NA
E00101997,0,0,0,NA,NA
E00101998,0,0,0,NA,NA
E00101999,1,0,1,0,100
E00102000,0,0,0,NA,NA
E00102001,0,0,0,NA,NA
E00102002,0,0,0,NA,NA
E00102003,0,0,0,NA,NA
E00102004,0,0,0,NA,NA
E00102005,0,0,0,NA,NA
E00102006,0,0,0,NA,NA
E00102007,0,0,0,NA,NA
E00102008,0,0,0,NA,NA
E00102039,0,0,0,NA,NA
E00102040,0,0,0,NA,NA
E00102041,1,1,0,100,0
E00102042,0,0,0,NA,NA
E00102043,0,0,0,NA,NA
E00102044,1,1,0,100,0
E00102045,0,0,0,NA,NA
E00102047,0,0,0,NA,NA
E00102049,0,0,0,NA,NA
E00102051,2,0,2,0,100
E00102053,0,0,0,NA,NA
E00102055,0,0,0,NA,NA
E00102046,0,0,0,NA,NA
E00102048,0,0,0,NA,NA
E00102050,0,0,0,NA,NA
E00102052,0,0,0,NA,NA
E00102054,1,1,0,100,0
E00102056,0,0,0,NA,NA
E00102057,0,0,0,NA,NA
E00102063,0,0,0,NA,NA
E00102064,0,0,0,NA,NA
E00102065,22,4,18,18.181818181818183,81.81818181818183
E00102070,0,0,0,NA,NA
E00102066,0,0,0,NA,NA
E00102067,0,0,0,NA,NA
