OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
E00025389,389,381,8,1,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,97.94344473007712,2.056555269922879,0.2570694087403599,0,0,0,0,0,0,0.7712082262210797,0.5141388174807198,0,0.5141388174807198,0,0,0,0,0
E00025393,275,263,12,3,0,0,2,1,0,2,2,1,0,1,0,0,0,0,0,95.63636363636364,4.363636363636364,1.090909090909091,0,0,0.7272727272727273,0.36363636363636365,0,0.7272727272727273,0.7272727272727273,0.36363636363636365,0,0.36363636363636365,0,0,0,0,0
E00025394,292,286,6,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,97.94520547945206,2.054794520547945,0.684931506849315,0,0.3424657534246575,0.3424657534246575,0,0,0,0,0.684931506849315,0,0,0,0,0,0,0
E00025399,284,270,14,3,1,0,0,0,0,0,1,7,2,0,0,0,0,0,0,95.07042253521126,4.929577464788732,1.056338028169014,0.35211267605633806,0,0,0,0,0,0.35211267605633806,2.464788732394366,0.7042253521126761,0,0,0,0,0,0
E00025401,224,205,19,0,2,0,1,0,1,0,5,2,7,0,1,0,0,0,0,91.51785714285714,8.482142857142858,0,0.8928571428571428,0,0.4464285714285714,0,0.4464285714285714,0,2.232142857142857,0.8928571428571428,3.125,0,0.4464285714285714,0,0,0,0
E00025387,211,200,11,0,1,0,1,0,1,2,1,2,2,1,0,0,0,0,0,94.7867298578199,5.213270142180095,0,0.47393364928909953,0,0.47393364928909953,0,0.47393364928909953,0.9478672985781991,0.47393364928909953,0.9478672985781991,0.9478672985781991,0.47393364928909953,0,0,0,0,0
E00025388,294,283,11,0,2,0,0,0,0,1,1,0,7,0,0,0,0,0,0,96.25850340136054,3.741496598639456,0,0.6802721088435374,0,0,0,0,0.3401360544217687,0.3401360544217687,0,2.380952380952381,0,0,0,0,0,0
E00025390,311,297,14,3,1,1,1,0,0,1,2,4,1,0,0,0,0,0,0,95.4983922829582,4.501607717041801,0.964630225080386,0.3215434083601286,0.3215434083601286,0.3215434083601286,0,0,0.3215434083601286,0.6430868167202572,1.2861736334405145,0.3215434083601286,0,0,0,0,0,0
E00025391,366,345,21,2,3,0,2,1,3,1,0,2,5,2,0,0,0,0,0,94.26229508196722,5.737704918032787,0.546448087431694,0.819672131147541,0,0.546448087431694,0.273224043715847,0.819672131147541,0.273224043715847,0,0.546448087431694,1.366120218579235,0.546448087431694,0,0,0,0,0
E00025395,313,301,12,2,1,0,0,1,1,1,0,2,3,1,0,0,0,0,0,96.1661341853035,3.8338658146964857,0.6389776357827476,0.3194888178913738,0,0,0.3194888178913738,0.3194888178913738,0.3194888178913738,0,0.6389776357827476,0.9584664536741214,0.3194888178913738,0,0,0,0,0
E00025383,259,248,11,3,0,0,1,0,1,1,1,4,0,0,0,0,0,0,0,95.75289575289575,4.247104247104247,1.1583011583011582,0,0,0.3861003861003861,0,0.3861003861003861,0.3861003861003861,0.3861003861003861,1.5444015444015444,0,0,0,0,0,0,0
E00025385,234,225,9,0,0,0,0,0,0,0,5,2,2,0,0,0,0,0,0,96.15384615384616,3.8461538461538463,0,0,0,0,0,0,0,2.1367521367521367,0.8547008547008548,0.8547008547008548,0,0,0,0,0,0
E00025392,261,247,14,5,1,0,0,0,1,0,0,5,2,0,0,0,0,0,0,94.6360153256705,5.363984674329502,1.9157088122605364,0.38314176245210724,0,0,0,0.38314176245210724,0,0,1.9157088122605364,0.7662835249042145,0,0,0,0,0,0
E00025397,262,252,10,1,1,0,0,0,0,1,4,1,2,0,0,0,0,0,0,96.18320610687023,3.816793893129771,0.38167938931297707,0.38167938931297707,0,0,0,0,0.38167938931297707,1.5267175572519083,0.38167938931297707,0.7633587786259541,0,0,0,0,0,0
E00025400,228,223,5,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,97.80701754385966,2.1929824561403506,0.43859649122807015,0,0.43859649122807015,0,0,0.43859649122807015,0.43859649122807015,0,0,0.43859649122807015,0,0,0,0,0,0
E00025403,244,226,18,0,1,0,3,1,0,1,4,1,5,2,0,0,0,0,0,92.62295081967213,7.377049180327869,0,0.4098360655737705,0,1.2295081967213115,0.4098360655737705,0,0.4098360655737705,1.639344262295082,0.4098360655737705,2.0491803278688523,0.819672131147541,0,0,0,0,0
E00025375,329,321,8,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,97.56838905775076,2.43161094224924,0,0,0,0,0,0,0,0.303951367781155,1.5197568389057752,0.60790273556231,0,0,0,0,0,0
E00025384,295,283,12,1,0,0,0,0,0,1,2,6,2,0,0,0,0,0,0,95.9322033898305,4.067796610169491,0.3389830508474576,0,0,0,0,0,0.3389830508474576,0.6779661016949152,2.0338983050847457,0.6779661016949152,0,0,0,0,0,0
E00025402,265,258,7,2,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,97.35849056603773,2.6415094339622645,0.7547169811320755,0.37735849056603776,0,0,0,0,0.37735849056603776,0.37735849056603776,0.7547169811320755,0,0,0,0,0,0,0
E00025407,333,306,27,10,0,0,2,0,1,2,4,2,4,2,0,0,0,0,0,91.8918918918919,8.108108108108109,3.003003003003003,0,0,0.6006006006006006,0,0.3003003003003003,0.6006006006006006,1.2012012012012012,0.6006006006006006,1.2012012012012012,0.6006006006006006,0,0,0,0,0
E00181748,508,481,27,5,0,1,4,2,0,2,5,3,5,0,0,0,0,0,0,94.68503937007874,5.31496062992126,0.984251968503937,0,0.19685039370078738,0.7874015748031495,0.39370078740157477,0,0.39370078740157477,0.984251968503937,0.5905511811023622,0.984251968503937,0,0,0,0,0,0
E00181822,107,103,4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,96.26168224299066,3.7383177570093453,0.9345794392523363,0,0,0.9345794392523363,0,0,0,0.9345794392523363,0,0,0,0.9345794392523363,0,0,0,0
E00025396,237,225,12,2,0,0,2,2,0,1,1,2,1,1,0,0,0,0,0,94.9367088607595,5.063291139240507,0.8438818565400843,0,0,0.8438818565400843,0.8438818565400843,0,0.42194092827004215,0.42194092827004215,0.8438818565400843,0.42194092827004215,0.42194092827004215,0,0,0,0,0
E00025398,420,407,13,1,0,0,2,3,0,0,3,0,4,0,0,0,0,0,0,96.9047619047619,3.0952380952380953,0.2380952380952381,0,0,0.4761904761904762,0.7142857142857143,0,0,0.7142857142857143,0,0.9523809523809524,0,0,0,0,0,0
E00025404,273,261,12,0,0,0,0,1,0,0,5,3,3,0,0,0,0,0,0,95.6043956043956,4.395604395604396,0,0,0,0,0.3663003663003663,0,0,1.8315018315018317,1.098901098901099,1.098901098901099,0,0,0,0,0,0
E00025405,274,259,15,2,3,0,0,0,0,0,2,5,3,0,0,0,0,0,0,94.52554744525547,5.474452554744526,0.7299270072992701,1.094890510948905,0,0,0,0,0,0.7299270072992701,1.824817518248175,1.094890510948905,0,0,0,0,0,0
E00025406,328,322,6,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,98.17073170731707,1.8292682926829267,0.6097560975609756,0.6097560975609756,0,0,0,0,0,0.3048780487804878,0,0.3048780487804878,0,0,0,0,0,0
E00025409,614,582,32,14,3,3,2,0,2,1,1,2,3,1,0,0,0,0,0,94.78827361563518,5.211726384364821,2.2801302931596092,0.4885993485342019,0.4885993485342019,0.32573289902280134,0,0.32573289902280134,0.16286644951140067,0.16286644951140067,0.32573289902280134,0.4885993485342019,0.16286644951140067,0,0,0,0,0
E00025413,256,249,7,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,0,97.265625,2.734375,0,0,0.390625,0.390625,0,0.390625,0,1.5625,0,0,0,0,0,0,0,0
