OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
W00000001,311,52,30,42,21,54,101,11,16.720257234726688,9.646302250803858,13.504823151125404,6.752411575562702,17.363344051446948,32.475884244372985,3.536977491961415
W00000002,212,82,25,25,14,19,39,8,38.67924528301887,11.79245283018868,11.79245283018868,6.60377358490566,8.962264150943396,18.39622641509434,3.7735849056603774
W00000003,304,74,30,38,22,53,80,7,24.342105263157894,9.868421052631579,12.5,7.236842105263158,17.434210526315788,26.31578947368421,2.302631578947368
W00000004,304,42,19,45,14,55,120,9,13.815789473684212,6.25,14.802631578947366,4.605263157894736,18.092105263157894,39.473684210526315,2.9605263157894735
W00000005,377,82,38,65,25,74,86,7,21.750663129973475,10.079575596816976,17.24137931034483,6.631299734748011,19.628647214854112,22.811671087533156,1.8567639257294428
W00000006,264,29,29,46,21,48,80,11,10.984848484848484,10.984848484848484,17.424242424242426,7.954545454545454,18.181818181818183,30.303030303030305,4.166666666666666
W00000008,218,57,13,34,11,46,51,6,26.146788990825687,5.963302752293578,15.59633027522936,5.045871559633028,21.100917431192663,23.394495412844037,2.7522935779816518
W00000009,336,69,41,63,28,52,74,9,20.535714285714285,12.202380952380953,18.75,8.333333333333332,15.476190476190476,22.023809523809522,2.6785714285714284
W00000010,276,34,27,34,32,48,92,9,12.318840579710146,9.782608695652174,12.318840579710146,11.594202898550725,17.391304347826086,33.33333333333333,3.260869565217391
W00000011,235,49,17,37,16,36,76,4,20.851063829787233,7.234042553191489,15.74468085106383,6.808510638297872,15.319148936170212,32.340425531914896,1.702127659574468
W00000012,261,38,18,36,26,46,90,7,14.559386973180077,6.896551724137931,13.793103448275861,9.961685823754788,17.624521072796934,34.48275862068966,2.681992337164751
W00000013,326,56,36,67,19,55,84,9,17.177914110429448,11.042944785276074,20.552147239263803,5.828220858895705,16.87116564417178,25.766871165644172,2.7607361963190185
W00000014,191,39,20,39,8,28,54,3,20.418848167539267,10.471204188481675,20.418848167539267,4.18848167539267,14.659685863874344,28.272251308900525,1.5706806282722512
W00000015,215,25,13,26,13,48,86,4,11.627906976744185,6.046511627906977,12.093023255813954,6.046511627906977,22.325581395348838,40,1.8604651162790697
W00000016,175,33,12,27,14,16,69,4,18.857142857142858,6.857142857142858,15.428571428571427,8,9.142857142857142,39.42857142857143,2.2857142857142856
W00000017,165,21,14,23,14,22,71,0,12.727272727272727,8.484848484848486,13.939393939393941,8.484848484848486,13.333333333333334,43.03030303030303,0
W00000018,178,29,18,27,15,24,64,1,16.292134831460675,10.112359550561797,15.168539325842698,8.426966292134832,13.48314606741573,35.95505617977528,0.5617977528089888
W00000019,143,21,11,23,9,14,63,2,14.685314685314685,7.6923076923076925,16.083916083916083,6.293706293706294,9.79020979020979,44.05594405594406,1.3986013986013985
W00000020,175,44,12,26,20,23,45,5,25.142857142857146,6.857142857142858,14.857142857142858,11.428571428571429,13.142857142857142,25.71428571428571,2.857142857142857
W00000021,159,17,7,17,12,24,73,9,10.69182389937107,4.40251572327044,10.69182389937107,7.547169811320755,15.09433962264151,45.911949685534594,5.660377358490567
W00000022,254,46,20,35,23,52,70,8,18.11023622047244,7.874015748031496,13.779527559055119,9.05511811023622,20.47244094488189,27.559055118110237,3.149606299212598
W00000023,249,49,14,29,16,39,96,6,19.67871485943775,5.622489959839357,11.646586345381527,6.425702811244979,15.66265060240964,38.55421686746988,2.4096385542168677
W00000024,315,54,25,57,24,49,93,13,17.142857142857142,7.936507936507936,18.095238095238095,7.6190476190476195,15.555555555555555,29.523809523809526,4.1269841269841265
