OA,ts0680001,ts0680002,ts0680003,ts0680002_PCT,ts0680003_PCT
W00007742,323,69,254,21.36222910216718,78.63777089783281
W00007743,309,74,235,23.948220064724918,76.05177993527508
W00007744,330,59,271,17.87878787878788,82.12121212121211
W00007745,262,39,223,14.885496183206106,85.1145038167939
W00007746,292,32,260,10.95890410958904,89.04109589041096
W00007747,312,60,252,19.230769230769234,80.76923076923077
W00007748,276,33,243,11.956521739130435,88.04347826086956
W00007749,293,59,234,20.13651877133106,79.86348122866895
W00007750,241,43,198,17.842323651452283,82.15767634854771
W00007751,376,73,303,19.414893617021274,80.58510638297872
W00007752,270,60,210,22.22222222222222,77.77777777777779
W00007753,257,51,206,19.844357976653697,80.1556420233463
W00007754,233,25,208,10.72961373390558,89.27038626609442
W00007755,328,75,253,22.865853658536587,77.13414634146342
W00007756,229,26,203,11.353711790393014,88.64628820960698
W00007757,318,73,245,22.955974842767297,77.04402515723271
W00007758,315,62,253,19.682539682539684,80.31746031746032
W00007759,299,80,219,26.755852842809364,73.24414715719062
W00007760,344,102,242,29.651162790697676,70.34883720930233
W00007761,399,126,273,31.57894736842105,68.42105263157895
W00007762,331,63,268,19.033232628398792,80.96676737160121
W00007763,317,47,270,14.826498422712934,85.17350157728707
W00007764,229,33,196,14.41048034934498,85.58951965065502
W00007765,179,10,169,5.58659217877095,94.41340782122904
W00007766,491,99,392,20.162932790224033,79.83706720977597
W00007767,323,58,265,17.956656346749224,82.04334365325077
W00007768,289,66,223,22.837370242214533,77.16262975778547
W00007769,233,40,193,17.167381974248926,82.83261802575107
W00007770,351,77,274,21.937321937321936,78.06267806267806
W00007771,259,58,201,22.393822393822393,77.60617760617761
W00007772,254,34,220,13.385826771653544,86.61417322834646
W00007773,233,40,193,17.167381974248926,82.83261802575107
W00007774,262,71,191,27.099236641221374,72.90076335877863
W00007775,237,55,182,23.20675105485232,76.79324894514767
W00007776,110,23,87,20.909090909090907,79.0909090909091
W00007777,237,26,211,10.970464135021098,89.0295358649789
W00007778,375,98,277,26.13333333333333,73.86666666666667
W00007779,262,46,216,17.557251908396946,82.44274809160305
W00007780,225,35,190,15.555555555555555,84.44444444444444
W00007781,327,79,248,24.159021406727827,75.84097859327217
W00007782,295,70,225,23.728813559322035,76.27118644067797
W00007783,243,35,208,14.40329218106996,85.59670781893004
W00007784,265,51,214,19.245283018867926,80.75471698113208
W00007785,209,40,169,19.138755980861244,80.86124401913875
W00007786,211,32,179,15.165876777251185,84.83412322274881
W00007787,241,54,187,22.40663900414938,77.59336099585063
W00007788,224,60,164,26.785714285714285,73.21428571428571
W00007789,247,42,205,17.00404858299595,82.99595141700405
W00007790,224,28,196,12.5,87.5
W00007791,240,42,198,17.5,82.5
W00007792,406,83,323,20.44334975369458,79.55665024630541
W00007793,448,121,327,27.00892857142857,72.99107142857143
W00007794,272,48,224,17.647058823529413,82.35294117647058
W00007795,294,59,235,20.068027210884352,79.93197278911565
W00007796,258,40,218,15.503875968992247,84.49612403100775
W00007797,304,50,254,16.447368421052634,83.55263157894737
W00007798,315,56,259,17.77777777777778,82.22222222222221
W00007799,375,61,314,16.266666666666666,83.73333333333333
W00007800,279,55,224,19.71326164874552,80.28673835125448
W00007801,225,43,182,19.11111111111111,80.88888888888889
W00007802,248,41,207,16.532258064516128,83.46774193548387
W00007803,299,41,258,13.712374581939798,86.2876254180602
W00007804,241,35,206,14.522821576763487,85.47717842323651
W00007805,260,55,205,21.153846153846153,78.84615384615384
W00007806,258,33,225,12.790697674418606,87.20930232558139
W00007807,300,65,235,21.666666666666668,78.33333333333333
W00007808,242,30,212,12.396694214876034,87.60330578512396
W00007809,230,42,188,18.26086956521739,81.73913043478261
W00007810,217,34,183,15.668202764976957,84.33179723502305
W00007811,304,49,255,16.11842105263158,83.88157894736842
W00007812,270,44,226,16.296296296296298,83.7037037037037
W00007813,246,40,206,16.260162601626014,83.73983739837398
W00007814,341,48,293,14.076246334310852,85.92375366568915
W00007815,276,46,230,16.666666666666664,83.33333333333334
W00007816,288,48,240,16.666666666666664,83.33333333333334
W00007817,300,55,245,18.333333333333332,81.66666666666667
W00007818,357,79,278,22.128851540616246,77.87114845938376
W00007819,116,20,96,17.24137931034483,82.75862068965517
W00007820,331,59,272,17.82477341389728,82.17522658610272
W00007821,259,35,224,13.513513513513514,86.48648648648648
W00007822,240,34,206,14.166666666666666,85.83333333333333
W00007823,342,56,286,16.374269005847953,83.62573099415205
W00007824,335,88,247,26.268656716417908,73.73134328358208
W00007825,295,51,244,17.28813559322034,82.71186440677965
W00007826,283,54,229,19.081272084805654,80.91872791519434
W00007827,224,28,196,12.5,87.5
W00007828,296,56,240,18.91891891891892,81.08108108108108
W00007829,287,49,238,17.073170731707318,82.92682926829268
W00007830,266,56,210,21.052631578947366,78.94736842105263
W00007831,268,73,195,27.238805970149254,72.76119402985076
W00007832,264,36,228,13.636363636363635,86.36363636363636
W00007833,266,43,223,16.165413533834585,83.83458646616542
W00007834,280,78,202,27.857142857142858,72.14285714285714
W00007835,260,46,214,17.692307692307693,82.3076923076923
W00007836,332,67,265,20.180722891566266,79.81927710843374
W00007837,254,43,211,16.92913385826772,83.07086614173228
W00007838,270,46,224,17.037037037037038,82.96296296296296
W00007839,330,63,267,19.090909090909093,80.9090909090909
W00007840,285,51,234,17.894736842105264,82.10526315789474
W00007841,309,67,242,21.68284789644013,78.31715210355988
W00007842,241,36,205,14.937759336099585,85.06224066390041
W00007843,304,79,225,25.986842105263158,74.01315789473685
W00007844,312,62,250,19.871794871794872,80.12820512820514
W00007845,280,44,236,15.714285714285714,84.28571428571429
W00007846,314,74,240,23.56687898089172,76.43312101910828
W00007847,304,60,244,19.736842105263158,80.26315789473685
W00007848,314,70,244,22.29299363057325,77.70700636942675
W00007849,275,59,216,21.454545454545453,78.54545454545455
W00007850,276,94,182,34.05797101449276,65.94202898550725
W00007851,279,30,249,10.75268817204301,89.24731182795699
W00007852,139,3,136,2.158273381294964,97.84172661870504
W00007853,419,72,347,17.18377088305489,82.81622911694511
W00007854,187,13,174,6.951871657754011,93.04812834224599
W00007855,216,35,181,16.203703703703702,83.79629629629629
W00007856,205,29,176,14.146341463414632,85.85365853658537
W00007857,371,23,348,6.199460916442049,93.80053908355795
W00007859,256,48,208,18.75,81.25
W00007860,278,51,227,18.345323741007196,81.65467625899281
W00007861,348,67,281,19.25287356321839,80.74712643678161
W00007863,298,42,256,14.093959731543624,85.90604026845638
W00007864,316,61,255,19.303797468354432,80.69620253164557
W00007865,270,45,225,16.666666666666664,83.33333333333334
W00007866,336,81,255,24.107142857142858,75.89285714285714
W00007868,270,46,224,17.037037037037038,82.96296296296296
W00007869,263,32,231,12.167300380228136,87.83269961977186
W00007870,303,65,238,21.45214521452145,78.54785478547855
W00007871,227,36,191,15.859030837004406,84.14096916299559
W00007872,272,51,221,18.75,81.25
W00007873,267,60,207,22.47191011235955,77.52808988764045
W00007874,244,38,206,15.573770491803279,84.42622950819673
W00007875,224,42,182,18.75,81.25
W00007876,300,36,264,12,88
W00007877,309,46,263,14.886731391585762,85.11326860841424
W00007878,299,44,255,14.715719063545151,85.28428093645485
W00007879,387,41,346,10.594315245478036,89.40568475452196
W00007880,121,17,104,14.049586776859504,85.9504132231405
W00007881,280,46,234,16.428571428571427,83.57142857142857
W00007882,262,41,221,15.648854961832063,84.35114503816794
W00007883,298,53,245,17.78523489932886,82.21476510067114
W00007884,343,75,268,21.865889212827987,78.134110787172
W00007885,241,36,205,14.937759336099585,85.06224066390041
W00007886,230,21,209,9.130434782608695,90.8695652173913
W00007887,277,29,248,10.469314079422382,89.53068592057761
W00007888,182,22,160,12.087912087912088,87.91208791208791
W00007889,265,53,212,20,80
W00007890,249,37,212,14.859437751004014,85.14056224899599
W00007891,257,47,210,18.28793774319066,81.71206225680933
W00007892,233,52,181,22.317596566523605,77.6824034334764
W00007893,246,29,217,11.788617886178862,88.21138211382113
W00007894,275,37,238,13.454545454545455,86.54545454545455
W00007895,456,79,377,17.324561403508774,82.67543859649122
W00007896,199,33,166,16.582914572864322,83.41708542713567
W00007897,235,30,205,12.76595744680851,87.2340425531915
W00007898,285,35,250,12.280701754385964,87.71929824561403
W00007899,270,41,229,15.185185185185185,84.81481481481481
W00007900,291,45,246,15.463917525773196,84.5360824742268
W00007901,240,19,221,7.916666666666666,92.08333333333333
W00007902,256,16,240,6.25,93.75
W00007903,320,58,262,18.125,81.875
W00007904,284,38,246,13.380281690140844,86.61971830985915
W00007905,287,48,239,16.72473867595819,83.27526132404182
W00007906,278,50,228,17.985611510791365,82.01438848920863
W00007907,288,37,251,12.847222222222221,87.15277777777779
W00007908,254,33,221,12.992125984251967,87.00787401574803
W00007909,284,54,230,19.014084507042252,80.98591549295774
W00007910,270,36,234,13.333333333333334,86.66666666666667
W00007911,225,20,205,8.88888888888889,91.11111111111111
W00007912,316,48,268,15.18987341772152,84.81012658227847
W00007913,307,65,242,21.172638436482085,78.82736156351791
W00007914,269,44,225,16.356877323420075,83.64312267657994
W00007915,260,55,205,21.153846153846153,78.84615384615384
W00007916,271,52,219,19.18819188191882,80.81180811808119
W00007918,273,57,216,20.87912087912088,79.12087912087912
W00007919,242,47,195,19.421487603305785,80.57851239669421
W00007920,243,33,210,13.580246913580247,86.41975308641975
W00007921,235,26,209,11.063829787234042,88.93617021276596
W00007922,322,62,260,19.25465838509317,80.74534161490683
W00007923,242,29,213,11.983471074380166,88.01652892561982
W00007924,243,22,221,9.053497942386832,90.94650205761316
W00007925,250,41,209,16.400000000000002,83.6
W00007926,278,34,244,12.23021582733813,87.76978417266187
W00007927,276,53,223,19.202898550724637,80.79710144927536
W00007928,280,70,210,25,75
W00007929,184,42,142,22.82608695652174,77.17391304347827
W00007930,293,61,232,20.819112627986346,79.18088737201366
W00007931,204,30,174,14.705882352941178,85.29411764705883
W00007932,241,34,207,14.107883817427386,85.89211618257261
W00007933,286,58,228,20.27972027972028,79.72027972027972
W00007934,275,49,226,17.81818181818182,82.18181818181817
W00007935,399,61,338,15.288220551378446,84.71177944862156
W00007936,262,36,226,13.740458015267176,86.25954198473282
W00007937,253,57,196,22.529644268774703,77.4703557312253
W00007938,294,46,248,15.646258503401361,84.35374149659864
W00007939,254,35,219,13.779527559055119,86.22047244094489
W00007940,194,22,172,11.34020618556701,88.65979381443299
W00007941,296,55,241,18.58108108108108,81.41891891891892
W00007942,248,36,212,14.516129032258066,85.48387096774194
W00007943,247,43,204,17.408906882591094,82.5910931174089
W00007944,285,56,229,19.649122807017545,80.35087719298247
W00007945,258,63,195,24.418604651162788,75.5813953488372
W00007946,253,41,212,16.205533596837945,83.79446640316206
W00007948,298,64,234,21.476510067114095,78.52348993288591
