OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
W00007742,346,21,21,24,25,25,17,15,30,23,23,25,26,14,17,12,16,6,6,6.069364161849711,6.069364161849711,6.9364161849710975,7.225433526011561,7.225433526011561,4.913294797687861,4.335260115606936,8.670520231213873,6.6473988439306355,6.6473988439306355,7.225433526011561,7.514450867052023,4.046242774566474,4.913294797687861,3.4682080924855487,4.624277456647398,1.7341040462427744,1.7341040462427744
W00007743,329,20,25,26,16,20,21,26,32,18,20,28,25,10,8,15,10,7,2,6.079027355623101,7.598784194528875,7.90273556231003,4.86322188449848,6.079027355623101,6.382978723404255,7.90273556231003,9.72644376899696,5.47112462006079,6.079027355623101,8.51063829787234,7.598784194528875,3.0395136778115504,2.43161094224924,4.5592705167173255,3.0395136778115504,2.127659574468085,0.60790273556231
W00007744,340,11,14,18,27,15,22,13,23,16,17,29,30,31,16,28,13,10,7,3.2352941176470593,4.117647058823529,5.294117647058823,7.941176470588235,4.411764705882353,6.470588235294119,3.823529411764706,6.764705882352941,4.705882352941177,5,8.529411764705882,8.823529411764707,9.117647058823529,4.705882352941177,8.235294117647058,3.823529411764706,2.941176470588235,2.0588235294117645
W00007745,287,22,12,17,13,20,18,19,20,17,11,25,14,22,11,10,18,9,9,7.665505226480835,4.181184668989547,5.923344947735192,4.529616724738676,6.968641114982578,6.2717770034843205,6.620209059233449,6.968641114982578,5.923344947735192,3.8327526132404177,8.710801393728223,4.878048780487805,7.665505226480835,3.8327526132404177,3.484320557491289,6.2717770034843205,3.1358885017421603,3.1358885017421603
W00007746,290,2,17,9,8,18,12,8,12,17,20,28,36,26,20,24,15,11,7,0.6896551724137931,5.862068965517241,3.103448275862069,2.7586206896551726,6.206896551724138,4.137931034482759,2.7586206896551726,4.137931034482759,5.862068965517241,6.896551724137931,9.655172413793103,12.413793103448276,8.96551724137931,6.896551724137931,8.275862068965518,5.172413793103448,3.793103448275862,2.413793103448276
W00007747,328,15,14,22,26,15,17,22,8,25,19,29,32,22,18,18,15,6,5,4.573170731707317,4.2682926829268295,6.707317073170732,7.926829268292683,4.573170731707317,5.182926829268292,6.707317073170732,2.4390243902439024,7.621951219512195,5.7926829268292686,8.841463414634147,9.75609756097561,6.707317073170732,5.487804878048781,5.487804878048781,4.573170731707317,1.8292682926829267,1.524390243902439
W00007748,283,10,5,8,17,11,22,15,23,8,18,21,20,20,27,27,19,11,1,3.53356890459364,1.76678445229682,2.8268551236749118,6.007067137809187,3.8869257950530036,7.773851590106007,5.30035335689046,8.12720848056537,2.8268551236749118,6.36042402826855,7.420494699646643,7.06713780918728,7.06713780918728,9.540636042402827,9.540636042402827,6.713780918727916,3.8869257950530036,0.35335689045936397
W00007749,312,21,20,24,21,16,13,22,16,20,14,17,22,14,27,13,16,9,7,6.730769230769231,6.41025641025641,7.6923076923076925,6.730769230769231,5.128205128205128,4.166666666666666,7.051282051282051,5.128205128205128,6.41025641025641,4.487179487179487,5.448717948717949,7.051282051282051,4.487179487179487,8.653846153846153,4.166666666666666,5.128205128205128,2.8846153846153846,2.2435897435897436
W00007750,251,12,15,15,13,13,16,21,9,8,9,22,16,19,15,15,11,11,11,4.780876494023905,5.9760956175298805,5.9760956175298805,5.179282868525896,5.179282868525896,6.374501992031872,8.366533864541832,3.5856573705179287,3.187250996015936,3.5856573705179287,8.764940239043826,6.374501992031872,7.569721115537849,5.9760956175298805,5.9760956175298805,4.382470119521913,4.382470119521913,4.382470119521913
W00007751,392,14,25,29,20,20,23,19,26,26,38,35,33,27,14,17,14,5,7,3.571428571428571,6.377551020408164,7.3979591836734695,5.1020408163265305,5.1020408163265305,5.86734693877551,4.846938775510204,6.63265306122449,6.63265306122449,9.693877551020408,8.928571428571429,8.418367346938775,6.887755102040815,3.571428571428571,4.336734693877551,3.571428571428571,1.2755102040816326,1.7857142857142856
W00007752,290,17,19,24,16,16,14,13,11,18,16,18,30,21,20,10,11,9,7,5.862068965517241,6.551724137931035,8.275862068965518,5.517241379310345,5.517241379310345,4.827586206896552,4.482758620689655,3.793103448275862,6.206896551724138,5.517241379310345,6.206896551724138,10.344827586206897,7.241379310344828,6.896551724137931,3.4482758620689653,3.793103448275862,3.103448275862069,2.413793103448276
W00007753,273,11,15,18,18,17,22,14,15,12,28,19,22,16,13,14,7,6,6,4.029304029304029,5.4945054945054945,6.593406593406594,6.593406593406594,6.227106227106227,8.058608058608058,5.128205128205128,5.4945054945054945,4.395604395604396,10.256410256410255,6.95970695970696,8.058608058608058,5.86080586080586,4.761904761904762,5.128205128205128,2.564102564102564,2.197802197802198,2.197802197802198
W00007754,245,12,9,13,6,17,21,13,11,9,17,17,23,10,12,17,8,10,20,4.8979591836734695,3.6734693877551026,5.3061224489795915,2.4489795918367347,6.938775510204081,8.571428571428571,5.3061224489795915,4.489795918367347,3.6734693877551026,6.938775510204081,6.938775510204081,9.387755102040817,4.081632653061225,4.8979591836734695,6.938775510204081,3.2653061224489797,4.081632653061225,8.16326530612245
W00007755,335,4,28,24,22,25,19,20,16,28,27,22,21,26,19,19,5,5,5,1.1940298507462688,8.358208955223882,7.164179104477612,6.567164179104477,7.462686567164178,5.6716417910447765,5.970149253731343,4.776119402985075,8.358208955223882,8.059701492537313,6.567164179104477,6.26865671641791,7.761194029850746,5.6716417910447765,5.6716417910447765,1.4925373134328357,1.4925373134328357,1.4925373134328357
W00007756,240,10,10,12,5,12,13,18,19,4,7,18,20,26,20,15,17,10,4,4.166666666666666,4.166666666666666,5,2.083333333333333,5,5.416666666666667,7.5,7.916666666666666,1.6666666666666667,2.9166666666666665,7.5,8.333333333333332,10.833333333333334,8.333333333333332,6.25,7.083333333333333,4.166666666666666,1.6666666666666667
W00007757,346,32,30,27,19,23,17,26,28,21,23,9,16,21,26,14,9,2,3,9.248554913294797,8.670520231213873,7.803468208092486,5.491329479768786,6.6473988439306355,4.913294797687861,7.514450867052023,8.092485549132949,6.069364161849711,6.6473988439306355,2.601156069364162,4.624277456647398,6.069364161849711,7.514450867052023,4.046242774566474,2.601156069364162,0.5780346820809248,0.8670520231213872
W00007758,338,20,23,23,16,21,23,23,20,16,23,20,34,18,11,22,10,9,6,5.9171597633136095,6.8047337278106506,6.8047337278106506,4.733727810650888,6.21301775147929,6.8047337278106506,6.8047337278106506,5.9171597633136095,4.733727810650888,6.8047337278106506,5.9171597633136095,10.059171597633137,5.325443786982249,3.2544378698224854,6.508875739644971,2.9585798816568047,2.6627218934911245,1.7751479289940828
W00007759,324,21,33,35,22,16,15,30,21,16,20,21,22,17,4,8,7,8,8,6.481481481481481,10.185185185185185,10.802469135802468,6.790123456790123,4.938271604938271,4.62962962962963,9.25925925925926,6.481481481481481,4.938271604938271,6.172839506172839,6.481481481481481,6.790123456790123,5.246913580246913,1.2345679012345678,2.4691358024691357,2.1604938271604937,2.4691358024691357,2.4691358024691357
W00007760,378,35,43,35,26,20,34,35,23,14,15,19,22,16,11,11,3,6,10,9.25925925925926,11.375661375661375,9.25925925925926,6.878306878306878,5.291005291005291,8.994708994708994,9.25925925925926,6.084656084656085,3.7037037037037033,3.968253968253968,5.026455026455026,5.82010582010582,4.232804232804233,2.91005291005291,2.91005291005291,0.7936507936507936,1.5873015873015872,2.6455026455026456
W00007761,440,41,55,34,48,24,30,35,35,19,24,22,22,11,11,12,6,4,7,9.318181818181818,12.5,7.727272727272727,10.909090909090908,5.454545454545454,6.8181818181818175,7.954545454545454,7.954545454545454,4.318181818181818,5.454545454545454,5,5,2.5,2.5,2.727272727272727,1.3636363636363635,0.9090909090909091,1.5909090909090908
W00007762,346,12,24,21,15,20,17,23,20,16,19,21,23,27,27,26,23,8,4,3.4682080924855487,6.9364161849710975,6.069364161849711,4.335260115606936,5.780346820809249,4.913294797687861,6.6473988439306355,5.780346820809249,4.624277456647398,5.491329479768786,6.069364161849711,6.6473988439306355,7.803468208092486,7.803468208092486,7.514450867052023,6.6473988439306355,2.312138728323699,1.1560693641618496
W00007763,328,13,20,12,17,16,26,22,18,10,19,19,35,24,24,12,17,18,6,3.9634146341463414,6.097560975609756,3.6585365853658534,5.182926829268292,4.878048780487805,7.926829268292683,6.707317073170732,5.487804878048781,3.048780487804878,5.7926829268292686,5.7926829268292686,10.670731707317072,7.317073170731707,7.317073170731707,3.6585365853658534,5.182926829268292,5.487804878048781,1.8292682926829267
W00007764,234,8,11,11,10,19,18,10,12,6,16,24,18,15,14,17,8,10,7,3.418803418803419,4.700854700854701,4.700854700854701,4.273504273504273,8.11965811965812,7.6923076923076925,4.273504273504273,5.128205128205128,2.564102564102564,6.837606837606838,10.256410256410255,7.6923076923076925,6.41025641025641,5.982905982905983,7.264957264957266,3.418803418803419,4.273504273504273,2.9914529914529915
W00007765,195,15,4,3,5,11,10,20,11,7,4,12,15,14,20,16,7,9,12,7.6923076923076925,2.051282051282051,1.5384615384615385,2.564102564102564,5.641025641025641,5.128205128205128,10.256410256410255,5.641025641025641,3.5897435897435894,2.051282051282051,6.153846153846154,7.6923076923076925,7.179487179487179,10.256410256410255,8.205128205128204,3.5897435897435894,4.615384615384616,6.153846153846154
W00007766,530,40,32,37,33,23,59,35,38,32,36,34,40,28,23,16,6,10,8,7.547169811320755,6.037735849056604,6.981132075471698,6.226415094339623,4.3396226415094334,11.132075471698114,6.60377358490566,7.169811320754717,6.037735849056604,6.7924528301886795,6.415094339622642,7.547169811320755,5.283018867924529,4.3396226415094334,3.018867924528302,1.1320754716981132,1.8867924528301887,1.509433962264151
W00007767,327,5,16,18,27,15,18,7,13,16,19,34,29,21,17,29,25,9,9,1.529051987767584,4.892966360856269,5.5045871559633035,8.256880733944955,4.587155963302752,5.5045871559633035,2.1406727828746175,3.9755351681957185,4.892966360856269,5.81039755351682,10.397553516819572,8.868501529051988,6.422018348623854,5.198776758409786,8.868501529051988,7.64525993883792,2.7522935779816518,2.7522935779816518
W00007768,311,21,25,22,19,24,22,20,20,25,16,20,23,11,8,13,10,7,5,6.752411575562702,8.038585209003216,7.07395498392283,6.109324758842444,7.717041800643088,7.07395498392283,6.430868167202572,6.430868167202572,8.038585209003216,5.144694533762058,6.430868167202572,7.395498392282958,3.536977491961415,2.572347266881029,4.180064308681672,3.215434083601286,2.2508038585209005,1.607717041800643
W00007769,242,9,13,19,9,4,23,10,15,20,20,15,11,16,9,13,18,5,13,3.71900826446281,5.371900826446281,7.851239669421488,3.71900826446281,1.6528925619834711,9.50413223140496,4.132231404958678,6.198347107438017,8.264462809917356,8.264462809917356,6.198347107438017,4.545454545454546,6.6115702479338845,3.71900826446281,5.371900826446281,7.43801652892562,2.066115702479339,5.371900826446281
W00007770,367,18,23,31,22,10,22,21,22,27,15,19,29,27,28,24,17,5,7,4.904632152588556,6.267029972752043,8.446866485013624,5.994550408719346,2.7247956403269753,5.994550408719346,5.722070844686648,5.994550408719346,7.3569482288828345,4.087193460490464,5.177111716621254,7.901907356948229,7.3569482288828345,7.629427792915531,6.539509536784741,4.632152588555858,1.3623978201634876,1.9073569482288828
W00007771,270,12,14,20,23,17,17,12,10,18,23,21,18,11,15,5,12,10,12,4.444444444444445,5.185185185185185,7.4074074074074066,8.518518518518519,6.296296296296296,6.296296296296296,4.444444444444445,3.7037037037037033,6.666666666666667,8.518518518518519,7.777777777777778,6.666666666666667,4.074074074074074,5.555555555555555,1.8518518518518516,4.444444444444445,3.7037037037037033,4.444444444444445
W00007772,266,13,12,7,11,15,11,13,18,8,21,22,24,21,16,17,23,12,2,4.887218045112782,4.511278195488721,2.631578947368421,4.135338345864661,5.639097744360902,4.135338345864661,4.887218045112782,6.7669172932330826,3.007518796992481,7.894736842105263,8.270676691729323,9.022556390977442,7.894736842105263,6.015037593984962,6.390977443609022,8.646616541353383,4.511278195488721,0.7518796992481203
W00007773,241,8,5,20,10,15,15,10,18,15,13,16,20,19,17,19,10,5,6,3.319502074688797,2.0746887966804977,8.29875518672199,4.149377593360995,6.224066390041494,6.224066390041494,4.149377593360995,7.468879668049793,6.224066390041494,5.394190871369295,6.639004149377594,8.29875518672199,7.883817427385892,7.053941908713693,7.883817427385892,4.149377593360995,2.0746887966804977,2.4896265560165975
W00007774,281,19,28,19,20,11,14,18,24,18,12,18,18,12,15,19,7,5,4,6.761565836298933,9.9644128113879,6.761565836298933,7.11743772241993,3.9145907473309607,4.98220640569395,6.405693950177936,8.540925266903916,6.405693950177936,4.270462633451958,6.405693950177936,6.405693950177936,4.270462633451958,5.338078291814947,6.761565836298933,2.491103202846975,1.7793594306049825,1.4234875444839856
W00007775,252,13,17,28,10,16,12,18,18,17,16,18,15,11,13,13,12,2,3,5.158730158730158,6.746031746031746,11.11111111111111,3.968253968253968,6.349206349206349,4.761904761904762,7.142857142857142,7.142857142857142,6.746031746031746,6.349206349206349,7.142857142857142,5.952380952380952,4.365079365079365,5.158730158730158,5.158730158730158,4.761904761904762,0.7936507936507936,1.1904761904761905
W00007776,114,2,8,9,5,7,9,7,7,5,5,9,2,12,9,9,5,2,2,1.7543859649122806,7.017543859649122,7.894736842105263,4.385964912280701,6.140350877192982,7.894736842105263,6.140350877192982,6.140350877192982,4.385964912280701,4.385964912280701,7.894736842105263,1.7543859649122806,10.526315789473683,7.894736842105263,7.894736842105263,4.385964912280701,1.7543859649122806,1.7543859649122806
W00007777,257,19,13,10,7,12,23,24,11,9,15,25,22,17,7,14,13,8,8,7.392996108949417,5.058365758754864,3.8910505836575875,2.7237354085603114,4.669260700389105,8.949416342412452,9.33852140077821,4.280155642023346,3.501945525291829,5.836575875486381,9.72762645914397,8.560311284046692,6.614785992217899,2.7237354085603114,5.447470817120623,5.058365758754864,3.11284046692607,3.11284046692607
W00007778,400,24,35,34,33,15,19,28,31,20,26,32,33,12,14,18,15,6,5,6,8.75,8.5,8.25,3.75,4.75,7.000000000000001,7.75,5,6.5,8,8.25,3,3.5000000000000004,4.5,3.75,1.5,1.25
W00007779,278,16,14,19,13,14,16,24,12,20,18,15,29,15,10,20,11,8,4,5.755395683453238,5.0359712230215825,6.83453237410072,4.676258992805756,5.0359712230215825,5.755395683453238,8.633093525179856,4.316546762589928,7.1942446043165464,6.474820143884892,5.39568345323741,10.431654676258994,5.39568345323741,3.5971223021582732,7.1942446043165464,3.9568345323741005,2.877697841726619,1.4388489208633095
W00007780,254,32,13,12,13,26,28,15,23,13,15,11,10,8,6,21,4,1,3,12.598425196850393,5.118110236220472,4.724409448818897,5.118110236220472,10.236220472440944,11.023622047244094,5.905511811023622,9.05511811023622,5.118110236220472,5.905511811023622,4.330708661417323,3.937007874015748,3.149606299212598,2.3622047244094486,8.267716535433072,1.574803149606299,0.39370078740157477,1.1811023622047243
W00007781,343,16,33,30,14,10,31,28,35,21,13,21,19,18,16,12,15,9,2,4.664723032069971,9.620991253644315,8.746355685131196,4.081632653061225,2.9154518950437316,9.037900874635568,8.16326530612245,10.204081632653061,6.122448979591836,3.7900874635568513,6.122448979591836,5.539358600583091,5.247813411078718,4.664723032069971,3.498542274052478,4.373177842565598,2.623906705539359,0.5830903790087464
W00007782,314,22,23,22,23,22,16,28,29,17,10,20,15,20,17,12,10,5,3,7.006369426751593,7.32484076433121,7.006369426751593,7.32484076433121,7.006369426751593,5.095541401273886,8.9171974522293,9.235668789808917,5.414012738853503,3.1847133757961785,6.369426751592357,4.777070063694268,6.369426751592357,5.414012738853503,3.821656050955414,3.1847133757961785,1.5923566878980893,0.9554140127388535
W00007783,254,11,10,9,13,12,27,16,19,17,12,19,22,20,10,17,4,7,9,4.330708661417323,3.937007874015748,3.543307086614173,5.118110236220472,4.724409448818897,10.62992125984252,6.299212598425196,7.480314960629922,6.692913385826772,4.724409448818897,7.480314960629922,8.661417322834646,7.874015748031496,3.937007874015748,6.692913385826772,1.574803149606299,2.7559055118110236,3.543307086614173
W00007784,283,22,13,21,19,13,12,14,16,20,16,15,20,11,6,11,14,14,26,7.773851590106007,4.593639575971731,7.420494699646643,6.713780918727916,4.593639575971731,4.240282685512367,4.946996466431095,5.6537102473498235,7.06713780918728,5.6537102473498235,5.30035335689046,7.06713780918728,3.8869257950530036,2.1201413427561837,3.8869257950530036,4.946996466431095,4.946996466431095,9.187279151943462
W00007785,232,21,13,18,7,8,17,14,11,10,11,24,13,13,13,16,7,9,7,9.051724137931034,5.603448275862069,7.758620689655173,3.0172413793103448,3.4482758620689653,7.327586206896551,6.0344827586206895,4.741379310344827,4.310344827586207,4.741379310344827,10.344827586206897,5.603448275862069,5.603448275862069,5.603448275862069,6.896551724137931,3.0172413793103448,3.8793103448275863,3.0172413793103448
W00007786,222,6,8,12,13,13,13,13,15,8,17,13,15,12,15,16,18,7,8,2.7027027027027026,3.6036036036036037,5.405405405405405,5.8558558558558556,5.8558558558558556,5.8558558558558556,5.8558558558558556,6.756756756756757,3.6036036036036037,7.657657657657657,5.8558558558558556,6.756756756756757,5.405405405405405,6.756756756756757,7.207207207207207,8.108108108108109,3.153153153153153,3.6036036036036037
W00007787,259,15,18,22,14,12,20,16,23,13,20,18,17,13,12,16,3,1,6,5.7915057915057915,6.94980694980695,8.494208494208493,5.405405405405405,4.633204633204633,7.722007722007722,6.177606177606178,8.880308880308881,5.019305019305019,7.722007722007722,6.94980694980695,6.563706563706563,5.019305019305019,4.633204633204633,6.177606177606178,1.1583011583011582,0.3861003861003861,2.3166023166023164
W00007788,240,14,21,19,21,11,9,18,18,21,18,8,14,14,11,6,8,6,3,5.833333333333333,8.75,7.916666666666666,8.75,4.583333333333333,3.75,7.5,7.5,8.75,7.5,3.3333333333333335,5.833333333333333,5.833333333333333,4.583333333333333,2.5,3.3333333333333335,2.5,1.25
