OA,ts0590001,ts0590002,ts0590003,ts0590004,ts0590005,ts0590006,ts0590007,ts0590002_PCT,ts0590003_PCT,ts0590004_PCT,ts0590005_PCT,ts0590006_PCT,ts0590007_PCT
W00007742,151,45,9,36,106,90,16,29.80132450331126,5.960264900662252,23.841059602649008,70.19867549668875,59.60264900662252,10.596026490066226
W00007743,154,43,11,32,111,94,17,27.92207792207792,7.142857142857142,20.77922077922078,72.07792207792207,61.038961038961034,11.03896103896104
W00007744,142,38,6,32,104,89,15,26.76056338028169,4.225352112676056,22.535211267605636,73.23943661971832,62.676056338028175,10.56338028169014
W00007745,104,31,4,27,73,67,6,29.807692307692307,3.8461538461538463,25.961538461538463,70.1923076923077,64.42307692307693,5.769230769230769
W00007746,154,41,15,26,113,98,15,26.623376623376622,9.740259740259742,16.883116883116884,73.37662337662337,63.63636363636363,9.740259740259742
W00007747,132,46,14,32,86,74,12,34.84848484848485,10.606060606060606,24.242424242424242,65.15151515151516,56.060606060606055,9.090909090909092
W00007748,131,35,12,23,96,84,12,26.717557251908396,9.16030534351145,17.557251908396946,73.2824427480916,64.12213740458014,9.16030534351145
W00007749,99,35,9,26,64,53,11,35.35353535353536,9.090909090909092,26.262626262626267,64.64646464646465,53.535353535353536,11.11111111111111
W00007750,93,21,10,11,72,63,9,22.58064516129032,10.75268817204301,11.827956989247312,77.41935483870968,67.74193548387096,9.67741935483871
W00007751,211,49,9,40,162,142,20,23.22274881516588,4.265402843601896,18.95734597156398,76.77725118483413,67.29857819905213,9.47867298578199
W00007752,117,35,6,29,82,67,15,29.914529914529915,5.128205128205128,24.786324786324787,70.08547008547008,57.26495726495726,12.82051282051282
W00007753,139,28,7,21,111,92,19,20.14388489208633,5.0359712230215825,15.107913669064748,79.85611510791367,66.18705035971223,13.66906474820144
W00007754,99,16,4,12,83,77,6,16.161616161616163,4.040404040404041,12.121212121212121,83.83838383838383,77.77777777777779,6.0606060606060606
W00007755,173,30,11,19,143,128,15,17.341040462427745,6.358381502890173,10.982658959537572,82.65895953757226,73.98843930635837,8.670520231213873
W00007756,110,32,10,22,78,68,10,29.09090909090909,9.090909090909092,20,70.9090909090909,61.81818181818181,9.090909090909092
W00007757,121,48,13,35,73,62,11,39.66942148760331,10.743801652892563,28.92561983471074,60.33057851239669,51.2396694214876,9.090909090909092
W00007758,150,49,16,33,101,90,11,32.666666666666664,10.666666666666668,22,67.33333333333333,60,7.333333333333333
W00007759,119,39,10,29,80,72,8,32.773109243697476,8.403361344537815,24.369747899159663,67.22689075630252,60.50420168067227,6.722689075630252
W00007760,134,36,11,25,98,92,6,26.865671641791046,8.208955223880597,18.65671641791045,73.13432835820896,68.65671641791045,4.477611940298507
W00007761,139,41,10,31,98,84,14,29.496402877697843,7.1942446043165464,22.302158273381295,70.50359712230215,60.431654676258994,10.071942446043165
W00007762,146,35,8,27,111,98,13,23.972602739726025,5.47945205479452,18.493150684931507,76.02739726027397,67.12328767123287,8.904109589041095
W00007763,149,36,12,24,113,104,9,24.161073825503358,8.053691275167784,16.10738255033557,75.83892617449665,69.79865771812081,6.0402684563758395
W00007764,106,21,6,15,85,76,9,19.81132075471698,5.660377358490567,14.150943396226415,80.18867924528303,71.69811320754717,8.49056603773585
W00007765,57,21,9,12,36,30,6,36.84210526315789,15.789473684210526,21.052631578947366,63.1578947368421,52.63157894736842,10.526315789473683
W00007766,287,63,18,45,224,198,26,21.951219512195124,6.2717770034843205,15.6794425087108,78.04878048780488,68.98954703832753,9.059233449477352
W00007767,152,37,8,29,115,108,7,24.342105263157894,5.263157894736842,19.078947368421055,75.6578947368421,71.05263157894737,4.605263157894736
W00007768,132,38,11,27,94,86,8,28.78787878787879,8.333333333333332,20.454545454545457,71.21212121212122,65.15151515151516,6.0606060606060606
W00007769,78,27,5,22,51,46,5,34.61538461538461,6.41025641025641,28.205128205128204,65.38461538461539,58.97435897435898,6.41025641025641
W00007770,156,37,9,28,119,110,9,23.717948717948715,5.769230769230769,17.94871794871795,76.28205128205127,70.51282051282051,5.769230769230769
W00007771,139,36,9,27,103,94,9,25.899280575539567,6.474820143884892,19.424460431654676,74.10071942446042,67.62589928057554,6.474820143884892
W00007772,129,38,16,22,91,84,7,29.457364341085274,12.4031007751938,17.05426356589147,70.54263565891473,65.11627906976744,5.426356589147287
W00007773,109,22,5,17,87,79,8,20.18348623853211,4.587155963302752,15.59633027522936,79.81651376146789,72.47706422018348,7.339449541284404
W00007774,87,25,6,19,62,57,5,28.735632183908045,6.896551724137931,21.839080459770116,71.26436781609196,65.51724137931035,5.747126436781609
W00007775,90,18,5,13,72,64,8,20,5.555555555555555,14.444444444444443,80,71.11111111111111,8.88888888888889
W00007776,55,15,3,12,40,33,7,27.27272727272727,5.454545454545454,21.818181818181817,72.72727272727273,60,12.727272727272727
W00007777,132,33,11,22,99,92,7,25,8.333333333333332,16.666666666666664,75,69.6969696969697,5.303030303030303
W00007778,159,43,8,35,116,102,14,27.044025157232703,5.031446540880504,22.0125786163522,72.95597484276729,64.15094339622641,8.80503144654088
W00007779,139,36,10,26,103,90,13,25.899280575539567,7.1942446043165464,18.705035971223023,74.10071942446042,64.74820143884892,9.352517985611511
W00007780,75,27,7,20,48,48,0,36,9.333333333333334,26.666666666666668,64,64,0
W00007781,144,39,6,33,105,98,7,27.083333333333332,4.166666666666666,22.916666666666664,72.91666666666666,68.05555555555556,4.861111111111112
W00007782,113,32,8,24,81,72,9,28.31858407079646,7.079646017699115,21.238938053097346,71.68141592920354,63.716814159292035,7.964601769911504
W00007783,99,38,12,26,61,51,10,38.38383838383838,12.121212121212121,26.262626262626267,61.61616161616161,51.515151515151516,10.1010101010101
W00007784,90,20,6,14,70,65,5,22.22222222222222,6.666666666666667,15.555555555555555,77.77777777777779,72.22222222222221,5.555555555555555
W00007785,95,29,4,25,66,58,8,30.526315789473685,4.2105263157894735,26.31578947368421,69.47368421052632,61.05263157894737,8.421052631578947
W00007786,83,23,6,17,60,52,8,27.710843373493976,7.228915662650602,20.481927710843372,72.28915662650603,62.65060240963856,9.63855421686747
W00007787,112,31,7,24,81,72,9,27.67857142857143,6.25,21.428571428571427,72.32142857142857,64.28571428571429,8.035714285714286
W00007788,107,29,6,23,78,70,8,27.102803738317753,5.607476635514018,21.49532710280374,72.89719626168224,65.42056074766354,7.476635514018691
W00007789,92,27,7,20,65,59,6,29.347826086956523,7.608695652173914,21.73913043478261,70.65217391304348,64.13043478260869,6.521739130434782
W00007790,91,19,6,13,72,65,7,20.87912087912088,6.593406593406594,14.285714285714285,79.12087912087912,71.42857142857143,7.6923076923076925
W00007791,119,32,7,25,87,80,7,26.89075630252101,5.88235294117647,21.008403361344538,73.10924369747899,67.22689075630252,5.88235294117647
W00007792,214,56,17,39,158,142,16,26.168224299065418,7.943925233644859,18.22429906542056,73.83177570093457,66.35514018691589,7.476635514018691
W00007793,189,59,6,53,130,116,14,31.216931216931215,3.1746031746031744,28.04232804232804,68.78306878306879,61.37566137566137,7.4074074074074066
W00007794,113,41,15,26,72,66,6,36.283185840707965,13.274336283185843,23.008849557522122,63.716814159292035,58.4070796460177,5.3097345132743365
W00007795,135,41,14,27,94,82,12,30.37037037037037,10.37037037037037,20,69.62962962962963,60.74074074074074,8.88888888888889
W00007796,129,44,20,24,85,76,9,34.10852713178294,15.503875968992247,18.6046511627907,65.89147286821705,58.91472868217055,6.976744186046512
W00007797,146,40,15,25,106,91,15,27.397260273972602,10.273972602739725,17.123287671232877,72.6027397260274,62.328767123287676,10.273972602739725
W00007798,133,45,12,33,88,79,9,33.83458646616541,9.022556390977442,24.81203007518797,66.16541353383458,59.3984962406015,6.7669172932330826
W00007799,146,45,15,30,101,91,10,30.82191780821918,10.273972602739725,20.54794520547945,69.17808219178082,62.328767123287676,6.8493150684931505
W00007800,136,47,12,35,89,79,10,34.55882352941176,8.823529411764707,25.735294117647058,65.44117647058823,58.08823529411765,7.352941176470589
W00007801,108,33,8,25,75,65,10,30.555555555555557,7.4074074074074066,23.14814814814815,69.44444444444444,60.18518518518518,9.25925925925926
W00007802,114,34,13,21,80,75,5,29.82456140350877,11.403508771929824,18.421052631578945,70.17543859649122,65.78947368421053,4.385964912280701
W00007803,132,35,9,26,97,86,11,26.515151515151516,6.8181818181818175,19.696969696969695,73.48484848484848,65.15151515151516,8.333333333333332
W00007804,105,28,8,20,77,68,9,26.666666666666668,7.6190476190476195,19.047619047619047,73.33333333333333,64.76190476190476,8.571428571428571
W00007805,139,38,10,28,101,91,10,27.33812949640288,7.1942446043165464,20.14388489208633,72.66187050359713,65.46762589928058,7.1942446043165464
W00007806,113,29,7,22,84,70,14,25.663716814159294,6.1946902654867255,19.469026548672566,74.33628318584071,61.94690265486725,12.389380530973451
W00007807,141,39,9,30,102,85,17,27.659574468085108,6.382978723404255,21.27659574468085,72.3404255319149,60.28368794326241,12.056737588652481
W00007808,127,27,10,17,100,90,10,21.25984251968504,7.874015748031496,13.385826771653544,78.74015748031496,70.86614173228347,7.874015748031496
W00007809,113,27,9,18,86,77,9,23.893805309734514,7.964601769911504,15.929203539823009,76.10619469026548,68.14159292035397,7.964601769911504
W00007810,99,33,5,28,66,60,6,33.33333333333333,5.05050505050505,28.28282828282828,66.66666666666666,60.60606060606061,6.0606060606060606
W00007811,142,40,9,31,102,93,9,28.169014084507044,6.338028169014084,21.830985915492956,71.83098591549296,65.49295774647888,6.338028169014084
W00007812,107,21,4,17,86,68,18,19.626168224299064,3.7383177570093453,15.887850467289718,80.37383177570094,63.55140186915887,16.822429906542055
W00007813,92,20,6,14,72,63,9,21.73913043478261,6.521739130434782,15.217391304347828,78.26086956521739,68.47826086956522,9.782608695652174
W00007814,126,37,15,22,89,73,16,29.365079365079367,11.904761904761903,17.46031746031746,70.63492063492063,57.936507936507944,12.698412698412698
W00007815,143,40,8,32,103,90,13,27.972027972027973,5.594405594405594,22.377622377622377,72.02797202797203,62.93706293706294,9.090909090909092
W00007816,131,32,7,25,99,81,18,24.427480916030532,5.343511450381679,19.083969465648856,75.57251908396947,61.832061068702295,13.740458015267176
W00007817,164,43,14,29,121,110,11,26.21951219512195,8.536585365853659,17.682926829268293,73.78048780487805,67.07317073170732,6.707317073170732
W00007818,113,43,12,31,70,66,4,38.05309734513274,10.619469026548673,27.43362831858407,61.94690265486725,58.4070796460177,3.5398230088495577
W00007819,56,19,5,14,37,32,5,33.92857142857143,8.928571428571429,25,66.07142857142857,57.14285714285714,8.928571428571429
W00007820,167,44,8,36,123,114,9,26.34730538922156,4.790419161676647,21.55688622754491,73.65269461077844,68.26347305389223,5.389221556886228
W00007821,104,32,5,27,72,62,10,30.76923076923077,4.807692307692308,25.961538461538463,69.23076923076923,59.61538461538461,9.615384615384617
W00007822,91,21,6,15,70,62,8,23.076923076923077,6.593406593406594,16.483516483516482,76.92307692307693,68.13186813186813,8.791208791208792
W00007823,168,34,11,23,134,125,9,20.238095238095237,6.547619047619048,13.690476190476192,79.76190476190477,74.40476190476191,5.357142857142857
W00007824,133,47,7,40,86,78,8,35.338345864661655,5.263157894736842,30.075187969924812,64.66165413533834,58.64661654135338,6.015037593984962
W00007825,155,34,13,21,121,102,19,21.935483870967744,8.38709677419355,13.548387096774196,78.06451612903226,65.80645161290323,12.258064516129032
W00007826,172,54,12,42,118,101,17,31.3953488372093,6.976744186046512,24.418604651162788,68.6046511627907,58.720930232558146,9.883720930232558
W00007827,103,18,4,14,85,81,4,17.475728155339805,3.8834951456310676,13.592233009708737,82.52427184466019,78.64077669902912,3.8834951456310676
W00007828,135,41,13,28,94,83,11,30.37037037037037,9.62962962962963,20.74074074074074,69.62962962962963,61.48148148148148,8.148148148148149
W00007829,140,38,9,29,102,86,16,27.142857142857142,6.428571428571428,20.714285714285715,72.85714285714285,61.42857142857143,11.428571428571429
W00007830,129,40,7,33,89,81,8,31.007751937984494,5.426356589147287,25.581395348837212,68.9922480620155,62.7906976744186,6.2015503875969
W00007831,135,50,12,38,85,78,7,37.03703703703704,8.88888888888889,28.14814814814815,62.96296296296296,57.77777777777777,5.185185185185185
W00007832,118,38,9,29,80,74,6,32.20338983050847,7.627118644067797,24.576271186440678,67.79661016949152,62.71186440677966,5.084745762711865
W00007833,163,36,10,26,127,118,9,22.085889570552148,6.134969325153374,15.950920245398773,77.91411042944786,72.39263803680981,5.521472392638037
W00007834,106,38,13,25,68,58,10,35.84905660377358,12.264150943396226,23.58490566037736,64.15094339622641,54.71698113207547,9.433962264150944
W00007835,133,39,6,33,94,84,10,29.32330827067669,4.511278195488721,24.81203007518797,70.67669172932331,63.1578947368421,7.518796992481203
W00007836,188,49,13,36,139,123,16,26.063829787234045,6.914893617021277,19.148936170212767,73.93617021276596,65.42553191489363,8.51063829787234
W00007837,121,41,15,26,80,72,8,33.88429752066116,12.396694214876034,21.487603305785125,66.11570247933885,59.50413223140496,6.6115702479338845
W00007838,102,28,7,21,74,69,5,27.450980392156865,6.862745098039216,20.588235294117645,72.54901960784314,67.64705882352942,4.901960784313726
W00007839,148,43,6,37,105,92,13,29.054054054054053,4.054054054054054,25,70.94594594594594,62.16216216216216,8.783783783783784
W00007840,137,39,12,27,98,85,13,28.467153284671532,8.75912408759124,19.708029197080293,71.53284671532847,62.04379562043796,9.48905109489051
W00007841,128,42,13,29,86,80,6,32.8125,10.15625,22.65625,67.1875,62.5,4.6875
W00007842,135,38,11,27,97,86,11,28.14814814814815,8.148148148148149,20,71.85185185185186,63.70370370370371,8.148148148148149
W00007843,114,37,11,26,77,68,9,32.45614035087719,9.649122807017543,22.807017543859647,67.54385964912281,59.64912280701754,7.894736842105263
W00007844,141,37,4,33,104,95,9,26.24113475177305,2.8368794326241136,23.404255319148938,73.75886524822694,67.37588652482269,6.382978723404255
W00007845,157,36,5,31,121,103,18,22.929936305732486,3.1847133757961785,19.745222929936308,77.07006369426752,65.60509554140127,11.464968152866243
W00007846,136,41,13,28,95,87,8,30.14705882352941,9.558823529411764,20.588235294117645,69.85294117647058,63.970588235294116,5.88235294117647
W00007847,153,48,12,36,105,94,11,31.372549019607842,7.8431372549019605,23.52941176470588,68.62745098039215,61.43790849673203,7.18954248366013
W00007848,144,44,10,34,100,90,10,30.555555555555557,6.944444444444445,23.61111111111111,69.44444444444444,62.5,6.944444444444445
W00007849,122,35,14,21,87,73,14,28.688524590163933,11.475409836065573,17.21311475409836,71.31147540983606,59.83606557377049,11.475409836065573
