OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
W00001832,126,13,0,0,10,3,1,79,9,1,9,1,10.317460317460316,0,0,7.936507936507936,2.380952380952381,0.7936507936507936,62.698412698412696,7.142857142857142,0.7936507936507936,7.142857142857142,0.7936507936507936
W00001833,94,11,0,0,3,2,0,59,4,5,8,2,11.702127659574469,0,0,3.1914893617021276,2.127659574468085,0,62.76595744680851,4.25531914893617,5.319148936170213,8.51063829787234,2.127659574468085
W00001834,100,15,0,1,3,3,0,44,8,2,23,1,15,0,1,3,3,0,44,8,2,23,1
W00001835,137,15,0,2,2,0,0,90,13,4,9,2,10.948905109489052,0,1.4598540145985401,1.4598540145985401,0,0,65.69343065693431,9.48905109489051,2.9197080291970803,6.569343065693431,1.4598540145985401
W00001836,152,16,0,0,9,2,0,84,19,5,17,0,10.526315789473683,0,0,5.921052631578947,1.3157894736842104,0,55.26315789473685,12.5,3.289473684210526,11.18421052631579,0
W00001837,166,34,0,1,0,1,0,104,14,1,11,0,20.481927710843372,0,0.6024096385542169,0,0.6024096385542169,0,62.65060240963856,8.433734939759036,0.6024096385542169,6.626506024096386,0
W00001838,104,17,0,0,0,2,0,64,6,3,11,1,16.346153846153847,0,0,0,1.9230769230769231,0,61.53846153846154,5.769230769230769,2.8846153846153846,10.576923076923077,0.9615384615384616
W00001839,142,15,0,0,2,1,0,85,17,9,13,0,10.56338028169014,0,0,1.4084507042253522,0.7042253521126761,0,59.859154929577464,11.971830985915492,6.338028169014084,9.15492957746479,0
W00001840,149,16,0,0,7,1,0,91,15,7,10,2,10.738255033557047,0,0,4.697986577181208,0.6711409395973155,0,61.07382550335571,10.06711409395973,4.697986577181208,6.7114093959731544,1.342281879194631
W00001841,103,10,0,0,4,2,1,66,6,3,11,0,9.70873786407767,0,0,3.8834951456310676,1.9417475728155338,0.9708737864077669,64.07766990291263,5.825242718446602,2.912621359223301,10.679611650485436,0
