OA,ts0390001,ts0390002,ts0390003,ts0390004,ts0390005,ts0390006,ts0390007,ts0390008,ts0390009,ts0390002_PCT,ts0390003_PCT,ts0390004_PCT,ts0390005_PCT,ts0390006_PCT,ts0390007_PCT,ts0390008_PCT,ts0390009_PCT
W00001832,269,236,13,5,8,6,1,5,14,87.73234200743495,4.83271375464684,1.858736059479554,2.973977695167286,2.2304832713754648,0.37174721189591076,1.858736059479554,5.204460966542751
W00001833,204,193,2,2,0,4,1,3,5,94.6078431372549,0.9803921568627451,0.9803921568627451,0,1.9607843137254901,0.49019607843137253,1.4705882352941175,2.450980392156863
W00001834,216,196,8,5,3,6,2,4,6,90.74074074074075,3.7037037037037033,2.314814814814815,1.3888888888888888,2.7777777777777777,0.9259259259259258,1.8518518518518516,2.7777777777777777
W00001835,266,229,15,12,3,4,2,2,18,86.09022556390977,5.639097744360902,4.511278195488721,1.1278195488721803,1.5037593984962405,0.7518796992481203,0.7518796992481203,6.7669172932330826
W00001836,309,273,16,9,7,9,3,6,11,88.3495145631068,5.177993527508091,2.912621359223301,2.26537216828479,2.912621359223301,0.9708737864077669,1.9417475728155338,3.559870550161812
W00001837,368,335,21,15,6,5,2,3,7,91.03260869565217,5.706521739130435,4.076086956521739,1.6304347826086956,1.358695652173913,0.5434782608695652,0.8152173913043478,1.9021739130434785
W00001838,220,196,8,7,1,4,2,2,12,89.0909090909091,3.6363636363636362,3.1818181818181817,0.45454545454545453,1.8181818181818181,0.9090909090909091,0.9090909090909091,5.454545454545454
W00001839,269,243,15,15,0,4,2,2,7,90.33457249070632,5.5762081784386615,5.5762081784386615,0,1.486988847583643,0.7434944237918215,0.7434944237918215,2.6022304832713754
W00001840,296,251,25,13,12,5,4,1,15,84.7972972972973,8.445945945945946,4.391891891891892,4.054054054054054,1.6891891891891893,1.3513513513513513,0.33783783783783783,5.0675675675675675
W00001841,242,214,13,7,6,7,3,4,8,88.42975206611571,5.371900826446281,2.8925619834710745,2.479338842975207,2.8925619834710745,1.2396694214876034,1.6528925619834711,3.3057851239669422
W00001842,253,235,8,7,1,4,2,2,6,92.88537549407114,3.1620553359683794,2.766798418972332,0.3952569169960474,1.5810276679841897,0.7905138339920948,0.7905138339920948,2.371541501976284
W00001843,252,224,13,7,6,5,2,3,10,88.88888888888889,5.158730158730158,2.7777777777777777,2.380952380952381,1.984126984126984,0.7936507936507936,1.1904761904761905,3.968253968253968
W00001844,259,219,20,12,8,7,4,3,13,84.55598455598455,7.722007722007722,4.633204633204633,3.088803088803089,2.7027027027027026,1.5444015444015444,1.1583011583011582,5.019305019305019
W00001845,214,188,10,6,4,7,5,2,9,87.85046728971963,4.672897196261682,2.803738317757009,1.8691588785046727,3.2710280373831773,2.336448598130841,0.9345794392523363,4.205607476635514
W00001846,261,232,14,9,5,2,1,1,13,88.88888888888889,5.363984674329502,3.4482758620689653,1.9157088122605364,0.7662835249042145,0.38314176245210724,0.38314176245210724,4.980842911877394
W00001847,240,215,14,9,5,5,1,4,6,89.58333333333334,5.833333333333333,3.75,2.083333333333333,2.083333333333333,0.4166666666666667,1.6666666666666667,2.5
W00001848,234,205,21,14,7,0,0,0,8,87.6068376068376,8.974358974358974,5.982905982905983,2.9914529914529915,0,0,0,3.418803418803419
W00001849,247,215,15,12,3,5,2,3,12,87.04453441295547,6.0728744939271255,4.8582995951417,1.214574898785425,2.0242914979757085,0.8097165991902834,1.214574898785425,4.8582995951417
