OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
W00001832,278,12,24,19,20,14,21,16,24,17,17,16,12,16,10,20,11,3,6,4.316546762589928,8.633093525179856,6.83453237410072,7.1942446043165464,5.0359712230215825,7.553956834532374,5.755395683453238,8.633093525179856,6.115107913669065,6.115107913669065,5.755395683453238,4.316546762589928,5.755395683453238,3.5971223021582732,7.1942446043165464,3.9568345323741005,1.079136690647482,2.158273381294964
W00001833,219,14,22,17,7,14,14,15,17,14,13,11,11,18,8,5,10,3,6,6.392694063926941,10.045662100456621,7.76255707762557,3.1963470319634704,6.392694063926941,6.392694063926941,6.8493150684931505,7.76255707762557,6.392694063926941,5.93607305936073,5.0228310502283104,5.0228310502283104,8.21917808219178,3.65296803652968,2.28310502283105,4.5662100456621,1.36986301369863,2.73972602739726
W00001834,232,18,15,14,7,20,13,7,21,14,18,14,15,17,5,12,4,6,12,7.758620689655173,6.4655172413793105,6.0344827586206895,3.0172413793103448,8.620689655172415,5.603448275862069,3.0172413793103448,9.051724137931034,6.0344827586206895,7.758620689655173,6.0344827586206895,6.4655172413793105,7.327586206896551,2.1551724137931036,5.172413793103448,1.7241379310344827,2.586206896551724,5.172413793103448
W00001835,280,9,11,16,19,19,16,16,13,18,22,18,22,22,12,12,16,9,10,3.214285714285714,3.9285714285714284,5.714285714285714,6.785714285714286,6.785714285714286,5.714285714285714,5.714285714285714,4.642857142857143,6.428571428571428,7.857142857142857,6.428571428571428,7.857142857142857,7.857142857142857,4.285714285714286,4.285714285714286,5.714285714285714,3.214285714285714,3.571428571428571
W00001836,323,18,33,25,22,16,21,18,33,19,19,25,23,11,10,10,9,6,5,5.572755417956656,10.21671826625387,7.739938080495357,6.811145510835913,4.953560371517028,6.5015479876160995,5.572755417956656,10.21671826625387,5.88235294117647,5.88235294117647,7.739938080495357,7.120743034055728,3.4055727554179565,3.0959752321981426,3.0959752321981426,2.786377708978328,1.8575851393188854,1.5479876160990713
W00001837,377,11,19,23,18,10,22,17,23,11,24,31,34,33,26,19,24,19,13,2.9177718832891246,5.039787798408488,6.10079575596817,4.774535809018567,2.6525198938992043,5.835543766578249,4.509283819628647,6.10079575596817,2.9177718832891246,6.36604774535809,8.222811671087534,9.018567639257293,8.753315649867375,6.896551724137931,5.039787798408488,6.36604774535809,5.039787798408488,3.4482758620689653
W00001838,242,16,19,10,21,17,9,20,12,14,14,11,19,11,16,8,8,9,8,6.6115702479338845,7.851239669421488,4.132231404958678,8.677685950413224,7.024793388429752,3.71900826446281,8.264462809917356,4.958677685950414,5.785123966942149,5.785123966942149,4.545454545454546,7.851239669421488,4.545454545454546,6.6115702479338845,3.3057851239669422,3.3057851239669422,3.71900826446281,3.3057851239669422
W00001839,295,26,17,22,19,22,25,25,21,19,16,26,18,9,9,6,4,5,6,8.813559322033898,5.762711864406779,7.457627118644068,6.440677966101695,7.457627118644068,8.47457627118644,8.47457627118644,7.118644067796611,6.440677966101695,5.423728813559322,8.813559322033898,6.101694915254238,3.050847457627119,3.050847457627119,2.0338983050847457,1.3559322033898304,1.694915254237288,2.0338983050847457
W00001840,321,24,31,25,15,12,21,34,24,23,16,27,14,19,0,8,14,6,8,7.476635514018691,9.657320872274143,7.78816199376947,4.672897196261682,3.7383177570093453,6.5420560747663545,10.59190031152648,7.476635514018691,7.165109034267912,4.984423676012461,8.411214953271028,4.361370716510903,5.919003115264798,0,2.4922118380062304,4.361370716510903,1.8691588785046727,2.4922118380062304
W00001841,247,11,13,12,13,13,10,16,12,12,10,19,20,12,16,22,20,6,10,4.4534412955465585,5.263157894736842,4.8582995951417,5.263157894736842,5.263157894736842,4.048582995951417,6.477732793522267,4.8582995951417,4.8582995951417,4.048582995951417,7.6923076923076925,8.097165991902834,4.8582995951417,6.477732793522267,8.906882591093117,8.097165991902834,2.42914979757085,4.048582995951417
W00001842,265,11,24,12,16,22,22,13,16,20,25,20,12,9,18,13,5,2,5,4.150943396226415,9.056603773584905,4.528301886792453,6.037735849056604,8.30188679245283,8.30188679245283,4.905660377358491,6.037735849056604,7.547169811320755,9.433962264150944,7.547169811320755,4.528301886792453,3.3962264150943398,6.7924528301886795,4.905660377358491,1.8867924528301887,0.7547169811320755,1.8867924528301887
W00001843,259,13,12,15,8,13,8,9,17,20,11,18,24,13,17,21,16,10,14,5.019305019305019,4.633204633204633,5.7915057915057915,3.088803088803089,5.019305019305019,3.088803088803089,3.474903474903475,6.563706563706563,7.722007722007722,4.247104247104247,6.94980694980695,9.266409266409266,5.019305019305019,6.563706563706563,8.108108108108109,6.177606177606178,3.861003861003861,5.405405405405405
W00001844,264,7,9,9,11,5,10,7,7,14,16,24,16,14,20,30,31,19,15,2.6515151515151514,3.4090909090909087,3.4090909090909087,4.166666666666666,1.893939393939394,3.787878787878788,2.6515151515151514,2.6515151515151514,5.303030303030303,6.0606060606060606,9.090909090909092,6.0606060606060606,5.303030303030303,7.575757575757576,11.363636363636363,11.742424242424242,7.196969696969697,5.681818181818182
W00001845,215,6,7,8,6,3,10,5,10,9,2,13,17,9,31,27,24,14,14,2.7906976744186047,3.255813953488372,3.7209302325581395,2.7906976744186047,1.3953488372093024,4.651162790697675,2.3255813953488373,4.651162790697675,4.186046511627907,0.9302325581395349,6.046511627906977,7.906976744186046,4.186046511627907,14.418604651162791,12.558139534883722,11.162790697674419,6.511627906976744,6.511627906976744
W00001846,266,4,13,14,14,4,8,8,15,14,6,19,18,22,15,31,32,17,12,1.5037593984962405,4.887218045112782,5.263157894736842,5.263157894736842,1.5037593984962405,3.007518796992481,3.007518796992481,5.639097744360902,5.263157894736842,2.2556390977443606,7.142857142857142,6.7669172932330826,8.270676691729323,5.639097744360902,11.654135338345863,12.030075187969924,6.390977443609022,4.511278195488721
W00001847,252,9,13,16,11,8,4,4,13,21,20,12,23,12,15,21,31,14,5,3.571428571428571,5.158730158730158,6.349206349206349,4.365079365079365,3.1746031746031744,1.5873015873015872,1.5873015873015872,5.158730158730158,8.333333333333332,7.936507936507936,4.761904761904762,9.126984126984127,4.761904761904762,5.952380952380952,8.333333333333332,12.3015873015873,5.555555555555555,1.984126984126984
W00001848,245,12,12,16,11,13,3,2,6,26,15,20,15,9,21,18,20,14,12,4.8979591836734695,4.8979591836734695,6.530612244897959,4.489795918367347,5.3061224489795915,1.2244897959183674,0.8163265306122449,2.4489795918367347,10.612244897959183,6.122448979591836,8.16326530612245,6.122448979591836,3.6734693877551026,8.571428571428571,7.346938775510205,8.16326530612245,5.714285714285714,4.8979591836734695
W00001849,249,7,7,12,13,6,8,9,13,15,10,19,19,26,18,19,19,16,13,2.8112449799196786,2.8112449799196786,4.819277108433735,5.220883534136546,2.4096385542168677,3.2128514056224895,3.614457831325301,5.220883534136546,6.024096385542169,4.016064257028113,7.630522088353414,7.630522088353414,10.441767068273093,7.228915662650602,7.630522088353414,7.630522088353414,6.425702811244979,5.220883534136546
W00001850,311,12,17,15,23,12,8,19,16,21,25,24,30,23,20,19,13,12,2,3.858520900321544,5.466237942122187,4.823151125401929,7.395498392282958,3.858520900321544,2.572347266881029,6.109324758842444,5.144694533762058,6.752411575562702,8.038585209003216,7.717041800643088,9.646302250803858,7.395498392282958,6.430868167202572,6.109324758842444,4.180064308681672,3.858520900321544,0.6430868167202572
W00001851,192,3,4,6,4,4,5,5,4,7,12,8,16,13,21,25,16,21,18,1.5625,2.083333333333333,3.125,2.083333333333333,2.083333333333333,2.604166666666667,2.604166666666667,2.083333333333333,3.6458333333333335,6.25,4.166666666666666,8.333333333333332,6.770833333333333,10.9375,13.020833333333334,8.333333333333332,10.9375,9.375
W00001852,285,12,22,21,22,14,15,10,21,15,23,12,16,21,11,18,14,8,10,4.2105263157894735,7.719298245614035,7.368421052631578,7.719298245614035,4.912280701754386,5.263157894736842,3.508771929824561,7.368421052631578,5.263157894736842,8.070175438596491,4.2105263157894735,5.614035087719298,7.368421052631578,3.8596491228070176,6.315789473684211,4.912280701754386,2.807017543859649,3.508771929824561
W00001853,324,12,10,19,12,11,6,16,20,12,18,21,26,20,27,34,31,18,11,3.7037037037037033,3.0864197530864197,5.864197530864197,3.7037037037037033,3.3950617283950617,1.8518518518518516,4.938271604938271,6.172839506172839,3.7037037037037033,5.555555555555555,6.481481481481481,8.024691358024691,6.172839506172839,8.333333333333332,10.493827160493826,9.5679012345679,5.555555555555555,3.3950617283950617
W00001854,250,5,7,9,8,11,11,12,12,7,12,21,22,27,28,27,14,9,8,2,2.8000000000000003,3.5999999999999996,3.2,4.3999999999999995,4.3999999999999995,4.8,4.8,2.8000000000000003,4.8,8.4,8.799999999999999,10.8,11.200000000000001,10.8,5.6000000000000005,3.5999999999999996,3.2
W00001855,246,4,4,13,9,2,6,9,10,5,14,14,11,16,35,38,35,16,5,1.6260162601626018,1.6260162601626018,5.284552845528456,3.6585365853658534,0.8130081300813009,2.4390243902439024,3.6585365853658534,4.0650406504065035,2.0325203252032518,5.691056910569105,5.691056910569105,4.471544715447155,6.504065040650407,14.227642276422763,15.447154471544716,14.227642276422763,6.504065040650407,2.0325203252032518
W00001856,277,6,7,10,8,12,7,8,9,9,17,20,43,37,24,19,17,11,13,2.166064981949458,2.527075812274368,3.6101083032490973,2.888086642599278,4.332129963898916,2.527075812274368,2.888086642599278,3.2490974729241873,3.2490974729241873,6.137184115523466,7.2202166064981945,15.523465703971121,13.357400722021662,8.664259927797833,6.859205776173286,6.137184115523466,3.9711191335740073,4.693140794223827
W00001857,289,8,22,16,19,11,12,12,12,18,21,21,29,15,14,17,24,12,6,2.768166089965398,7.612456747404845,5.536332179930796,6.5743944636678195,3.8062283737024223,4.1522491349480966,4.1522491349480966,4.1522491349480966,6.228373702422145,7.26643598615917,7.26643598615917,10.034602076124568,5.190311418685121,4.844290657439446,5.88235294117647,8.304498269896193,4.1522491349480966,2.0761245674740483
W00001858,275,9,15,15,10,8,3,11,11,8,15,22,30,23,30,20,13,15,17,3.272727272727273,5.454545454545454,5.454545454545454,3.6363636363636362,2.909090909090909,1.090909090909091,4,4,2.909090909090909,5.454545454545454,8,10.909090909090908,8.363636363636363,10.909090909090908,7.2727272727272725,4.7272727272727275,5.454545454545454,6.181818181818182
W00001859,283,9,12,9,15,15,11,12,7,6,29,27,36,30,29,12,11,7,6,3.180212014134275,4.240282685512367,3.180212014134275,5.30035335689046,5.30035335689046,3.8869257950530036,4.240282685512367,2.4734982332155475,2.1201413427561837,10.247349823321555,9.540636042402827,12.7208480565371,10.60070671378092,10.247349823321555,4.240282685512367,3.8869257950530036,2.4734982332155475,2.1201413427561837
W00001860,350,7,19,20,19,14,10,16,14,20,23,30,32,28,27,30,19,15,7,2,5.428571428571429,5.714285714285714,5.428571428571429,4,2.857142857142857,4.571428571428571,4,5.714285714285714,6.571428571428571,8.571428571428571,9.142857142857142,8,7.7142857142857135,8.571428571428571,5.428571428571429,4.285714285714286,2
W00001861,488,20,28,31,26,21,18,20,31,29,36,38,36,39,44,37,20,9,5,4.098360655737705,5.737704918032787,6.352459016393443,5.327868852459016,4.30327868852459,3.6885245901639343,4.098360655737705,6.352459016393443,5.942622950819672,7.377049180327869,7.786885245901639,7.377049180327869,7.991803278688526,9.01639344262295,7.581967213114754,4.098360655737705,1.8442622950819672,1.0245901639344261
W00001862,251,12,12,14,16,14,23,14,15,16,19,24,28,14,4,8,11,5,2,4.780876494023905,4.780876494023905,5.577689243027888,6.374501992031872,5.577689243027888,9.163346613545817,5.577689243027888,5.9760956175298805,6.374501992031872,7.569721115537849,9.56175298804781,11.155378486055776,5.577689243027888,1.593625498007968,3.187250996015936,4.382470119521913,1.9920318725099602,0.796812749003984
W00001863,272,22,17,19,14,17,25,20,10,13,17,12,19,12,17,12,6,12,8,8.088235294117647,6.25,6.985294117647059,5.147058823529411,6.25,9.191176470588236,7.352941176470589,3.6764705882352944,4.779411764705882,6.25,4.411764705882353,6.985294117647059,4.411764705882353,6.25,4.411764705882353,2.2058823529411766,4.411764705882353,2.941176470588235
W00001864,274,17,14,9,17,7,12,19,24,25,23,17,21,18,18,13,15,1,4,6.204379562043796,5.109489051094891,3.2846715328467155,6.204379562043796,2.5547445255474455,4.37956204379562,6.934306569343065,8.75912408759124,9.124087591240876,8.394160583941606,6.204379562043796,7.664233576642336,6.569343065693431,6.569343065693431,4.744525547445255,5.474452554744526,0.36496350364963503,1.4598540145985401
W00001866,423,31,22,36,16,30,33,21,32,31,17,39,23,23,28,20,11,5,5,7.328605200945626,5.200945626477541,8.51063829787234,3.7825059101654848,7.092198581560284,7.801418439716312,4.964539007092199,7.5650118203309695,7.328605200945626,4.0189125295508275,9.219858156028367,5.4373522458628845,5.4373522458628845,6.619385342789598,4.7281323877068555,2.6004728132387704,1.1820330969267139,1.1820330969267139
W00001867,486,20,34,25,29,21,26,27,30,33,39,36,31,28,22,17,31,16,21,4.11522633744856,6.995884773662551,5.1440329218107,5.967078189300412,4.320987654320987,5.349794238683128,5.555555555555555,6.172839506172839,6.790123456790123,8.024691358024691,7.4074074074074066,6.378600823045268,5.761316872427984,4.526748971193416,3.4979423868312756,6.378600823045268,3.292181069958848,4.320987654320987
W00001868,245,21,16,23,11,12,22,19,23,7,11,17,16,12,12,7,7,5,4,8.571428571428571,6.530612244897959,9.387755102040817,4.489795918367347,4.8979591836734695,8.979591836734693,7.755102040816326,9.387755102040817,2.857142857142857,4.489795918367347,6.938775510204081,6.530612244897959,4.8979591836734695,4.8979591836734695,2.857142857142857,2.857142857142857,2.0408163265306123,1.6326530612244898
W00001869,314,35,36,29,26,9,20,34,23,10,9,12,19,23,7,7,3,5,7,11.146496815286625,11.464968152866243,9.235668789808917,8.280254777070063,2.8662420382165608,6.369426751592357,10.828025477707007,7.32484076433121,3.1847133757961785,2.8662420382165608,3.821656050955414,6.050955414012739,7.32484076433121,2.229299363057325,2.229299363057325,0.9554140127388535,1.5923566878980893,2.229299363057325
W00001870,348,24,29,21,27,21,25,27,33,24,25,20,18,19,12,10,6,4,3,6.896551724137931,8.333333333333332,6.0344827586206895,7.758620689655173,6.0344827586206895,7.183908045977011,7.758620689655173,9.482758620689655,6.896551724137931,7.183908045977011,5.747126436781609,5.172413793103448,5.459770114942529,3.4482758620689653,2.8735632183908044,1.7241379310344827,1.1494252873563218,0.8620689655172413
W00001871,255,13,11,18,14,9,13,13,17,11,19,17,17,24,15,13,18,7,6,5.098039215686274,4.313725490196078,7.0588235294117645,5.490196078431373,3.5294117647058822,5.098039215686274,5.098039215686274,6.666666666666667,4.313725490196078,7.450980392156863,6.666666666666667,6.666666666666667,9.411764705882353,5.88235294117647,5.098039215686274,7.0588235294117645,2.7450980392156863,2.3529411764705883
W00001872,267,16,16,8,19,22,19,24,22,18,18,26,8,21,14,7,4,4,1,5.992509363295881,5.992509363295881,2.9962546816479403,7.116104868913857,8.239700374531834,7.116104868913857,8.98876404494382,8.239700374531834,6.741573033707865,6.741573033707865,9.737827715355806,2.9962546816479403,7.865168539325842,5.2434456928838955,2.6217228464419478,1.4981273408239701,1.4981273408239701,0.37453183520599254
W00001874,260,13,12,10,12,8,15,29,12,8,16,22,26,12,16,11,13,12,13,5,4.615384615384616,3.8461538461538463,4.615384615384616,3.076923076923077,5.769230769230769,11.153846153846155,4.615384615384616,3.076923076923077,6.153846153846154,8.461538461538462,10,4.615384615384616,6.153846153846154,4.230769230769231,5,4.615384615384616,5
W00001875,325,16,14,16,16,22,24,36,18,24,12,21,29,15,5,9,14,18,16,4.923076923076923,4.3076923076923075,4.923076923076923,4.923076923076923,6.769230769230769,7.384615384615385,11.076923076923077,5.538461538461538,7.384615384615385,3.6923076923076925,6.461538461538462,8.923076923076923,4.615384615384616,1.5384615384615385,2.769230769230769,4.3076923076923075,5.538461538461538,4.923076923076923
W00001876,251,14,23,10,9,10,12,14,23,16,17,17,24,18,13,13,5,8,5,5.577689243027888,9.163346613545817,3.9840637450199203,3.5856573705179287,3.9840637450199203,4.780876494023905,5.577689243027888,9.163346613545817,6.374501992031872,6.772908366533864,6.772908366533864,9.56175298804781,7.171314741035857,5.179282868525896,5.179282868525896,1.9920318725099602,3.187250996015936,1.9920318725099602
W00001881,222,18,10,1,6,15,21,31,23,13,17,14,17,10,5,10,7,1,3,8.108108108108109,4.504504504504505,0.45045045045045046,2.7027027027027026,6.756756756756757,9.45945945945946,13.963963963963963,10.36036036036036,5.8558558558558556,7.657657657657657,6.306306306306306,7.657657657657657,4.504504504504505,2.2522522522522523,4.504504504504505,3.153153153153153,0.45045045045045046,1.3513513513513513
W00001882,347,16,14,27,25,23,21,20,18,27,32,33,27,22,11,11,11,5,4,4.610951008645533,4.034582132564841,7.780979827089338,7.204610951008646,6.628242074927954,6.051873198847262,5.763688760806916,5.187319884726225,7.780979827089338,9.221902017291066,9.510086455331413,7.780979827089338,6.340057636887608,3.170028818443804,3.170028818443804,3.170028818443804,1.440922190201729,1.1527377521613833
W00001883,266,23,18,16,12,12,11,8,21,18,27,24,13,11,13,13,13,8,5,8.646616541353383,6.7669172932330826,6.015037593984962,4.511278195488721,4.511278195488721,4.135338345864661,3.007518796992481,7.894736842105263,6.7669172932330826,10.150375939849624,9.022556390977442,4.887218045112782,4.135338345864661,4.887218045112782,4.887218045112782,4.887218045112782,3.007518796992481,1.8796992481203008
W00001884,261,19,17,21,21,13,23,20,17,21,18,18,17,14,4,8,4,4,2,7.2796934865900385,6.513409961685824,8.045977011494253,8.045977011494253,4.980842911877394,8.812260536398467,7.662835249042145,6.513409961685824,8.045977011494253,6.896551724137931,6.896551724137931,6.513409961685824,5.363984674329502,1.532567049808429,3.065134099616858,1.532567049808429,1.532567049808429,0.7662835249042145
W00001885,268,6,12,15,8,8,9,12,14,16,9,25,30,32,19,21,22,7,3,2.2388059701492535,4.477611940298507,5.597014925373134,2.9850746268656714,2.9850746268656714,3.3582089552238807,4.477611940298507,5.223880597014925,5.970149253731343,3.3582089552238807,9.328358208955224,11.194029850746269,11.940298507462686,7.08955223880597,7.835820895522389,8.208955223880597,2.6119402985074625,1.1194029850746268
W00001886,243,22,22,19,20,12,11,21,19,13,17,21,11,10,7,9,5,2,2,9.053497942386832,9.053497942386832,7.818930041152264,8.23045267489712,4.938271604938271,4.526748971193416,8.641975308641975,7.818930041152264,5.349794238683128,6.995884773662551,8.641975308641975,4.526748971193416,4.11522633744856,2.880658436213992,3.7037037037037033,2.05761316872428,0.823045267489712,0.823045267489712
W00001887,217,10,7,5,5,12,17,10,8,6,16,14,20,24,16,17,19,5,6,4.6082949308755765,3.225806451612903,2.3041474654377883,2.3041474654377883,5.529953917050691,7.834101382488479,4.6082949308755765,3.686635944700461,2.7649769585253456,7.373271889400922,6.451612903225806,9.216589861751153,11.059907834101383,7.373271889400922,7.834101382488479,8.755760368663594,2.3041474654377883,2.7649769585253456
W00001888,468,26,30,37,24,26,31,31,35,37,38,34,33,21,16,20,12,11,6,5.555555555555555,6.41025641025641,7.905982905982905,5.128205128205128,5.555555555555555,6.623931623931624,6.623931623931624,7.478632478632479,7.905982905982905,8.11965811965812,7.264957264957266,7.051282051282051,4.487179487179487,3.418803418803419,4.273504273504273,2.564102564102564,2.3504273504273505,1.282051282051282
W00001889,274,14,14,13,9,12,19,21,22,12,19,31,21,17,16,20,6,6,2,5.109489051094891,5.109489051094891,4.744525547445255,3.2846715328467155,4.37956204379562,6.934306569343065,7.664233576642336,8.02919708029197,4.37956204379562,6.934306569343065,11.313868613138686,7.664233576642336,6.204379562043796,5.839416058394161,7.2992700729927,2.18978102189781,2.18978102189781,0.7299270072992701
