OA,ts0020001,ts0020002,ts0020003,ts0020004,ts0020005,ts0020006,ts0020007,ts0020008,ts0020009,ts0020010,ts0020011,ts0020012,ts0020013,ts0020014,ts0020015,ts0020016,ts0020017,ts0020018,ts0020002_PCT,ts0020003_PCT,ts0020004_PCT,ts0020005_PCT,ts0020006_PCT,ts0020007_PCT,ts0020008_PCT,ts0020009_PCT,ts0020010_PCT,ts0020011_PCT,ts0020012_PCT,ts0020013_PCT,ts0020014_PCT,ts0020015_PCT,ts0020016_PCT,ts0020017_PCT,ts0020018_PCT
E00063550,328,123,172,170,169,1,2,2,0,2,2,0,16,16,0,15,15,0,37.5,52.4390243902439,51.829268292682926,51.52439024390244,0.3048780487804878,0.6097560975609756,0.6097560975609756,0,0.6097560975609756,0.6097560975609756,0,4.878048780487805,4.878048780487805,0,4.573170731707317,4.573170731707317,0
E00063551,279,125,110,110,109,1,0,0,0,11,11,0,18,18,0,15,15,0,44.80286738351255,39.42652329749104,39.42652329749104,39.06810035842294,0.35842293906810035,0,0,0,3.942652329749104,3.942652329749104,0,6.451612903225806,6.451612903225806,0,5.376344086021505,5.376344086021505,0
E00063552,222,48,121,121,119,2,0,0,0,3,3,0,26,26,0,24,24,0,21.62162162162162,54.5045045045045,54.5045045045045,53.6036036036036,0.9009009009009009,0,0,0,1.3513513513513513,1.3513513513513513,0,11.711711711711711,11.711711711711711,0,10.81081081081081,10.81081081081081,0
E00063556,243,47,159,159,159,0,0,0,0,4,4,0,17,17,0,16,16,0,19.34156378600823,65.4320987654321,65.4320987654321,65.4320987654321,0,0,0,0,1.646090534979424,1.646090534979424,0,6.995884773662551,6.995884773662551,0,6.584362139917696,6.584362139917696,0
E00063558,211,73,77,77,76,1,0,0,0,5,5,0,35,35,0,21,21,0,34.59715639810427,36.492890995260666,36.492890995260666,36.018957345971565,0.47393364928909953,0,0,0,2.3696682464454977,2.3696682464454977,0,16.587677725118482,16.587677725118482,0,9.95260663507109,9.95260663507109,0
E00063553,210,89,72,72,72,0,0,0,0,7,7,0,22,22,0,20,20,0,42.38095238095238,34.285714285714285,34.285714285714285,34.285714285714285,0,0,0,0,3.3333333333333335,3.3333333333333335,0,10.476190476190476,10.476190476190476,0,9.523809523809524,9.523809523809524,0
E00063554,208,102,63,63,63,0,0,0,0,1,1,0,30,30,0,12,12,0,49.03846153846153,30.288461538461537,30.288461538461537,30.288461538461537,0,0,0,0,0.4807692307692308,0.4807692307692308,0,14.423076923076922,14.423076923076922,0,5.769230769230769,5.769230769230769,0
E00063555,387,163,155,155,155,0,0,0,0,13,13,0,20,20,0,36,36,0,42.11886304909561,40.05167958656331,40.05167958656331,40.05167958656331,0,0,0,0,3.359173126614987,3.359173126614987,0,5.167958656330749,5.167958656330749,0,9.30232558139535,9.30232558139535,0
E00063557,243,107,84,84,84,0,0,0,0,9,9,0,37,34,3,6,6,0,44.03292181069959,34.5679012345679,34.5679012345679,34.5679012345679,0,0,0,0,3.7037037037037033,3.7037037037037033,0,15.22633744855967,13.991769547325102,1.2345679012345678,2.4691358024691357,2.4691358024691357,0
E00181523,291,90,184,184,184,0,0,0,0,1,1,0,10,10,0,6,6,0,30.927835051546392,63.230240549828174,63.230240549828174,63.230240549828174,0,0,0,0,0.3436426116838488,0.3436426116838488,0,3.436426116838488,3.436426116838488,0,2.0618556701030926,2.0618556701030926,0
E00181535,290,96,156,156,156,0,0,0,0,5,5,0,18,18,0,15,15,0,33.10344827586207,53.79310344827586,53.79310344827586,53.79310344827586,0,0,0,0,1.7241379310344827,1.7241379310344827,0,6.206896551724138,6.206896551724138,0,5.172413793103448,5.172413793103448,0
E00063681,190,79,48,48,48,0,0,0,0,10,10,0,36,36,0,17,17,0,41.578947368421055,25.263157894736842,25.263157894736842,25.263157894736842,0,0,0,0,5.263157894736842,5.263157894736842,0,18.947368421052634,18.947368421052634,0,8.947368421052632,8.947368421052632,0
E00063682,207,84,88,88,86,2,0,0,0,3,3,0,25,25,0,7,7,0,40.57971014492754,42.51207729468599,42.51207729468599,41.54589371980676,0.966183574879227,0,0,0,1.4492753623188406,1.4492753623188406,0,12.077294685990339,12.077294685990339,0,3.3816425120772946,3.3816425120772946,0
E00063687,223,65,124,124,124,0,0,0,0,5,5,0,14,14,0,15,15,0,29.14798206278027,55.60538116591929,55.60538116591929,55.60538116591929,0,0,0,0,2.242152466367713,2.242152466367713,0,6.278026905829597,6.278026905829597,0,6.726457399103139,6.726457399103139,0
E00063697,182,61,76,76,76,0,0,0,0,11,11,0,21,21,0,13,13,0,33.51648351648351,41.75824175824176,41.75824175824176,41.75824175824176,0,0,0,0,6.043956043956044,6.043956043956044,0,11.538461538461538,11.538461538461538,0,7.142857142857142,7.142857142857142,0
E00063699,231,89,94,94,92,2,0,0,0,9,9,0,21,21,0,18,18,0,38.52813852813853,40.692640692640694,40.692640692640694,39.82683982683983,0.8658008658008658,0,0,0,3.896103896103896,3.896103896103896,0,9.090909090909092,9.090909090909092,0,7.792207792207792,7.792207792207792,0
E00063700,305,98,164,164,164,0,0,0,0,5,5,0,22,22,0,16,16,0,32.131147540983605,53.77049180327869,53.77049180327869,53.77049180327869,0,0,0,0,1.639344262295082,1.639344262295082,0,7.213114754098362,7.213114754098362,0,5.245901639344262,5.245901639344262,0
E00063683,293,73,181,181,181,0,0,0,0,6,6,0,21,21,0,12,12,0,24.914675767918087,61.774744027303754,61.774744027303754,61.774744027303754,0,0,0,0,2.04778156996587,2.04778156996587,0,7.167235494880546,7.167235494880546,0,4.09556313993174,4.09556313993174,0
