OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
E00133244,233,72,1,0,4,0,0,140,11,2,2,1,30.90128755364807,0.4291845493562232,0,1.7167381974248928,0,0,60.08583690987125,4.721030042918455,0.8583690987124464,0.8583690987124464,0.4291845493562232
E00133245,70,14,0,0,0,0,0,43,0,4,9,0,20,0,0,0,0,0,61.42857142857143,0,5.714285714285714,12.857142857142856,0
E00133246,201,54,0,1,3,1,2,118,8,3,7,4,26.865671641791046,0,0.4975124378109453,1.4925373134328357,0.4975124378109453,0.9950248756218906,58.70646766169154,3.9800995024875623,1.4925373134328357,3.482587064676617,1.9900497512437811
E00133247,111,19,0,0,1,0,0,70,12,2,6,1,17.117117117117118,0,0,0.9009009009009009,0,0,63.06306306306306,10.81081081081081,1.8018018018018018,5.405405405405405,0.9009009009009009
E00133248,236,76,0,2,2,0,2,123,14,1,13,3,32.20338983050847,0,0.847457627118644,0.847457627118644,0,0.847457627118644,52.118644067796616,5.932203389830509,0.423728813559322,5.508474576271186,1.2711864406779663
E00133249,150,46,0,0,2,1,0,84,5,0,11,1,30.666666666666664,0,0,1.3333333333333335,0.6666666666666667,0,56.00000000000001,3.3333333333333335,0,7.333333333333333,0.6666666666666667
E00133251,104,25,0,3,1,0,0,69,2,0,4,0,24.03846153846154,0,2.8846153846153846,0.9615384615384616,0,0,66.34615384615384,1.9230769230769231,0,3.8461538461538463,0
E00133252,188,54,1,0,2,1,0,110,7,1,6,6,28.723404255319153,0.5319148936170213,0,1.0638297872340425,0.5319148936170213,0,58.51063829787234,3.723404255319149,0.5319148936170213,3.1914893617021276,3.1914893617021276
E00133253,275,82,0,0,2,0,0,171,13,0,5,2,29.818181818181817,0,0,0.7272727272727273,0,0,62.18181818181818,4.7272727272727275,0,1.8181818181818181,0.7272727272727273
E00133254,262,74,0,4,1,0,0,160,5,4,12,2,28.24427480916031,0,1.5267175572519083,0.38167938931297707,0,0,61.06870229007634,1.9083969465648856,1.5267175572519083,4.580152671755725,0.7633587786259541
E00133255,156,44,0,1,0,0,0,98,4,1,7,1,28.205128205128204,0,0.641025641025641,0,0,0,62.82051282051282,2.564102564102564,0.641025641025641,4.487179487179487,0.641025641025641
E00133256,171,45,0,0,0,0,1,109,8,0,2,6,26.31578947368421,0,0,0,0,0.5847953216374269,63.74269005847953,4.678362573099415,0,1.1695906432748537,3.508771929824561
E00133258,153,34,0,0,0,1,2,102,5,2,7,0,22.22222222222222,0,0,0,0.6535947712418301,1.3071895424836601,66.66666666666666,3.2679738562091507,1.3071895424836601,4.57516339869281,0
E00133259,191,52,0,1,1,2,3,115,6,1,8,2,27.225130890052355,0,0.5235602094240838,0.5235602094240838,1.0471204188481675,1.5706806282722512,60.20942408376963,3.1413612565445024,0.5235602094240838,4.18848167539267,1.0471204188481675
E00133260,161,48,0,1,1,0,0,97,2,1,11,0,29.81366459627329,0,0.6211180124223602,0.6211180124223602,0,0,60.24844720496895,1.2422360248447204,0.6211180124223602,6.832298136645963,0
E00133261,221,23,0,0,3,0,0,165,11,3,13,3,10.407239819004525,0,0,1.3574660633484164,0,0,74.6606334841629,4.97737556561086,1.3574660633484164,5.88235294117647,1.3574660633484164
E00133262,102,8,0,0,2,1,0,76,5,2,8,0,7.8431372549019605,0,0,1.9607843137254901,0.9803921568627451,0,74.50980392156863,4.901960784313726,1.9607843137254901,7.8431372549019605,0
