OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
E00144108,271,13,15,10,9,14,23,19,16,12,14,28,27,20,15,16,6,6,8,4.797047970479705,5.535055350553505,3.6900369003690034,3.3210332103321036,5.166051660516605,8.487084870848708,7.011070110701106,5.904059040590406,4.428044280442804,5.166051660516605,10.33210332103321,9.96309963099631,7.380073800738007,5.535055350553505,5.904059040590406,2.214022140221402,2.214022140221402,2.952029520295203
E00144109,295,6,14,15,15,17,15,14,13,21,21,24,21,19,15,18,16,14,17,2.0338983050847457,4.745762711864407,5.084745762711865,5.084745762711865,5.762711864406779,5.084745762711865,4.745762711864407,4.406779661016949,7.118644067796611,7.118644067796611,8.135593220338983,7.118644067796611,6.440677966101695,5.084745762711865,6.101694915254238,5.423728813559322,4.745762711864407,5.762711864406779
E00144110,283,11,18,23,12,9,10,14,18,22,13,31,17,13,14,21,18,9,10,3.8869257950530036,6.36042402826855,8.12720848056537,4.240282685512367,3.180212014134275,3.53356890459364,4.946996466431095,6.36042402826855,7.773851590106007,4.593639575971731,10.954063604240282,6.007067137809187,4.593639575971731,4.946996466431095,7.420494699646643,6.36042402826855,3.180212014134275,3.53356890459364
E00144111,313,17,8,14,11,16,19,24,14,11,17,26,29,18,19,23,22,15,10,5.431309904153355,2.5559105431309903,4.472843450479233,3.5143769968051117,5.111821086261981,6.070287539936102,7.667731629392971,4.472843450479233,3.5143769968051117,5.431309904153355,8.30670926517572,9.26517571884984,5.7507987220447285,6.070287539936102,7.348242811501597,7.0287539936102235,4.792332268370607,3.1948881789137378
E00144112,315,6,7,17,17,17,20,6,13,14,22,24,22,23,25,28,25,13,16,1.9047619047619049,2.2222222222222223,5.396825396825397,5.396825396825397,5.396825396825397,6.349206349206349,1.9047619047619049,4.1269841269841265,4.444444444444445,6.984126984126984,7.6190476190476195,6.984126984126984,7.301587301587302,7.936507936507936,8.88888888888889,7.936507936507936,4.1269841269841265,5.079365079365079
E00144113,353,19,16,22,16,17,16,19,18,29,18,30,20,22,19,20,22,14,16,5.382436260623229,4.53257790368272,6.232294617563739,4.53257790368272,4.815864022662889,4.53257790368272,5.382436260623229,5.099150141643059,8.21529745042493,5.099150141643059,8.498583569405099,5.6657223796034,6.232294617563739,5.382436260623229,5.6657223796034,6.232294617563739,3.9660056657223794,4.53257790368272
E00144114,254,13,10,11,9,14,12,19,15,9,20,28,23,15,10,7,24,3,12,5.118110236220472,3.937007874015748,4.330708661417323,3.543307086614173,5.511811023622047,4.724409448818897,7.480314960629922,5.905511811023622,3.543307086614173,7.874015748031496,11.023622047244094,9.05511811023622,5.905511811023622,3.937007874015748,2.7559055118110236,9.448818897637794,1.1811023622047243,4.724409448818897
E00144115,341,15,16,16,18,11,9,24,15,14,30,21,22,25,28,29,23,15,10,4.398826979472141,4.69208211143695,4.69208211143695,5.278592375366569,3.225806451612903,2.6392961876832843,7.038123167155426,4.398826979472141,4.105571847507331,8.797653958944283,6.158357771260997,6.451612903225806,7.331378299120235,8.211143695014663,8.504398826979472,6.744868035190615,4.398826979472141,2.932551319648094
E00144116,246,7,15,16,15,12,10,15,5,14,13,22,18,24,17,15,17,6,5,2.8455284552845526,6.097560975609756,6.504065040650407,6.097560975609756,4.878048780487805,4.0650406504065035,6.097560975609756,2.0325203252032518,5.691056910569105,5.284552845528456,8.94308943089431,7.317073170731707,9.75609756097561,6.910569105691057,6.097560975609756,6.910569105691057,2.4390243902439024,2.0325203252032518
E00144117,129,7,6,8,3,3,13,15,7,7,6,13,12,5,7,5,5,3,4,5.426356589147287,4.651162790697675,6.2015503875969,2.3255813953488373,2.3255813953488373,10.077519379844961,11.627906976744185,5.426356589147287,5.426356589147287,4.651162790697675,10.077519379844961,9.30232558139535,3.875968992248062,5.426356589147287,3.875968992248062,3.875968992248062,2.3255813953488373,3.10077519379845
