OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
E00131002,164,2,25,25,13,15,4,3,0,58,19,1.2195121951219512,15.24390243902439,15.24390243902439,7.926829268292683,9.146341463414634,2.4390243902439024,1.8292682926829267,0,35.36585365853659,11.585365853658537
E00131003,335,2,43,39,26,11,0,6,8,152,48,0.5970149253731344,12.835820895522387,11.641791044776118,7.761194029850746,3.2835820895522385,0,1.791044776119403,2.3880597014925375,45.37313432835821,14.328358208955224
E00131004,151,3,2,16,17,14,2,0,6,75,16,1.9867549668874174,1.3245033112582782,10.596026490066226,11.258278145695364,9.271523178807946,1.3245033112582782,0,3.9735099337748347,49.668874172185426,10.596026490066226
E00131005,134,9,17,17,18,10,1,3,3,38,18,6.7164179104477615,12.686567164179104,12.686567164179104,13.432835820895523,7.462686567164178,0.7462686567164178,2.2388059701492535,2.2388059701492535,28.35820895522388,13.432835820895523
E00131007,153,4,20,18,19,9,2,0,1,57,23,2.6143790849673203,13.071895424836603,11.76470588235294,12.418300653594772,5.88235294117647,1.3071895424836601,0,0.6535947712418301,37.254901960784316,15.032679738562091
E00131008,133,5,13,20,9,12,2,4,0,47,21,3.7593984962406015,9.774436090225564,15.037593984962406,6.7669172932330826,9.022556390977442,1.5037593984962405,3.007518796992481,0,35.338345864661655,15.789473684210526
E00131009,137,8,20,23,13,6,0,3,1,39,24,5.839416058394161,14.5985401459854,16.78832116788321,9.48905109489051,4.37956204379562,0,2.18978102189781,0.7299270072992701,28.467153284671532,17.51824817518248
E00131010,142,4,27,19,22,6,2,2,0,40,20,2.8169014084507045,19.014084507042252,13.380281690140844,15.492957746478872,4.225352112676056,1.4084507042253522,1.4084507042253522,0,28.169014084507044,14.084507042253522
E00131011,125,1,5,12,20,13,3,1,2,51,17,0.8,4,9.6,16,10.4,2.4,0.8,1.6,40.8,13.600000000000001
E00131012,129,4,16,15,14,5,2,0,1,53,19,3.10077519379845,12.4031007751938,11.627906976744185,10.852713178294573,3.875968992248062,1.550387596899225,0,0.7751937984496124,41.08527131782946,14.728682170542637
E00131013,135,4,12,22,34,5,9,2,0,32,15,2.9629629629629632,8.88888888888889,16.296296296296298,25.185185185185183,3.7037037037037033,6.666666666666667,1.4814814814814816,0,23.703703703703706,11.11111111111111
E00131014,170,4,19,22,45,8,0,1,1,46,24,2.3529411764705883,11.176470588235295,12.941176470588237,26.47058823529412,4.705882352941177,0,0.5882352941176471,0.5882352941176471,27.058823529411764,14.117647058823529
E00131015,124,3,11,12,32,6,3,0,1,35,21,2.4193548387096775,8.870967741935484,9.67741935483871,25.806451612903224,4.838709677419355,2.4193548387096775,0,0.8064516129032258,28.225806451612907,16.93548387096774
E00131016,177,2,8,21,41,6,1,0,3,61,34,1.1299435028248588,4.519774011299435,11.864406779661017,23.163841807909606,3.389830508474576,0.5649717514124294,0,1.694915254237288,34.463276836158194,19.2090395480226
E00131017,131,9,13,26,35,6,0,2,1,24,15,6.870229007633588,9.923664122137405,19.84732824427481,26.717557251908396,4.580152671755725,0,1.5267175572519083,0.7633587786259541,18.3206106870229,11.450381679389313
E00131018,133,5,7,13,29,9,3,1,2,35,29,3.7593984962406015,5.263157894736842,9.774436090225564,21.804511278195488,6.7669172932330826,2.2556390977443606,0.7518796992481203,1.5037593984962405,26.31578947368421,21.804511278195488
E00131019,113,2,4,9,31,1,5,1,1,40,19,1.7699115044247788,3.5398230088495577,7.964601769911504,27.43362831858407,0.8849557522123894,4.424778761061947,0.8849557522123894,0.8849557522123894,35.39823008849557,16.8141592920354
E00131020,247,10,17,36,65,10,2,4,1,74,28,4.048582995951417,6.882591093117409,14.5748987854251,26.31578947368421,4.048582995951417,0.8097165991902834,1.6194331983805668,0.4048582995951417,29.959514170040485,11.336032388663968
E00131021,168,2,11,13,39,13,6,1,0,69,14,1.1904761904761905,6.547619047619048,7.738095238095238,23.214285714285715,7.738095238095238,3.571428571428571,0.5952380952380952,0,41.07142857142857,8.333333333333332
E00131022,116,4,10,9,28,5,2,1,3,30,24,3.4482758620689653,8.620689655172415,7.758620689655173,24.137931034482758,4.310344827586207,1.7241379310344827,0.8620689655172413,2.586206896551724,25.862068965517242,20.689655172413794
E00131023,71,0,4,7,12,3,1,0,2,31,11,0,5.633802816901409,9.859154929577464,16.901408450704224,4.225352112676056,1.4084507042253522,0,2.8169014084507045,43.66197183098591,15.492957746478872
E00131024,42,0,3,7,10,2,0,0,1,9,10,0,7.142857142857142,16.666666666666664,23.809523809523807,4.761904761904762,0,0,2.380952380952381,21.428571428571427,23.809523809523807
E00131025,136,8,28,22,24,10,2,1,0,17,24,5.88235294117647,20.588235294117645,16.176470588235293,17.647058823529413,7.352941176470589,1.4705882352941175,0.7352941176470588,0,12.5,17.647058823529413
E00131026,144,24,18,25,25,5,7,1,3,12,24,16.666666666666664,12.5,17.36111111111111,17.36111111111111,3.4722222222222223,4.861111111111112,0.6944444444444444,2.083333333333333,8.333333333333332,16.666666666666664
E00131027,119,14,14,11,28,7,3,2,1,23,16,11.76470588235294,11.76470588235294,9.243697478991598,23.52941176470588,5.88235294117647,2.5210084033613445,1.680672268907563,0.8403361344537815,19.327731092436977,13.445378151260504
E00131028,148,11,16,22,31,8,4,2,1,33,20,7.4324324324324325,10.81081081081081,14.864864864864865,20.945945945945947,5.405405405405405,2.7027027027027026,1.3513513513513513,0.6756756756756757,22.2972972972973,13.513513513513514
E00131030,121,1,21,17,29,4,6,1,0,22,20,0.8264462809917356,17.355371900826448,14.049586776859504,23.96694214876033,3.3057851239669422,4.958677685950414,0.8264462809917356,0,18.181818181818183,16.528925619834713
E00131031,144,10,17,14,28,6,5,0,1,39,24,6.944444444444445,11.805555555555555,9.722222222222223,19.444444444444446,4.166666666666666,3.4722222222222223,0,0.6944444444444444,27.083333333333332,16.666666666666664
E00131032,175,11,16,30,27,13,3,2,1,47,25,6.2857142857142865,9.142857142857142,17.142857142857142,15.428571428571427,7.428571428571429,1.7142857142857144,1.1428571428571428,0.5714285714285714,26.857142857142858,14.285714285714285
E00131033,165,18,16,28,31,10,2,1,2,33,24,10.909090909090908,9.696969696969697,16.969696969696972,18.787878787878785,6.0606060606060606,1.2121212121212122,0.6060606060606061,1.2121212121212122,20,14.545454545454545
E00131034,210,24,21,18,39,13,5,3,5,57,25,11.428571428571429,10,8.571428571428571,18.571428571428573,6.190476190476191,2.380952380952381,1.4285714285714286,2.380952380952381,27.142857142857142,11.904761904761903
E00131035,150,9,18,15,31,12,5,2,0,34,24,6,12,10,20.666666666666668,8,3.3333333333333335,1.3333333333333335,0,22.666666666666664,16
E00131036,139,8,17,21,24,5,5,1,0,34,24,5.755395683453238,12.23021582733813,15.107913669064748,17.26618705035971,3.5971223021582732,3.5971223021582732,0.7194244604316548,0,24.46043165467626,17.26618705035971
E00131037,125,12,17,20,23,9,3,0,0,19,22,9.6,13.600000000000001,16,18.4,7.199999999999999,2.4,0,0,15.2,17.599999999999998
E00131038,171,17,29,23,27,10,6,0,1,40,18,9.941520467836257,16.95906432748538,13.450292397660817,15.789473684210526,5.847953216374268,3.508771929824561,0,0.5847953216374269,23.391812865497073,10.526315789473683
E00131039,122,18,13,11,17,10,0,2,1,29,21,14.754098360655737,10.655737704918032,9.01639344262295,13.934426229508196,8.19672131147541,0,1.639344262295082,0.819672131147541,23.770491803278688,17.21311475409836
E00131040,133,8,23,15,23,7,3,2,1,28,23,6.015037593984962,17.293233082706767,11.278195488721805,17.293233082706767,5.263157894736842,2.2556390977443606,1.5037593984962405,0.7518796992481203,21.052631578947366,17.293233082706767
E00131041,155,17,26,9,24,9,0,4,1,33,32,10.967741935483872,16.7741935483871,5.806451612903226,15.483870967741936,5.806451612903226,0,2.5806451612903225,0.6451612903225806,21.29032258064516,20.64516129032258
E00131042,144,11,21,14,25,6,4,0,2,35,26,7.638888888888889,14.583333333333334,9.722222222222223,17.36111111111111,4.166666666666666,2.7777777777777777,0,1.3888888888888888,24.305555555555554,18.055555555555554
E00131043,213,12,28,21,32,13,4,1,2,63,37,5.633802816901409,13.145539906103288,9.859154929577464,15.023474178403756,6.103286384976526,1.8779342723004695,0.4694835680751174,0.9389671361502347,29.577464788732392,17.370892018779344
E00131044,129,9,22,9,31,8,2,1,0,29,18,6.976744186046512,17.05426356589147,6.976744186046512,24.031007751937985,6.2015503875969,1.550387596899225,0.7751937984496124,0,22.48062015503876,13.953488372093023
E00131045,152,8,10,24,24,16,5,4,1,31,29,5.263157894736842,6.578947368421052,15.789473684210526,15.789473684210526,10.526315789473683,3.289473684210526,2.631578947368421,0.6578947368421052,20.394736842105264,19.078947368421055
E00131046,162,13,21,27,37,4,1,1,3,24,31,8.024691358024691,12.962962962962962,16.666666666666664,22.839506172839506,2.4691358024691357,0.6172839506172839,0.6172839506172839,1.8518518518518516,14.814814814814813,19.1358024691358
E00131047,143,9,12,23,24,11,3,3,2,39,17,6.293706293706294,8.391608391608392,16.083916083916083,16.783216783216783,7.6923076923076925,2.097902097902098,2.097902097902098,1.3986013986013985,27.27272727272727,11.888111888111888
E00131048,147,9,25,20,26,2,2,1,2,36,24,6.122448979591836,17.006802721088434,13.60544217687075,17.687074829931973,1.3605442176870748,1.3605442176870748,0.6802721088435374,1.3605442176870748,24.489795918367346,16.3265306122449
E00131049,147,4,20,18,32,4,4,1,0,35,29,2.7210884353741496,13.60544217687075,12.244897959183673,21.768707482993197,2.7210884353741496,2.7210884353741496,0.6802721088435374,0,23.809523809523807,19.727891156462583
E00131050,180,17,25,30,29,8,2,0,4,33,32,9.444444444444445,13.88888888888889,16.666666666666664,16.11111111111111,4.444444444444445,1.1111111111111112,0,2.2222222222222223,18.333333333333332,17.77777777777778
E00131051,173,11,17,15,35,8,4,9,0,48,26,6.358381502890173,9.826589595375722,8.670520231213873,20.23121387283237,4.624277456647398,2.312138728323699,5.202312138728324,0,27.74566473988439,15.028901734104046
E00131052,101,12,13,14,23,5,2,1,0,22,9,11.881188118811881,12.871287128712872,13.861386138613863,22.772277227722775,4.9504950495049505,1.9801980198019802,0.9900990099009901,0,21.782178217821784,8.91089108910891
E00131053,136,15,16,21,22,10,2,0,0,24,26,11.029411764705882,11.76470588235294,15.441176470588236,16.176470588235293,7.352941176470589,1.4705882352941175,0,0,17.647058823529413,19.11764705882353
E00131054,102,20,10,10,14,7,4,0,1,26,10,19.607843137254903,9.803921568627452,9.803921568627452,13.725490196078432,6.862745098039216,3.9215686274509802,0,0.9803921568627451,25.49019607843137,9.803921568627452
E00131055,122,14,9,9,12,3,4,1,1,55,14,11.475409836065573,7.377049180327869,7.377049180327869,9.836065573770492,2.459016393442623,3.278688524590164,0.819672131147541,0.819672131147541,45.08196721311475,11.475409836065573
E00131056,126,24,3,16,21,8,3,2,1,31,17,19.047619047619047,2.380952380952381,12.698412698412698,16.666666666666664,6.349206349206349,2.380952380952381,1.5873015873015872,0.7936507936507936,24.6031746031746,13.492063492063492
E00131057,148,26,11,10,18,6,1,5,1,51,19,17.56756756756757,7.4324324324324325,6.756756756756757,12.162162162162163,4.054054054054054,0.6756756756756757,3.3783783783783785,0.6756756756756757,34.45945945945946,12.837837837837837
E00131058,165,26,16,7,23,8,2,1,0,59,23,15.757575757575756,9.696969696969697,4.242424242424243,13.939393939393941,4.848484848484849,1.2121212121212122,0.6060606060606061,0,35.75757575757576,13.939393939393941
E00131059,156,9,13,11,29,6,1,2,2,66,17,5.769230769230769,8.333333333333332,7.051282051282051,18.58974358974359,3.8461538461538463,0.641025641025641,1.282051282051282,1.282051282051282,42.30769230769231,10.897435897435898
E00131060,139,7,12,9,25,8,7,2,5,55,9,5.0359712230215825,8.633093525179856,6.474820143884892,17.985611510791365,5.755395683453238,5.0359712230215825,1.4388489208633095,3.5971223021582732,39.568345323741006,6.474820143884892
E00131061,154,32,14,9,22,14,1,2,3,33,24,20.77922077922078,9.090909090909092,5.844155844155844,14.285714285714285,9.090909090909092,0.6493506493506493,1.2987012987012987,1.948051948051948,21.428571428571427,15.584415584415584
E00131062,135,15,13,6,24,6,0,2,2,51,16,11.11111111111111,9.62962962962963,4.444444444444445,17.77777777777778,4.444444444444445,0,1.4814814814814816,1.4814814814814816,37.77777777777778,11.851851851851853
E00131063,178,10,14,8,31,8,4,5,1,73,24,5.617977528089887,7.865168539325842,4.49438202247191,17.415730337078653,4.49438202247191,2.247191011235955,2.8089887640449436,0.5617977528089888,41.01123595505618,13.48314606741573
E00131064,192,20,19,8,25,6,6,1,1,83,23,10.416666666666668,9.895833333333332,4.166666666666666,13.020833333333334,3.125,3.125,0.5208333333333333,0.5208333333333333,43.22916666666667,11.979166666666668
E00131065,104,22,10,5,23,4,3,2,2,21,12,21.153846153846153,9.615384615384617,4.807692307692308,22.115384615384613,3.8461538461538463,2.8846153846153846,1.9230769230769231,1.9230769230769231,20.192307692307693,11.538461538461538
E00131066,78,13,9,8,8,1,3,0,0,25,11,16.666666666666664,11.538461538461538,10.256410256410255,10.256410256410255,1.282051282051282,3.8461538461538463,0,0,32.05128205128205,14.102564102564102
E00131067,116,16,8,5,13,7,2,2,2,43,18,13.793103448275861,6.896551724137931,4.310344827586207,11.206896551724139,6.0344827586206895,1.7241379310344827,1.7241379310344827,1.7241379310344827,37.06896551724138,15.517241379310345
E00131068,84,14,9,3,21,3,3,1,0,24,6,16.666666666666664,10.714285714285714,3.571428571428571,25,3.571428571428571,3.571428571428571,1.1904761904761905,0,28.57142857142857,7.142857142857142
E00131069,125,13,22,8,23,8,4,1,1,32,13,10.4,17.599999999999998,6.4,18.4,6.4,3.2,0.8,0.8,25.6,10.4
E00131070,120,12,29,3,19,7,2,0,1,31,16,10,24.166666666666668,2.5,15.833333333333332,5.833333333333333,1.6666666666666667,0,0.8333333333333334,25.833333333333336,13.333333333333334
E00131071,137,27,15,10,29,11,2,0,1,18,24,19.708029197080293,10.948905109489052,7.2992700729927,21.16788321167883,8.02919708029197,1.4598540145985401,0,0.7299270072992701,13.138686131386862,17.51824817518248
E00131072,73,17,9,2,15,1,1,0,0,15,13,23.28767123287671,12.32876712328767,2.73972602739726,20.54794520547945,1.36986301369863,1.36986301369863,0,0,20.54794520547945,17.80821917808219
E00131073,112,16,10,8,27,4,0,1,3,23,20,14.285714285714285,8.928571428571429,7.142857142857142,24.107142857142858,3.571428571428571,0,0.8928571428571428,2.6785714285714284,20.535714285714285,17.857142857142858
