OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
E00018337,242,15,14,23,42,9,3,1,1,100,34,6.198347107438017,5.785123966942149,9.50413223140496,17.355371900826448,3.71900826446281,1.2396694214876034,0.4132231404958678,0.4132231404958678,41.32231404958678,14.049586776859504
E00018339,229,12,11,33,35,9,3,2,4,87,33,5.240174672489083,4.8034934497816595,14.41048034934498,15.283842794759824,3.9301310043668125,1.3100436681222707,0.8733624454148471,1.7467248908296942,37.99126637554585,14.41048034934498
E00018340,198,7,19,22,26,7,2,1,0,88,26,3.535353535353535,9.595959595959595,11.11111111111111,13.131313131313133,3.535353535353535,1.0101010101010102,0.5050505050505051,0,44.44444444444444,13.131313131313133
E00018341,197,18,8,24,30,11,2,1,1,53,49,9.137055837563452,4.060913705583756,12.18274111675127,15.228426395939088,5.583756345177665,1.015228426395939,0.5076142131979695,0.5076142131979695,26.903553299492383,24.873096446700508
E00018342,157,11,15,16,21,6,2,1,1,50,34,7.006369426751593,9.554140127388536,10.191082802547772,13.375796178343949,3.821656050955414,1.2738853503184715,0.6369426751592357,0.6369426751592357,31.84713375796178,21.656050955414013
E00018343,143,5,9,24,23,4,1,2,1,42,32,3.4965034965034967,6.293706293706294,16.783216783216783,16.083916083916083,2.797202797202797,0.6993006993006993,1.3986013986013985,0.6993006993006993,29.37062937062937,22.377622377622377
E00018344,173,12,20,17,21,7,0,0,1,68,27,6.9364161849710975,11.560693641618498,9.826589595375722,12.138728323699421,4.046242774566474,0,0,0.5780346820809248,39.30635838150289,15.606936416184972
E00018345,195,15,11,18,36,7,1,3,2,71,31,7.6923076923076925,5.641025641025641,9.230769230769232,18.461538461538463,3.5897435897435894,0.5128205128205128,1.5384615384615385,1.0256410256410255,36.41025641025641,15.897435897435896
E00018347,176,13,19,20,32,3,0,1,8,49,31,7.386363636363637,10.795454545454545,11.363636363636363,18.181818181818183,1.7045454545454544,0,0.5681818181818182,4.545454545454546,27.84090909090909,17.613636363636363
E00018348,172,12,20,21,29,9,4,0,1,51,25,6.976744186046512,11.627906976744185,12.209302325581394,16.86046511627907,5.232558139534884,2.3255813953488373,0,0.5813953488372093,29.651162790697676,14.534883720930234
E00018349,174,12,10,20,32,3,2,1,1,70,23,6.896551724137931,5.747126436781609,11.494252873563218,18.39080459770115,1.7241379310344827,1.1494252873563218,0.5747126436781609,0.5747126436781609,40.229885057471265,13.218390804597702
E00018350,236,19,22,25,46,5,3,3,4,79,30,8.050847457627118,9.322033898305085,10.59322033898305,19.491525423728813,2.11864406779661,1.2711864406779663,1.2711864406779663,1.694915254237288,33.47457627118644,12.711864406779661
E00018351,190,15,19,24,23,6,2,0,2,62,37,7.894736842105263,10,12.631578947368421,12.105263157894736,3.1578947368421053,1.0526315789473684,0,1.0526315789473684,32.631578947368425,19.473684210526315
E00018352,160,8,11,20,24,6,5,0,3,56,27,5,6.875000000000001,12.5,15,3.75,3.125,0,1.875,35,16.875
E00018353,164,10,13,23,20,10,2,2,0,54,30,6.097560975609756,7.926829268292683,14.02439024390244,12.195121951219512,6.097560975609756,1.2195121951219512,1.2195121951219512,0,32.926829268292686,18.29268292682927
E00018354,224,16,18,26,31,10,5,0,5,87,26,7.142857142857142,8.035714285714286,11.607142857142858,13.839285714285715,4.464285714285714,2.232142857142857,0,2.232142857142857,38.839285714285715,11.607142857142858
E00018355,210,24,15,41,42,3,2,1,2,47,33,11.428571428571429,7.142857142857142,19.523809523809526,20,1.4285714285714286,0.9523809523809524,0.4761904761904762,0.9523809523809524,22.380952380952383,15.714285714285714
E00018356,216,13,13,28,34,15,0,1,2,72,38,6.018518518518518,6.018518518518518,12.962962962962962,15.74074074074074,6.944444444444445,0,0.4629629629629629,0.9259259259259258,33.33333333333333,17.59259259259259
E00018357,247,13,10,52,27,6,4,0,3,75,57,5.263157894736842,4.048582995951417,21.052631578947366,10.931174089068826,2.42914979757085,1.6194331983805668,0,1.214574898785425,30.364372469635626,23.076923076923077
E00018358,225,12,12,26,36,7,0,3,3,78,48,5.333333333333334,5.333333333333334,11.555555555555555,16,3.111111111111111,0,1.3333333333333335,1.3333333333333335,34.66666666666667,21.333333333333336
E00018359,209,18,12,25,36,8,4,0,4,71,31,8.61244019138756,5.741626794258373,11.961722488038278,17.22488038277512,3.827751196172249,1.9138755980861244,0,1.9138755980861244,33.97129186602871,14.832535885167463
E00018360,247,22,28,30,39,10,4,0,1,75,38,8.906882591093117,11.336032388663968,12.145748987854251,15.789473684210526,4.048582995951417,1.6194331983805668,0,0.4048582995951417,30.364372469635626,15.384615384615385
E00018361,190,19,22,23,24,8,4,0,5,59,26,10,11.578947368421053,12.105263157894736,12.631578947368421,4.2105263157894735,2.1052631578947367,0,2.631578947368421,31.05263157894737,13.684210526315791
E00018362,235,14,15,30,36,6,4,0,6,64,60,5.957446808510639,6.382978723404255,12.76595744680851,15.319148936170212,2.553191489361702,1.702127659574468,0,2.553191489361702,27.23404255319149,25.53191489361702
E00018363,215,23,24,28,28,6,5,3,4,59,35,10.69767441860465,11.162790697674419,13.023255813953488,13.023255813953488,2.7906976744186047,2.3255813953488373,1.3953488372093024,1.8604651162790697,27.44186046511628,16.27906976744186
E00018364,211,11,16,31,46,8,1,0,0,64,34,5.213270142180095,7.5829383886255926,14.691943127962084,21.80094786729858,3.7914691943127963,0.47393364928909953,0,0,30.33175355450237,16.113744075829384
E00018365,191,12,8,23,40,7,1,1,5,64,30,6.282722513089005,4.18848167539267,12.041884816753926,20.94240837696335,3.664921465968586,0.5235602094240838,0.5235602094240838,2.6178010471204187,33.50785340314136,15.706806282722512
E00018366,222,25,15,39,31,8,1,2,0,61,40,11.26126126126126,6.756756756756757,17.56756756756757,13.963963963963963,3.6036036036036037,0.45045045045045046,0.9009009009009009,0,27.47747747747748,18.01801801801802
E00018367,181,16,14,14,34,7,2,2,1,54,37,8.83977900552486,7.734806629834254,7.734806629834254,18.784530386740332,3.867403314917127,1.1049723756906076,1.1049723756906076,0.5524861878453038,29.83425414364641,20.441988950276244
E00018368,171,15,9,26,24,4,3,2,0,56,32,8.771929824561402,5.263157894736842,15.204678362573098,14.035087719298245,2.3391812865497075,1.7543859649122806,1.1695906432748537,0,32.748538011695906,18.71345029239766
E00018370,168,12,15,17,31,3,4,0,2,53,31,7.142857142857142,8.928571428571429,10.119047619047619,18.452380952380953,1.7857142857142856,2.380952380952381,0,1.1904761904761905,31.547619047619047,18.452380952380953
E00018371,244,16,19,20,32,8,8,7,6,80,48,6.557377049180328,7.786885245901639,8.19672131147541,13.114754098360656,3.278688524590164,3.278688524590164,2.8688524590163933,2.459016393442623,32.78688524590164,19.672131147540984
E00018372,178,9,24,22,26,8,2,0,2,48,37,5.056179775280898,13.48314606741573,12.359550561797752,14.606741573033707,4.49438202247191,1.1235955056179776,0,1.1235955056179776,26.96629213483146,20.786516853932586
E00018373,156,12,11,17,18,9,2,2,2,60,23,7.6923076923076925,7.051282051282051,10.897435897435898,11.538461538461538,5.769230769230769,1.282051282051282,1.282051282051282,1.282051282051282,38.46153846153847,14.743589743589745
E00018374,227,14,22,30,31,6,1,2,6,86,29,6.167400881057269,9.691629955947137,13.215859030837004,13.656387665198238,2.643171806167401,0.4405286343612335,0.881057268722467,2.643171806167401,37.88546255506608,12.77533039647577
E00018375,212,12,21,24,23,6,2,0,0,92,32,5.660377358490567,9.90566037735849,11.320754716981133,10.849056603773585,2.8301886792452833,0.9433962264150944,0,0,43.39622641509434,15.09433962264151
E00018376,66,6,10,9,6,0,0,0,1,24,10,9.090909090909092,15.151515151515152,13.636363636363635,9.090909090909092,0,0,0,1.5151515151515151,36.36363636363637,15.151515151515152
E00018377,221,11,27,32,38,7,4,2,3,66,31,4.97737556561086,12.217194570135746,14.479638009049776,17.194570135746606,3.167420814479638,1.809954751131222,0.904977375565611,1.3574660633484164,29.86425339366516,14.027149321266968
E00018378,80,5,6,22,7,0,0,2,0,21,17,6.25,7.5,27.500000000000004,8.75,0,0,2.5,0,26.25,21.25
E00018379,218,15,19,25,33,3,1,1,2,92,27,6.8807339449541285,8.715596330275229,11.46788990825688,15.137614678899084,1.3761467889908259,0.45871559633027525,0.45871559633027525,0.9174311926605505,42.201834862385326,12.385321100917432
E00018380,183,6,16,18,27,4,1,1,2,79,29,3.278688524590164,8.743169398907105,9.836065573770492,14.754098360655737,2.185792349726776,0.546448087431694,0.546448087431694,1.092896174863388,43.169398907103826,15.846994535519126
E00018381,291,17,16,20,46,4,6,0,6,101,75,5.841924398625429,5.498281786941581,6.872852233676976,15.807560137457044,1.3745704467353952,2.0618556701030926,0,2.0618556701030926,34.707903780068726,25.773195876288657
E00018382,204,3,19,22,36,13,8,2,4,71,26,1.4705882352941175,9.313725490196079,10.784313725490197,17.647058823529413,6.372549019607843,3.9215686274509802,0.9803921568627451,1.9607843137254901,34.80392156862745,12.745098039215685
E00018383,249,11,11,31,38,11,1,1,1,63,81,4.417670682730924,4.417670682730924,12.449799196787147,15.261044176706829,4.417670682730924,0.4016064257028112,0.4016064257028112,0.4016064257028112,25.301204819277107,32.53012048192771
E00018384,171,16,12,23,25,6,2,1,2,45,39,9.35672514619883,7.017543859649122,13.450292397660817,14.619883040935672,3.508771929824561,1.1695906432748537,0.5847953216374269,1.1695906432748537,26.31578947368421,22.807017543859647
E00018385,173,13,12,12,42,5,4,0,1,71,13,7.514450867052023,6.9364161849710975,6.9364161849710975,24.277456647398843,2.8901734104046244,2.312138728323699,0,0.5780346820809248,41.040462427745666,7.514450867052023
E00018386,214,15,21,24,36,6,3,3,3,78,25,7.009345794392523,9.813084112149532,11.214953271028037,16.822429906542055,2.803738317757009,1.4018691588785046,1.4018691588785046,1.4018691588785046,36.44859813084112,11.682242990654206
E00018387,199,6,17,38,33,3,2,1,2,67,30,3.015075376884422,8.542713567839195,19.09547738693467,16.582914572864322,1.507537688442211,1.0050251256281406,0.5025125628140703,1.0050251256281406,33.66834170854271,15.07537688442211
E00018389,294,19,25,36,45,7,7,0,7,86,62,6.462585034013606,8.503401360544217,12.244897959183673,15.306122448979592,2.380952380952381,2.380952380952381,0,2.380952380952381,29.25170068027211,21.08843537414966
E00018390,208,11,19,33,47,8,2,2,0,52,34,5.288461538461538,9.134615384615383,15.865384615384615,22.596153846153847,3.8461538461538463,0.9615384615384616,0.9615384615384616,0,25,16.346153846153847
E00018392,162,4,10,18,22,8,2,0,3,62,33,2.4691358024691357,6.172839506172839,11.11111111111111,13.580246913580247,4.938271604938271,1.2345679012345678,0,1.8518518518518516,38.2716049382716,20.37037037037037
E00018393,154,14,20,22,21,5,1,0,4,41,26,9.090909090909092,12.987012987012985,14.285714285714285,13.636363636363635,3.2467532467532463,0.6493506493506493,0,2.5974025974025974,26.623376623376622,16.883116883116884
E00018394,232,10,15,28,40,6,2,0,3,99,29,4.310344827586207,6.4655172413793105,12.068965517241379,17.24137931034483,2.586206896551724,0.8620689655172413,0,1.293103448275862,42.672413793103445,12.5
