OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT,RGN23NM
W00002268,288,158,152,130,40,90,5,3,2,17,6,11,6,9,8,7,6,1,0,0,0,1,1,0,1,121,65,14,19,20,3,54.861111111111114,52.77777777777778,45.13888888888889,13.88888888888889,31.25,1.7361111111111112,1.0416666666666665,0.6944444444444444,5.902777777777778,2.083333333333333,3.8194444444444446,2.083333333333333,3.125,2.7777777777777777,2.430555555555556,2.083333333333333,0.3472222222222222,0,0,0,0.3472222222222222,0.3472222222222222,0,0.3472222222222222,42.01388888888889,22.569444444444446,4.861111111111112,6.597222222222222,6.944444444444445,1.0416666666666665,Wales
W00002269,256,128,123,95,21,74,3,1,2,25,14,11,5,0,0,0,0,0,0,0,0,0,0,0,0,128,74,13,10,22,9,50,48.046875,37.109375,8.203125,28.90625,1.171875,0.390625,0.78125,9.765625,5.46875,4.296875,1.953125,0,0,0,0,0,0,0,0,0,0,0,0,50,28.90625,5.078125,3.90625,8.59375,3.515625,Wales
W00002270,135,75,75,69,19,50,1,0,1,5,1,4,0,3,3,3,1,2,0,0,0,0,0,0,0,57,29,7,3,14,4,55.55555555555556,55.55555555555556,51.11111111111111,14.074074074074074,37.03703703703704,0.7407407407407408,0,0.7407407407407408,3.7037037037037033,0.7407407407407408,2.9629629629629632,0,2.2222222222222223,2.2222222222222223,2.2222222222222223,0.7407407407407408,1.4814814814814816,0,0,0,0,0,0,0,42.22222222222222,21.48148148148148,5.185185185185185,2.2222222222222223,10.37037037037037,2.9629629629629632,Wales
W00002271,217,90,88,70,17,53,6,0,6,12,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,127,98,4,6,13,6,41.474654377880185,40.55299539170507,32.25806451612903,7.834101382488479,24.42396313364055,2.7649769585253456,0,2.7649769585253456,5.529953917050691,1.8433179723502304,3.686635944700461,0.9216589861751152,0,0,0,0,0,0,0,0,0,0,0,0,58.525345622119815,45.16129032258064,1.8433179723502304,2.7649769585253456,5.990783410138248,2.7649769585253456,Wales
W00002272,291,159,155,139,30,109,2,2,0,14,6,8,4,5,5,5,3,2,0,0,0,0,0,0,0,127,83,10,14,12,8,54.63917525773196,53.264604810996566,47.766323024054984,10.309278350515463,37.45704467353952,0.6872852233676976,0.6872852233676976,0,4.810996563573884,2.0618556701030926,2.7491408934707904,1.3745704467353952,1.718213058419244,1.718213058419244,1.718213058419244,1.0309278350515463,0.6872852233676976,0,0,0,0,0,0,0,43.6426116838488,28.52233676975945,3.436426116838488,4.810996563573884,4.123711340206185,2.7491408934707904,Wales
W00002273,229,121,118,71,22,49,6,2,4,41,7,34,3,2,2,1,1,0,0,0,0,1,0,1,0,106,69,11,11,10,5,52.838427947598255,51.52838427947598,31.004366812227076,9.606986899563319,21.397379912663755,2.6200873362445414,0.8733624454148471,1.7467248908296942,17.903930131004365,3.056768558951965,14.847161572052403,1.3100436681222707,0.8733624454148471,0.8733624454148471,0.43668122270742354,0.43668122270742354,0,0,0,0,0.43668122270742354,0,0.43668122270742354,0,46.288209606986904,30.131004366812224,4.8034934497816595,4.8034934497816595,4.366812227074235,2.1834061135371177,Wales
W00002274,332,167,167,100,28,72,12,3,9,55,19,36,0,2,1,1,1,0,0,0,0,0,0,0,1,163,106,15,19,16,7,50.30120481927711,50.30120481927711,30.120481927710845,8.433734939759036,21.686746987951807,3.614457831325301,0.9036144578313252,2.710843373493976,16.566265060240966,5.72289156626506,10.843373493975903,0,0.6024096385542169,0.30120481927710846,0.30120481927710846,0.30120481927710846,0,0,0,0,0,0,0,0.30120481927710846,49.096385542168676,31.92771084337349,4.518072289156627,5.72289156626506,4.819277108433735,2.108433734939759,Wales
W00002275,366,218,210,127,38,89,16,3,13,67,16,51,8,0,0,0,0,0,0,0,0,0,0,0,0,148,87,25,13,14,9,59.56284153005464,57.377049180327866,34.69945355191257,10.382513661202186,24.316939890710383,4.371584699453552,0.819672131147541,3.551912568306011,18.30601092896175,4.371584699453552,13.934426229508196,2.185792349726776,0,0,0,0,0,0,0,0,0,0,0,0,40.43715846994536,23.770491803278688,6.830601092896176,3.551912568306011,3.825136612021858,2.459016393442623,Wales
W00002276,286,125,117,77,26,51,5,0,5,35,12,23,8,0,0,0,0,0,0,0,0,0,0,0,0,161,100,16,21,14,10,43.70629370629371,40.909090909090914,26.923076923076923,9.090909090909092,17.832167832167833,1.7482517482517483,0,1.7482517482517483,12.237762237762238,4.195804195804196,8.041958041958042,2.797202797202797,0,0,0,0,0,0,0,0,0,0,0,0,56.29370629370629,34.96503496503497,5.594405594405594,7.3426573426573425,4.895104895104895,3.4965034965034967,Wales
W00002277,316,178,175,80,20,60,14,1,13,81,18,63,3,1,1,1,1,0,0,0,0,0,0,0,0,137,100,8,12,10,7,56.32911392405063,55.379746835443036,25.31645569620253,6.329113924050633,18.9873417721519,4.430379746835443,0.31645569620253167,4.113924050632911,25.63291139240506,5.69620253164557,19.936708860759495,0.949367088607595,0.31645569620253167,0.31645569620253167,0.31645569620253167,0.31645569620253167,0,0,0,0,0,0,0,0,43.35443037974683,31.645569620253166,2.5316455696202533,3.79746835443038,3.1645569620253164,2.2151898734177213,Wales
